Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(17/1, 24/1)",7.587,7008,7008,Y
"(55/1, 3/1)",7.612,7028,7028,Y
"(59/1, 49/1)",7.621,7037,7037,Y
"(43/1, 38/1)",7.674,7086,7086,Y
"(12/1, 22/1)",7.71,7121,7121,Y
"(20/1, 29/1)",7.735,7144,7144,Y
"(16/1, 10/1)",7.742,7151,7151,Y
"(41/1, 58/1)",7.758,7163,7163,Y
"(16/1, 4/1)",7.772,7179,7179,Y
"(6/1, 9/1)",7.794,7198,7198,Y
"(16/1, 6/1)",7.825,7227,7227,Y
"(32/1, 25/1)",7.829,7232,7232,Y
"(17/1, 50/1)",7.831,7233,7233,Y
"(36/1, 28/1)",7.88,7271,7271,Y
"(1/1, 50/1)",7.926,7324,7324,Y
"(38/1, 3/1)",7.932,7332,7332,Y
"(48/1, 21/1)",7.934,7334,7334,Y
"(50/1, 51/1)",7.96,7364,7364,Y
"(35/1, 2/1)",8.032,7427,7427,Y
"(29/1, 23/1)",8.074,7468,7468,Y
"(25/1, 34/1)",8.105,7497,7497,Y
"(38/1, 12/1, 38/1)",8.136,7519,7519,Y
"(9/1, 57/1)",8.162,7545,7545,Y
"(41/1, 38/1)",8.191,7579,7579,Y
"(31/1, 36/1)",8.192,7580,7580,Y
"(36/1, 3/1)",8.226,7615,7615,Y
"(45/1, 28/1)",8.237,7623,7623,Y
"(36/1, 31/1)",8.258,7643,7643,Y
"(22/1, 38/1)",8.262,7647,7647,Y
"(33/1, 54/1)",8.273,7658,7658,Y
"(42/1, 38/1)",8.32,7700,7700,Y
"(9/1, 43/1)",8.344,7722,7722,Y
"(36/1, 40/1)",8.385,7763,7763,Y
"(34/1, 54/1)",8.435,7808,7808,Y
"(21/1, 51/1)",8.443,7815,7815,Y
"(12/1, 2/1)",8.48,7852,7852,Y
"(35/1, 9/1)",8.486,7858,7858,Y
"(44/1, 26/1)",8.499,7866,7866,Y
"(14/1, 32/1)",8.533,7898,7898,Y
"(58/1, 39/1)",8.582,7949,7949,Y
"(11/1, 40/1)",8.585,7952,7952,Y
"(50/1, 58/1)",8.602,7969,7969,Y
"(14/1, 28/1)",8.615,7980,7980,Y
"(49/1, 54/1)",8.62,7986,7986,Y
"(35/1, 11/1, 35/1)",8.666,8017,8017,Y
"(25/1, 32/1)",8.681,8030,8030,Y
"(51/1, 54/1)",8.732,8083,8083,Y
"(16/1, 37/1)",8.832,8173,8173,Y
"(6/1, 25/1)",8.854,8191,8191,Y
"(44/1, 19/1)",8.86,8197,8197,Y
"(55/1, 25/1)",8.866,8204,8204,Y
"(13/1, 43/1)",8.901,8224,8224,Y
"(34/1, 47/1)",8.929,8255,8255,Y
"(38/1, 30/1, 38/1)",8.933,8259,8259,Y
"(59/1, 56/1)",8.997,8314,8314,Y
"(47/1, 59/1)",9.083,8383,8383,Y
"(47/1, 35/1)",9.122,8419,8419,Y
"(48/1, 43/1)",9.126,8421,8421,Y
"(60/1, 14/1)",9.142,8432,8432,Y
"(28/1, 24/1)",9.227,8516,8516,Y
"(41/1, 12/1)",9.24,8523,8523,Y
"(38/1, 18/1)",9.242,8526,8526,Y
"(23/1, 29/1)",9.285,8577,8577,Y
"(9/1, 51/1)",9.303,8594,8594,Y
"(3/1, 38/1)",9.36,8639,8639,Y
"(50/1, 4/1, 4/1)",9.391,8660,8660,Y
"(26/1, 35/1)",9.402,8671,8671,Y
"(5/1, 49/1)",9.472,8730,8730,Y
"(25/1, 4/1)",9.5,8756,8756,Y
"(31/1, 31/1, 56/1)",9.506,8763,8763,Y
"(54/1, 60/1)",9.511,8769,8769,Y
"(54/1, 5/1)",9.558,8810,8810,Y
"(35/1, 41/1)",9.559,8811,8811,Y
"(54/1, 43/1)",9.58,8834,8834,Y
"(56/1, 40/1)",9.605,8859,8859,Y
"(37/1, 58/1)",9.608,8862,8862,Y
"(51/1, 53/1)",9.63,8881,8881,Y
"(25/1, 10/1, 25/1)",9.638,8891,8891,Y
"(27/1, 52/1)",9.658,8906,8906,Y
"(59/1, 54/1, 59/1)",9.716,8960,8960,Y
"(8/1, 17/1)",9.722,8967,8967,Y
"(11/1, 53/1)",9.732,8978,8978,Y
"(21/1, 3/1)",9.744,8985,8985,Y
"(44/1, 39/1)",9.746,8986,8986,Y
"(45/1, 20/1)",9.757,9000,9000,Y
"(28/1, 30/1)",9.808,9046,9046,Y
"(20/1, 56/1)",10.009,9241,9241,Y
"(14/1, 57/1)",10.047,9273,9273,Y
"(59/1, 19/1)",10.055,9282,9282,Y
"(5/1, 39/1)",10.133,9358,9358,Y
"(9/1, 53/1)",10.165,9388,9388,Y
"(12/1, 50/1)",10.24,9454,9454,Y
"(42/1, 40/1)",10.255,9464,9464,Y
"(30/1, 5/1)",10.263,9474,9474,Y
"(54/1, 12/1)",10.305,9513,9513,Y
"(45/1, 2/1)",10.345,9550,9550,Y
"(56/1, 3/1)",10.355,9561,9561,Y
"(26/1, 34/1)",10.411,9614,9614,Y
"(58/1, 32/1)",10.415,9619,9619,Y
"(36/1, 45/1)",10.448,9654,9654,Y
"(29/1, 57/1)",10.465,9672,9672,Y
"(37/1, 29/1)",10.517,9720,9720,Y
"(34/1, 4/1, 4/1)",10.53,9736,9736,Y
"(34/1, 56/1)",10.607,9811,9811,Y
"(10/1, 23/1)",10.627,9828,9828,Y
"(8/1, 56/1)",10.632,9834,9834,Y
"(9/1, 49/1)",10.68,9878,9878,Y
"(43/1, 57/1)",10.695,9896,9896,Y
"(59/1, 1/1)",10.717,9914,9914,Y
"(12/1, 52/1)",10.748,9944,9944,Y
"(52/1, 57/1)",10.774,9969,9969,Y
"(23/1, 21/1)",10.779,9974,9974,Y
"(29/1, 45/1)",10.781,9977,9977,Y
"(2/1, 22/1)",10.85,10046,10046,Y
"(28/1, 52/1, 28/1)",10.867,10066,10066,Y
"(20/1, 15/1)",11.0,10130,10130,Y
"(8/1, 49/1)",11.035,10165,10165,Y
"(37/1, 50/1)",11.039,10170,10170,Y
"(47/1, 42/1)",11.044,10175,10175,Y
"(17/1, 14/1)",11.052,10181,10181,Y
"(42/1, 30/1)",11.055,10182,10182,Y
"(40/1, 14/1)",11.114,10245,10245,Y
"(44/1, 9/1)",11.117,10248,10248,Y
"(58/1, 27/1)",11.152,10280,10280,Y
"(48/1, 36/1)",11.154,10281,10281,Y
"(40/1, 57/1)",11.173,10301,10301,Y
"(12/1, 3/1)",11.203,10329,10329,Y
"(25/1, 31/1)",11.239,10365,10365,Y
"(14/1, 38/1)",11.267,10391,10391,Y
"(26/1, 14/1)",11.278,10404,10404,Y
"(46/1, 29/1)",11.294,10415,10415,Y
"(46/1, 13/1)",11.317,10435,10435,Y
"(37/1, 4/1)",11.372,10485,10485,Y
"(33/1, 26/1)",11.423,10535,10535,Y
"(6/1, 15/1)",11.44,10548,10548,Y
"(32/1, 37/1)",11.491,10602,10602,Y
"(40/1, 18/1)",11.496,10604,10604,Y
"(31/1, 34/1)",11.507,10614,10614,Y
"(52/1, 1/1)",11.585,10686,10686,Y
"(10/1, 47/1)",11.604,10703,10703,Y
"(12/1, 43/1, 43/1)",11.625,10720,10720,Y
"(13/1, 56/1)",11.632,10728,10728,Y
"(57/1, 57/1, 37/1)",11.685,10776,10776,Y
"(5/1, 55/1)",11.793,10884,10884,Y
"(31/1, 18/1)",11.807,10900,10900,Y
"(39/1, 27/1)",11.854,10941,10941,Y
"(10/1, 28/1)",11.858,10946,10946,Y
"(52/1, 44/1)",11.909,10991,10991,Y
"(33/1, 33/1, 25/1)",11.945,11026,11026,Y
"(33/1, 48/1)",11.971,11049,11049,Y
"(13/1, 17/1)",12.06,11122,11122,Y
"(23/1, 37/1)",12.138,11193,11193,Y
"(29/1, 29/1, 27/1)",12.157,11208,11208,Y
"(48/1, 12/1)",12.166,11212,11212,Y
"(10/1, 5/1)",12.304,11348,11348,Y
"(39/1, 5/1)",12.312,11357,11357,Y
"(12/1, 53/1)",12.313,11358,11358,Y
"(41/1, 17/1)",12.315,11359,11359,Y
"(4/1, 4/1, 57/1)",12.359,11398,11398,Y
"(58/1, 43/1)",12.46,11502,11502,Y
"(40/1, 31/1)",12.469,11509,11509,Y
"(26/1, 54/1)",12.482,11523,11523,Y
"(7/1, 39/1)",12.548,11596,11596,Y
"(55/1, 28/1)",12.571,11616,11616,Y
"(3/1, 40/1)",12.575,11620,11620,Y
"(9/1, 52/1)",12.578,11624,11624,Y
"(44/1, 38/1)",12.619,11669,11669,Y
"(55/1, 45/1)",12.625,11672,11672,Y
"(55/1, 36/1)",12.68,11738,11738,Y
"(53/1, 20/1)",12.717,11777,11777,Y
"(45/1, 58/1)",12.726,11787,11787,Y
"(51/1, 35/1)",12.768,11831,11831,Y
"(41/1, 50/1)",12.82,11885,11885,Y
"(11/1, 7/1, 11/1)",12.834,11902,11902,Y
"(21/1, 55/1)",12.862,11928,11928,Y
"(33/1, 36/1, 33/1)",12.865,11932,11932,Y
"(4/1, 55/1)",12.88,11949,11949,Y
"(23/1, 41/1)",12.912,11981,11981,Y
"(28/1, 23/1)",12.92,11990,11990,Y
"(38/1, 28/1)",12.953,12023,12023,Y
"(55/1, 14/1)",12.964,12035,12035,Y
"(42/1, 2/1)",13.023,12098,12098,Y
"(31/1, 2/1)",13.059,12131,12131,Y
"(16/1, 44/1)",13.093,12167,12167,Y
"(60/1, 18/1)",13.118,12189,12189,Y
"(56/1, 59/1)",13.141,12217,12217,Y
"(14/1, 10/1)",13.148,12225,12225,Y
"(42/1, 46/1)",13.179,12255,12255,Y
"(58/1, 37/1)",13.195,12274,12274,Y
"(19/1, 55/1)",13.196,12275,12275,Y
"(22/1, 27/1)",13.199,12278,12278,Y
"(3/1, 23/1, 3/1)",13.2,12279,12279,Y
"(34/1, 16/1)",13.207,12286,12286,Y
"(58/1, 26/1)",13.22,12295,12295,Y
"(51/1, 26/1, 26/1)",13.228,12305,12305,Y
"(50/1, 36/1)",13.232,12310,12310,Y
"(19/1, 39/1)",13.249,12330,12330,Y
"(37/1, 48/1)",13.254,12336,12336,Y
"(37/1, 60/1)",13.274,12352,12352,Y
"(33/1, 3/1)",13.278,12357,12357,Y
"(8/1, 27/1)",13.335,12417,12417,Y
"(20/1, 7/1)",13.347,12431,12431,Y
"(28/1, 57/1)",13.361,12444,12444,Y
"(34/1, 21/1)",13.372,12453,12453,Y
"(5/1, 52/1)",13.377,12459,12459,Y
"(16/1, 47/1)",13.391,12475,12475,Y
"(18/1, 11/1)",13.4,12486,12486,Y
"(27/1, 30/1)",13.424,12508,12508,Y
"(2/1, 26/1)",13.436,12522,12522,Y
"(41/1, 5/1)",13.443,12530,12530,Y
"(56/1, 50/1)",13.502,12593,12593,Y
"(7/1, 56/1)",13.525,12614,12614,Y
"(22/1, 26/1)",13.542,12634,12634,Y
"(56/1, 42/1)",13.57,12659,12659,Y
"(14/1, 2/1)",13.584,12675,12675,Y
"(12/1, 12/1, 55/1)",13.615,12704,12704,Y
"(44/1, 13/1)",13.663,12755,12755,Y
"(48/1, 4/1)",13.664,12756,12756,Y
"(35/1, 26/1)",13.73,12829,12829,Y
"(26/1, 47/1)",13.748,12851,12851,Y
"(5/1, 59/1)",13.753,12853,12853,Y
"(30/1, 50/1)",13.764,12862,12862,Y
"(38/1, 48/1)",13.793,12896,12896,Y
"(60/1, 3/1)",13.796,12899,12899,Y
"(37/1, 28/1)",13.84,12945,12945,Y
"(39/1, 14/1)",13.862,12964,12964,Y
"(59/1, 7/1)",13.865,12967,12967,Y
"(9/1, 6/1)",13.885,12992,12992,Y
"(43/1, 4/1)",13.937,13031,13031,Y
"(28/1, 5/1)",13.96,13051,13051,Y
"(28/1, 31/1)",13.978,13071,13071,Y
"(24/1, 16/1)",13.99,13077,13077,Y
"(19/1, 12/1)",13.999,13087,13087,Y
"(7/1, 46/1)",14.022,13108,13108,Y
"(14/1, 36/1)",14.047,13137,13137,Y
"(12/1, 45/1)",14.067,13156,13156,Y
"(21/1, 5/1)",14.094,13183,13183,Y
"(41/1, 8/1)",14.161,13246,13246,Y
"(30/1, 8/1)",14.163,13247,13247,Y
"(22/1, 41/1)",14.197,13281,13281,Y
"(30/1, 59/1)",14.232,13316,13316,Y
"(26/1, 38/1)",14.234,13318,13318,Y
"(47/1, 30/1)",14.298,13382,13382,Y
"(7/1, 34/1)",14.328,13410,13410,Y
"(57/1, 24/1)",14.358,13435,13435,Y
"(24/1, 2/1)",14.376,13448,13448,Y
"(33/1, 25/1)",14.398,13473,13473,Y
"(12/1, 16/1)",14.4,13475,13475,Y
"(11/1, 54/1)",14.415,13485,13485,Y
"(14/1, 19/1)",14.47,13537,13537,Y
"(1/1, 6/1)",14.625,13682,13682,Y
"(55/1, 42/1)",14.71,13760,13760,Y
"(11/1, 56/1)",14.741,13787,13787,Y
"(35/1, 60/1)",14.774,13817,13817,Y
"(16/1, 45/1)",14.789,13830,13830,Y
"(31/1, 23/1)",14.794,13832,13832,Y
"(20/1, 2/1)",14.867,13901,13901,Y
"(51/1, 31/1)",14.897,13926,13926,Y
"(31/1, 24/1)",14.952,13975,13975,Y
"(48/1, 58/1)",14.954,13976,13976,Y
"(24/1, 40/1)",14.959,13982,13982,Y
"(38/1, 55/1)",14.981,13999,13999,Y
"(31/1, 4/1)",14.992,14012,14012,Y
"(23/1, 25/1, 25/1)",15.074,14084,14084,Y
"(46/1, 28/1)",15.098,14112,14112,Y
"(48/1, 48/1, 2/1)",15.109,14124,14124,Y
"(5/1, 11/1)",15.13,14134,14134,Y
"(24/1, 6/1)",15.149,14155,14155,Y
"(13/1, 27/1)",15.183,14183,14183,Y
"(43/1, 6/1)",15.236,14234,14234,Y
"(16/1, 40/1)",15.247,14240,14240,Y
"(32/1, 23/1)",15.263,14256,14256,Y
"(57/1, 31/1)",15.293,14282,14282,Y
"(10/1, 36/1)",15.294,14283,14283,Y
"(60/1, 15/1)",15.314,14297,14297,Y
"(21/1, 32/1)",15.348,14329,14329,Y
"(47/1, 47/1, 56/1)",15.35,14332,14332,Y
"(40/1, 3/1)",15.358,14340,14340,Y
"(4/1, 51/1)",15.386,14367,14367,Y
"(23/1, 2/1)",15.434,14408,14408,Y
"(16/1, 33/1)",15.445,14421,14421,Y
"(22/1, 14/1)",15.5,14471,14471,Y
"(17/1, 1/1)",15.508,14480,14480,Y
"(13/1, 30/1)",15.535,14505,14505,Y
"(32/1, 5/1)",15.627,14590,14590,Y
"(38/1, 11/1)",15.662,14623,14623,Y
"(50/1, 22/1)",15.705,14660,14660,Y
"(14/1, 21/1)",15.773,14724,14724,Y
"(42/1, 1/1)",15.781,14732,14732,Y
"(54/1, 22/1)",15.785,14735,14735,Y
"(26/1, 36/1, 26/1)",15.787,14736,14736,Y
"(26/1, 7/1)",15.793,14738,14738,Y
"(24/1, 49/1)",15.827,14771,14771,Y
"(54/1, 36/1)",15.864,14807,14807,Y
"(4/1, 41/1)",15.887,14826,14826,Y
"(41/1, 33/1)",15.89,14829,14829,Y
"(11/1, 15/1)",15.947,14881,14881,Y
"(1/1, 16/1, 1/1)",15.955,14891,14891,Y
"(37/1, 48/1, 48/1)",15.99,14924,14924,Y
"(50/1, 23/1)",15.993,14927,14927,Y
"(43/1, 12/1)",16.016,14947,14947,Y
"(53/1, 34/1)",16.022,14953,14953,Y
"(17/1, 47/1)",16.024,14954,14954,Y
"(18/1, 47/1)",16.029,14960,14960,Y
"(42/1, 54/1)",16.036,14968,14968,Y
"(40/1, 13/1)",16.072,15003,15003,Y
"(29/1, 2/1, 29/1)",16.108,15039,15039,Y
"(21/1, 5/1, 5/1)",16.146,15075,15075,Y
"(16/1, 59/1)",16.154,15078,15078,Y
"(59/1, 37/1)",16.184,15106,15106,Y
"(6/1, 58/1)",16.193,15115,15115,Y
"(60/1, 7/1)",16.212,15132,15132,Y
"(56/1, 5/1)",16.278,15191,15191,Y
"(26/1, 3/1)",16.289,15203,15203,Y
"(49/1, 32/1)",16.34,15248,15248,Y
"(25/1, 57/1)",16.35,15259,15259,Y
"(31/1, 25/1)",16.392,15297,15297,Y
"(43/1, 18/1)",16.415,15320,15320,Y
"(34/1, 50/1, 34/1)",16.429,15329,15329,Y
"(60/1, 48/1)",16.445,15347,15347,Y
"(8/1, 51/1)",16.497,15393,15393,Y
"(55/1, 27/1)",16.501,15398,15398,Y
"(47/1, 50/1)",16.52,15412,15412,Y
"(28/1, 3/1)",16.551,15437,15437,Y
"(51/1, 11/1)",16.58,15460,15460,Y
"(32/1, 7/1)",16.641,15518,15518,Y
"(46/1, 42/1)",16.684,15561,15561,Y
"(37/1, 11/1)",16.689,15567,15567,Y
"(46/1, 20/1)",16.749,15622,15622,Y
"(11/1, 49/1)",16.77,15639,15639,Y
"(3/1, 23/1)",16.772,15641,15641,Y
"(28/1, 14/1)",16.773,15642,15642,Y
"(34/1, 9/1)",16.821,15688,15688,Y
"(39/1, 58/1)",16.848,15714,15714,Y
"(14/1, 34/1)",16.876,15741,15741,Y
"(2/1, 27/1)",16.985,15834,15834,Y
"(1/1, 58/1)",17.0,15844,15844,Y
"(35/1, 12/1)",17.009,15850,15850,Y
"(19/1, 21/1)",17.031,15870,15870,Y
"(32/1, 36/1)",17.093,15905,15905,Y
"(26/1, 53/1, 26/1)",17.096,15908,15908,Y
"(39/1, 4/1)",17.15,15960,15960,Y
"(57/1, 2/1)",17.172,15977,15977,Y
"(15/1, 2/1)",17.192,15999,15999,Y
"(26/1, 9/1)",17.205,16006,16006,Y
"(8/1, 59/1)",17.22,16023,16023,Y
"(13/1, 46/1)",17.249,16049,16049,Y
"(15/1, 50/1)",17.252,16052,16052,Y
"(54/1, 44/1)",17.309,16102,16102,Y
"(6/1, 60/1)",17.429,16212,16212,Y
"(38/1, 50/1)",17.547,16322,16322,Y
"(8/1, 13/1)",17.594,16363,16363,Y
"(52/1, 6/1)",17.666,16432,16432,Y
"(9/1, 4/1)",17.667,16433,16433,Y
"(58/1, 52/1)",17.691,16453,16453,Y
"(24/1, 12/1)",17.701,16464,16464,Y
"(4/1, 27/1)",17.709,16467,16467,Y
"(54/1, 52/1)",17.724,16483,16483,Y
"(38/1, 5/1, 5/1)",17.73,16486,16486,Y
"(47/1, 12/1)",17.734,16489,16489,Y
"(30/1, 2/1)",17.735,16490,16490,Y
"(9/1, 60/1)",17.784,16541,16541,Y
"(21/1, 29/1)",17.786,16543,16543,Y
"(17/1, 44/1)",17.812,16564,16564,Y
"(5/1, 17/1)",17.842,16597,16597,Y
"(58/1, 36/1)",17.849,16604,16604,Y
"(32/1, 58/1)",17.863,16619,16619,Y
"(48/1, 13/1)",17.868,16621,16621,Y
"(23/1, 7/1)",17.884,16635,16635,Y
"(20/1, 59/1)",17.896,16641,16641,Y
"(29/1, 49/1)",17.937,16675,16675,Y
"(38/1, 51/1)",17.97,16700,16700,Y
"(17/1, 29/1)",18.097,16800,16800,Y
"(43/1, 26/1)",18.101,16805,16805,Y
"(9/1, 39/1)",18.133,16833,16833,Y
"(2/1, 56/1)",18.138,16836,16836,Y
"(1/1, 11/1, 11/1)",18.16,16852,16852,Y
"(59/1, 18/1)",18.173,16866,16866,Y
"(30/1, 35/1)",18.175,16868,16868,Y
"(29/1, 31/1)",18.207,16896,16896,Y
"(60/1, 49/1)",18.216,16905,16905,Y
"(13/1, 53/1)",18.269,16951,16951,Y
"(43/1, 16/1)",18.27,16952,16952,Y
"(13/1, 21/1)",18.278,16961,16961,Y
"(10/1, 32/1)",18.34,17013,17013,Y
"(16/1, 54/1)",18.349,17023,17023,Y
"(27/1, 9/1)",18.353,17026,17026,Y
"(5/1, 50/1)",18.433,17100,17100,Y
"(41/1, 22/1)",18.436,17103,17103,Y
"(43/1, 40/1)",18.515,17164,17164,Y
"(2/1, 3/1)",18.53,17175,17175,Y
"(29/1, 9/1)",18.547,17190,17190,Y
"(25/1, 10/1)",18.597,17229,17229,Y
"(3/1, 60/1)",18.624,17244,17244,Y
"(6/1, 3/1)",18.662,17262,17262,Y
"(10/1, 25/1)",18.671,17267,17267,Y
"(15/1, 33/1)",18.681,17271,17271,Y
"(29/1, 59/1)",18.714,17282,17282,Y
"(58/1, 28/1)",18.796,17306,17306,Y
"(45/1, 49/1)",18.803,17311,17311,Y
"(25/1, 29/1)",18.934,17355,17355,Y
"(48/1, 42/1)",19.043,17387,17387,Y
"(7/1, 35/1)",19.093,17401,17401,Y
"(52/1, 24/1)",19.154,17420,17420,Y
"(3/1, 25/1)",19.301,17447,17447,Y
"(54/1, 27/1, 54/1)",19.323,17455,17455,Y
"(58/1, 13/1)",19.44,17479,17479,Y
"(10/1, 7/1)",20.083,17567,17567,Y
"(47/1, 18/1)",20.101,17577,17577,Y
"(33/1, 18/1)",20.104,17578,17578,Y
"(16/1, 48/1)",20.15,17609,17609,Y
"(19/1, 11/1)",20.172,17623,17623,Y
"(33/1, 36/1)",20.234,17653,17653,Y
"(38/1, 52/1)",20.248,17661,17661,Y
"(53/1, 26/1)",20.286,17696,17696,Y
"(36/1, 36/1, 39/1, 39/1, 36/1)",20.298,17701,17701,Y
"(35/1, 16/1)",20.324,17717,17717,Y
"(20/1, 21/1)",20.344,17726,17726,Y
"(47/1, 20/1)",20.368,17733,17733,Y
"(45/1, 9/1)",20.432,17774,17774,Y
"(43/1, 36/1, 36/1)",20.594,17799,17799,Y
"(22/1, 52/1)",20.615,17809,17809,Y
"(19/1, 34/1)",20.693,17842,17842,Y
"(5/1, 4/1, 3/1)",20.706,17855,17855,Y
"(16/1, 2/1)",20.733,17877,17877,Y
"(44/1, 28/1)",20.791,17914,17914,Y
"(2/1, 21/1)",20.816,17935,17935,Y
"(23/1, 34/1)",20.819,17936,17936,Y
"(45/1, 41/1)",20.83,17945,17945,Y
"(56/1, 33/1)",20.833,17948,17948,Y
"(55/1, 41/1)",20.9,18005,18005,Y
"(49/1, 5/1)",20.923,18018,18018,Y
"(20/1, 1/1)",20.943,18031,18031,Y
"(11/1, 19/1)",20.964,18054,18054,Y
"(14/1, 43/1)",21.027,18111,18111,Y
"(27/1, 19/1)",21.065,18139,18139,Y
"(60/1, 22/1)",21.079,18155,18155,Y
"(23/1, 11/1)",21.098,18169,18169,Y
"(54/1, 54/1, 60/1)",21.16,18227,18227,Y
"(42/1, 26/1)",21.164,18231,18231,Y
"(34/1, 11/1)",21.196,18260,18260,Y
"(7/1, 43/1)",21.197,18261,18261,Y
"(35/1, 11/1)",21.231,18292,18292,Y
"(7/1, 5/1, 7/1)",21.316,18370,18370,Y
"(59/1, 24/1, 24/1)",21.395,18438,18438,Y
"(14/1, 53/1)",21.42,18455,18455,Y
"(51/1, 45/1)",21.465,18482,18482,Y
"(23/1, 53/1)",21.487,18495,18495,Y
"(1/1, 47/1)",21.656,18573,18573,Y
"(45/1, 37/1)",21.693,18597,18597,Y
"(20/1, 17/1)",21.856,18698,18698,Y
"(24/1, 39/1)",21.879,18711,18711,Y
"(50/1, 35/1)",21.9,18724,18724,Y
"(20/1, 23/1)",22.007,18791,18791,Y
"(19/1, 35/1)",22.017,18796,18796,Y
"(12/1, 41/1)",22.054,18815,18815,Y
"(24/1, 58/1)",22.067,18823,18823,Y
"(42/1, 10/1)",22.082,18835,18835,Y
"(54/1, 13/1)",22.164,18885,18885,Y
"(20/1, 47/1)",22.201,18907,18907,Y
"(1/1, 5/1)",22.325,18985,18985,Y
"(27/1, 37/1)",22.362,19007,19007,Y
"(17/1, 27/1)",22.497,19092,19092,Y
"(7/1, 30/1)",22.511,19100,19100,Y
"(48/1, 54/1)",22.586,19148,19148,Y
"(3/1, 13/1)",22.602,19156,19156,Y
"(27/1, 33/1)",22.622,19169,19169,Y
"(29/1, 8/1)",22.646,19183,19183,Y
"(43/1, 50/1)",22.657,19186,19186,Y
"(2/1, 15/1)",22.725,19247,19247,Y
"(59/1, 15/1)",22.752,19271,19271,Y
"(34/1, 50/1)",22.754,19273,19273,Y
"(27/1, 11/1)",22.755,19274,19274,Y
"(24/1, 22/1)",22.847,19357,19357,Y
"(35/1, 20/1)",22.853,19363,19363,Y
"(50/1, 49/1, 48/1)",22.877,19382,19382,Y
"(30/1, 25/1)",22.883,19389,19389,Y
"(39/1, 44/1)",22.886,19391,19391,Y
"(1/1, 52/1)",22.899,19399,19399,Y
"(58/1, 16/1)",22.958,19452,19452,Y
"(59/1, 9/1)",23.014,19503,19503,Y
"(39/1, 52/1)",23.025,19513,19513,Y
"(44/1, 35/1)",23.045,19530,19530,Y
"(49/1, 21/1)",23.066,19552,19552,Y
"(2/1, 20/1)",23.08,19560,19560,Y
"(2/1, 55/1)",23.141,19615,19615,Y
"(40/1, 58/1)",23.183,19656,19656,Y
"(38/1, 53/1)",23.185,19657,19657,Y
"(56/1, 46/1)",23.206,19674,19674,Y
"(55/1, 23/1)",23.236,19700,19700,Y
"(28/1, 2/1, 2/1, 2/1)",23.238,19702,19702,Y
"(23/1, 58/1)",23.295,19752,19752,Y
"(53/1, 60/1, 53/1)",23.33,19785,19785,Y
"(15/1, 11/1)",23.394,19844,19844,Y
"(32/1, 3/1)",23.472,19912,19912,Y
"(43/1, 53/1)",23.518,19956,19956,Y
"(6/1, 41/1)",23.532,19965,19965,Y
"(10/1, 55/1)",23.54,19973,19973,Y
"(33/1, 14/1)",23.559,19989,19989,Y
"(41/1, 60/1)",23.563,19992,19992,Y
"(31/1, 40/1)",23.727,20145,20145,Y
"(50/1, 7/1)",23.781,20192,20192,Y
"(12/1, 56/1)",23.784,20195,20195,Y
"(39/1, 54/1)",23.85,20256,20256,Y
"(51/1, 41/1)",23.877,20279,20279,Y
"(25/1, 42/1)",23.938,20330,20330,Y
"(54/1, 3/1)",23.939,20331,20331,Y
"(27/1, 56/1)",24.007,20394,20394,Y
"(14/1, 37/1)",24.066,20447,20447,Y
"(39/1, 50/1)",24.086,20462,20462,Y
"(12/1, 1/1)",24.103,20482,20482,Y
"(3/1, 11/1)",24.153,20524,20524,Y
"(43/1, 2/1)",24.177,20544,20544,Y
"(48/1, 32/1)",24.237,20598,20598,Y
"(19/1, 2/1)",24.255,20618,20618,Y
"(38/1, 14/1)",24.297,20651,20651,Y
"(18/1, 2/1)",24.338,20691,20691,Y
"(38/1, 47/1)",24.374,20724,20724,Y
"(6/1, 36/1)",24.48,20817,20817,Y
"(12/1, 34/1)",24.538,20872,20872,Y
"(2/1, 30/1)",24.553,20889,20889,Y
"(43/1, 49/1)",24.666,20996,20996,Y
"(20/1, 57/1)",24.668,20998,20998,Y
"(27/1, 31/1)",24.698,21026,21026,Y
"(57/1, 13/1)",24.7,21028,21028,Y
"(12/1, 28/1)",24.706,21034,21034,Y
"(21/1, 7/1)",24.722,21045,21045,Y
"(46/1, 37/1)",24.785,21106,21106,Y
"(45/1, 40/1)",24.833,21153,21153,Y
"(14/1, 48/1)",24.847,21165,21165,Y
"(19/1, 53/1)",24.866,21181,21181,Y
"(52/1, 45/1)",25.006,21272,21272,Y
"(60/1, 14/1, 14/1)",25.009,21276,21276,Y
"(43/1, 5/1)",25.034,21295,21295,Y
"(32/1, 12/1)",25.041,21299,21299,Y
"(46/1, 40/1)",25.064,21323,21323,Y
"(35/1, 34/1, 35/1)",25.092,21342,21342,Y
"(6/1, 11/1)",25.195,21415,21415,Y
"(43/1, 13/1)",25.228,21437,21437,Y
"(22/1, 5/1)",25.374,21531,21531,Y
"(37/1, 1/1, 1/1)",25.411,21550,21550,Y
"(3/1, 48/1)",25.453,21591,21591,Y
"(35/1, 49/1)",25.5,21620,21620,Y
"(35/1, 15/1)",25.518,21631,21631,Y
"(21/1, 42/1)",25.562,21667,21667,Y
"(15/1, 18/1)",25.597,21697,21697,Y
"(60/1, 52/1)",25.642,21743,21743,Y
"(17/1, 21/1, 21/1)",25.698,21794,21794,Y
