Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(35/1, 27/1)",2.352,2202,2202,Y
"(26/1, 60/1)",2.358,2209,2209,Y
"(48/1, 35/1)",2.374,2220,2220,Y
"(11/1, 23/1)",2.404,2244,2244,Y
"(10/1, 1/1)",2.412,2253,2253,Y
"(25/1, 54/1)",2.415,2256,2256,Y
"(48/1, 3/1)",2.418,2260,2260,Y
"(8/1, 36/1)",2.419,2261,2261,Y
"(31/1, 55/1)",2.434,2278,2278,Y
"(37/1, 24/1, 37/1)",2.437,2282,2282,Y
"(22/1, 46/1)",2.446,2293,2293,Y
"(3/1, 8/1)",2.451,2298,2298,Y
"(10/1, 45/1)",2.475,2321,2321,Y
"(14/1, 45/1, 45/1)",2.498,2338,2338,Y
"(60/1, 47/1)",2.501,2340,2340,Y
"(34/1, 3/1)",2.504,2343,2343,Y
"(57/1, 18/1)",2.52,2358,2358,Y
"(59/1, 39/1)",2.531,2372,2372,Y
"(6/1, 54/1)",2.535,2376,2376,Y
"(14/1, 30/1)",2.54,2381,2381,Y
"(60/1, 26/1)",2.541,2382,2382,Y
"(39/1, 51/1)",2.542,2383,2383,Y
"(59/1, 28/1)",2.557,2401,2401,Y
"(12/1, 9/1)",2.56,2404,2404,Y
"(44/1, 60/1)",2.583,2428,2428,Y
"(1/1, 37/1)",2.59,2436,2436,Y
"(6/1, 28/1)",2.597,2444,2444,Y
"(60/1, 37/1)",2.629,2470,2470,Y
"(12/1, 29/1)",2.63,2471,2471,Y
"(39/1, 20/1)",2.657,2488,2488,Y
"(45/1, 35/1)",2.665,2497,2497,Y
"(26/1, 33/1)",2.677,2505,2505,Y
"(54/1, 38/1)",2.693,2524,2524,Y
"(58/1, 45/1)",2.713,2536,2536,Y
"(41/1, 51/1)",2.731,2550,2550,Y
"(19/1, 48/1)",2.739,2557,2557,Y
"(11/1, 50/1)",2.748,2561,2561,Y
"(14/1, 17/1)",2.755,2565,2565,Y
"(25/1, 36/1)",2.759,2566,2566,Y
"(35/1, 57/1)",2.764,2568,2568,Y
"(51/1, 14/1)",2.766,2569,2569,Y
"(17/1, 20/1)",2.788,2586,2586,Y
"(15/1, 45/1)",2.805,2606,2606,Y
"(27/1, 2/1)",2.807,2609,2609,Y
"(27/1, 59/1)",2.809,2611,2611,Y
"(10/1, 59/1)",2.812,2614,2614,Y
"(2/1, 5/1)",2.824,2627,2627,Y
"(29/1, 32/1)",2.831,2635,2635,Y
"(30/1, 54/1, 30/1)",2.838,2644,2644,Y
"(16/1, 56/1)",2.842,2648,2648,Y
"(22/1, 43/1)",2.843,2649,2649,Y
"(20/1, 55/1)",2.846,2653,2653,Y
"(13/1, 11/1)",2.868,2675,2675,Y
"(32/1, 4/1, 4/1)",2.913,2710,2710,Y
"(39/1, 35/1)",2.932,2732,2732,Y
"(19/1, 38/1)",2.936,2737,2737,Y
"(53/1, 25/1)",2.938,2739,2739,Y
"(49/1, 22/1)",2.956,2753,2753,Y
"(14/1, 8/1)",2.982,2774,2774,Y
"(32/1, 40/1)",2.985,2777,2777,Y
"(19/1, 9/1)",3.012,2801,2801,Y
"(30/1, 20/1)",3.013,2802,2802,Y
"(37/1, 20/1)",3.039,2825,2825,Y
"(21/1, 1/1)",3.051,2834,2834,Y
"(26/1, 37/1)",3.077,2863,2863,Y
"(2/1, 17/1)",3.106,2891,2891,Y
"(6/1, 45/1)",3.128,2910,2910,Y
"(54/1, 12/1, 12/1)",3.171,2957,2957,Y
"(32/1, 57/1)",3.173,2959,2959,Y
"(40/1, 6/1)",3.174,2960,2960,Y
"(10/1, 43/1)",3.175,2961,2961,Y
"(40/1, 26/1)",3.179,2965,2965,Y
"(37/1, 16/1)",3.201,2985,2985,Y
"(5/1, 8/1)",3.208,2994,2994,Y
"(29/1, 15/1)",3.22,3000,3000,Y
"(56/1, 39/1)",3.23,3013,3013,Y
"(26/1, 12/1)",3.255,3036,3036,Y
"(23/1, 36/1)",3.286,3067,3067,Y
"(7/1, 29/1)",3.293,3076,3076,Y
"(9/1, 21/1)",3.298,3081,3081,Y
"(53/1, 39/1)",3.301,3084,3084,Y
"(4/1, 36/1)",3.312,3090,3090,Y
"(22/1, 36/1)",3.322,3103,3103,Y
"(3/1, 34/1)",3.347,3126,3126,Y
"(10/1, 26/1)",3.35,3129,3129,Y
"(60/1, 5/1)",3.374,3151,3151,Y
"(53/1, 38/1)",3.381,3160,3160,Y
"(29/1, 52/1)",3.416,3196,3196,Y
"(39/1, 32/1)",3.434,3210,3210,Y
"(35/1, 48/1)",3.44,3216,3216,Y
"(50/1, 57/1)",3.458,3229,3229,Y
"(56/1, 26/1)",3.46,3230,3230,Y
"(29/1, 56/1)",3.475,3239,3239,Y
"(22/1, 22/1, 54/1)",3.49,3257,3257,Y
"(13/1, 4/1)",3.52,3274,3274,Y
"(41/1, 25/1)",3.523,3278,3278,Y
"(13/1, 3/1)",3.533,3284,3284,Y
"(39/1, 3/1)",3.535,3286,3286,Y
"(18/1, 56/1)",3.543,3295,3295,Y
"(18/1, 12/1)",3.549,3302,3302,Y
"(50/1, 16/1)",3.552,3305,3305,Y
"(47/1, 23/1)",3.561,3316,3316,Y
"(45/1, 22/1)",3.603,3352,3352,Y
"(17/1, 9/1)",3.609,3360,3360,Y
"(3/1, 43/1)",3.617,3369,3369,Y
"(25/1, 8/1)",3.618,3370,3370,Y
"(25/1, 52/1)",3.619,3371,3371,Y
"(46/1, 49/1)",3.716,3416,3416,Y
"(24/1, 29/1)",3.721,3422,3422,Y
"(51/1, 10/1)",3.725,3425,3425,Y
"(21/1, 13/1)",3.732,3428,3428,Y
"(19/1, 54/1)",3.741,3437,3437,Y
"(11/1, 6/1)",3.746,3442,3442,Y
"(35/1, 29/1)",3.772,3466,3466,Y
"(22/1, 2/1)",3.815,3513,3513,Y
"(52/1, 49/1)",3.856,3552,3552,Y
"(54/1, 6/1)",3.858,3553,3553,Y
"(15/1, 60/1)",3.862,3558,3558,Y
"(50/1, 59/1)",3.865,3561,3561,Y
"(17/1, 28/1)",3.885,3577,3577,Y
"(44/1, 17/1)",3.889,3582,3582,Y
"(28/1, 13/1)",3.896,3591,3591,Y
"(2/1, 10/1)",3.904,3595,3595,Y
"(8/1, 46/1)",3.924,3615,3615,Y
"(32/1, 6/1)",3.929,3620,3620,Y
"(5/1, 56/1)",3.981,3669,3669,Y
"(16/1, 55/1)",3.993,3680,3680,Y
"(20/1, 38/1)",4.001,3685,3685,Y
"(36/1, 22/1)",4.007,3692,3692,Y
"(15/1, 43/1)",4.009,3694,3694,Y
"(53/1, 23/1)",4.01,3695,3695,Y
"(5/1, 43/1)",4.014,3700,3700,Y
"(9/1, 28/1)",4.039,3723,3723,Y
"(60/1, 44/1)",4.06,3740,3740,Y
"(16/1, 28/1)",4.07,3752,3752,Y
"(21/1, 16/1)",4.085,3766,3766,Y
"(54/1, 47/1)",4.096,3776,3776,Y
"(35/1, 8/1)",4.121,3797,3797,Y
"(57/1, 48/1)",4.126,3799,3799,Y
"(25/1, 9/1)",4.146,3816,3816,Y
"(23/1, 27/1)",4.153,3824,3824,Y
"(45/1, 33/1)",4.154,3825,3825,Y
"(17/1, 11/1)",4.164,3837,3837,Y
"(32/1, 11/1)",4.176,3851,3851,Y
"(31/1, 27/1)",4.186,3864,3864,Y
"(3/1, 5/1)",4.191,3869,3869,Y
"(50/1, 42/1)",4.219,3898,3898,Y
"(4/1, 12/1)",4.29,3965,3965,Y
"(35/1, 14/1)",4.308,3980,3980,Y
"(31/1, 21/1)",4.316,3988,3988,Y
"(13/1, 60/1)",4.32,3990,3990,Y
"(29/1, 34/1)",4.344,4007,4007,Y
"(38/1, 17/1)",4.367,4030,4030,Y
"(56/1, 53/1)",4.372,4034,4034,Y
"(30/1, 17/1)",4.382,4045,4045,Y
"(56/1, 32/1)",4.397,4055,4055,Y
"(33/1, 5/1)",4.426,4084,4084,Y
"(17/1, 40/1)",4.431,4090,4090,Y
"(24/1, 28/1)",4.44,4100,4100,Y
"(8/1, 44/1)",4.441,4102,4102,Y
"(36/1, 57/1)",4.444,4105,4105,Y
"(17/1, 46/1)",4.464,4121,4121,Y
"(50/1, 20/1)",4.468,4126,4126,Y
"(30/1, 34/1)",4.481,4138,4138,Y
"(22/1, 15/1)",4.485,4140,4140,Y
"(35/1, 39/1)",4.488,4142,4142,Y
"(49/1, 58/1)",4.496,4152,4152,Y
"(18/1, 48/1)",4.497,4153,4153,Y
"(56/1, 48/1)",4.499,4155,4155,Y
"(50/1, 5/1)",4.519,4174,4174,Y
"(37/1, 19/1)",4.526,4180,4180,Y
"(57/1, 16/1, 57/1)",4.552,4202,4202,Y
"(3/1, 29/1)",4.557,4207,4207,Y
"(31/1, 42/1)",4.575,4227,4227,Y
"(55/1, 49/1)",4.576,4228,4228,Y
"(17/1, 7/1)",4.592,4241,4241,Y
"(27/1, 8/1)",4.598,4247,4247,Y
"(29/1, 13/1)",4.611,4263,4263,Y
"(27/1, 7/1)",4.623,4270,4270,Y
"(15/1, 48/1)",4.626,4273,4273,Y
"(40/1, 4/1)",4.639,4288,4288,Y
"(16/1, 43/1)",4.642,4291,4291,Y
"(28/1, 43/1)",4.661,4307,4307,Y
"(36/1, 50/1)",4.667,4314,4314,Y
"(24/1, 45/1)",4.688,4331,4331,Y
"(5/1, 21/1)",4.731,4376,4376,Y
"(20/1, 11/1)",4.749,4390,4390,Y
"(3/1, 17/1)",4.772,4413,4413,Y
"(12/1, 49/1)",4.779,4419,4419,Y
"(41/1, 30/1)",4.783,4423,4423,Y
"(40/1, 56/1)",4.784,4424,4424,Y
"(18/1, 58/1)",4.794,4437,4437,Y
"(60/1, 51/1)",4.81,4448,4448,Y
"(23/1, 39/1)",4.814,4453,4453,Y
"(42/1, 35/1)",4.816,4455,4455,Y
"(23/1, 26/1)",4.844,4481,4481,Y
"(9/1, 46/1)",4.85,4488,4488,Y
"(53/1, 49/1)",4.86,4497,4497,Y
"(49/1, 16/1)",4.865,4499,4499,Y
"(46/1, 53/1)",4.877,4513,4513,Y
"(34/1, 7/1)",4.892,4526,4526,Y
"(35/1, 13/1)",4.903,4536,4536,Y
"(28/1, 53/1)",4.913,4549,4549,Y
"(28/1, 47/1)",4.927,4558,4558,Y
"(56/1, 56/1, 28/1)",4.93,4561,4561,Y
"(18/1, 30/1, 18/1)",4.938,4570,4570,Y
"(29/1, 25/1)",4.965,4595,4595,Y
"(19/1, 23/1)",4.97,4601,4601,Y
"(26/1, 48/1)",4.971,4602,4602,Y
"(6/1, 34/1)",5.017,4643,4643,Y
"(18/1, 55/1)",5.052,4677,4677,Y
"(38/1, 4/1)",5.053,4678,4678,Y
"(29/1, 5/1)",5.063,4690,4690,Y
"(37/1, 34/1)",5.071,4695,4695,Y
"(5/1, 5/1, 49/1)",5.073,4696,4696,Y
"(58/1, 54/1)",5.106,4735,4735,Y
"(27/1, 16/1)",5.122,4748,4748,Y
"(33/1, 38/1)",5.131,4759,4759,Y
"(5/1, 41/1)",5.134,4762,4762,Y
"(17/1, 19/1)",5.135,4763,4763,Y
"(37/1, 46/1)",5.189,4815,4815,Y
"(7/1, 52/1)",5.208,4831,4831,Y
"(21/1, 30/1)",5.216,4841,4841,Y
"(47/1, 24/1, 47/1)",5.236,4858,4858,Y
"(40/1, 29/1)",5.24,4862,4862,Y
"(36/1, 30/1)",5.271,4893,4893,Y
"(14/1, 42/1)",5.273,4895,4895,Y
"(17/1, 37/1)",5.305,4927,4927,Y
"(42/1, 9/1)",5.357,4977,4977,Y
"(23/1, 33/1)",5.362,4983,4983,Y
"(49/1, 56/1)",5.363,4984,4984,Y
"(16/1, 17/1)",5.371,4994,4994,Y
"(56/1, 18/1)",5.432,5054,5054,Y
"(20/1, 39/1)",5.464,5085,5085,Y
"(8/1, 19/1)",5.48,5096,5096,Y
"(34/1, 53/1)",5.542,5157,5157,Y
"(47/1, 7/1)",5.582,5196,5196,Y
"(31/1, 50/1)",5.645,5255,5255,Y
"(3/1, 18/1)",5.65,5261,5261,Y
"(57/1, 14/1)",5.675,5283,5283,Y
"(38/1, 31/1, 31/1)",5.676,5284,5284,Y
"(52/1, 11/1)",5.714,5322,5322,Y
"(32/1, 29/1)",5.742,5348,5348,Y
"(43/1, 8/1)",5.82,5409,5409,Y
"(26/1, 30/1)",5.849,5431,5431,Y
"(38/1, 40/1)",5.85,5432,5432,Y
"(16/1, 24/1)",5.888,5477,5477,Y
"(53/1, 44/1)",5.902,5490,5490,Y
"(45/1, 51/1)",6.061,5608,5608,Y
"(59/1, 42/1)",6.086,5635,5635,Y
"(24/1, 9/1)",6.112,5659,5659,Y
"(50/1, 37/1)",6.127,5671,5671,Y
"(27/1, 4/1)",6.137,5683,5683,Y
"(55/1, 16/1)",6.144,5691,5691,Y
"(28/1, 40/1)",6.165,5715,5715,Y
"(28/1, 36/1)",6.197,5740,5740,Y
"(22/1, 60/1)",6.201,5743,5743,Y
"(22/1, 33/1)",6.224,5762,5762,Y
"(21/1, 21/1, 7/1)",6.23,5768,5768,Y
"(19/1, 15/1)",6.254,5784,5784,Y
"(32/1, 51/1)",6.284,5808,5808,Y
"(20/1, 6/1)",6.332,5846,5846,Y
"(20/1, 37/1)",6.344,5856,5856,Y
"(53/1, 22/1)",6.364,5876,5876,Y
"(39/1, 13/1)",6.4,5909,5909,Y
"(34/1, 34/1, 14/1)",6.433,5941,5941,Y
"(5/1, 20/1)",6.464,5971,5971,Y
"(44/1, 33/1)",6.503,6011,6011,Y
"(2/1, 54/1, 2/1)",6.523,6028,6028,Y
"(16/1, 1/1)",6.528,6033,6033,Y
"(30/1, 48/1)",6.564,6066,6066,Y
"(50/1, 29/1)",6.589,6088,6088,Y
"(6/1, 52/1)",6.611,6107,6107,Y
"(42/1, 51/1)",6.648,6144,6144,Y
"(29/1, 37/1)",6.683,6179,6179,Y
"(1/1, 13/1)",6.684,6180,6180,Y
"(11/1, 45/1)",6.727,6210,6210,Y
"(53/1, 48/1)",6.746,6225,6225,Y
"(9/1, 40/1)",6.758,6239,6239,Y
"(30/1, 37/1)",6.786,6265,6265,Y
"(1/1, 28/1)",6.83,6306,6306,Y
"(6/1, 56/1)",6.907,6379,6379,Y
"(4/1, 58/1)",6.927,6395,6395,Y
"(6/1, 60/1, 6/1)",6.947,6418,6418,Y
"(40/1, 36/1)",6.959,6426,6426,Y
"(33/1, 12/1)",6.99,6455,6455,Y
"(5/1, 22/1)",7.054,6516,6516,Y
"(34/1, 31/1)",7.076,6535,6535,Y
"(29/1, 44/1)",7.111,6568,6568,Y
"(48/1, 5/1)",7.144,6599,6599,Y
"(58/1, 34/1)",7.184,6639,6639,Y
"(57/1, 1/1)",7.2,6650,6650,Y
"(11/1, 57/1)",7.258,6703,6703,Y
"(17/1, 26/1)",7.263,6709,6709,Y
"(52/1, 41/1)",7.273,6720,6720,Y
"(52/1, 27/1)",7.291,6733,6733,Y
"(32/1, 15/1)",7.303,6747,6747,Y
"(8/1, 45/1)",7.379,6815,6815,Y
"(40/1, 48/1)",7.472,6902,6902,Y
"(51/1, 51/1, 1/1)",7.528,6954,6954,Y
"(26/1, 58/1)",7.543,6970,6970,Y
"(19/1, 41/1)",7.546,6973,6973,Y
"(37/1, 24/1)",7.564,6987,6987,Y
