Adversarial Examples,Time(s),Length of Adversarial Examples
"(27/1, 23/1, 21/1, 44/1, 47/1, 28/1, 49/1, 59/1, 52/1, 60/1, 38/1, 39/1, 40/1, 18/1, 18/1)",157.8,15
"(20/1, 14/1, 1/1, 6/1, 55/1, 34/1, 19/1, 53/1, 10/1, 52/1, 33/1, 51/1, 53/1, 54/1, 15/1)",159.412,15
"(6/1, 60/1, 27/1, 54/1, 56/1, 57/1, 15/1, 49/1, 57/1, 3/1, 22/1, 32/1, 27/1, 54/1, 46/1, 42/1, 11/1, 22/1, 11/1, 20/1)",160.245,20
"(59/1, 57/1, 58/1, 59/1, 48/1, 41/1, 32/1, 39/1, 22/1)",160.937,9
"(29/1, 5/1, 24/1, 50/1, 51/1, 52/1, 15/1, 40/1, 45/1, 4/1)",160.949,10
"(8/1, 46/1, 48/1, 49/1, 14/1, 32/1, 49/1, 17/1)",161.255,8
"(45/1, 39/1, 57/1, 50/1, 53/1, 55/1, 56/1, 50/1, 6/1, 19/1, 20/1, 46/1, 5/1, 26/1, 42/1, 12/1, 8/1)",161.435,17
"(48/1, 2/1, 57/1, 31/1, 51/1, 47/1, 35/1, 47/1, 32/1, 24/1, 27/1, 49/1, 46/1, 45/1, 45/1, 60/1, 10/1)",162.271,17
"(21/1, 47/1, 52/1, 5/1, 16/1, 43/1, 12/1, 39/1, 30/1, 3/1, 39/1, 38/1, 38/1, 39/1, 29/1, 49/1)",163.612,16
"(12/1, 54/1, 4/1, 53/1, 26/1, 24/1, 48/1, 9/1, 58/1, 59/1, 60/1, 1/1, 46/1, 10/1, 4/1, 28/1, 6/1, 28/1, 58/1)",163.762,19
"(54/1, 5/1, 60/1, 44/1, 34/1, 3/1, 30/1, 60/1, 43/1, 15/1, 47/1, 26/1, 31/1, 52/1, 51/1, 10/1, 52/1, 47/1, 47/1, 47/1)",163.785,20
"(58/1, 17/1, 43/1, 53/1, 37/1, 31/1, 29/1, 24/1, 23/1, 23/1, 21/1, 8/1, 12/1, 44/1, 44/1, 30/1, 49/1, 51/1, 20/1, 49/1)",164.183,20
"(47/1, 10/1, 17/1, 54/1, 55/1, 56/1, 46/1, 52/1, 40/1, 13/1, 50/1, 53/1, 14/1, 49/1, 34/1, 17/1)",164.951,16
"(55/1, 57/1, 58/1, 13/1, 43/1, 21/1, 58/1, 49/1, 44/1, 54/1)",165.486,10
"(6/1, 36/1, 57/1, 58/1, 12/1, 17/1, 45/1, 44/1, 37/1, 38/1, 39/1, 18/1, 34/1, 15/1, 50/1, 3/1, 6/1, 1/1, 43/1)",166.05,19
"(36/1, 51/1, 42/1, 18/1, 58/1, 59/1, 59/1, 32/1, 23/1, 5/1, 14/1)",168.331,11
"(29/1, 15/1, 28/1, 50/1, 6/1, 16/1, 39/1, 54/1, 32/1, 25/1, 19/1, 6/1, 21/1, 20/1, 20/1, 4/1, 8/1, 22/1, 54/1, 22/1)",168.424,20
"(49/1, 50/1, 51/1, 4/1, 26/1, 23/1, 28/1, 41/1, 37/1, 38/1, 40/1, 27/1, 53/1, 30/1, 44/1, 47/1)",168.935,16
"(13/1, 58/1, 53/1, 54/1, 55/1, 49/1, 1/1, 21/1, 9/1, 56/1, 5/1, 18/1, 22/1, 8/1, 56/1, 8/1, 19/1, 13/1)",169.396,18
"(9/1, 45/1, 53/1, 54/1, 57/1, 58/1, 58/1, 10/1, 40/1, 52/1, 58/1)",169.492,11
"(51/1, 53/1, 54/1, 55/1, 54/1, 56/1, 40/1, 53/1, 34/1, 52/1, 13/1, 45/1, 39/1, 28/1, 10/1)",169.962,15
"(52/1, 53/1, 54/1, 37/1, 54/1, 30/1, 27/1, 12/1, 17/1, 27/1)",170.292,10
"(16/1, 25/1, 24/1, 23/1, 59/1, 32/1, 7/1, 17/1, 15/1, 12/1, 4/1, 39/1, 58/1, 49/1, 4/1, 57/1)",171.0,16
"(58/1, 49/1, 43/1, 26/1, 31/1, 7/1, 1/1, 32/1, 5/1, 27/1, 33/1, 2/1, 1/1, 1/1, 9/1, 25/1)",172.497,16
"(27/1, 45/1, 46/1, 47/1, 25/1, 43/1, 6/1, 47/1, 55/1, 6/1, 25/1, 36/1, 6/1, 32/1, 2/1, 52/1, 54/1, 51/1)",172.55,18
"(25/1, 4/1, 42/1, 44/1, 44/1, 7/1, 16/1, 42/1, 43/1, 44/1, 14/1)",173.234,11
"(15/1, 16/1, 17/1, 18/1, 52/1, 7/1, 27/1, 24/1, 34/1, 55/1, 40/1, 56/1, 3/1)",173.329,13
"(24/1, 44/1, 50/1, 56/1, 3/1, 2/1, 53/1, 54/1, 40/1, 45/1, 39/1, 40/1, 41/1, 29/1, 53/1, 23/1, 32/1, 26/1, 1/1, 29/1)",173.981,20
"(10/1, 44/1, 46/1, 47/1, 24/1, 3/1, 51/1, 13/1, 52/1, 31/1, 39/1, 18/1, 31/1, 34/1)",174.048,14
"(2/1, 56/1, 46/1, 2/1, 45/1, 1/1, 22/1, 21/1, 21/1, 10/1, 17/1, 41/1, 22/1, 56/1)",174.467,14
"(9/1, 37/1, 11/1, 19/1, 5/1, 52/1, 27/1, 30/1, 51/1, 53/1, 54/1, 55/1, 35/1)",175.955,13
"(18/1, 21/1, 34/1, 23/1, 19/1, 45/1, 42/1, 43/1, 44/1, 14/1, 59/1, 40/1, 41/1, 53/1)",176.126,14
"(54/1, 55/1, 56/1, 8/1, 39/1, 58/1, 1/1, 53/1, 43/1, 20/1, 41/1, 23/1, 8/1, 1/1, 38/1, 60/1, 16/1, 20/1)",177.038,18
"(51/1, 42/1, 48/1, 49/1, 49/1, 34/1, 55/1, 41/1, 54/1, 31/1, 26/1, 4/1, 4/1, 14/1, 6/1)",177.118,15
"(49/1, 12/1, 54/1, 56/1, 57/1, 25/1, 52/1, 5/1, 3/1, 10/1, 54/1, 60/1, 14/1, 13/1, 4/1)",177.667,15
"(36/1, 40/1, 51/1, 36/1, 33/1, 51/1, 57/1, 56/1, 55/1, 1/1, 6/1, 18/1, 46/1, 18/1, 42/1, 50/1, 22/1, 39/1, 46/1, 47/1)",177.758,20
"(56/1, 50/1, 8/1, 43/1, 57/1, 41/1, 45/1, 44/1, 43/1, 40/1, 59/1, 55/1, 53/1)",178.054,13
"(8/1, 1/1, 36/1, 26/1, 52/1, 53/1, 54/1, 22/1)",179.416,8
"(17/1, 44/1, 32/1, 33/1, 34/1, 20/1)",179.611,6
"(26/1, 57/1, 27/1, 1/1, 35/1, 49/1, 21/1, 58/1, 19/1, 31/1, 44/1, 43/1, 43/1, 14/1)",180.59,14
"(26/1, 31/1, 39/1, 55/1, 56/1, 57/1, 21/1, 40/1, 11/1, 56/1, 21/1, 29/1, 53/1)",181.693,13
"(5/1, 56/1, 59/1, 7/1, 39/1, 40/1, 41/1, 42/1, 43/1, 34/1)",182.144,10
"(47/1, 39/1, 33/1, 34/1, 35/1, 7/1, 47/1, 10/1, 30/1, 50/1, 26/1, 47/1, 3/1, 11/1, 51/1, 37/1, 10/1, 58/1, 8/1)",183.665,19
"(32/1, 38/1, 51/1, 53/1, 54/1, 10/1, 11/1, 16/1, 32/1, 4/1, 10/1, 40/1, 42/1, 15/1, 6/1, 39/1, 33/1, 37/1)",184.345,18
"(1/1, 28/1, 32/1, 8/1, 5/1, 31/1, 14/1, 32/1, 10/1, 60/1, 55/1, 56/1, 57/1, 21/1, 23/1, 14/1, 43/1, 60/1, 5/1)",185.357,19
"(51/1, 47/1, 49/1, 50/1, 23/1)",186.081,5
"(56/1, 45/1, 37/1, 34/1, 36/1, 37/1, 60/1, 31/1, 13/1, 12/1)",187.011,10
"(52/1, 42/1, 43/1, 44/1, 21/1, 33/1, 59/1, 38/1, 34/1, 47/1, 54/1, 52/1, 40/1, 19/1, 53/1, 58/1, 24/1, 44/1)",188.727,18
"(4/1, 9/1, 35/1, 45/1, 9/1, 20/1, 42/1, 30/1, 28/1, 31/1, 9/1, 56/1, 57/1, 58/1, 45/1)",189.19,15
"(39/1, 44/1, 55/1, 56/1, 57/1, 24/1, 52/1, 34/1, 46/1, 60/1, 15/1, 7/1, 45/1, 51/1, 4/1, 1/1, 21/1, 17/1, 5/1)",192.627,19
"(43/1, 42/1, 24/1, 47/1, 37/1, 29/1, 27/1, 2/1, 38/1, 44/1, 45/1, 46/1, 20/1, 38/1, 4/1, 34/1, 21/1, 35/1, 42/1)",193.278,19
"(48/1, 46/1, 10/1, 35/1, 46/1, 55/1, 29/1, 28/1, 3/1, 58/1, 57/1, 56/1, 17/1, 49/1, 25/1, 60/1, 23/1)",194.991,17
"(28/1, 36/1, 56/1, 58/1, 59/1, 28/1, 42/1, 9/1, 16/1, 19/1, 53/1, 48/1, 50/1, 5/1, 31/1, 10/1, 6/1, 58/1)",196.034,18
"(19/1, 3/1, 58/1, 10/1, 44/1, 51/1, 53/1, 54/1, 29/1, 26/1, 10/1, 39/1, 31/1, 38/1, 59/1, 52/1)",196.247,16
"(54/1, 11/1, 10/1, 16/1, 21/1, 42/1, 58/1, 5/1, 4/1, 19/1, 50/1, 49/1, 41/1, 22/1, 53/1, 55/1, 56/1, 33/1, 49/1, 10/1)",197.317,20
"(31/1, 6/1, 11/1, 30/1, 10/1, 47/1, 49/1, 50/1, 59/1, 53/1, 50/1, 48/1, 41/1, 8/1, 37/1, 38/1, 53/1, 47/1)",197.887,18
"(17/1, 22/1, 50/1, 52/1, 53/1, 30/1, 59/1)",198.226,7
"(52/1, 4/1, 50/1, 2/1, 56/1, 38/1, 38/1, 31/1, 9/1, 54/1, 33/1, 22/1, 52/1, 45/1, 60/1, 42/1, 44/1, 11/1, 11/1, 11/1)",198.438,20
"(12/1, 50/1, 52/1, 53/1, 13/1, 36/1, 7/1)",198.839,7
"(2/1, 55/1, 4/1, 27/1, 9/1, 57/1, 40/1, 42/1, 43/1, 44/1)",199.529,10
"(39/1, 55/1, 54/1, 54/1, 14/1, 2/1, 28/1, 60/1, 58/1)",199.773,9
"(25/1, 39/1, 27/1, 36/1, 56/1, 42/1, 30/1, 50/1, 52/1, 53/1, 15/1, 13/1, 47/1, 37/1, 33/1, 28/1, 2/1, 30/1, 45/1)",201.372,19
"(18/1, 4/1, 43/1, 3/1, 33/1, 1/1, 34/1, 44/1, 22/1, 33/1, 22/1, 45/1, 58/1, 13/1, 21/1, 31/1, 42/1, 41/1, 41/1)",202.005,19
"(30/1, 53/1, 36/1, 27/1, 29/1, 37/1, 44/1, 16/1, 44/1, 6/1, 53/1, 54/1, 55/1, 58/1, 36/1, 10/1, 21/1, 23/1)",202.264,18
"(52/1, 7/1, 28/1, 41/1, 13/1, 24/1, 29/1, 56/1, 51/1, 45/1, 44/1, 44/1, 28/1, 38/1, 16/1, 45/1, 34/1)",202.801,17
"(57/1, 52/1, 26/1, 11/1, 55/1, 50/1, 3/1, 9/1, 43/1, 9/1, 15/1, 35/1, 31/1, 27/1, 57/1, 58/1, 59/1, 44/1, 26/1, 54/1)",203.635,20
"(56/1, 38/1, 21/1, 25/1, 27/1, 38/1, 29/1, 30/1, 31/1, 2/1, 39/1, 39/1, 3/1, 4/1, 25/1, 40/1, 21/1, 58/1)",204.406,18
"(57/1, 58/1, 59/1, 3/1, 12/1, 21/1, 54/1, 26/1, 7/1, 25/1, 37/1, 37/1, 54/1, 3/1, 1/1, 36/1, 28/1, 6/1, 26/1, 11/1)",204.731,20
"(32/1, 58/1, 59/1, 60/1, 27/1, 19/1, 57/1, 22/1, 19/1, 17/1, 42/1, 15/1, 3/1, 21/1, 23/1)",204.764,15
"(49/1, 50/1, 51/1, 12/1, 52/1, 33/1, 10/1, 12/1, 37/1, 11/1, 32/1, 51/1, 57/1, 25/1, 4/1, 44/1, 48/1, 5/1, 40/1, 50/1)",205.206,20
"(9/1, 24/1, 40/1, 34/1, 18/1, 14/1, 55/1, 57/1, 58/1, 43/1, 38/1, 1/1, 58/1, 46/1)",205.51,14
"(12/1, 25/1, 40/1, 52/1, 48/1, 43/1, 45/1, 46/1, 56/1, 4/1, 16/1, 48/1)",207.683,12
"(56/1, 44/1, 12/1, 42/1, 57/1, 30/1, 41/1, 33/1, 49/1, 41/1, 57/1, 18/1, 27/1, 26/1, 25/1, 14/1, 7/1)",208.281,17
"(22/1, 26/1, 55/1, 50/1, 52/1, 53/1, 22/1, 45/1, 19/1, 5/1, 15/1, 33/1)",208.654,12
"(5/1, 50/1, 51/1, 52/1, 21/1, 36/1, 45/1, 43/1, 32/1, 14/1, 34/1, 55/1, 31/1)",210.916,13
"(41/1, 43/1, 58/1, 41/1, 58/1, 59/1, 60/1, 20/1, 34/1, 46/1, 38/1, 20/1, 43/1, 56/1, 19/1, 52/1, 12/1, 32/1, 8/1)",210.926,19
"(1/1, 60/1, 58/1, 57/1, 27/1, 26/1, 26/1, 23/1, 48/1, 57/1, 28/1, 6/1, 7/1)",211.503,13
"(59/1, 11/1, 5/1, 13/1, 14/1, 28/1, 47/1, 49/1, 50/1, 35/1, 23/1, 5/1)",211.684,12
"(36/1, 30/1, 54/1, 29/1, 58/1, 50/1, 48/1, 56/1, 24/1, 30/1, 18/1, 20/1, 21/1, 30/1, 54/1, 18/1, 42/1)",212.949,17
"(58/1, 33/1, 53/1, 54/1, 55/1, 36/1, 46/1, 23/1, 43/1, 8/1, 29/1, 2/1, 22/1, 53/1, 48/1, 12/1, 24/1)",214.005,17
"(47/1, 34/1, 49/1, 31/1, 60/1, 23/1, 52/1, 30/1, 34/1, 19/1, 42/1, 45/1, 48/1, 15/1, 53/1, 57/1, 58/1, 59/1, 46/1)",215.617,19
"(23/1, 59/1, 39/1, 23/1, 49/1, 30/1, 6/1, 56/1, 6/1, 3/1, 47/1, 50/1, 44/1, 39/1, 6/1, 24/1, 42/1, 44/1, 45/1, 53/1)",215.881,20
"(36/1, 34/1, 19/1, 41/1, 57/1, 53/1, 52/1, 52/1, 13/1, 39/1, 48/1, 1/1, 16/1, 54/1, 56/1, 27/1)",218.072,16
"(60/1, 14/1, 32/1, 53/1, 6/1, 13/1, 48/1, 38/1, 39/1, 40/1, 52/1, 58/1, 16/1, 19/1, 54/1, 59/1, 22/1)",218.127,17
"(32/1, 49/1, 13/1, 38/1, 5/1, 51/1, 52/1, 53/1, 45/1, 28/1, 24/1, 54/1)",219.557,12
"(25/1, 10/1, 14/1, 56/1, 57/1, 58/1, 18/1, 57/1, 50/1, 19/1, 38/1, 35/1, 14/1, 55/1, 34/1, 30/1)",224.224,16
"(56/1, 24/1, 11/1, 36/1, 50/1, 56/1, 31/1, 51/1, 13/1, 49/1, 50/1, 51/1, 58/1, 3/1, 22/1, 3/1, 54/1, 15/1, 4/1)",224.766,19
"(49/1, 34/1, 7/1, 46/1, 47/1, 48/1, 14/1, 24/1, 3/1, 52/1)",226.903,10
"(5/1, 38/1, 55/1, 21/1, 49/1, 50/1, 51/1, 20/1, 28/1, 8/1, 30/1, 33/1, 36/1, 58/1, 36/1, 35/1)",227.005,16
"(36/1, 33/1, 34/1, 35/1, 25/1, 39/1, 30/1, 43/1, 27/1, 5/1, 49/1, 42/1)",227.395,12
"(30/1, 6/1, 51/1, 52/1, 53/1, 19/1)",228.441,6
"(51/1, 8/1, 3/1, 50/1, 25/1, 47/1, 40/1, 38/1, 42/1, 28/1, 29/1, 30/1, 44/1)",229.281,13
"(53/1, 54/1, 55/1, 21/1, 32/1, 33/1, 20/1, 47/1, 7/1, 6/1, 48/1, 47/1, 16/1, 51/1, 59/1, 25/1, 9/1, 44/1)",229.451,18
"(45/1, 8/1, 56/1, 42/1, 46/1, 47/1, 47/1, 18/1, 55/1, 25/1, 51/1, 47/1)",232.182,12
"(41/1, 18/1, 58/1, 40/1, 51/1, 53/1, 26/1, 56/1, 10/1, 54/1, 56/1, 57/1, 8/1, 5/1, 35/1)",232.853,15
"(56/1, 58/1, 59/1, 52/1, 42/1, 5/1, 16/1, 20/1, 29/1, 2/1, 36/1)",232.974,11
"(54/1, 56/1, 57/1, 35/1, 25/1, 26/1, 33/1, 27/1, 51/1, 3/1, 23/1, 9/1, 50/1, 60/1, 8/1, 47/1, 28/1, 30/1, 13/1)",234.297,19
"(42/1, 32/1, 36/1, 37/1, 37/1, 60/1, 7/1, 33/1, 37/1, 53/1, 33/1)",238.856,11
"(56/1, 46/1, 44/1, 44/1, 45/1, 46/1, 10/1, 28/1, 52/1, 33/1, 30/1, 50/1)",239.742,12
"(50/1, 23/1, 58/1, 7/1, 4/1, 60/1, 59/1, 59/1, 48/1)",240.797,9
"(13/1, 15/1, 16/1, 17/1, 14/1, 3/1, 24/1, 23/1, 6/1, 6/1)",241.307,10
"(10/1, 25/1, 10/1, 26/1, 44/1, 54/1, 55/1, 56/1, 45/1, 27/1, 30/1, 18/1, 48/1, 47/1, 28/1, 46/1, 19/1, 45/1, 25/1)",241.481,19
"(54/1, 24/1, 54/1, 56/1, 57/1, 13/1, 15/1, 50/1, 3/1, 23/1, 22/1, 58/1, 31/1)",241.957,13
"(12/1, 26/1, 46/1, 24/1, 26/1, 38/1, 48/1, 41/1, 5/1, 46/1, 4/1, 8/1, 34/1, 12/1, 34/1, 32/1, 31/1, 31/1, 11/1)",242.7,19
"(27/1, 5/1, 53/1, 59/1, 58/1, 57/1, 2/1, 54/1, 50/1, 42/1)",242.992,10
"(39/1, 9/1, 30/1, 10/1, 48/1, 49/1, 50/1, 37/1, 43/1, 21/1, 2/1)",243.093,11
"(49/1, 49/1, 50/1, 52/1, 53/1, 54/1, 49/1, 51/1, 16/1, 50/1, 9/1, 52/1, 57/1, 10/1, 34/1)",243.98,15
"(55/1, 38/1, 19/1, 52/1, 11/1, 15/1, 34/1, 16/1, 10/1, 8/1, 44/1, 45/1, 46/1, 47/1, 8/1)",245.324,15
"(60/1, 20/1, 5/1, 51/1, 52/1, 53/1, 5/1, 4/1, 5/1, 53/1, 47/1, 10/1, 52/1)",245.877,13
"(1/1, 23/1, 22/1, 21/1, 59/1, 13/1, 60/1, 24/1)",246.918,8
"(56/1, 10/1, 39/1, 36/1, 15/1, 33/1, 46/1, 60/1, 59/1, 58/1, 35/1, 45/1, 55/1, 18/1, 12/1, 14/1)",247.543,16
"(41/1, 12/1, 33/1, 2/1, 59/1, 18/1, 51/1, 40/1, 41/1, 42/1, 27/1, 42/1)",248.455,12
"(48/1, 25/1, 48/1, 29/1, 56/1, 57/1, 58/1, 32/1)",248.899,8
"(48/1, 35/1, 36/1, 37/1, 16/1, 4/1, 50/1, 42/1, 44/1, 37/1, 41/1, 49/1)",249.365,12
"(57/1, 59/1, 60/1, 27/1, 28/1, 35/1, 17/1, 23/1, 35/1, 27/1, 40/1, 16/1, 20/1, 26/1, 52/1, 29/1, 39/1)",249.59,17
"(56/1, 55/1, 27/1, 23/1, 19/1, 21/1, 39/1, 45/1, 36/1, 37/1, 38/1, 52/1, 11/1, 54/1, 31/1, 31/1, 5/1, 15/1, 41/1, 26/1)",249.913,20
"(27/1, 7/1, 38/1, 7/1, 40/1, 57/1, 58/1, 59/1, 40/1, 1/1, 16/1, 36/1, 57/1, 60/1, 14/1, 35/1)",250.025,16
"(32/1, 47/1, 48/1, 49/1, 37/1, 20/1, 31/1, 4/1, 46/1, 23/1, 58/1, 32/1, 38/1, 30/1, 38/1, 54/1)",250.912,16
"(25/1, 44/1, 42/1, 55/1, 56/1, 57/1, 9/1, 27/1, 1/1, 15/1, 24/1, 39/1, 6/1)",251.399,13
"(55/1, 31/1, 32/1, 58/1, 59/1, 60/1, 37/1, 17/1, 7/1, 1/1, 30/1, 1/1, 35/1, 14/1, 30/1, 18/1, 52/1)",251.583,17
"(36/1, 49/1, 52/1, 16/1, 27/1, 19/1, 3/1, 58/1, 32/1, 21/1, 54/1, 32/1, 6/1, 25/1, 28/1, 51/1, 52/1, 53/1, 33/1, 50/1)",252.036,20
"(47/1, 38/1, 53/1, 28/1, 54/1, 35/1, 36/1, 37/1, 14/1, 4/1, 10/1, 18/1, 40/1, 24/1, 25/1, 55/1, 1/1)",252.278,17
"(34/1, 2/1, 46/1, 48/1, 49/1, 34/1, 9/1)",252.889,7
"(19/1, 33/1, 18/1, 35/1, 43/1, 39/1, 60/1, 59/1, 59/1, 51/1, 4/1)",253.16,11
"(8/1, 2/1, 30/1, 22/1, 41/1, 17/1, 30/1, 56/1, 57/1, 58/1, 26/1, 58/1)",255.871,12
"(50/1, 52/1, 53/1, 9/1, 27/1, 42/1, 10/1, 60/1, 55/1, 12/1, 46/1, 52/1, 25/1, 60/1, 57/1, 13/1, 14/1)",256.519,17
"(37/1, 34/1, 35/1, 20/1, 19/1, 19/1, 50/1, 28/1, 2/1, 60/1)",256.928,10
"(10/1, 17/1, 29/1, 21/1, 54/1, 57/1, 59/1, 60/1, 53/1, 49/1, 13/1, 17/1, 6/1)",257.866,13
"(33/1, 31/1, 30/1, 30/1, 56/1, 43/1, 51/1, 34/1, 23/1, 29/1, 46/1, 29/1, 32/1, 7/1, 32/1, 17/1)",259.362,16
"(10/1, 32/1, 7/1, 45/1, 28/1, 42/1, 7/1, 6/1, 33/1, 54/1, 56/1, 57/1, 30/1, 55/1, 51/1, 12/1, 46/1, 1/1)",260.899,18
"(48/1, 11/1, 34/1, 22/1, 8/1, 42/1, 17/1, 37/1, 41/1, 4/1, 45/1, 47/1, 48/1, 46/1)",261.94,14
"(47/1, 49/1, 50/1, 58/1, 36/1, 28/1)",263.11,6
"(28/1, 36/1, 53/1, 56/1, 58/1, 35/1, 36/1, 37/1, 13/1)",263.278,9
"(19/1, 56/1, 15/1, 3/1, 57/1, 44/1, 45/1, 46/1, 14/1, 33/1)",265.028,10
"(53/1, 20/1, 30/1, 7/1, 46/1, 3/1, 54/1, 49/1, 16/1, 24/1, 55/1, 56/1, 57/1, 47/1, 48/1, 12/1, 14/1)",267.226,17
"(43/1, 47/1, 52/1, 54/1, 55/1, 18/1, 28/1, 23/1, 51/1, 16/1, 46/1, 56/1, 34/1)",268.166,13
"(47/1, 43/1, 40/1, 42/1, 43/1, 34/1, 46/1, 31/1, 8/1, 35/1, 9/1, 1/1, 15/1, 21/1, 51/1)",268.621,15
"(4/1, 11/1, 7/1, 4/1, 30/1, 5/1, 35/1, 5/1, 6/1, 55/1, 51/1, 52/1, 53/1, 53/1)",268.666,14
"(4/1, 55/1, 58/1, 10/1, 46/1, 18/1, 36/1, 56/1, 58/1, 59/1, 19/1, 20/1)",270.877,12
"(60/1, 57/1, 58/1, 59/1, 8/1, 5/1, 40/1, 38/1, 19/1, 24/1, 38/1, 46/1, 36/1, 45/1, 37/1)",271.743,15
"(53/1, 59/1, 56/1, 30/1, 53/1, 54/1, 37/1, 46/1, 41/1, 48/1, 13/1, 53/1, 28/1, 29/1, 30/1, 53/1, 6/1, 37/1)",272.184,18
"(38/1, 35/1, 59/1, 57/1, 46/1, 5/1, 60/1, 51/1, 44/1, 45/1, 46/1, 13/1, 53/1, 57/1, 2/1, 22/1)",272.471,16
"(25/1, 41/1, 40/1, 40/1, 11/1, 31/1, 56/1, 26/1, 40/1, 34/1, 12/1)",273.073,11
"(30/1, 31/1, 43/1, 57/1, 44/1, 49/1, 14/1, 53/1, 55/1, 56/1, 33/1, 44/1, 41/1, 39/1, 39/1, 21/1, 17/1, 60/1)",276.429,18
"(41/1, 18/1, 7/1, 42/1, 28/1, 29/1, 30/1, 7/1, 50/1, 44/1, 37/1, 50/1, 22/1, 41/1, 52/1, 31/1, 16/1)",278.741,17
"(40/1, 25/1, 58/1, 21/1, 44/1, 55/1, 31/1, 52/1, 54/1, 55/1, 33/1, 2/1, 10/1, 10/1, 37/1, 40/1, 59/1, 53/1, 35/1, 6/1)",279.727,20
"(5/1, 45/1, 52/1, 54/1, 50/1, 9/1, 10/1, 35/1, 7/1, 37/1, 33/1, 33/1, 52/1, 53/1, 54/1, 47/1, 59/1, 29/1)",280.611,18
"(19/1, 6/1, 53/1, 40/1, 60/1, 3/1, 10/1, 17/1, 16/1, 16/1, 47/1)",281.07,11
"(41/1, 21/1, 29/1, 13/1, 24/1, 1/1, 40/1, 40/1, 30/1, 3/1, 50/1, 52/1, 53/1, 1/1)",281.775,14
"(4/1, 50/1, 52/1, 53/1, 43/1, 59/1, 34/1, 1/1, 44/1, 35/1, 27/1)",286.124,11
"(60/1, 31/1, 42/1, 58/1, 36/1, 18/1, 59/1, 30/1, 32/1, 48/1, 49/1, 50/1, 30/1, 30/1, 21/1, 42/1, 39/1)",286.535,17
"(6/1, 55/1, 58/1, 49/1, 22/1, 23/1, 2/1, 57/1, 36/1, 35/1, 35/1, 42/1, 58/1, 12/1, 46/1)",287.012,15
"(22/1, 49/1, 53/1, 12/1, 28/1, 34/1, 16/1, 28/1, 57/1, 28/1, 4/1, 51/1, 13/1, 39/1, 12/1, 57/1, 58/1, 59/1, 37/1)",287.813,19
"(18/1, 49/1, 50/1, 51/1, 9/1, 31/1, 13/1, 13/1, 6/1, 19/1, 50/1)",287.994,11
"(4/1, 12/1, 19/1, 44/1, 52/1, 53/1, 54/1, 44/1, 60/1, 51/1, 35/1, 27/1, 42/1, 49/1, 53/1, 7/1, 59/1, 50/1, 33/1)",288.872,19
"(22/1, 32/1, 31/1, 31/1, 5/1, 12/1, 33/1, 15/1, 41/1, 54/1, 15/1, 45/1, 23/1, 32/1, 28/1, 11/1, 60/1, 47/1, 49/1)",289.076,19
"(49/1, 45/1, 50/1, 52/1, 53/1, 13/1, 18/1, 1/1, 26/1, 13/1)",289.14,10
"(26/1, 48/1, 6/1, 14/1, 9/1, 28/1, 21/1, 8/1, 34/1, 46/1, 10/1, 36/1, 15/1, 57/1, 54/1, 48/1, 50/1, 51/1, 24/1, 33/1)",290.978,20
"(49/1, 3/1, 12/1, 38/1, 28/1, 34/1, 35/1, 35/1, 15/1, 60/1, 39/1)",293.246,11
"(13/1, 6/1, 9/1, 44/1, 9/1, 35/1, 43/1, 42/1, 42/1, 46/1, 32/1, 33/1, 1/1, 12/1, 58/1, 36/1, 40/1)",293.433,17
"(4/1, 25/1, 44/1, 19/1, 36/1, 52/1, 53/1, 54/1, 50/1, 31/1, 13/1, 58/1, 41/1)",294.99,13
"(58/1, 59/1, 60/1, 37/1, 3/1, 21/1, 10/1, 56/1)",295.356,8
"(4/1, 16/1, 60/1, 39/1, 38/1, 38/1, 7/1, 26/1)",295.9,8
"(55/1, 56/1, 57/1, 40/1, 14/1, 59/1, 52/1, 2/1)",296.043,8
"(34/1, 40/1, 8/1, 26/1, 5/1, 35/1, 60/1, 36/1, 35/1, 35/1, 48/1, 15/1)",296.455,12
"(31/1, 29/1, 20/1, 56/1, 50/1, 51/1, 52/1, 38/1, 4/1, 37/1, 57/1, 36/1, 4/1, 9/1, 1/1, 24/1, 24/1)",297.652,17
"(59/1, 1/1, 23/1, 14/1, 52/1, 54/1, 55/1, 14/1, 27/1, 11/1, 35/1, 44/1, 7/1, 43/1, 2/1, 60/1, 35/1, 45/1, 57/1)",300.343,19
"(40/1, 32/1, 17/1, 49/1, 24/1, 17/1, 6/1, 39/1, 7/1, 19/1, 33/1, 7/1, 14/1, 39/1, 31/1, 32/1, 33/1, 59/1, 8/1)",300.609,19
"(42/1, 51/1, 20/1, 41/1, 53/1, 52/1, 52/1, 11/1, 4/1, 44/1, 51/1, 1/1, 36/1, 54/1, 58/1, 52/1, 59/1, 36/1, 37/1, 56/1)",300.847,20
"(14/1, 27/1, 33/1, 37/1, 37/1, 31/1, 38/1, 40/1, 10/1, 5/1, 38/1, 16/1, 26/1, 56/1, 3/1, 57/1, 44/1, 46/1, 47/1, 17/1)",303.142,20
"(21/1, 45/1, 46/1, 54/1, 55/1, 56/1, 51/1)",303.843,7
"(50/1, 51/1, 52/1, 21/1)",303.912,4
