Adversarial Examples,Time(s),Length of Adversarial Examples
"(49.0, 11.0, 11.0, 36.0, 49.0, 36.0, 11.0, 8.0, 8.0)",52.702,9
"(53.0, 11.0, 11.0, 13.0, 53.0, 13.0, 11.0, 13.0, 13.0)",52.707,9
"(4.0, 16.0, 16.0, 47.0, 4.0, 47.0, 47.0, 43.0, 43.0)",52.73,9
"(41.0, 42.0, 42.0, 58.0, 41.0, 58.0, 58.0, 41.0, 41.0)",52.732,9
"(3.0, 34.0, 34.0, 44.0, 3.0, 44.0, 44.0, 34.0, 34.0)",52.733,9
"(39.0, 48.0, 48.0, 8.0, 39.0, 8.0, 8.0, 8.0, 8.0)",52.735,9
"(21.0, 31.0, 31.0, 21.0, 21.0, 31.0, 52.0, 21.0, 21.0)",52.765,9
"(9.0, 2.0, 2.0, 9.0, 9.0, 2.0, 31.0, 2.0, 2.0)",52.766,9
"(4.0, 52.0, 52.0, 4.0, 4.0, 52.0, 44.0, 44.0, 44.0)",52.768,9
"(12.0, 23.0, 23.0, 12.0, 12.0, 23.0, 12.0, 27.0, 27.0)",52.787,9
"(13.0, 12.0, 12.0, 13.0, 13.0, 12.0, 12.0, 43.0, 43.0)",52.819,9
"(61.0, 9.0, 9.0, 36.0, 45.0, 27.0, 35.0)",62.29,7
"(22.0, 19.0, 19.0, 41.0, 6.0, 56.0, 19.0)",62.295,7
"(29.0, 56.0, 56.0, 24.0, 34.0, 56.0, 34.0)",62.489,7
"(56.0, 38.0, 38.0, 31.0, 27.0, 31.0, 15.0)",62.558,7
"(24.0, 21.0, 21.0, 49.0, 21.0, 17.0, 21.0)",78.282,7
"(22.0, 12.0, 12.0, 46.0, 12.0, 57.0, 46.0)",78.283,7
"(28.0, 2.0, 2.0, 24.0, 2.0, 28.0, 24.0)",78.351,7
"(45.0, 44.0, 44.0, 47.0, 44.0, 44.0, 48.0)",78.405,7
"(52.0, 13.0, 13.0, 24.0, 13.0, 13.0, 24.0)",78.41,7
"(20.0, 15.0, 15.0, 22.0, 15.0, 22.0, 43.0)",78.463,7
"(44.0, 14.0, 14.0, 12.0, 14.0, 12.0, 44.0)",78.465,7
"(44.0, 26.0, 26.0, 44.0, 41.0, 61.0, 44.0)",96.87,7
"(51.0, 60.0, 60.0, 51.0, 56.0, 51.0, 55.0)",96.925,7
"(43.0, 43.0, 43.0, 43.0, 0.0, 43.0, 22.0)",96.984,7
"(31.0, 1.0, 1.0, 31.0, 31.0, 31.0, 31.0)",97.044,7
"(40.0, 32.0, 32.0, 9.0, 40.0, 24.0, 5.0, 60.0, 60.0)",120.779,9
"(47.0, 8.0, 8.0, 3.0, 47.0, 10.0, 14.0, 8.0, 8.0)",120.783,9
"(33.0, 56.0, 56.0, 7.0, 33.0, 17.0, 26.0, 7.0, 7.0)",120.784,9
"(60.0, 41.0, 41.0, 29.0, 60.0, 7.0, 17.0, 7.0, 7.0)",120.785,9
"(50.0, 13.0, 13.0, 54.0, 50.0, 48.0, 50.0, 18.0, 18.0)",120.857,9
"(7.0, 25.0, 25.0, 11.0, 7.0, 4.0, 7.0, 7.0, 7.0)",120.859,9
"(53.0, 25.0, 25.0, 54.0, 53.0, 43.0, 53.0, 43.0, 43.0)",120.86,9
"(23.0, 30.0, 30.0, 15.0, 23.0, 12.0, 23.0, 15.0, 15.0)",120.863,9
"(31.0, 48.0, 48.0, 36.0, 31.0, 41.0, 41.0, 36.0, 36.0)",120.926,9
"(10.0, 43.0, 43.0, 16.0, 10.0, 25.0, 25.0, 10.0, 10.0)",120.927,9
"(3.0, 1.0, 1.0, 55.0, 3.0, 15.0, 15.0, 15.0, 15.0)",120.929,9
"(17.0, 43.0, 43.0, 8.0, 17.0, 47.0, 47.0, 43.0, 43.0)",120.93,9
"(41.0, 13.0, 13.0, 43.0, 41.0, 31.0, 31.0, 43.0, 43.0)",120.932,9
"(1.0, 21.0, 21.0, 6.0, 1.0, 53.0, 21.0, 1.0)",120.972,8
"(19.0, 28.0, 28.0, 21.0, 19.0, 39.0, 28.0, 28.0, 28.0)",121.002,9
"(34.0, 5.0, 5.0, 41.0, 34.0, 37.0, 5.0, 34.0, 34.0)",121.003,9
"(6.0, 50.0, 50.0, 31.0, 6.0, 54.0, 50.0, 54.0, 54.0)",121.005,9
"(4.0, 7.0, 7.0, 16.0, 4.0, 34.0, 7.0, 7.0, 7.0)",121.006,9
"(19.0, 40.0, 40.0, 20.0, 19.0, 60.0, 20.0, 60.0, 60.0)",121.075,9
"(0.0, 10.0, 10.0, 11.0, 0.0, 0.0, 57.0, 0.0)",150.494,8
"(34.0, 54.0, 54.0, 49.0, 34.0, 34.0, 46.0, 49.0, 49.0)",150.533,9
"(19.0, 12.0, 12.0, 53.0, 19.0, 19.0, 19.0, 12.0, 12.0)",150.593,9
"(1.0, 42.0, 42.0, 1.0, 1.0, 1.0, 42.0, 1.0)",150.625,8
"(41.0, 38.0, 38.0, 27.0, 41.0, 41.0, 38.0, 58.0, 58.0)",150.655,9
"(17.0, 55.0, 55.0, 11.0, 17.0, 17.0, 55.0, 17.0, 17.0)",150.656,9
"(35.0, 57.0, 57.0, 61.0, 35.0, 35.0, 61.0, 9.0, 9.0)",150.71,9
"(11.0, 10.0, 10.0, 54.0, 11.0, 54.0, 0.0, 11.0, 10.0)",198.076,9
"(42.0, 6.0, 6.0, 1.0, 42.0, 1.0, 2.0, 2.0, 42.0)",198.146,9
"(50.0, 19.0, 19.0, 18.0, 50.0, 18.0, 19.0, 19.0, 19.0)",198.15,9
"(7.0, 10.0, 10.0, 48.0, 7.0, 48.0, 35.0, 35.0, 48.0)",198.151,9
"(22.0, 35.0, 35.0, 27.0, 22.0, 27.0, 25.0, 35.0, 27.0)",198.219,9
"(51.0, 45.0, 45.0, 58.0, 51.0, 58.0, 55.0, 58.0, 51.0)",198.287,9
"(31.0, 54.0, 54.0, 60.0, 31.0, 60.0, 31.0, 61.0, 54.0)",251.034,9
"(20.0, 35.0, 35.0, 54.0, 20.0, 54.0, 20.0, 35.0, 54.0)",251.155,9
"(26.0, 10.0, 10.0, 57.0, 26.0, 57.0, 26.0, 57.0, 26.0)",251.212,9
"(21.0, 42.0, 42.0, 21.0, 21.0, 42.0, 0.0, 18.0, 42.0)",314.83,9
"(52.0, 30.0, 30.0, 52.0, 52.0, 30.0, 5.0, 5.0, 30.0)",315.022,9
"(44.0, 23.0, 23.0, 44.0, 44.0, 23.0, 44.0, 31.0, 23.0)",378.893,9
"(6.0, 8.0, 8.0, 6.0, 6.0, 8.0, 6.0, 6.0, 7.0)",378.95,9
"(42.0, 16.0, 16.0, 42.0, 42.0, 16.0, 42.0, 16.0, 12.0)",379.01,9
"(25.0, 3.0, 3.0, 25.0, 25.0, 3.0, 3.0, 13.0, 17.0)",447.626,9
"(50.0, 44.0, 44.0, 50.0, 50.0, 44.0, 44.0, 44.0, 42.0)",447.753,9
"(52.0, 43.0, 43.0, 23.0, 49.0, 48.0, 51.0, 39.0, 39.0)",610.912,9
"(53.0, 16.0, 16.0, 51.0, 41.0, 56.0, 59.0, 53.0, 53.0)",610.913,9
"(24.0, 15.0, 15.0, 26.0, 27.0, 33.0, 30.0, 33.0, 33.0)",610.915,9
"(53.0, 41.0, 41.0, 35.0, 46.0, 19.0, 5.0, 46.0, 46.0)",610.922,9
"(17.0, 7.0, 7.0, 40.0, 18.0, 22.0, 43.0, 43.0, 43.0)",610.925,9
"(33.0, 51.0, 51.0, 14.0, 25.0, 3.0, 33.0, 12.0, 12.0)",611.009,9
"(13.0, 26.0, 26.0, 39.0, 2.0, 5.0, 13.0, 5.0, 5.0)",611.013,9
"(58.0, 26.0, 26.0, 43.0, 35.0, 28.0, 58.0, 26.0, 26.0)",611.015,9
"(20.0, 30.0, 30.0, 41.0, 28.0, 28.0, 20.0, 41.0, 41.0)",611.016,9
"(11.0, 44.0, 44.0, 15.0, 27.0, 23.0, 11.0, 27.0, 27.0)",611.018,9
"(55.0, 1.0, 1.0, 4.0, 2.0, 50.0, 50.0, 1.0)",611.083,8
"(30.0, 57.0, 57.0, 58.0, 40.0, 58.0, 58.0, 52.0, 52.0)",611.119,9
"(38.0, 46.0, 46.0, 28.0, 4.0, 50.0, 50.0, 50.0, 50.0)",611.122,9
"(12.0, 53.0, 53.0, 5.0, 12.0, 56.0, 56.0, 53.0, 53.0)",611.124,9
"(34.0, 4.0, 4.0, 14.0, 54.0, 61.0, 61.0, 14.0, 14.0)",611.127,9
"(7.0, 11.0, 11.0, 19.0, 43.0, 6.0, 6.0, 43.0, 43.0)",611.13,9
"(37.0, 13.0, 13.0, 35.0, 32.0, 49.0, 13.0, 37.0, 37.0)",611.225,9
"(61.0, 1.0, 1.0, 16.0, 19.0, 56.0, 1.0, 56.0, 56.0)",611.227,9
"(52.0, 40.0, 40.0, 61.0, 41.0, 47.0, 40.0, 61.0, 61.0)",611.229,9
"(24.0, 2.0, 2.0, 28.0, 39.0, 55.0, 2.0, 39.0, 39.0)",611.231,9
"(44.0, 42.0, 42.0, 55.0, 54.0, 57.0, 55.0, 43.0, 43.0)",611.316,9
"(36.0, 37.0, 37.0, 58.0, 33.0, 54.0, 58.0, 36.0, 36.0)",611.318,9
"(54.0, 54.0, 54.0, 17.0, 21.0, 25.0, 17.0, 25.0, 25.0)",611.319,9
"(47.0, 14.0, 14.0, 49.0, 20.0, 59.0, 49.0, 14.0, 14.0)",611.321,9
"(9.0, 16.0, 16.0, 12.0, 1.0, 55.0, 12.0, 12.0, 12.0)",611.322,9
"(23.0, 52.0, 52.0, 11.0, 51.0, 2.0, 11.0, 51.0, 51.0)",611.324,9
"(39.0, 4.0, 4.0, 7.0, 1.0, 33.0, 1.0, 45.0, 45.0)",611.41,9
"(43.0, 25.0, 25.0, 29.0, 21.0, 46.0, 21.0, 43.0, 43.0)",611.412,9
"(28.0, 31.0, 31.0, 54.0, 43.0, 53.0, 43.0, 31.0, 31.0)",611.415,9
"(14.0, 23.0, 23.0, 19.0, 13.0, 8.0, 13.0, 19.0, 19.0)",611.416,9
"(37.0, 59.0, 59.0, 29.0, 8.0, 7.0, 8.0, 8.0, 8.0)",611.418,9
"(49.0, 26.0, 26.0, 51.0, 24.0, 51.0, 51.0, 9.0, 9.0)",793.942,9
"(50.0, 35.0, 35.0, 61.0, 9.0, 61.0, 29.0, 50.0, 50.0)",793.943,9
"(47.0, 57.0, 57.0, 46.0, 52.0, 46.0, 46.0, 46.0, 46.0)",793.948,9
"(53.0, 8.0, 8.0, 52.0, 57.0, 52.0, 53.0, 42.0, 42.0)",794.016,9
"(26.0, 40.0, 40.0, 31.0, 21.0, 31.0, 26.0, 40.0, 40.0)",794.024,9
"(57.0, 52.0, 52.0, 53.0, 52.0, 53.0, 57.0, 53.0, 53.0)",794.026,9
"(14.0, 53.0, 53.0, 9.0, 40.0, 9.0, 40.0, 8.0, 8.0)",794.096,9
"(35.0, 14.0, 14.0, 17.0, 16.0, 17.0, 16.0, 17.0, 17.0)",794.102,9
"(0.0, 6.0, 6.0, 5.0, 48.0, 5.0, 6.0, 38.0, 38.0)",794.171,9
"(59.0, 21.0, 21.0, 23.0, 20.0, 23.0, 21.0, 23.0, 23.0)",794.18,9
"(21.0, 39.0, 39.0, 43.0, 2.0, 43.0, 43.0, 2.0)",794.229,8
"(46.0, 50.0, 50.0, 3.0, 39.0, 3.0, 3.0, 21.0, 21.0)",794.267,9
"(6.0, 40.0, 40.0, 7.0, 50.0, 7.0, 7.0, 50.0, 50.0)",794.272,9
"(21.0, 29.0, 29.0, 25.0, 9.0, 25.0, 25.0, 29.0, 29.0)",794.273,9
"(0.0, 56.0, 56.0, 1.0, 4.0, 1.0, 1.0, 1.0, 1.0)",794.275,9
"(19.0, 40.0, 40.0, 31.0, 40.0, 3.0, 16.0, 16.0, 16.0)",1014.836,9
"(49.0, 45.0, 45.0, 43.0, 45.0, 30.0, 35.0, 45.0, 45.0)",1014.838,9
"(25.0, 13.0, 13.0, 36.0, 13.0, 55.0, 16.0, 36.0, 36.0)",1014.84,9
"(40.0, 22.0, 22.0, 36.0, 22.0, 51.0, 40.0, 22.0, 22.0)",1014.917,9
"(42.0, 37.0, 37.0, 16.0, 37.0, 26.0, 42.0, 26.0, 26.0)",1014.92,9
"(15.0, 32.0, 32.0, 37.0, 32.0, 50.0, 15.0, 32.0, 32.0)",1014.921,9
"(48.0, 19.0, 19.0, 24.0, 19.0, 18.0, 48.0, 24.0, 24.0)",1014.923,9
"(23.0, 53.0, 53.0, 55.0, 53.0, 12.0, 12.0, 48.0, 48.0)",1015.005,9
"(51.0, 10.0, 10.0, 30.0, 10.0, 13.0, 13.0, 51.0, 51.0)",1015.007,9
"(21.0, 39.0, 39.0, 2.0, 39.0, 3.0, 3.0, 3.0, 3.0)",1015.008,9
"(49.0, 47.0, 47.0, 9.0, 47.0, 22.0, 22.0, 9.0, 9.0)",1015.011,9
"(27.0, 56.0, 56.0, 30.0, 56.0, 38.0, 56.0, 27.0, 27.0)",1015.099,9
"(15.0, 8.0, 8.0, 14.0, 8.0, 57.0, 8.0, 8.0, 8.0)",1015.102,9
"(45.0, 40.0, 40.0, 21.0, 40.0, 59.0, 40.0, 21.0, 21.0)",1015.104,9
"(16.0, 8.0, 8.0, 14.0, 8.0, 21.0, 14.0, 21.0, 21.0)",1015.192,9
"(14.0, 54.0, 54.0, 0.0, 54.0, 32.0, 0.0, 54.0, 54.0)",1015.193,9
"(49.0, 50.0, 50.0, 52.0, 49.0, 35.0, 56.0, 7.0, 18.0)",1363.028,9
"(2.0, 19.0, 19.0, 31.0, 2.0, 50.0, 57.0, 52.0, 57.0)",1363.031,9
"(40.0, 14.0, 14.0, 34.0, 40.0, 42.0, 55.0, 40.0, 42.0)",1363.037,9
"(5.0, 15.0, 15.0, 3.0, 5.0, 44.0, 6.0, 5.0, 15.0)",1363.141,9
"(45.0, 4.0, 4.0, 12.0, 45.0, 21.0, 15.0, 15.0, 12.0)",1363.235,9
"(33.0, 15.0, 15.0, 61.0, 33.0, 49.0, 52.0, 52.0, 49.0)",1363.238,9
"(15.0, 46.0, 46.0, 2.0, 15.0, 18.0, 4.0, 46.0, 47.0)",1363.325,9
"(50.0, 19.0, 19.0, 13.0, 50.0, 51.0, 49.0, 19.0, 13.0)",1363.334,9
"(18.0, 34.0, 34.0, 40.0, 18.0, 28.0, 29.0, 40.0, 29.0)",1363.425,9
"(49.0, 58.0, 58.0, 20.0, 49.0, 16.0, 48.0, 20.0, 16.0)",1363.43,9
"(54.0, 9.0, 9.0, 14.0, 54.0, 30.0, 24.0, 30.0, 22.0)",1363.515,9
"(38.0, 20.0, 20.0, 61.0, 38.0, 59.0, 29.0, 59.0, 38.0)",1363.517,9
"(8.0, 53.0, 53.0, 36.0, 8.0, 24.0, 22.0, 24.0, 53.0)",1363.519,9
"(6.0, 30.0, 30.0, 58.0, 6.0, 10.0, 10.0, 28.0, 28.0)",1739.947,9
"(37.0, 23.0, 23.0, 0.0, 37.0, 6.0, 6.0, 58.0, 37.0)",1739.948,9
"(23.0, 45.0, 45.0, 59.0, 23.0, 30.0, 30.0, 40.0, 45.0)",1739.953,9
"(9.0, 3.0, 3.0, 29.0, 9.0, 51.0, 51.0, 56.0, 29.0)",1739.955,9
"(48.0, 35.0, 35.0, 15.0, 48.0, 23.0, 23.0, 48.0, 43.0)",1740.04,9
"(1.0, 50.0, 50.0, 12.0, 1.0, 51.0, 51.0, 51.0, 50.0)",1740.121,9
"(0.0, 48.0, 48.0, 61.0, 0.0, 33.0, 33.0, 33.0, 48.0)",1740.127,9
"(31.0, 3.0, 3.0, 17.0, 31.0, 58.0, 58.0, 3.0, 17.0)",1740.199,9
"(17.0, 30.0, 30.0, 44.0, 17.0, 30.0, 30.0, 30.0, 30.0)",1740.202,9
"(60.0, 57.0, 57.0, 5.0, 60.0, 18.0, 18.0, 5.0, 14.0)",1740.28,9
"(15.0, 30.0, 30.0, 11.0, 15.0, 57.0, 30.0, 22.0, 30.0)",2137.19,9
"(51.0, 54.0, 54.0, 29.0, 51.0, 13.0, 54.0, 24.0, 29.0)",2137.192,9
"(14.0, 0.0, 0.0, 19.0, 14.0, 45.0, 0.0, 14.0, 45.0)",2137.286,9
"(51.0, 40.0, 40.0, 21.0, 51.0, 47.0, 40.0, 47.0, 44.0)",2137.365,9
"(20.0, 54.0, 54.0, 7.0, 20.0, 26.0, 54.0, 26.0, 20.0)",2137.366,9
"(56.0, 18.0, 18.0, 13.0, 56.0, 16.0, 18.0, 16.0, 18.0)",2137.37,9
"(38.0, 14.0, 14.0, 28.0, 38.0, 36.0, 14.0, 14.0, 38.0)",2137.445,9
"(27.0, 14.0, 14.0, 27.0, 27.0, 13.0, 14.0, 14.0, 13.0)",2137.448,9
"(57.0, 9.0, 9.0, 1.0, 57.0, 8.0, 9.0, 9.0, 1.0)",2137.453,9
"(18.0, 49.0, 49.0, 40.0, 18.0, 31.0, 49.0, 40.0, 49.0)",2137.529,9
"(34.0, 7.0, 7.0, 56.0, 34.0, 34.0, 21.0, 34.0, 21.0)",2573.82,9
"(26.0, 22.0, 22.0, 43.0, 26.0, 26.0, 28.0, 22.0, 28.0)",2573.971,9
"(4.0, 54.0, 54.0, 45.0, 4.0, 4.0, 12.0, 54.0, 45.0)",2573.978,9
"(9.0, 16.0, 16.0, 59.0, 9.0, 9.0, 16.0, 11.0, 9.0)",3020.218,9
"(52.0, 54.0, 54.0, 15.0, 52.0, 52.0, 54.0, 13.0, 15.0)",3020.223,9
"(18.0, 1.0, 1.0, 37.0, 18.0, 18.0, 1.0, 18.0, 42.0)",3020.301,9
"(46.0, 31.0, 31.0, 24.0, 46.0, 46.0, 31.0, 24.0, 27.0)",3020.428,9
"(53.0, 14.0, 14.0, 11.0, 53.0, 53.0, 11.0, 51.0, 53.0)",3483.21,9
"(20.0, 17.0, 17.0, 20.0, 20.0, 17.0, 20.0, 20.0, 10.0, 20.0, 20.0)",4042.596,11
"(22.0, 41.0, 41.0, 22.0, 22.0, 41.0, 22.0, 22.0, 22.0, 6.0, 6.0)",4042.664,11
"(6.0, 60.0, 60.0, 6.0, 6.0, 60.0, 6.0, 6.0, 6.0, 60.0, 60.0)",4042.667,11
"(43.0, 2.0, 2.0, 43.0, 43.0, 2.0, 43.0, 43.0, 2.0, 39.0, 39.0)",4042.721,11
"(45.0, 50.0, 50.0, 45.0, 45.0, 50.0, 45.0, 45.0, 50.0, 50.0, 50.0)",4042.724,11
"(27.0, 32.0, 32.0, 10.0, 9.0, 8.0, 9.0, 12.0, 27.0)",5327.33,9
"(29.0, 20.0, 20.0, 5.0, 49.0, 56.0, 1.0, 28.0, 56.0)",5327.331,9
"(50.0, 34.0, 34.0, 58.0, 8.0, 58.0, 60.0, 12.0, 8.0)",5327.338,9
"(14.0, 55.0, 55.0, 37.0, 44.0, 43.0, 22.0, 2.0, 22.0)",5327.341,9
"(42.0, 41.0, 41.0, 58.0, 17.0, 53.0, 28.0, 42.0, 41.0)",5327.461,9
"(47.0, 2.0, 2.0, 52.0, 23.0, 33.0, 15.0, 33.0, 47.0)",5327.566,9
"(14.0, 59.0, 59.0, 2.0, 1.0, 48.0, 20.0, 48.0, 59.0)",5327.57,9
"(35.0, 52.0, 52.0, 37.0, 2.0, 55.0, 51.0, 52.0, 40.0)",5327.678,9
"(1.0, 61.0, 61.0, 50.0, 38.0, 61.0, 60.0, 61.0, 50.0)",5327.686,9
"(23.0, 37.0, 37.0, 4.0, 5.0, 4.0, 35.0, 4.0, 23.0)",5327.787,9
"(35.0, 32.0, 32.0, 40.0, 59.0, 54.0, 6.0, 59.0, 35.0)",5327.902,9
"(2.0, 31.0, 31.0, 23.0, 54.0, 58.0, 35.0, 54.0, 58.0)",5327.903,9
"(52.0, 51.0, 51.0, 37.0, 39.0, 9.0, 31.0, 31.0, 9.0)",5328.015,9
"(12.0, 26.0, 26.0, 52.0, 18.0, 41.0, 21.0, 21.0, 52.0)",5328.018,9
"(56.0, 33.0, 33.0, 19.0, 10.0, 6.0, 56.0, 27.0, 10.0)",6704.633,9
"(16.0, 5.0, 5.0, 57.0, 58.0, 48.0, 16.0, 16.0, 11.0)",6704.724,9
"(9.0, 42.0, 42.0, 48.0, 58.0, 60.0, 9.0, 60.0, 36.0)",6704.812,9
"(50.0, 6.0, 6.0, 56.0, 51.0, 50.0, 50.0, 50.0, 56.0)",6704.818,9
"(53.0, 44.0, 44.0, 56.0, 59.0, 56.0, 53.0, 56.0, 59.0)",6704.82,9
"(7.0, 26.0, 26.0, 41.0, 51.0, 26.0, 7.0, 26.0, 41.0)",6704.907,9
"(19.0, 0.0, 0.0, 61.0, 7.0, 15.0, 19.0, 61.0, 53.0)",6704.989,9
"(56.0, 14.0, 14.0, 45.0, 33.0, 35.0, 56.0, 33.0, 35.0)",6705.08,9
"(59.0, 43.0, 43.0, 33.0, 13.0, 15.0, 15.0, 15.0, 49.0)",8167.366,9
"(14.0, 46.0, 46.0, 53.0, 56.0, 6.0, 6.0, 6.0, 14.0)",8167.368,9
"(53.0, 1.0, 1.0, 28.0, 54.0, 16.0, 16.0, 16.0, 1.0)",8167.372,9
"(25.0, 14.0, 14.0, 40.0, 50.0, 45.0, 45.0, 40.0, 60.0)",8167.536,9
"(28.0, 10.0, 10.0, 38.0, 26.0, 47.0, 47.0, 38.0, 28.0)",8167.538,9
"(8.0, 29.0, 29.0, 51.0, 48.0, 2.0, 2.0, 48.0, 8.0)",8167.621,9
"(41.0, 15.0, 15.0, 6.0, 5.0, 32.0, 32.0, 5.0, 6.0)",8167.625,9
"(61.0, 48.0, 48.0, 14.0, 54.0, 14.0, 48.0, 38.0, 31.0)",9661.66,9
"(43.0, 36.0, 36.0, 49.0, 14.0, 44.0, 36.0, 38.0, 49.0)",9661.665,9
"(54.0, 50.0, 50.0, 38.0, 3.0, 60.0, 50.0, 10.0, 3.0)",9661.667,9
"(6.0, 30.0, 30.0, 40.0, 34.0, 28.0, 30.0, 6.0, 6.0)",9661.753,9
"(36.0, 44.0, 44.0, 26.0, 46.0, 28.0, 44.0, 36.0, 26.0)",9661.759,9
"(26.0, 41.0, 41.0, 36.0, 18.0, 6.0, 41.0, 6.0, 3.0)",9661.83,9
"(21.0, 13.0, 13.0, 54.0, 21.0, 29.0, 13.0, 29.0, 54.0)",9661.84,9
"(50.0, 38.0, 38.0, 39.0, 31.0, 17.0, 38.0, 38.0, 50.0)",9661.914,9
"(2.0, 15.0, 15.0, 15.0, 59.0, 52.0, 15.0, 15.0, 15.0)",9661.919,9
"(59.0, 27.0, 27.0, 20.0, 25.0, 30.0, 27.0, 27.0, 25.0)",9661.92,9
"(39.0, 22.0, 22.0, 51.0, 52.0, 39.0, 22.0, 51.0, 39.0)",9661.997,9
"(14.0, 1.0, 1.0, 21.0, 19.0, 32.0, 1.0, 19.0, 29.0)",9662.07,9
"(31.0, 19.0, 19.0, 26.0, 49.0, 46.0, 19.0, 49.0, 46.0)",9662.072,9
"(22.0, 2.0, 2.0, 57.0, 40.0, 51.0, 2.0, 40.0, 57.0)",9662.075,9
"(59.0, 54.0, 54.0, 26.0, 4.0, 26.0, 34.0, 9.0, 32.0)",11502.576,9
"(59.0, 38.0, 38.0, 26.0, 20.0, 26.0, 38.0, 43.0, 59.0)",11502.578,9
"(12.0, 52.0, 52.0, 60.0, 6.0, 60.0, 41.0, 47.0, 41.0)",11502.579,9
"(2.0, 14.0, 14.0, 35.0, 58.0, 35.0, 1.0, 23.0, 58.0)",11502.584,9
"(7.0, 59.0, 59.0, 1.0, 35.0, 1.0, 46.0, 7.0, 46.0)",11502.67,9
"(49.0, 30.0, 30.0, 52.0, 41.0, 52.0, 14.0, 49.0, 52.0)",11502.673,9
"(52.0, 10.0, 10.0, 7.0, 54.0, 7.0, 2.0, 52.0, 54.0)",11502.674,9
"(7.0, 48.0, 48.0, 40.0, 3.0, 40.0, 57.0, 57.0, 40.0)",11502.753,9
"(44.0, 49.0, 49.0, 55.0, 14.0, 55.0, 15.0, 49.0, 44.0)",11502.825,9
"(9.0, 54.0, 54.0, 55.0, 1.0, 55.0, 36.0, 54.0, 55.0)",11502.83,9
"(57.0, 40.0, 40.0, 27.0, 60.0, 27.0, 60.0, 29.0, 40.0)",13116.768,9
"(61.0, 15.0, 15.0, 15.0, 33.0, 15.0, 33.0, 27.0, 15.0)",13116.77,9
"(53.0, 2.0, 2.0, 2.0, 34.0, 2.0, 34.0, 53.0, 34.0)",13116.772,9
"(32.0, 46.0, 46.0, 28.0, 8.0, 28.0, 8.0, 32.0, 46.0)",13116.836,9
