Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(36.0, 44.0, 44.0, 26.0, 46.0, 28.0, 44.0, 36.0, 26.0)",9661.759,1237,1242,Y
"(26.0, 41.0, 41.0, 36.0, 18.0, 6.0, 41.0, 6.0, 3.0)",9661.83,1245,1250,Y
"(21.0, 13.0, 13.0, 54.0, 21.0, 29.0, 13.0, 29.0, 54.0)",9661.84,1248,1253,Y
"(50.0, 38.0, 38.0, 39.0, 31.0, 17.0, 38.0, 38.0, 50.0)",9661.914,1257,1262,Y
"(2.0, 15.0, 15.0, 15.0, 59.0, 52.0, 15.0, 15.0, 15.0)",9661.919,1259,1264,Y
"(59.0, 27.0, 27.0, 20.0, 25.0, 30.0, 27.0, 27.0, 25.0)",9661.92,1260,1265,Y
"(39.0, 22.0, 22.0, 51.0, 52.0, 39.0, 22.0, 51.0, 39.0)",9661.997,1269,1274,Y
"(14.0, 1.0, 1.0, 21.0, 19.0, 32.0, 1.0, 19.0, 29.0)",9662.07,1278,1283,Y
"(31.0, 19.0, 19.0, 26.0, 49.0, 46.0, 19.0, 49.0, 46.0)",9662.072,1280,1285,Y
"(22.0, 2.0, 2.0, 57.0, 40.0, 51.0, 2.0, 40.0, 57.0)",9662.075,1282,1287,Y
"(59.0, 54.0, 54.0, 26.0, 4.0, 26.0, 34.0, 9.0, 32.0)",11502.576,1289,1294,Y
"(59.0, 38.0, 38.0, 26.0, 20.0, 26.0, 38.0, 43.0, 59.0)",11502.578,1290,1295,Y
"(12.0, 52.0, 52.0, 60.0, 6.0, 60.0, 41.0, 47.0, 41.0)",11502.579,1291,1296,Y
"(2.0, 14.0, 14.0, 35.0, 58.0, 35.0, 1.0, 23.0, 58.0)",11502.584,1294,1299,Y
"(7.0, 59.0, 59.0, 1.0, 35.0, 1.0, 46.0, 7.0, 46.0)",11502.67,1303,1308,Y
"(49.0, 30.0, 30.0, 52.0, 41.0, 52.0, 14.0, 49.0, 52.0)",11502.673,1305,1310,Y
"(52.0, 10.0, 10.0, 7.0, 54.0, 7.0, 2.0, 52.0, 54.0)",11502.674,1306,1311,Y
"(7.0, 48.0, 48.0, 40.0, 3.0, 40.0, 57.0, 57.0, 40.0)",11502.753,1316,1321,Y
"(44.0, 49.0, 49.0, 55.0, 14.0, 55.0, 15.0, 49.0, 44.0)",11502.825,1325,1330,Y
"(9.0, 54.0, 54.0, 55.0, 1.0, 55.0, 36.0, 54.0, 55.0)",11502.83,1327,1332,Y
"(57.0, 40.0, 40.0, 27.0, 60.0, 27.0, 60.0, 29.0, 40.0)",13116.768,1359,1364,Y
"(61.0, 15.0, 15.0, 15.0, 33.0, 15.0, 33.0, 27.0, 15.0)",13116.77,1360,1365,Y
"(53.0, 2.0, 2.0, 2.0, 34.0, 2.0, 34.0, 53.0, 34.0)",13116.772,1361,1366,Y
"(32.0, 46.0, 46.0, 28.0, 8.0, 28.0, 8.0, 32.0, 46.0)",13116.836,1370,1375,Y
"(4.0, 18.0, 18.0, 45.0, 59.0, 45.0, 59.0, 59.0, 18.0)",13116.896,1379,1384,Y
"(4.0, 14.0, 14.0, 17.0, 12.0, 17.0, 12.0, 12.0, 17.0)",13116.898,1380,1385,Y
"(36.0, 3.0, 3.0, 47.0, 29.0, 47.0, 29.0, 3.0, 8.0)",13116.952,1386,1391,Y
"(53.0, 54.0, 54.0, 44.0, 3.0, 44.0, 3.0, 54.0, 44.0)",13116.958,1389,1394,Y
"(20.0, 22.0, 22.0, 47.0, 51.0, 47.0, 51.0, 47.0, 53.0)",13117.012,1395,1400,Y
"(58.0, 19.0, 19.0, 61.0, 26.0, 61.0, 26.0, 61.0, 58.0)",13117.013,1396,1401,Y
"(39.0, 26.0, 26.0, 48.0, 26.0, 14.0, 5.0, 29.0, 46.0)",14882.869,1404,1409,Y
"(30.0, 56.0, 56.0, 46.0, 56.0, 37.0, 28.0, 30.0, 37.0)",14882.96,1421,1426,Y
"(11.0, 57.0, 57.0, 42.0, 57.0, 55.0, 34.0, 57.0, 34.0)",14883.102,1441,1446,Y
"(15.0, 11.0, 11.0, 21.0, 11.0, 57.0, 12.0, 11.0, 21.0)",14883.106,1442,1447,Y
"(14.0, 0.0, 0.0, 34.0, 0.0, 39.0, 9.0, 34.0, 10.0)",14883.174,1450,1455,Y
"(60.0, 33.0, 33.0, 8.0, 33.0, 26.0, 40.0, 8.0, 40.0)",14883.177,1452,1457,Y
"(57.0, 39.0, 39.0, 45.0, 39.0, 25.0, 32.0, 25.0, 39.0)",14883.252,1464,1469,Y
"(22.0, 18.0, 18.0, 47.0, 18.0, 40.0, 58.0, 40.0, 47.0)",14883.254,1465,1470,Y
"(53.0, 18.0, 18.0, 3.0, 18.0, 0.0, 3.0, 50.0, 50.0)",16641.517,1472,1477,Y
"(33.0, 8.0, 8.0, 42.0, 8.0, 52.0, 42.0, 15.0, 8.0)",16641.521,1474,1479,Y
"(29.0, 19.0, 19.0, 33.0, 19.0, 40.0, 33.0, 29.0, 33.0)",16641.586,1486,1491,Y
"(21.0, 15.0, 15.0, 13.0, 15.0, 1.0, 13.0, 1.0, 15.0)",16641.641,1494,1499,Y
"(60.0, 1.0, 1.0, 55.0, 1.0, 13.0, 55.0, 1.0, 60.0)",16641.693,1502,1507,Y
"(26.0, 32.0, 32.0, 18.0, 32.0, 37.0, 18.0, 32.0, 37.0)",16641.695,1503,1508,Y
"(6.0, 8.0, 8.0, 15.0, 8.0, 53.0, 15.0, 15.0, 14.0)",16641.747,1510,1515,Y
"(52.0, 33.0, 33.0, 61.0, 33.0, 48.0, 61.0, 61.0, 52.0)",16641.749,1511,1516,Y
