Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(35.0, 57.0, 57.0, 61.0, 35.0, 35.0, 61.0, 9.0, 9.0)",150.71,399,404,Y
"(11.0, 10.0, 10.0, 54.0, 11.0, 54.0, 0.0, 11.0, 10.0)",198.076,416,421,Y
"(42.0, 6.0, 6.0, 1.0, 42.0, 1.0, 2.0, 2.0, 42.0)",198.146,424,429,Y
"(50.0, 19.0, 19.0, 18.0, 50.0, 18.0, 19.0, 19.0, 19.0)",198.15,425,430,Y
"(7.0, 10.0, 10.0, 48.0, 7.0, 48.0, 35.0, 35.0, 48.0)",198.151,426,431,Y
"(22.0, 35.0, 35.0, 27.0, 22.0, 27.0, 25.0, 35.0, 27.0)",198.219,435,440,Y
"(51.0, 45.0, 45.0, 58.0, 51.0, 58.0, 55.0, 58.0, 51.0)",198.287,442,447,Y
"(31.0, 54.0, 54.0, 60.0, 31.0, 60.0, 31.0, 61.0, 54.0)",251.034,452,457,Y
"(20.0, 35.0, 35.0, 54.0, 20.0, 54.0, 20.0, 35.0, 54.0)",251.155,468,473,Y
"(26.0, 10.0, 10.0, 57.0, 26.0, 57.0, 26.0, 57.0, 26.0)",251.212,474,479,Y
"(21.0, 42.0, 42.0, 21.0, 21.0, 42.0, 0.0, 18.0, 42.0)",314.83,482,487,Y
"(52.0, 30.0, 30.0, 52.0, 52.0, 30.0, 5.0, 5.0, 30.0)",315.022,505,510,Y
"(44.0, 23.0, 23.0, 44.0, 44.0, 23.0, 44.0, 31.0, 23.0)",378.893,512,517,Y
"(6.0, 8.0, 8.0, 6.0, 6.0, 8.0, 6.0, 6.0, 7.0)",378.95,517,522,Y
"(42.0, 16.0, 16.0, 42.0, 42.0, 16.0, 42.0, 16.0, 12.0)",379.01,522,527,Y
"(25.0, 3.0, 3.0, 25.0, 25.0, 3.0, 3.0, 13.0, 17.0)",447.626,527,532,Y
"(50.0, 44.0, 44.0, 50.0, 50.0, 44.0, 44.0, 44.0, 42.0)",447.753,539,544,Y
"(52.0, 43.0, 43.0, 23.0, 49.0, 48.0, 51.0, 39.0, 39.0)",610.912,550,555,Y
"(53.0, 16.0, 16.0, 51.0, 41.0, 56.0, 59.0, 53.0, 53.0)",610.913,551,556,Y
"(24.0, 15.0, 15.0, 26.0, 27.0, 33.0, 30.0, 33.0, 33.0)",610.915,552,557,Y
"(53.0, 41.0, 41.0, 35.0, 46.0, 19.0, 5.0, 46.0, 46.0)",610.922,555,560,Y
"(17.0, 7.0, 7.0, 40.0, 18.0, 22.0, 43.0, 43.0, 43.0)",610.925,556,561,Y
"(33.0, 51.0, 51.0, 14.0, 25.0, 3.0, 33.0, 12.0, 12.0)",611.009,562,567,Y
"(13.0, 26.0, 26.0, 39.0, 2.0, 5.0, 13.0, 5.0, 5.0)",611.013,564,569,Y
"(58.0, 26.0, 26.0, 43.0, 35.0, 28.0, 58.0, 26.0, 26.0)",611.015,565,570,Y
"(20.0, 30.0, 30.0, 41.0, 28.0, 28.0, 20.0, 41.0, 41.0)",611.016,566,571,Y
"(11.0, 44.0, 44.0, 15.0, 27.0, 23.0, 11.0, 27.0, 27.0)",611.018,567,572,Y
"(55.0, 1.0, 1.0, 4.0, 2.0, 50.0, 50.0, 1.0)",611.083,570,575,Y
"(30.0, 57.0, 57.0, 58.0, 40.0, 58.0, 58.0, 52.0, 52.0)",611.119,573,578,Y
"(38.0, 46.0, 46.0, 28.0, 4.0, 50.0, 50.0, 50.0, 50.0)",611.122,575,580,Y
"(12.0, 53.0, 53.0, 5.0, 12.0, 56.0, 56.0, 53.0, 53.0)",611.124,576,581,Y
"(34.0, 4.0, 4.0, 14.0, 54.0, 61.0, 61.0, 14.0, 14.0)",611.127,577,582,Y
"(7.0, 11.0, 11.0, 19.0, 43.0, 6.0, 6.0, 43.0, 43.0)",611.13,578,583,Y
"(37.0, 13.0, 13.0, 35.0, 32.0, 49.0, 13.0, 37.0, 37.0)",611.225,585,590,Y
"(61.0, 1.0, 1.0, 16.0, 19.0, 56.0, 1.0, 56.0, 56.0)",611.227,586,591,Y
"(52.0, 40.0, 40.0, 61.0, 41.0, 47.0, 40.0, 61.0, 61.0)",611.229,588,593,Y
"(24.0, 2.0, 2.0, 28.0, 39.0, 55.0, 2.0, 39.0, 39.0)",611.231,589,594,Y
"(44.0, 42.0, 42.0, 55.0, 54.0, 57.0, 55.0, 43.0, 43.0)",611.316,595,600,Y
"(36.0, 37.0, 37.0, 58.0, 33.0, 54.0, 58.0, 36.0, 36.0)",611.318,596,601,Y
"(54.0, 54.0, 54.0, 17.0, 21.0, 25.0, 17.0, 25.0, 25.0)",611.319,597,602,Y
"(47.0, 14.0, 14.0, 49.0, 20.0, 59.0, 49.0, 14.0, 14.0)",611.321,598,603,Y
"(9.0, 16.0, 16.0, 12.0, 1.0, 55.0, 12.0, 12.0, 12.0)",611.322,599,604,Y
"(23.0, 52.0, 52.0, 11.0, 51.0, 2.0, 11.0, 51.0, 51.0)",611.324,600,605,Y
"(39.0, 4.0, 4.0, 7.0, 1.0, 33.0, 1.0, 45.0, 45.0)",611.41,606,611,Y
"(43.0, 25.0, 25.0, 29.0, 21.0, 46.0, 21.0, 43.0, 43.0)",611.412,607,612,Y
"(28.0, 31.0, 31.0, 54.0, 43.0, 53.0, 43.0, 31.0, 31.0)",611.415,609,614,Y
"(14.0, 23.0, 23.0, 19.0, 13.0, 8.0, 13.0, 19.0, 19.0)",611.416,610,615,Y
"(37.0, 59.0, 59.0, 29.0, 8.0, 7.0, 8.0, 8.0, 8.0)",611.418,611,616,Y
"(49.0, 26.0, 26.0, 51.0, 24.0, 51.0, 51.0, 9.0, 9.0)",793.942,617,622,Y
"(50.0, 35.0, 35.0, 61.0, 9.0, 61.0, 29.0, 50.0, 50.0)",793.943,618,623,Y
"(47.0, 57.0, 57.0, 46.0, 52.0, 46.0, 46.0, 46.0, 46.0)",793.948,621,626,Y
"(53.0, 8.0, 8.0, 52.0, 57.0, 52.0, 53.0, 42.0, 42.0)",794.016,627,632,Y
"(26.0, 40.0, 40.0, 31.0, 21.0, 31.0, 26.0, 40.0, 40.0)",794.024,630,635,Y
"(57.0, 52.0, 52.0, 53.0, 52.0, 53.0, 57.0, 53.0, 53.0)",794.026,631,636,Y
"(14.0, 53.0, 53.0, 9.0, 40.0, 9.0, 40.0, 8.0, 8.0)",794.096,636,641,Y
"(35.0, 14.0, 14.0, 17.0, 16.0, 17.0, 16.0, 17.0, 17.0)",794.102,640,645,Y
"(0.0, 6.0, 6.0, 5.0, 48.0, 5.0, 6.0, 38.0, 38.0)",794.171,645,650,Y
"(59.0, 21.0, 21.0, 23.0, 20.0, 23.0, 21.0, 23.0, 23.0)",794.18,649,654,Y
"(21.0, 39.0, 39.0, 43.0, 2.0, 43.0, 43.0, 2.0)",794.229,652,657,Y
"(46.0, 50.0, 50.0, 3.0, 39.0, 3.0, 3.0, 21.0, 21.0)",794.267,654,659,Y
"(6.0, 40.0, 40.0, 7.0, 50.0, 7.0, 7.0, 50.0, 50.0)",794.272,656,661,Y
"(21.0, 29.0, 29.0, 25.0, 9.0, 25.0, 25.0, 29.0, 29.0)",794.273,657,662,Y
"(0.0, 56.0, 56.0, 1.0, 4.0, 1.0, 1.0, 1.0, 1.0)",794.275,658,663,Y
"(19.0, 40.0, 40.0, 31.0, 40.0, 3.0, 16.0, 16.0, 16.0)",1014.836,666,671,Y
"(49.0, 45.0, 45.0, 43.0, 45.0, 30.0, 35.0, 45.0, 45.0)",1014.838,667,672,Y
"(25.0, 13.0, 13.0, 36.0, 13.0, 55.0, 16.0, 36.0, 36.0)",1014.84,668,673,Y
"(40.0, 22.0, 22.0, 36.0, 22.0, 51.0, 40.0, 22.0, 22.0)",1014.917,674,679,Y
"(42.0, 37.0, 37.0, 16.0, 37.0, 26.0, 42.0, 26.0, 26.0)",1014.92,676,681,Y
"(15.0, 32.0, 32.0, 37.0, 32.0, 50.0, 15.0, 32.0, 32.0)",1014.921,677,682,Y
"(48.0, 19.0, 19.0, 24.0, 19.0, 18.0, 48.0, 24.0, 24.0)",1014.923,678,683,Y
"(23.0, 53.0, 53.0, 55.0, 53.0, 12.0, 12.0, 48.0, 48.0)",1015.005,683,688,Y
"(51.0, 10.0, 10.0, 30.0, 10.0, 13.0, 13.0, 51.0, 51.0)",1015.007,684,689,Y
"(21.0, 39.0, 39.0, 2.0, 39.0, 3.0, 3.0, 3.0, 3.0)",1015.008,685,690,Y
"(49.0, 47.0, 47.0, 9.0, 47.0, 22.0, 22.0, 9.0, 9.0)",1015.011,687,692,Y
"(27.0, 56.0, 56.0, 30.0, 56.0, 38.0, 56.0, 27.0, 27.0)",1015.099,693,698,Y
"(15.0, 8.0, 8.0, 14.0, 8.0, 57.0, 8.0, 8.0, 8.0)",1015.102,695,700,Y
"(45.0, 40.0, 40.0, 21.0, 40.0, 59.0, 40.0, 21.0, 21.0)",1015.104,696,701,Y
"(16.0, 8.0, 8.0, 14.0, 8.0, 21.0, 14.0, 21.0, 21.0)",1015.192,703,708,Y
"(14.0, 54.0, 54.0, 0.0, 54.0, 32.0, 0.0, 54.0, 54.0)",1015.193,704,709,Y
"(49.0, 50.0, 50.0, 52.0, 49.0, 35.0, 56.0, 7.0, 18.0)",1363.028,706,711,Y
"(2.0, 19.0, 19.0, 31.0, 2.0, 50.0, 57.0, 52.0, 57.0)",1363.031,708,713,Y
"(40.0, 14.0, 14.0, 34.0, 40.0, 42.0, 55.0, 40.0, 42.0)",1363.037,711,716,Y
"(5.0, 15.0, 15.0, 3.0, 5.0, 44.0, 6.0, 5.0, 15.0)",1363.141,721,726,Y
"(45.0, 4.0, 4.0, 12.0, 45.0, 21.0, 15.0, 15.0, 12.0)",1363.235,733,738,Y
"(33.0, 15.0, 15.0, 61.0, 33.0, 49.0, 52.0, 52.0, 49.0)",1363.238,734,739,Y
"(15.0, 46.0, 46.0, 2.0, 15.0, 18.0, 4.0, 46.0, 47.0)",1363.325,741,746,Y
"(50.0, 19.0, 19.0, 13.0, 50.0, 51.0, 49.0, 19.0, 13.0)",1363.334,744,749,Y
"(18.0, 34.0, 34.0, 40.0, 18.0, 28.0, 29.0, 40.0, 29.0)",1363.425,754,759,Y
"(49.0, 58.0, 58.0, 20.0, 49.0, 16.0, 48.0, 20.0, 16.0)",1363.43,756,761,Y
"(54.0, 9.0, 9.0, 14.0, 54.0, 30.0, 24.0, 30.0, 22.0)",1363.515,763,768,Y
"(38.0, 20.0, 20.0, 61.0, 38.0, 59.0, 29.0, 59.0, 38.0)",1363.517,764,769,Y
"(8.0, 53.0, 53.0, 36.0, 8.0, 24.0, 22.0, 24.0, 53.0)",1363.519,766,771,Y
"(6.0, 30.0, 30.0, 58.0, 6.0, 10.0, 10.0, 28.0, 28.0)",1739.947,774,779,Y
"(37.0, 23.0, 23.0, 0.0, 37.0, 6.0, 6.0, 58.0, 37.0)",1739.948,775,780,Y
"(23.0, 45.0, 45.0, 59.0, 23.0, 30.0, 30.0, 40.0, 45.0)",1739.953,776,781,Y
"(9.0, 3.0, 3.0, 29.0, 9.0, 51.0, 51.0, 56.0, 29.0)",1739.955,777,782,Y
"(48.0, 35.0, 35.0, 15.0, 48.0, 23.0, 23.0, 48.0, 43.0)",1740.04,785,790,Y
"(1.0, 50.0, 50.0, 12.0, 1.0, 51.0, 51.0, 51.0, 50.0)",1740.121,794,799,Y
"(0.0, 48.0, 48.0, 61.0, 0.0, 33.0, 33.0, 33.0, 48.0)",1740.127,796,801,Y
"(31.0, 3.0, 3.0, 17.0, 31.0, 58.0, 58.0, 3.0, 17.0)",1740.199,803,808,Y
"(17.0, 30.0, 30.0, 44.0, 17.0, 30.0, 30.0, 30.0, 30.0)",1740.202,805,810,Y
"(60.0, 57.0, 57.0, 5.0, 60.0, 18.0, 18.0, 5.0, 14.0)",1740.28,812,817,Y
"(15.0, 30.0, 30.0, 11.0, 15.0, 57.0, 30.0, 22.0, 30.0)",2137.19,823,828,Y
"(51.0, 54.0, 54.0, 29.0, 51.0, 13.0, 54.0, 24.0, 29.0)",2137.192,824,829,Y
"(14.0, 0.0, 0.0, 19.0, 14.0, 45.0, 0.0, 14.0, 45.0)",2137.286,833,838,Y
"(51.0, 40.0, 40.0, 21.0, 51.0, 47.0, 40.0, 47.0, 44.0)",2137.365,841,846,Y
"(20.0, 54.0, 54.0, 7.0, 20.0, 26.0, 54.0, 26.0, 20.0)",2137.366,842,847,Y
"(56.0, 18.0, 18.0, 13.0, 56.0, 16.0, 18.0, 16.0, 18.0)",2137.37,843,848,Y
"(38.0, 14.0, 14.0, 28.0, 38.0, 36.0, 14.0, 14.0, 38.0)",2137.445,851,856,Y
"(27.0, 14.0, 14.0, 27.0, 27.0, 13.0, 14.0, 14.0, 13.0)",2137.448,852,857,Y
"(57.0, 9.0, 9.0, 1.0, 57.0, 8.0, 9.0, 9.0, 1.0)",2137.453,853,858,Y
"(18.0, 49.0, 49.0, 40.0, 18.0, 31.0, 49.0, 40.0, 49.0)",2137.529,862,867,Y
"(34.0, 7.0, 7.0, 56.0, 34.0, 34.0, 21.0, 34.0, 21.0)",2573.82,880,885,Y
"(26.0, 22.0, 22.0, 43.0, 26.0, 26.0, 28.0, 22.0, 28.0)",2573.971,899,904,Y
"(4.0, 54.0, 54.0, 45.0, 4.0, 4.0, 12.0, 54.0, 45.0)",2573.978,900,905,Y
"(9.0, 16.0, 16.0, 59.0, 9.0, 9.0, 16.0, 11.0, 9.0)",3020.218,916,921,Y
"(52.0, 54.0, 54.0, 15.0, 52.0, 52.0, 54.0, 13.0, 15.0)",3020.223,918,923,Y
"(18.0, 1.0, 1.0, 37.0, 18.0, 18.0, 1.0, 18.0, 42.0)",3020.301,924,929,Y
"(46.0, 31.0, 31.0, 24.0, 46.0, 46.0, 31.0, 24.0, 27.0)",3020.428,938,943,Y
"(53.0, 14.0, 14.0, 11.0, 53.0, 53.0, 11.0, 51.0, 53.0)",3483.21,946,951,Y
"(20.0, 17.0, 17.0, 20.0, 20.0, 17.0, 20.0, 20.0, 10.0, 20.0, 20.0)",4042.596,979,984,Y
"(22.0, 41.0, 41.0, 22.0, 22.0, 41.0, 22.0, 22.0, 22.0, 6.0, 6.0)",4042.664,984,989,Y
"(6.0, 60.0, 60.0, 6.0, 6.0, 60.0, 6.0, 6.0, 6.0, 60.0, 60.0)",4042.667,986,991,Y
"(43.0, 2.0, 2.0, 43.0, 43.0, 2.0, 43.0, 43.0, 2.0, 39.0, 39.0)",4042.721,989,994,Y
"(45.0, 50.0, 50.0, 45.0, 45.0, 50.0, 45.0, 45.0, 50.0, 50.0, 50.0)",4042.724,991,996,Y
"(27.0, 32.0, 32.0, 10.0, 9.0, 8.0, 9.0, 12.0, 27.0)",5327.33,993,998,Y
"(29.0, 20.0, 20.0, 5.0, 49.0, 56.0, 1.0, 28.0, 56.0)",5327.331,994,999,Y
"(50.0, 34.0, 34.0, 58.0, 8.0, 58.0, 60.0, 12.0, 8.0)",5327.338,997,1002,Y
"(14.0, 55.0, 55.0, 37.0, 44.0, 43.0, 22.0, 2.0, 22.0)",5327.341,998,1003,Y
"(42.0, 41.0, 41.0, 58.0, 17.0, 53.0, 28.0, 42.0, 41.0)",5327.461,1009,1014,Y
"(47.0, 2.0, 2.0, 52.0, 23.0, 33.0, 15.0, 33.0, 47.0)",5327.566,1021,1026,Y
"(14.0, 59.0, 59.0, 2.0, 1.0, 48.0, 20.0, 48.0, 59.0)",5327.57,1022,1027,Y
"(35.0, 52.0, 52.0, 37.0, 2.0, 55.0, 51.0, 52.0, 40.0)",5327.678,1033,1038,Y
"(1.0, 61.0, 61.0, 50.0, 38.0, 61.0, 60.0, 61.0, 50.0)",5327.686,1036,1041,Y
"(23.0, 37.0, 37.0, 4.0, 5.0, 4.0, 35.0, 4.0, 23.0)",5327.787,1047,1052,Y
"(35.0, 32.0, 32.0, 40.0, 59.0, 54.0, 6.0, 59.0, 35.0)",5327.902,1060,1065,Y
"(2.0, 31.0, 31.0, 23.0, 54.0, 58.0, 35.0, 54.0, 58.0)",5327.903,1061,1066,Y
"(52.0, 51.0, 51.0, 37.0, 39.0, 9.0, 31.0, 31.0, 9.0)",5328.015,1074,1079,Y
"(12.0, 26.0, 26.0, 52.0, 18.0, 41.0, 21.0, 21.0, 52.0)",5328.018,1076,1081,Y
"(56.0, 33.0, 33.0, 19.0, 10.0, 6.0, 56.0, 27.0, 10.0)",6704.633,1090,1095,Y
"(16.0, 5.0, 5.0, 57.0, 58.0, 48.0, 16.0, 16.0, 11.0)",6704.724,1098,1103,Y
"(9.0, 42.0, 42.0, 48.0, 58.0, 60.0, 9.0, 60.0, 36.0)",6704.812,1109,1114,Y
"(50.0, 6.0, 6.0, 56.0, 51.0, 50.0, 50.0, 50.0, 56.0)",6704.818,1112,1117,Y
"(53.0, 44.0, 44.0, 56.0, 59.0, 56.0, 53.0, 56.0, 59.0)",6704.82,1113,1118,Y
"(7.0, 26.0, 26.0, 41.0, 51.0, 26.0, 7.0, 26.0, 41.0)",6704.907,1123,1128,Y
"(19.0, 0.0, 0.0, 61.0, 7.0, 15.0, 19.0, 61.0, 53.0)",6704.989,1131,1136,Y
"(56.0, 14.0, 14.0, 45.0, 33.0, 35.0, 56.0, 33.0, 35.0)",6705.08,1144,1149,Y
"(59.0, 43.0, 43.0, 33.0, 13.0, 15.0, 15.0, 15.0, 49.0)",8167.366,1177,1182,Y
"(14.0, 46.0, 46.0, 53.0, 56.0, 6.0, 6.0, 6.0, 14.0)",8167.368,1178,1183,Y
"(53.0, 1.0, 1.0, 28.0, 54.0, 16.0, 16.0, 16.0, 1.0)",8167.372,1179,1184,Y
"(25.0, 14.0, 14.0, 40.0, 50.0, 45.0, 45.0, 40.0, 60.0)",8167.536,1199,1204,Y
"(28.0, 10.0, 10.0, 38.0, 26.0, 47.0, 47.0, 38.0, 28.0)",8167.538,1200,1205,Y
"(8.0, 29.0, 29.0, 51.0, 48.0, 2.0, 2.0, 48.0, 8.0)",8167.621,1211,1216,Y
"(41.0, 15.0, 15.0, 6.0, 5.0, 32.0, 32.0, 5.0, 6.0)",8167.625,1214,1219,Y
"(61.0, 48.0, 48.0, 14.0, 54.0, 14.0, 48.0, 38.0, 31.0)",9661.66,1221,1226,Y
"(43.0, 36.0, 36.0, 49.0, 14.0, 44.0, 36.0, 38.0, 49.0)",9661.665,1225,1230,Y
"(54.0, 50.0, 50.0, 38.0, 3.0, 60.0, 50.0, 10.0, 3.0)",9661.667,1226,1231,Y
"(6.0, 30.0, 30.0, 40.0, 34.0, 28.0, 30.0, 6.0, 6.0)",9661.753,1234,1239,Y
