Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(19.0, 16.0, 19.0)",187.991,108,943,N
"(14.0, 6.0)",205.241,108,945,N
"(7.0, 2.0)",205.295,108,961,N
"(10.0, 49.0)",205.332,108,973,N
"(20.0, 60.0)",239.295,108,994,N
"(21.0, 44.0)",239.313,108,1001,N
"(57.0, 44.0)",239.334,108,1011,N
"(53.0, 25.0)",239.336,108,1012,N
"(50.0, 31.0)",239.339,108,1013,N
"(18.0, 55.0)",239.341,108,1014,N
"(6.0, 55.0)",239.357,108,1018,N
"(56.0, 47.0)",255.94,108,1029,N
"(45.0, 55.0)",255.965,108,1036,N
"(1.0, 45.0)",256.006,108,1047,N
"(14.0, 43.0)",256.041,108,1059,N
"(23.0, 12.0)",256.043,108,1060,N
"(47.0, 54.0)",256.049,108,1062,N
"(45.0, 8.0)",256.051,108,1063,N
"(36.0, 58.0)",256.067,108,1068,N
"(47.0, 59.0)",256.093,108,1075,N
"(33.0, 49.0)",256.127,108,1085,N
"(38.0, 3.0)",256.129,108,1086,N
"(49.0, 30.0)",256.173,108,1095,N
"(34.0, 21.0)",256.19,108,1098,N
"(51.0, 49.0)",256.193,108,1100,N
"(4.0, 44.0)",256.211,108,1104,N
"(38.0, 21.0)",256.342,108,1122,N
"(7.0, 32.0)",256.419,108,1135,N
"(49.0, 25.0)",256.508,108,1149,N
"(59.0, 16.0)",256.618,108,1169,N
"(50.0, 5.0)",256.622,108,1171,N
"(60.0, 1.0)",256.649,108,1175,N
"(34.0, 56.0)",256.651,108,1176,N
"(47.0, 40.0)",256.656,108,1178,N
"(24.0, 13.0)",256.725,108,1188,N
"(21.0, 27.0)",256.743,108,1191,N
"(49.0, 26.0)",256.748,108,1194,N
"(57.0, 7.0)",256.75,108,1195,N
"(46.0, 43.0)",256.998,108,1232,N
"(45.0, 54.0)",257.232,108,1263,N
"(4.0, 46.0, 46.0)",257.403,108,1285,N
"(43.0, 1.0)",257.463,108,1295,N
"(2.0, 35.0)",257.603,108,1316,N
"(42.0, 5.0)",257.62,108,1319,N
"(45.0, 45.0, 19.0)",257.737,108,1335,N
"(17.0, 21.0)",257.74,108,1336,N
"(53.0, 12.0)",257.756,108,1339,N
"(53.0, 47.0)",257.773,108,1342,N
"(50.0, 21.0)",257.775,108,1343,N
"(1.0, 25.0)",257.819,108,1350,N
"(32.0, 6.0)",257.864,108,1358,N
"(48.0, 42.0)",257.922,108,1366,N
"(6.0, 48.0)",258.039,108,1381,N
"(46.0, 6.0)",258.123,108,1388,N
"(38.0, 36.0)",258.133,108,1390,N
"(37.0, 2.0)",258.136,108,1392,N
"(46.0, 8.0)",258.162,108,1396,N
"(60.0, 25.0)",258.165,108,1397,N
"(3.0, 26.0)",258.469,108,1430,N
"(29.0, 14.0)",258.485,108,1434,N
"(4.0, 28.0)",275.154,108,1465,N
"(18.0, 60.0)",275.207,108,1476,N
"(5.0, 49.0)",275.226,108,1481,N
"(48.0, 3.0)",275.243,108,1483,N
"(53.0, 36.0)",275.25,108,1485,N
"(58.0, 25.0)",275.252,108,1486,N
"(60.0, 60.0, 1.0)",275.347,108,1496,N
"(42.0, 27.0)",275.382,108,1502,N
"(39.0, 29.0)",275.718,108,1550,N
"(37.0, 50.0)",275.845,108,1569,N
"(20.0, 41.0)",275.879,108,1573,N
"(4.0, 46.0)",275.893,108,1577,N
"(47.0, 4.0)",276.031,108,1601,N
"(48.0, 53.0)",276.033,108,1602,N
"(14.0, 60.0)",276.443,108,1655,N
"(40.0, 60.0)",276.469,108,1661,N
"(14.0, 18.0)",276.511,108,1667,N
"(3.0, 55.0)",276.543,108,1672,N
"(30.0, 28.0)",276.716,108,1697,N
"(32.0, 43.0, 43.0)",276.741,108,1702,N
"(32.0, 29.0)",294.132,108,1719,N
"(54.0, 15.0)",294.136,108,1721,N
"(51.0, 53.0)",294.221,108,1727,N
"(56.0, 53.0)",294.225,108,1729,N
"(26.0, 32.0)",294.677,108,1775,N
"(5.0, 33.0)",294.854,108,1791,N
"(28.0, 12.0)",295.026,108,1811,N
"(20.0, 2.0)",295.045,108,1816,N
"(55.0, 60.0)",295.059,108,1819,N
"(24.0, 41.0, 24.0)",295.266,108,1848,N
"(14.0, 36.0)",313.109,108,1850,N
"(41.0, 3.0)",313.314,108,1878,N
"(57.0, 50.0)",313.332,108,1882,N
"(9.0, 16.0)",313.335,108,1883,N
"(28.0, 7.0)",313.454,108,1905,N
"(45.0, 9.0)",313.648,108,1930,N
"(14.0, 39.0)",313.65,108,1931,N
"(48.0, 52.0)",313.666,108,1934,N
"(34.0, 46.0)",313.69,108,1939,N
"(43.0, 41.0)",313.718,108,1943,N
"(39.0, 14.0)",313.804,108,1953,N
"(33.0, 42.0)",313.86,108,1960,N
"(1.0, 10.0)",314.078,108,1985,N
"(7.0, 26.0)",314.164,108,1994,N
"(28.0, 26.0)",314.196,108,2000,N
"(26.0, 44.0)",331.544,108,2018,N
"(19.0, 25.0)",331.59,108,2025,N
"(12.0, 32.0)",331.593,108,2026,N
"(43.0, 16.0)",331.696,108,2044,N
"(1.0, 2.0)",331.731,108,2050,N
"(28.0, 19.0)",331.861,108,2071,N
"(15.0, 60.0)",331.957,108,2086,N
"(12.0, 37.0)",332.173,108,2111,N
"(50.0, 45.0)",332.231,108,2122,N
"(9.0, 11.0)",332.264,108,2127,N
"(50.0, 29.0)",332.399,108,2147,N
"(60.0, 32.0)",332.411,108,2149,N
"(6.0, 9.0)",332.43,108,2152,N
"(26.0, 42.0)",332.506,108,2161,N
"(44.0, 11.0)",332.59,108,2175,N
"(43.0, 17.0)",332.716,108,2190,N
"(22.0, 29.0)",332.773,108,2198,N
"(24.0, 51.0)",332.968,108,2220,N
"(23.0, 45.0, 23.0)",332.992,108,2223,N
"(58.0, 25.0, 58.0)",350.992,108,2243,N
"(3.0, 54.0)",367.64,108,2246,N
"(4.0, 43.0)",367.938,108,2285,N
"(39.0, 57.0)",367.981,108,2289,N
"(34.0, 50.0)",368.178,108,2312,N
"(13.0, 40.0)",368.183,108,2315,N
"(36.0, 24.0)",368.187,108,2317,N
"(58.0, 48.0)",368.215,108,2320,N
"(51.0, 40.0)",368.448,108,2349,N
"(53.0, 46.0)",368.475,108,2352,N
"(56.0, 33.0)",368.59,108,2368,N
"(1.0, 58.0)",368.684,108,2379,N
"(53.0, 33.0)",368.711,108,2382,N
"(27.0, 60.0)",368.914,108,2407,N
"(8.0, 36.0)",368.922,108,2409,N
"(39.0, 16.0)",369.206,108,2448,N
"(41.0, 45.0)",369.292,108,2457,N
"(43.0, 28.0)",369.416,108,2471,N
"(21.0, 32.0)",369.482,108,2482,N
"(45.0, 16.0)",369.62,108,2500,N
"(34.0, 11.0)",369.667,108,2507,N
"(58.0, 36.0)",369.702,108,2513,N
"(25.0, 36.0)",386.264,108,2540,N
"(6.0, 40.0)",386.376,108,2553,N
"(15.0, 2.0)",386.401,108,2559,N
"(9.0, 49.0)",386.49,108,2568,N
"(8.0, 22.0)",386.585,108,2577,N
"(50.0, 7.0)",386.677,108,2590,N
"(13.0, 31.0)",386.686,108,2592,N
"(19.0, 39.0)",386.733,108,2598,N
"(58.0, 10.0)",386.787,108,2607,N
"(10.0, 2.0)",387.108,108,2653,N
"(33.0, 35.0)",387.114,108,2655,N
"(35.0, 12.0)",387.117,108,2656,N
"(13.0, 34.0)",387.192,108,2667,N
"(47.0, 1.0)",387.34,108,2690,N
"(23.0, 37.0)",387.513,108,2714,N
"(21.0, 6.0)",387.52,108,2716,N
"(6.0, 60.0)",387.607,108,2730,N
"(3.0, 38.0)",387.652,108,2737,N
"(49.0, 56.0)",387.813,108,2762,N
"(6.0, 10.0)",388.09,108,2798,N
"(23.0, 53.0)",388.402,108,2838,N
"(60.0, 19.0)",388.405,108,2839,N
