Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(')', '(', '(', ')')",88.931,894,1906,Y
"(')', '(', ')', '(', '(', ')', ')', ')')",89.379,1029,2041,Y
"(')', '(', ')', '(', '(', '(', '(', '(', ')', ')')",89.783,1138,2150,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', ')', ')', ')')",90.076,1208,2220,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', '(', '(', ')')",90.314,1265,2277,Y
"('(', ')', '(', ')', ')', ')')",109.007,1409,2421,Y
"('(', ')', ')', ')', '(', ')', ')', ')')",109.205,1485,2497,Y
"('(', ')', ')', ')', ')', ')', '(', ')', ')', ')')",109.38,1537,2549,Y
"('(', ')', ')', ')', ')', ')', ')', '(', '(', ')', ')', ')')",109.589,1589,2601,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', '(', ')', ')', ')', ')')",109.757,1641,2653,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', '(', '(', ')', ')', ')')",109.794,1653,2665,Y
"(')', '(', '(', ')', ')', ')')",109.859,1679,2691,Y
"(')', '(', ')', '(', ')', ')', ')', ')')",110.065,1738,2750,Y
"(')', '(', ')', '(', '(', '(', ')', ')', ')', ')')",110.186,1776,2788,Y
"(')', '(', ')', '(', '(', '(', '(', ')', '(', ')', ')', ')')",110.36,1821,2833,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', '(', '(', ')', ')', ')')",110.596,1880,2892,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', '(', ')', ')', ')', ')')",110.639,1892,2904,Y
"('(', '(', ')', ')', ')', ')', ')', ')')",121.787,1928,2940,Y
"('(', '(', ')', '(', ')', ')', ')', ')', ')', ')')",121.918,1966,2978,Y
"('(', '(', ')', '(', ')', '(', ')', ')', ')', ')')",121.973,1985,2997,Y
"(')', ')', '(', '(', ')', ')', ')', ')')",122.089,2021,3033,Y
"('(', ')', ')', '(', ')', ')', ')', ')')",122.221,2061,3073,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', ')', ')', ')', ')', ')')",122.786,2217,3229,Y
"(')', '(', ')', '(', '(', ')', ')', ')', ')', ')')",123.236,2345,3357,Y
"(')', '(', ')', '(', '(', '(', '(', '(', ')', ')', ')', ')')",123.465,2404,3416,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')')",123.645,2442,3454,Y
"('(', ')', ')', ')', ')', ')', ')', ')', '(', ')')",129.879,2549,3561,Y
"('(', ')', ')', ')', ')', ')', ')', ')', '(', ')', ')', ')')",129.91,2557,3569,Y
"('(', '(', '(', ')', ')', ')', ')', ')')",142.393,2607,3619,Y
"('(', '(', ')', '(', '(', ')', ')', ')', ')', ')')",142.609,2651,3663,Y
"('(', ')', '(', ')', ')', ')', ')', ')')",142.839,2708,3720,Y
"('(', ')', ')', ')', '(', ')', ')', ')', ')', ')')",143.068,2784,3796,Y
"('(', ')', ')', ')', ')', ')', '(', ')', ')', ')', ')', ')')",143.28,2836,3848,Y
"('(', ')', ')', ')', ')', ')', ')', '(', '(', ')', ')', ')', ')', ')')",143.555,2883,3895,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', '(', ')', ')', ')', ')', ')', ')')",143.749,2935,3947,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', '(', '(', ')', ')', ')', ')', ')')",143.788,2947,3959,Y
"(')', '(', '(', ')', ')', ')', ')', ')')",143.859,2973,3985,Y
"(')', '(', ')', '(', '(', '(', ')', ')', ')', ')', ')', ')')",144.25,3070,4082,Y
"(')', '(', ')', '(', '(', '(', '(', ')', '(', ')', ')', ')', ')', ')')",144.459,3115,4127,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', '(', '(', ')', ')', ')', ')', ')')",144.73,3174,4186,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', '(', ')', ')', ')', ')', ')', ')')",144.775,3186,4198,Y
"('(', ')', ')', ')', ')', ')', ')', ')', '(', ')', ')', ')', ')', ')')",144.856,3212,4224,Y
"('(', '(', ')', ')', ')', ')', ')', ')', ')', ')')",160.409,3253,4265,Y
"('(', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')')",160.563,3291,4303,Y
"('(', '(', ')', '(', ')', '(', ')', ')', ')', ')', ')', ')')",160.623,3310,4322,Y
"('(', ')', ')', '(', ')', ')', ')', ')', ')', ')')",160.909,3386,4398,Y
"('(', ')', ')', ')', ')', '(', ')', ')', ')', ')', ')', ')')",161.155,3445,4457,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')')",161.588,3537,4549,Y
"(')', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')')",162.108,3665,4677,Y
"(')', '(', ')', '(', '(', '(', '(', '(', ')', ')', ')', ')', ')', ')')",162.377,3724,4736,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",162.593,3762,4774,Y
"('(', '(', '(', ')', ')', ')', ')', ')', ')', ')')",177.256,3849,4861,Y
"('(', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')')",177.518,3893,4905,Y
"('(', ')', '(', ')', ')', ')', ')', ')', ')', ')')",177.789,3950,4962,Y
"('(', ')', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')')",178.051,4026,5038,Y
"('(', ')', ')', ')', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')')",178.296,4078,5090,Y
"('(', ')', ')', ')', ')', ')', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')')",178.628,4125,5137,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')')",178.848,4177,5189,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')')",178.891,4189,5201,Y
"(')', '(', '(', ')', ')', ')', ')', ')', ')', ')')",178.97,4215,5227,Y
"(')', '(', ')', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')')",179.43,4312,5324,Y
"(')', '(', ')', '(', '(', '(', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')')",179.678,4357,5369,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')')",179.989,4416,5428,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')')",180.038,4428,5440,Y
"('(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",204.004,4495,5507,Y
"('(', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",204.183,4533,5545,Y
"('(', '(', ')', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')')",204.248,4552,5564,Y
"('(', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')')",204.574,4628,5640,Y
"('(', ')', ')', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')')",204.854,4687,5699,Y
"(')', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",205.96,4907,5919,Y
"(')', '(', ')', '(', '(', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')')",206.269,4966,5978,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",206.521,5004,6016,Y
"('(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",223.837,5091,6103,Y
"('(', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",224.138,5135,6147,Y
"('(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",224.44,5192,6204,Y
"('(', ')', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",224.725,5268,6280,Y
"('(', ')', ')', ')', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",224.995,5320,6332,Y
"('(', ')', ')', ')', ')', ')', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",225.373,5367,6379,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",225.618,5419,6431,Y
"('(', ')', ')', ')', ')', ')', ')', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",225.664,5431,6443,Y
"(')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",225.748,5457,6469,Y
"(')', '(', ')', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",226.271,5554,6566,Y
"(')', '(', ')', '(', '(', '(', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",226.558,5599,6611,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",226.907,5658,6670,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",226.957,5670,6682,Y
"('(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",247.489,5737,6749,Y
"('(', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",247.687,5775,6787,Y
"('(', '(', ')', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",247.757,5794,6806,Y
"('(', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",248.118,5870,6882,Y
"('(', ')', ')', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",248.428,5929,6941,Y
"(')', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",249.65,6149,7161,Y
"(')', '(', ')', '(', '(', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",250.0,6208,7220,Y
"(')', '(', ')', '(', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",250.285,6246,7258,Y
"('(', '(', ')', ')', '(', ')', ')', ')')",289.181,6566,7578,Y
"('(', '(', ')', ')', '(', ')', ')', ')', ')', ')')",289.212,6574,7586,Y
"('(', '(', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')')",289.244,6582,7594,Y
"('(', '(', ')', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",289.279,6590,7602,Y
"('(', '(', '(', '(', ')', '(', '(', ')', ')', ')')",394.247,6597,7610,N
"('(', ')', ')', '(', ')', '(', '(', ')', '(', ')')",394.256,6597,7611,N
"('(', ')', '(', ')', ')', '(', ')', ')', ')', ')')",394.282,6597,7614,N
"(')', '(', ')', '(', ')', ')', ')', ')', '(', ')')",394.293,6597,7615,N
"(')', ')', ')', ')', '(', ')', ')', '(', '(', ')')",394.324,6597,7618,N
"(')', ')', ')', '(', ')', ')', '(', '(', ')', ')')",394.355,6597,7621,N
"('(', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",394.574,6635,7661,Y
"('(', '(', ')', '(', '(', ')', '(', ')')",394.599,6640,7666,Y
"('(', '(', ')', '(', '(', ')', '(', ')', ')', ')', ')', ')')",394.663,6656,7682,Y
"('(', '(', ')', '(', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')')",394.699,6664,7690,Y
"('(', '(', ')', '(', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",394.737,6672,7698,Y
"('(', '(', ')', '(', '(', ')', '(', '(', ')', ')')",394.794,6685,7711,Y
"('(', '(', ')', '(', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')')",394.864,6701,7727,Y
"('(', '(', ')', '(', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')')",394.902,6709,7735,Y
"('(', '(', ')', '(', '(', ')', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",394.942,6717,7743,Y
"('(', '(', ')', '(', '(', ')', '(', '(', '(', ')', ')', ')')",394.998,6730,7756,Y
"('(', '(', ')', '(', '(', ')', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')')",395.073,6746,7772,Y
"('(', '(', ')', '(', '(', ')', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')')",395.114,6754,7780,Y
"('(', '(', ')', '(', '(', ')', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",395.34,6799,7825,Y
"('(', '(', ')', '(', '(', '(', ')', ')')",397.809,6991,8017,Y
"('(', '(', ')', '(', '(', '(', ')', ')', ')', ')', ')', ')')",397.874,7007,8033,Y
"('(', '(', ')', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')')",397.91,7015,8041,Y
"('(', '(', ')', '(', '(', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",397.948,7023,8049,Y
"('(', '(', ')', '(', '(', ')', '(', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')', ')')",399.586,7410,8436,Y
