Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(49/1,)",0.007,5,5,Y
"(1/1, 48/1, 5/1, 50/1, 26/1)",0.011,8,8,Y
"(51/1,)",0.016,13,13,Y
"(6/1, 12/1, 22/1)",0.022,19,19,Y
"(8/1, 48/1, 49/1)",0.024,21,21,Y
"(21/1, 44/1, 14/1, 32/1, 46/1)",0.033,30,30,Y
"(41/1, 31/1, 26/1)",0.04,36,36,Y
"(43/1, 16/1, 29/1, 25/1, 32/1)",0.049,44,44,Y
"(17/1, 1/1, 10/1, 28/1, 26/1)",0.052,47,47,Y
"(6/1, 35/1, 18/1)",0.054,49,49,Y
"(43/1, 26/1, 32/1)",0.056,51,51,Y
"(27/1, 43/1, 37/1)",0.071,64,64,Y
"(17/1, 29/1, 4/1, 43/1, 23/1)",0.084,76,76,Y
"(2/1, 12/1, 11/1)",0.107,97,97,Y
"(26/1, 49/1, 37/1)",0.115,104,104,Y
"(46/1, 24/1, 52/1, 13/1, 19/1)",0.117,106,106,Y
"(59/1,)",0.119,108,108,Y
"(37/1, 15/1, 17/1)",0.122,110,110,Y
"(48/1,)",0.127,115,115,Y
"(58/1, 35/1, 6/1, 8/1, 33/1)",0.129,116,116,Y
"(47/1,)",0.142,128,128,Y
"(8/1, 52/1, 57/1)",0.143,129,129,Y
"(7/1, 48/1, 56/1)",0.144,130,130,Y
"(18/1, 54/1, 35/1)",0.171,155,155,Y
"(55/1,)",0.172,156,156,Y
"(51/1, 32/1, 40/1, 31/1, 41/1)",0.186,168,168,Y
"(8/1, 1/1, 7/1, 46/1, 59/1)",0.191,173,173,Y
"(49/1, 16/1, 18/1)",0.197,178,178,Y
"(52/1,)",0.199,180,180,Y
"(1/1, 27/1, 13/1, 21/1, 22/1)",0.2,181,181,Y
"(11/1, 18/1, 57/1)",0.203,184,184,Y
"(28/1, 22/1, 28/1, 20/1, 15/1)",0.204,185,185,Y
"(55/1, 14/1, 17/1)",0.205,186,186,Y
"(32/1, 43/1, 57/1)",0.218,197,197,Y
"(59/1, 58/1, 50/1, 34/1, 45/1)",0.231,209,209,Y
"(21/1, 36/1, 23/1)",0.232,210,210,Y
"(38/1, 55/1, 51/1, 4/1, 23/1)",0.234,211,211,Y
"(56/1,)",0.237,214,214,Y
"(60/1, 11/1, 28/1)",0.241,218,218,Y
"(44/1, 48/1, 13/1, 58/1, 42/1)",0.248,225,225,Y
"(50/1,)",0.251,227,227,Y
"(11/1, 39/1, 38/1)",0.253,229,229,Y
"(1/1, 23/1, 6/1, 50/1, 57/1)",0.262,237,237,Y
"(44/1, 15/1, 30/1)",0.265,240,240,Y
"(41/1, 5/1, 24/1)",0.28,253,253,Y
"(16/1, 27/1, 16/1, 6/1, 13/1)",0.286,259,259,Y
"(53/1, 37/1, 28/1)",0.29,263,263,Y
"(59/1, 39/1, 51/1)",0.312,283,283,Y
"(48/1, 32/1, 45/1)",0.315,286,286,Y
"(55/1, 27/1, 23/1, 35/1, 49/1)",0.317,287,287,Y
"(51/1, 36/1, 40/1, 21/1, 30/1)",0.322,292,292,Y
"(57/1,)",0.324,293,293,Y
"(53/1,)",0.339,308,308,Y
"(6/1, 43/1, 48/1)",0.348,316,316,Y
"(27/1, 30/1, 41/1, 4/1, 8/1)",0.359,326,326,Y
"(47/1, 35/1, 50/1)",0.365,332,332,Y
"(60/1,)",0.372,339,339,Y
"(38/1, 10/1, 8/1, 2/1, 7/1)",0.392,357,357,Y
"(20/1, 6/1, 3/1)",0.398,362,362,Y
"(20/1, 53/1, 25/1)",0.403,367,367,Y
"(50/1, 10/1, 36/1)",0.409,372,372,Y
"(5/1, 51/1, 53/1)",0.417,379,379,Y
"(10/1, 1/1, 11/1, 50/1, 42/1)",0.418,380,380,Y
"(41/1, 35/1, 9/1, 52/1, 56/1)",0.425,386,386,Y
"(46/1, 58/1, 54/1, 58/1, 54/1)",0.44,401,401,Y
"(1/1, 32/1, 21/1)",0.443,403,403,Y
"(38/1, 43/1, 46/1)",0.449,409,409,Y
"(28/1, 2/1, 2/1, 34/1, 36/1)",0.452,411,411,Y
"(28/1, 23/1, 19/1, 45/1, 53/1)",0.463,421,421,Y
"(11/1, 49/1, 20/1, 33/1, 47/1)",0.464,422,422,Y
"(8/1, 41/1, 40/1, 38/1, 22/1)",0.476,433,433,Y
"(41/1, 48/1, 45/1, 11/1, 3/1)",0.48,436,436,Y
"(22/1, 46/1, 37/1, 14/1, 22/1)",0.481,437,437,Y
"(21/1, 34/1, 44/1)",0.484,440,440,Y
"(48/1, 4/1, 22/1)",0.485,441,441,Y
"(40/1, 17/1, 26/1)",0.487,442,442,Y
"(32/1, 52/1, 54/1)",0.496,451,451,Y
"(32/1, 44/1, 41/1)",0.501,455,455,Y
"(25/1, 47/1, 37/1, 40/1, 40/1)",0.517,469,469,Y
"(8/1, 30/1, 49/1, 30/1, 16/1)",0.535,484,484,Y
"(14/1, 22/1, 18/1)",0.538,487,487,Y
"(32/1, 7/1, 10/1)",0.565,511,511,Y
"(30/1, 10/1, 25/1, 21/1, 14/1)",0.576,521,521,Y
"(12/1, 45/1, 54/1, 49/1, 37/1)",0.577,522,522,Y
"(8/1, 20/1, 16/1, 48/1, 48/1)",0.585,529,529,Y
"(58/1, 38/1, 55/1)",0.588,531,531,Y
"(5/1, 25/1, 48/1)",0.601,544,544,Y
"(6/1, 41/1, 44/1)",0.609,551,551,Y
"(30/1, 9/1, 4/1, 33/1, 36/1)",0.61,552,552,Y
"(21/1, 32/1, 50/1)",0.612,553,553,Y
"(26/1, 47/1, 34/1)",0.626,566,566,Y
"(43/1, 47/1, 36/1, 4/1, 44/1)",0.629,569,569,Y
"(10/1, 28/1, 20/1)",0.636,575,575,Y
"(52/1, 16/1, 45/1, 26/1, 33/1)",0.641,580,580,Y
"(21/1, 43/1, 56/1)",0.657,594,594,Y
"(54/1, 2/1, 42/1, 22/1, 9/1)",0.666,602,602,Y
"(30/1, 53/1, 46/1)",0.667,603,603,Y
"(52/1, 29/1, 30/1)",0.678,613,613,Y
"(59/1, 22/1, 7/1, 13/1, 32/1)",0.71,643,643,Y
"(26/1, 48/1, 50/1)",0.719,652,652,Y
"(10/1, 46/1, 27/1)",0.741,672,672,Y
"(49/1, 39/1, 37/1)",0.743,674,674,Y
"(1/1, 49/1, 33/1)",0.75,680,680,Y
"(33/1, 28/1, 19/1, 38/1, 35/1)",0.762,691,691,Y
"(38/1, 55/1, 41/1)",0.769,697,697,Y
"(17/1, 26/1, 55/1)",0.77,698,698,Y
"(21/1, 3/1, 8/1, 33/1, 20/1)",0.774,702,702,Y
"(57/1, 1/1, 2/1, 5/1, 17/1)",0.779,706,706,Y
"(22/1, 52/1, 1/1, 49/1, 23/1)",0.781,708,708,Y
"(18/1, 33/1, 38/1)",0.811,736,736,Y
"(11/1, 30/1, 57/1)",0.815,740,740,Y
"(33/1, 53/1, 43/1, 2/1, 8/1)",0.816,741,741,Y
"(16/1, 51/1, 49/1)",0.822,746,746,Y
"(11/1, 17/1, 51/1)",0.827,750,750,Y
"(36/1, 51/1, 59/1, 18/1, 27/1)",0.828,751,751,Y
"(8/1, 31/1, 55/1)",0.836,758,758,Y
"(43/1, 1/1, 4/1)",0.841,763,763,Y
"(3/1, 23/1, 15/1)",0.86,781,781,Y
"(9/1, 28/1, 16/1, 38/1, 40/1)",0.872,792,792,Y
"(16/1, 19/1, 12/1, 59/1, 28/1)",0.873,793,793,Y
"(42/1, 59/1, 50/1, 58/1, 59/1)",0.879,798,798,Y
"(1/1, 29/1, 22/1)",0.88,799,799,Y
"(18/1, 36/1, 46/1)",0.884,802,802,Y
"(38/1, 55/1, 47/1, 28/1, 44/1)",0.885,803,803,Y
"(3/1, 9/1, 3/1, 40/1, 54/1)",0.893,811,811,Y
"(18/1, 43/1, 48/1)",0.906,823,823,Y
"(43/1, 43/1, 54/1, 26/1, 36/1)",0.914,830,830,Y
"(29/1, 52/1, 37/1)",0.925,840,840,Y
"(2/1, 18/1, 13/1)",0.929,843,843,Y
"(44/1, 20/1, 31/1)",0.936,850,850,Y
"(5/1, 15/1, 5/1, 33/1, 25/1)",0.937,851,851,Y
"(14/1, 52/1, 35/1, 41/1, 34/1)",0.95,863,863,Y
"(3/1, 31/1, 51/1)",0.952,864,864,Y
"(41/1, 11/1, 4/1)",0.954,866,866,Y
"(58/1,)",0.961,872,872,Y
"(10/1, 25/1, 9/1, 16/1, 31/1)",0.969,879,879,Y
"(35/1, 16/1, 20/1)",0.972,882,882,Y
"(42/1, 36/1, 37/1, 44/1, 53/1)",0.976,886,886,Y
"(25/1, 13/1, 1/1, 57/1, 3/1)",0.983,893,893,Y
"(57/1, 28/1, 21/1, 24/1, 30/1)",1.004,912,912,Y
"(3/1, 42/1, 43/1)",1.014,921,921,Y
"(59/1, 20/1, 54/1)",1.02,926,926,Y
"(54/1,)",1.025,931,931,Y
"(57/1, 59/1, 57/1)",1.032,938,938,Y
"(33/1, 12/1, 26/1)",1.049,953,953,Y
"(24/1, 48/1, 45/1)",1.066,969,969,Y
"(43/1, 18/1, 41/1)",1.076,979,979,Y
"(40/1, 24/1, 32/1)",1.082,984,984,Y
"(11/1, 13/1, 9/1, 41/1, 20/1)",1.091,992,992,Y
"(9/1, 20/1, 36/1)",1.113,1012,1012,Y
"(26/1, 8/1, 13/1)",1.118,1016,1016,Y
"(58/1, 41/1, 21/1, 41/1, 34/1, 59/1, 53/1)",1.124,1021,1021,Y
"(11/1, 35/1, 49/1, 2/1, 27/1)",1.127,1024,1024,Y
"(44/1, 2/1, 9/1)",1.14,1036,1036,Y
"(14/1, 49/1, 17/1, 50/1, 16/1, 53/1, 51/1)",1.144,1040,1040,Y
"(43/1, 13/1, 23/1, 58/1, 38/1)",1.164,1058,1058,Y
"(6/1, 15/1, 40/1, 16/1, 54/1, 45/1, 14/1, 48/1, 17/1)",1.169,1062,1062,Y
"(4/1, 29/1, 17/1, 29/1, 12/1, 34/1, 39/1, 1/1)",1.191,1083,1083,Y
"(3/1, 42/1, 6/1, 11/1, 42/1)",1.197,1088,1088,Y
"(32/1, 58/1, 38/1, 22/1, 17/1)",1.206,1095,1095,Y
"(42/1, 31/1, 26/1, 15/1, 46/1, 22/1, 18/1)",1.213,1102,1102,Y
"(21/1, 56/1, 18/1, 49/1, 21/1, 57/1, 55/1)",1.215,1104,1104,Y
"(50/1, 30/1, 48/1, 2/1, 9/1)",1.218,1106,1106,Y
"(24/1, 10/1, 10/1, 28/1, 29/1, 53/1, 8/1, 38/1, 27/1)",1.23,1117,1117,Y
"(39/1, 27/1, 36/1)",1.238,1124,1124,Y
"(5/1, 13/1, 6/1, 55/1, 24/1, 28/1, 26/1)",1.247,1132,1132,Y
"(41/1, 6/1, 17/1)",1.256,1140,1140,Y
"(43/1, 31/1, 3/1, 27/1, 60/1, 28/1, 44/1, 2/1, 16/1)",1.257,1141,1141,Y
"(43/1, 25/1, 54/1, 3/1, 4/1, 39/1, 34/1)",1.274,1157,1157,Y
"(3/1, 38/1, 21/1, 27/1, 33/1)",1.287,1168,1168,Y
"(16/1, 50/1, 3/1, 26/1, 34/1)",1.295,1175,1175,Y
"(42/1, 13/1, 53/1, 37/1, 20/1, 49/1, 55/1)",1.313,1192,1192,Y
"(22/1, 48/1, 42/1, 55/1, 41/1)",1.314,1193,1193,Y
"(6/1, 55/1, 45/1)",1.316,1195,1195,Y
"(3/1, 47/1, 28/1)",1.327,1205,1205,Y
"(51/1, 32/1, 22/1, 9/1, 35/1)",1.342,1218,1218,Y
"(14/1, 22/1, 23/1, 60/1, 46/1)",1.343,1219,1219,Y
"(56/1, 19/1, 12/1)",1.363,1237,1237,Y
"(15/1, 43/1, 52/1, 19/1, 17/1, 58/1, 21/1, 1/1, 12/1)",1.366,1240,1240,Y
"(45/1, 24/1, 42/1)",1.368,1242,1242,Y
"(13/1, 41/1, 42/1)",1.38,1253,1253,Y
"(25/1, 47/1, 48/1)",1.388,1260,1260,Y
"(15/1, 40/1, 15/1, 38/1, 19/1, 58/1, 14/1, 58/1, 23/1)",1.406,1276,1276,Y
"(36/1, 36/1, 46/1, 31/1, 20/1)",1.414,1284,1284,Y
"(37/1, 38/1, 31/1, 47/1, 28/1, 32/1, 46/1)",1.431,1300,1300,Y
"(56/1, 14/1, 38/1)",1.461,1327,1327,Y
"(25/1, 3/1, 12/1, 43/1, 47/1, 60/1, 4/1, 46/1, 45/1)",1.467,1332,1332,Y
"(22/1, 44/1, 28/1, 21/1, 38/1, 50/1, 22/1, 27/1, 50/1)",1.473,1338,1338,Y
"(47/1, 43/1, 39/1, 41/1, 26/1, 28/1, 60/1, 5/1, 1/1)",1.476,1340,1340,Y
"(22/1, 42/1, 25/1, 43/1, 49/1)",1.494,1357,1357,Y
"(53/1, 43/1, 8/1, 3/1, 19/1)",1.501,1363,1363,Y
"(21/1, 4/1, 47/1, 32/1, 9/1, 19/1, 48/1)",1.504,1365,1365,Y
"(17/1, 27/1, 36/1, 1/1, 21/1)",1.513,1373,1373,Y
"(22/1, 52/1, 59/1)",1.516,1376,1376,Y
"(11/1, 49/1, 6/1, 47/1, 1/1, 27/1, 35/1)",1.532,1390,1390,Y
"(8/1, 22/1, 40/1, 36/1, 33/1, 46/1, 30/1)",1.54,1397,1397,Y
"(60/1, 24/1, 57/1, 44/1, 45/1)",1.554,1410,1410,Y
"(11/1, 33/1, 30/1)",1.555,1411,1411,Y
"(36/1, 2/1, 8/1, 40/1, 45/1, 52/1, 18/1, 37/1, 55/1)",1.571,1426,1426,Y
"(59/1, 15/1, 1/1, 37/1, 45/1, 57/1, 51/1)",1.572,1427,1427,Y
"(24/1, 41/1, 31/1)",1.583,1437,1437,Y
"(36/1, 30/1, 11/1, 52/1, 10/1, 49/1, 25/1, 25/1, 25/1)",1.588,1441,1441,Y
"(31/1, 45/1, 34/1)",1.601,1453,1453,Y
"(44/1, 45/1, 17/1, 30/1, 52/1, 21/1, 14/1, 12/1, 26/1)",1.618,1468,1468,Y
"(50/1, 37/1, 14/1, 17/1, 56/1)",1.619,1469,1469,Y
"(4/1, 26/1, 31/1)",1.62,1470,1470,Y
"(58/1, 23/1, 18/1)",1.622,1471,1471,Y
"(44/1, 60/1, 31/1, 10/1, 35/1)",1.628,1477,1477,Y
"(17/1, 32/1, 11/1, 51/1, 40/1, 13/1, 17/1)",1.63,1479,1479,Y
"(36/1, 26/1, 56/1, 50/1, 43/1, 23/1, 17/1)",1.633,1481,1481,Y
"(23/1, 51/1, 34/1)",1.651,1497,1497,Y
"(12/1, 39/1, 29/1)",1.663,1508,1508,Y
"(42/1, 42/1, 2/1, 28/1, 37/1)",1.676,1521,1521,Y
"(5/1, 14/1, 13/1)",1.68,1524,1524,Y
"(46/1, 19/1, 49/1, 23/1, 52/1, 21/1, 13/1, 2/1, 50/1)",1.681,1525,1525,Y
"(55/1, 8/1, 51/1, 25/1, 25/1)",1.697,1540,1540,Y
"(12/1, 18/1, 15/1)",1.7,1542,1542,Y
"(25/1, 15/1, 27/1, 42/1, 59/1, 2/1, 11/1)",1.703,1545,1545,Y
"(12/1, 56/1, 35/1)",1.713,1554,1554,Y
"(19/1, 45/1, 3/1, 41/1, 51/1)",1.743,1582,1582,Y
"(56/1, 33/1, 12/1, 19/1, 51/1, 19/1, 19/1)",1.747,1586,1586,Y
"(21/1, 19/1, 21/1, 33/1, 51/1)",1.76,1597,1597,Y
"(39/1, 54/1, 53/1, 31/1, 46/1, 13/1, 19/1)",1.764,1601,1601,Y
"(30/1, 41/1, 54/1, 59/1, 27/1, 55/1, 37/1)",1.768,1604,1604,Y
"(34/1, 2/1, 15/1, 3/1, 49/1, 5/1, 2/1, 49/1, 52/1)",1.771,1607,1607,Y
"(28/1, 60/1, 32/1)",1.781,1616,1616,Y
"(39/1, 10/1, 12/1, 12/1, 54/1, 16/1, 16/1)",1.794,1629,1629,Y
"(27/1, 19/1, 17/1, 28/1, 42/1)",1.796,1630,1630,Y
"(15/1, 30/1, 10/1, 33/1, 41/1, 50/1, 43/1)",1.797,1631,1631,Y
"(17/1, 45/1, 37/1, 39/1, 37/1, 40/1, 34/1, 58/1, 39/1)",1.808,1641,1641,Y
"(59/1, 23/1, 16/1)",1.815,1647,1647,Y
"(10/1, 53/1, 7/1, 41/1, 41/1, 48/1, 10/1, 45/1, 54/1)",1.818,1650,1650,Y
"(17/1, 54/1, 31/1, 53/1, 6/1, 26/1, 14/1, 52/1, 36/1)",1.832,1662,1662,Y
"(21/1, 38/1, 43/1)",1.842,1671,1671,Y
"(9/1, 21/1, 25/1, 54/1, 51/1)",1.866,1694,1694,Y
"(16/1, 43/1, 40/1, 11/1, 13/1, 47/1, 50/1)",1.879,1706,1706,Y
"(39/1, 53/1, 16/1, 52/1, 50/1, 8/1, 24/1)",1.884,1710,1710,Y
"(31/1, 43/1, 32/1, 15/1, 18/1)",1.885,1711,1711,Y
"(20/1, 53/1, 60/1, 59/1, 28/1, 7/1, 29/1)",1.887,1713,1713,Y
"(10/1, 54/1, 28/1)",1.895,1720,1720,Y
"(1/1, 22/1, 57/1, 27/1, 1/1, 36/1, 56/1)",1.901,1725,1725,Y
"(15/1, 51/1, 17/1, 25/1, 19/1, 43/1, 43/1, 12/1, 16/1)",1.918,1741,1741,Y
"(59/1, 36/1, 15/1, 14/1, 20/1)",1.928,1750,1750,Y
"(10/1, 33/1, 50/1, 47/1, 53/1, 59/1, 25/1, 47/1, 30/1)",1.939,1760,1760,Y
"(24/1, 55/1, 30/1)",1.941,1761,1761,Y
"(26/1, 19/1, 1/1, 31/1, 49/1, 49/1, 52/1, 54/1, 35/1)",1.946,1766,1766,Y
"(50/1, 16/1, 47/1)",1.956,1775,1775,Y
"(32/1, 43/1, 60/1)",1.977,1795,1795,Y
"(20/1, 8/1, 36/1, 5/1, 33/1, 12/1, 7/1, 34/1, 36/1)",1.993,1809,1809,Y
"(2/1, 33/1, 50/1)",2.01,1824,1824,Y
"(48/1, 1/1, 50/1, 47/1, 4/1, 38/1, 58/1)",2.015,1829,1829,Y
"(22/1, 49/1, 37/1)",2.018,1831,1831,Y
"(59/1, 58/1, 51/1, 29/1, 53/1)",2.034,1846,1846,Y
"(6/1, 58/1, 27/1)",2.035,1847,1847,Y
"(8/1, 40/1, 44/1, 47/1, 4/1, 28/1, 41/1)",2.049,1860,1860,Y
"(25/1, 58/1, 27/1, 32/1, 56/1)",2.064,1873,1873,Y
"(51/1, 52/1, 60/1, 31/1, 44/1, 5/1, 46/1)",2.068,1877,1877,Y
"(50/1, 12/1, 37/1, 23/1, 22/1)",2.07,1879,1879,Y
"(25/1, 53/1, 57/1, 2/1, 5/1)",2.074,1883,1883,Y
"(10/1, 31/1, 32/1)",2.077,1885,1885,Y
"(7/1, 54/1, 41/1, 43/1, 17/1, 52/1, 22/1, 29/1, 42/1)",2.079,1887,1887,Y
"(2/1, 55/1, 43/1)",2.082,1889,1889,Y
"(4/1, 44/1, 21/1)",2.09,1896,1896,Y
"(11/1, 8/1, 6/1, 27/1, 37/1, 60/1, 44/1)",2.092,1898,1898,Y
"(20/1, 53/1, 1/1, 55/1, 12/1, 28/1, 45/1)",2.099,1904,1904,Y
"(49/1, 24/1, 44/1)",2.105,1909,1909,Y
"(53/1, 36/1, 4/1, 56/1, 15/1, 28/1, 1/1, 40/1, 59/1)",2.145,1947,1947,Y
"(43/1, 43/1, 34/1, 38/1, 14/1, 34/1, 38/1, 23/1, 34/1)",2.147,1948,1948,Y
"(49/1, 15/1, 11/1)",2.154,1955,1955,Y
"(12/1, 34/1, 39/1)",2.157,1957,1957,Y
"(12/1, 38/1, 25/1, 20/1, 44/1)",2.158,1958,1958,Y
"(10/1, 38/1, 47/1, 42/1, 46/1, 45/1, 59/1)",2.166,1965,1965,Y
"(58/1, 10/1, 34/1, 1/1)",2.174,1973,1973,Y
"(48/1, 41/1, 46/1)",2.181,1979,1979,Y
"(59/1, 13/1, 32/1)",2.185,1983,1983,Y
"(24/1, 38/1, 48/1)",2.187,1984,1984,Y
"(4/1, 37/1, 16/1, 32/1, 22/1)",2.207,2003,2003,Y
"(22/1, 16/1, 10/1, 44/1, 24/1)",2.231,2025,2025,Y
"(23/1, 20/1, 59/1, 56/1, 25/1, 59/1, 16/1, 26/1, 23/1)",2.234,2028,2028,Y
"(8/1, 5/1, 5/1, 36/1, 19/1)",2.238,2031,2031,Y
"(48/1, 33/1, 13/1, 33/1, 14/1, 56/1, 14/1, 60/1, 51/1)",2.243,2035,2035,Y
"(43/1, 5/1, 2/1, 43/1, 37/1)",2.267,2058,2058,Y
"(56/1, 19/1, 21/1, 4/1, 19/1)",2.271,2062,2062,Y
"(1/1, 19/1, 14/1)",2.282,2071,2071,Y
"(49/1, 46/1, 43/1, 20/1, 7/1, 51/1, 50/1)",2.292,2080,2080,Y
"(51/1, 11/1, 57/1, 40/1, 5/1, 40/1, 56/1)",2.304,2092,2092,Y
"(50/1, 49/1, 41/1, 22/1, 39/1, 36/1, 43/1)",2.326,2111,2111,Y
"(11/1, 55/1, 10/1, 16/1, 55/1, 52/1, 29/1)",2.327,2112,2112,Y
"(18/1, 29/1, 19/1, 36/1, 57/1)",2.335,2119,2119,Y
"(7/1, 20/1, 15/1, 49/1, 31/1)",2.337,2121,2121,Y
"(32/1, 28/1, 31/1, 58/1, 29/1)",2.344,2128,2128,Y
"(44/1, 23/1, 21/1)",2.347,2130,2130,Y
"(46/1, 59/1, 11/1, 2/1, 24/1, 13/1, 30/1)",2.349,2132,2132,Y
"(35/1, 11/1, 19/1)",2.352,2135,2135,Y
"(49/1, 54/1, 53/1, 60/1, 56/1, 50/1, 15/1, 51/1, 48/1)",2.362,2144,2144,Y
"(31/1, 42/1, 16/1, 26/1, 30/1, 35/1, 44/1)",2.372,2153,2153,Y
"(23/1, 1/1, 24/1, 21/1, 8/1, 37/1, 9/1, 40/1, 45/1, 1/1)",2.375,2155,2155,Y
"(5/1, 30/1, 20/1, 16/1, 59/1, 2/1)",2.381,2161,2161,Y
"(47/1, 28/1, 6/1, 6/1, 18/1, 51/1, 9/1, 46/1, 36/1)",2.383,2163,2163,Y
"(29/1, 52/1, 53/1, 51/1, 26/1, 34/1, 42/1, 22/1, 8/1)",2.385,2165,2165,Y
"(8/1, 24/1, 45/1)",2.389,2168,2168,Y
"(2/1, 57/1, 46/1)",2.394,2173,2173,Y
"(3/1, 21/1, 57/1, 46/1, 26/1)",2.396,2174,2174,Y
"(7/1, 13/1, 59/1, 35/1, 18/1, 28/1, 18/1)",2.404,2181,2181,Y
"(12/1, 43/1, 25/1)",2.419,2195,2195,Y
"(59/1, 4/1, 23/1)",2.431,2206,2206,Y
"(22/1, 50/1, 53/1, 47/1, 60/1)",2.435,2210,2210,Y
"(46/1, 7/1, 51/1, 41/1, 5/1, 12/1, 2/1, 23/1, 56/1)",2.443,2217,2217,Y
"(2/1, 20/1, 37/1, 53/1, 31/1)",2.444,2218,2218,Y
"(28/1, 48/1, 54/1)",2.455,2228,2228,Y
"(18/1, 42/1, 17/1, 56/1, 42/1)",2.472,2244,2244,Y
"(26/1, 26/1, 23/1, 41/1, 28/1, 20/1, 7/1, 27/1, 45/1)",2.482,2253,2253,Y
"(42/1, 28/1, 19/1, 31/1, 44/1, 14/1, 29/1)",2.489,2259,2259,Y
"(56/1, 5/1, 27/1, 10/1, 11/1, 57/1, 18/1, 45/1, 45/1)",2.501,2270,2270,Y
"(34/1, 9/1, 2/1, 54/1, 6/1, 22/1, 58/1)",2.506,2274,2274,Y
"(22/1, 32/1, 22/1, 34/1, 36/1)",2.511,2279,2279,Y
"(10/1, 49/1, 12/1, 52/1, 20/1, 14/1, 20/1)",2.517,2284,2284,Y
"(11/1, 46/1, 11/1, 38/1, 42/1)",2.525,2292,2292,Y
"(1/1, 37/1, 60/1)",2.528,2294,2294,Y
"(36/1, 14/1, 29/1)",2.532,2298,2298,Y
"(14/1, 51/1, 55/1, 53/1, 58/1)",2.535,2300,2300,Y
"(5/1, 15/1, 3/1, 30/1, 29/1, 44/1, 57/1, 1/1, 42/1)",2.536,2301,2301,Y
"(34/1, 11/1, 60/1, 46/1, 38/1, 43/1, 18/1, 60/1, 48/1)",2.548,2312,2312,Y
"(13/1, 49/1, 56/1, 2/1, 43/1, 55/1, 17/1, 38/1, 49/1)",2.559,2322,2322,Y
"(44/1, 6/1, 32/1)",2.562,2325,2325,Y
"(35/1, 18/1, 42/1, 45/1, 49/1, 27/1, 2/1, 46/1, 37/1)",2.588,2349,2349,Y
"(51/1, 19/1, 29/1, 35/1, 49/1, 11/1, 31/1, 16/1, 11/1)",2.607,2367,2367,Y
"(1/1, 20/1, 4/1, 32/1, 16/1, 46/1, 21/1, 25/1, 46/1)",2.614,2373,2373,Y
"(39/1, 11/1, 4/1, 12/1, 11/1, 54/1, 44/1, 1/1, 7/1)",2.617,2375,2375,Y
"(10/1, 32/1, 47/1)",2.619,2377,2377,Y
"(45/1, 7/1, 30/1)",2.622,2379,2379,Y
"(11/1, 13/1, 51/1, 3/1, 13/1, 32/1, 18/1, 26/1, 48/1)",2.624,2381,2381,Y
"(33/1, 10/1, 48/1, 2/1, 1/1, 10/1, 18/1, 22/1, 19/1)",2.634,2390,2390,Y
"(9/1, 19/1, 42/1, 48/1, 43/1, 1/1, 1/1)",2.654,2409,2409,Y
"(10/1, 2/1, 3/1, 15/1, 39/1, 40/1, 19/1, 18/1, 27/1)",2.656,2411,2411,Y
"(23/1, 42/1, 34/1, 55/1, 4/1, 50/1, 58/1)",2.661,2415,2415,Y
"(26/1, 52/1, 57/1, 48/1, 51/1)",2.663,2417,2417,Y
"(14/1, 59/1, 16/1, 22/1, 24/1, 55/1, 34/1, 9/1, 11/1)",2.667,2420,2420,Y
"(54/1, 13/1, 15/1, 29/1, 31/1)",2.669,2422,2422,Y
"(19/1, 15/1, 12/1)",2.675,2428,2428,Y
"(12/1, 37/1, 5/1, 60/1, 22/1)",2.682,2434,2434,Y
"(41/1, 40/1, 55/1, 56/1, 58/1, 39/1, 18/1, 49/1, 45/1)",2.704,2454,2454,Y
"(17/1, 32/1, 36/1)",2.713,2463,2463,Y
"(9/1, 58/1, 54/1)",2.723,2472,2472,Y
"(11/1, 53/1, 48/1, 21/1, 11/1, 43/1, 4/1, 60/1, 44/1)",2.726,2474,2474,Y
"(57/1, 33/1, 23/1)",2.731,2479,2479,Y
"(20/1, 30/1, 49/1)",2.742,2488,2488,Y
"(9/1, 36/1, 37/1)",2.753,2498,2498,Y
"(7/1, 60/1, 54/1)",2.758,2503,2503,Y
"(40/1, 35/1, 39/1, 43/1, 45/1, 5/1, 14/1, 53/1, 44/1)",2.765,2510,2510,Y
"(24/1, 1/1, 6/1, 38/1, 50/1, 51/1, 24/1)",2.769,2513,2513,Y
"(36/1, 10/1, 39/1, 47/1, 34/1, 45/1, 18/1, 3/1, 30/1)",2.772,2516,2516,Y
"(57/1, 43/1, 14/1, 60/1, 26/1, 20/1, 47/1, 3/1, 29/1)",2.78,2523,2523,Y
"(46/1, 53/1, 14/1, 46/1, 40/1, 15/1, 43/1, 35/1, 33/1)",2.782,2525,2525,Y
"(15/1, 53/1, 39/1, 54/1, 35/1)",2.789,2531,2531,Y
"(3/1, 15/1, 12/1, 12/1, 52/1, 57/1, 32/1)",2.793,2535,2535,Y
"(60/1, 39/1, 36/1)",2.797,2539,2539,Y
"(14/1, 20/1, 24/1, 36/1, 20/1)",2.803,2544,2544,Y
"(23/1, 57/1, 15/1, 47/1, 43/1, 30/1, 21/1, 45/1, 57/1)",2.811,2551,2551,Y
"(17/1, 30/1, 52/1)",2.812,2552,2552,Y
"(14/1, 42/1, 27/1, 21/1, 36/1)",2.828,2566,2566,Y
