Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(57/1, 47/1, 31/1, 23/1, 34/1, 19/1, 27/1, 47/1, 49/1, 50/1, 33/1, 26/1, 16/1)",149.96,118999,118999,Y
"(28/1, 49/1, 50/1, 51/1, 54/1, 40/1, 36/1, 53/1, 50/1, 46/1, 49/1, 44/1, 40/1, 35/1)",150.381,119343,119343,Y
"(38/1, 41/1, 17/1, 44/1, 31/1, 40/1, 41/1, 41/1, 30/1, 58/1, 48/1, 12/1, 35/1, 45/1, 7/1, 4/1)",151.511,120259,120259,Y
"(26/1, 4/1, 10/1, 57/1, 33/1, 57/1, 59/1, 60/1, 47/1, 2/1, 18/1, 55/1, 49/1, 31/1, 9/1, 58/1, 27/1, 56/1, 13/1, 29/1)",151.587,120318,120318,Y
"(50/1, 51/1, 52/1, 2/1, 58/1, 42/1, 28/1, 11/1, 53/1, 17/1, 20/1, 4/1, 44/1)",152.208,120821,120821,Y
"(22/1, 49/1, 50/1, 51/1, 39/1, 42/1, 15/1, 44/1, 20/1, 56/1, 11/1, 55/1, 24/1, 57/1, 42/1, 40/1, 27/1, 36/1)",152.863,121286,121286,Y
"(14/1, 6/1, 31/1, 4/1, 59/1, 10/1, 56/1, 38/1, 8/1, 42/1, 34/1, 35/1, 36/1, 26/1)",153.469,121708,121708,Y
"(28/1, 40/1, 59/1, 50/1, 49/1, 9/1, 36/1, 25/1, 43/1, 56/1, 38/1, 41/1, 42/1, 42/1)",153.789,121922,121922,Y
"(5/1, 44/1, 46/1, 3/1, 47/1, 49/1, 50/1, 21/1, 51/1, 52/1, 32/1, 41/1)",155.106,122947,122947,Y
"(28/1, 35/1, 53/1, 54/1, 55/1, 40/1, 27/1, 6/1, 35/1, 53/1, 10/1, 52/1, 32/1, 33/1, 54/1, 26/1, 48/1, 42/1, 59/1)",155.244,123057,123057,Y
"(48/1, 37/1, 38/1, 39/1, 42/1, 46/1, 57/1, 23/1, 38/1, 11/1, 31/1, 17/1, 56/1, 43/1, 50/1, 37/1, 20/1)",156.797,124141,124141,Y
"(16/1, 30/1, 47/1, 49/1, 50/1, 48/1, 12/1, 44/1, 23/1, 11/1, 26/1, 54/1)",156.957,124269,124269,Y
"(56/1, 49/1, 58/1, 57/1, 56/1, 60/1, 52/1, 22/1, 12/1, 38/1, 60/1, 33/1)",157.136,124409,124409,Y
"(27/1, 23/1, 21/1, 44/1, 47/1, 28/1, 49/1, 59/1, 52/1, 60/1, 38/1, 39/1, 40/1, 18/1, 18/1)",157.8,124947,124947,Y
"(20/1, 14/1, 1/1, 6/1, 55/1, 34/1, 19/1, 53/1, 10/1, 52/1, 33/1, 51/1, 53/1, 54/1, 15/1)",159.412,126259,126259,Y
"(6/1, 60/1, 27/1, 54/1, 56/1, 57/1, 15/1, 49/1, 57/1, 3/1, 22/1, 32/1, 27/1, 54/1, 46/1, 42/1, 11/1, 22/1, 11/1, 20/1)",160.245,126944,126944,Y
"(59/1, 57/1, 58/1, 59/1, 48/1, 41/1, 32/1, 39/1, 22/1)",160.937,127525,127525,Y
"(29/1, 5/1, 24/1, 50/1, 51/1, 52/1, 15/1, 40/1, 45/1, 4/1)",160.949,127536,127536,Y
"(8/1, 46/1, 48/1, 49/1, 14/1, 32/1, 49/1, 17/1)",161.255,127794,127794,Y
"(45/1, 39/1, 57/1, 50/1, 53/1, 55/1, 56/1, 50/1, 6/1, 19/1, 20/1, 46/1, 5/1, 26/1, 42/1, 12/1, 8/1)",161.435,127943,127943,Y
"(48/1, 2/1, 57/1, 31/1, 51/1, 47/1, 35/1, 47/1, 32/1, 24/1, 27/1, 49/1, 46/1, 45/1, 45/1, 60/1, 10/1)",162.271,128653,128653,Y
"(21/1, 47/1, 52/1, 5/1, 16/1, 43/1, 12/1, 39/1, 30/1, 3/1, 39/1, 38/1, 38/1, 39/1, 29/1, 49/1)",163.612,129777,129777,Y
"(12/1, 54/1, 4/1, 53/1, 26/1, 24/1, 48/1, 9/1, 58/1, 59/1, 60/1, 1/1, 46/1, 10/1, 4/1, 28/1, 6/1, 28/1, 58/1)",163.762,129901,129901,Y
"(54/1, 5/1, 60/1, 44/1, 34/1, 3/1, 30/1, 60/1, 43/1, 15/1, 47/1, 26/1, 31/1, 52/1, 51/1, 10/1, 52/1, 47/1, 47/1, 47/1)",163.785,129922,129922,Y
"(58/1, 17/1, 43/1, 53/1, 37/1, 31/1, 29/1, 24/1, 23/1, 23/1, 21/1, 8/1, 12/1, 44/1, 44/1, 30/1, 49/1, 51/1, 20/1, 49/1)",164.183,130255,130255,Y
"(47/1, 10/1, 17/1, 54/1, 55/1, 56/1, 46/1, 52/1, 40/1, 13/1, 50/1, 53/1, 14/1, 49/1, 34/1, 17/1)",164.951,130897,130897,Y
"(55/1, 57/1, 58/1, 13/1, 43/1, 21/1, 58/1, 49/1, 44/1, 54/1)",165.486,131345,131345,Y
"(6/1, 36/1, 57/1, 58/1, 12/1, 17/1, 45/1, 44/1, 37/1, 38/1, 39/1, 18/1, 34/1, 15/1, 50/1, 3/1, 6/1, 1/1, 43/1)",166.05,131807,131807,Y
"(36/1, 51/1, 42/1, 18/1, 58/1, 59/1, 59/1, 32/1, 23/1, 5/1, 14/1)",168.331,133677,133677,Y
"(29/1, 15/1, 28/1, 50/1, 6/1, 16/1, 39/1, 54/1, 32/1, 25/1, 19/1, 6/1, 21/1, 20/1, 20/1, 4/1, 8/1, 22/1, 54/1, 22/1)",168.424,133752,133752,Y
"(49/1, 50/1, 51/1, 4/1, 26/1, 23/1, 28/1, 41/1, 37/1, 38/1, 40/1, 27/1, 53/1, 30/1, 44/1, 47/1)",168.935,134159,134159,Y
"(13/1, 58/1, 53/1, 54/1, 55/1, 49/1, 1/1, 21/1, 9/1, 56/1, 5/1, 18/1, 22/1, 8/1, 56/1, 8/1, 19/1, 13/1)",169.396,134532,134532,Y
"(9/1, 45/1, 53/1, 54/1, 57/1, 58/1, 58/1, 10/1, 40/1, 52/1, 58/1)",169.492,134609,134609,Y
"(51/1, 53/1, 54/1, 55/1, 54/1, 56/1, 40/1, 53/1, 34/1, 52/1, 13/1, 45/1, 39/1, 28/1, 10/1)",169.962,134991,134991,Y
"(52/1, 53/1, 54/1, 37/1, 54/1, 30/1, 27/1, 12/1, 17/1, 27/1)",170.292,135258,135258,Y
"(16/1, 25/1, 24/1, 23/1, 59/1, 32/1, 7/1, 17/1, 15/1, 12/1, 4/1, 39/1, 58/1, 49/1, 4/1, 57/1)",171.0,135830,135830,Y
"(58/1, 49/1, 43/1, 26/1, 31/1, 7/1, 1/1, 32/1, 5/1, 27/1, 33/1, 2/1, 1/1, 1/1, 9/1, 25/1)",172.497,137058,137058,Y
"(27/1, 45/1, 46/1, 47/1, 25/1, 43/1, 6/1, 47/1, 55/1, 6/1, 25/1, 36/1, 6/1, 32/1, 2/1, 52/1, 54/1, 51/1)",172.55,137102,137102,Y
"(25/1, 4/1, 42/1, 44/1, 44/1, 7/1, 16/1, 42/1, 43/1, 44/1, 14/1)",173.234,137666,137666,Y
"(15/1, 16/1, 17/1, 18/1, 52/1, 7/1, 27/1, 24/1, 34/1, 55/1, 40/1, 56/1, 3/1)",173.329,137744,137744,Y
"(24/1, 44/1, 50/1, 56/1, 3/1, 2/1, 53/1, 54/1, 40/1, 45/1, 39/1, 40/1, 41/1, 29/1, 53/1, 23/1, 32/1, 26/1, 1/1, 29/1)",173.981,138280,138280,Y
"(10/1, 44/1, 46/1, 47/1, 24/1, 3/1, 51/1, 13/1, 52/1, 31/1, 39/1, 18/1, 31/1, 34/1)",174.048,138332,138332,Y
"(2/1, 56/1, 46/1, 2/1, 45/1, 1/1, 22/1, 21/1, 21/1, 10/1, 17/1, 41/1, 22/1, 56/1)",174.467,138683,138683,Y
"(9/1, 37/1, 11/1, 19/1, 5/1, 52/1, 27/1, 30/1, 51/1, 53/1, 54/1, 55/1, 35/1)",175.955,139921,139921,Y
"(18/1, 21/1, 34/1, 23/1, 19/1, 45/1, 42/1, 43/1, 44/1, 14/1, 59/1, 40/1, 41/1, 53/1)",176.126,140059,140059,Y
"(54/1, 55/1, 56/1, 8/1, 39/1, 58/1, 1/1, 53/1, 43/1, 20/1, 41/1, 23/1, 8/1, 1/1, 38/1, 60/1, 16/1, 20/1)",177.038,140818,140818,Y
"(51/1, 42/1, 48/1, 49/1, 49/1, 34/1, 55/1, 41/1, 54/1, 31/1, 26/1, 4/1, 4/1, 14/1, 6/1)",177.118,140886,140886,Y
"(49/1, 12/1, 54/1, 56/1, 57/1, 25/1, 52/1, 5/1, 3/1, 10/1, 54/1, 60/1, 14/1, 13/1, 4/1)",177.667,141350,141350,Y
"(36/1, 40/1, 51/1, 36/1, 33/1, 51/1, 57/1, 56/1, 55/1, 1/1, 6/1, 18/1, 46/1, 18/1, 42/1, 50/1, 22/1, 39/1, 46/1, 47/1)",177.758,141427,141427,Y
"(56/1, 50/1, 8/1, 43/1, 57/1, 41/1, 45/1, 44/1, 43/1, 40/1, 59/1, 55/1, 53/1)",178.054,141675,141675,Y
"(8/1, 1/1, 36/1, 26/1, 52/1, 53/1, 54/1, 22/1)",179.416,142821,142821,Y
"(17/1, 44/1, 32/1, 33/1, 34/1, 20/1)",179.611,142984,142984,Y
"(26/1, 57/1, 27/1, 1/1, 35/1, 49/1, 21/1, 58/1, 19/1, 31/1, 44/1, 43/1, 43/1, 14/1)",180.59,143799,143799,Y
"(26/1, 31/1, 39/1, 55/1, 56/1, 57/1, 21/1, 40/1, 11/1, 56/1, 21/1, 29/1, 53/1)",181.693,144715,144715,Y
"(5/1, 56/1, 59/1, 7/1, 39/1, 40/1, 41/1, 42/1, 43/1, 34/1)",182.144,145089,145089,Y
"(47/1, 39/1, 33/1, 34/1, 35/1, 7/1, 47/1, 10/1, 30/1, 50/1, 26/1, 47/1, 3/1, 11/1, 51/1, 37/1, 10/1, 58/1, 8/1)",183.665,146345,146345,Y
"(32/1, 38/1, 51/1, 53/1, 54/1, 10/1, 11/1, 16/1, 32/1, 4/1, 10/1, 40/1, 42/1, 15/1, 6/1, 39/1, 33/1, 37/1)",184.345,146807,146807,Y
"(1/1, 28/1, 32/1, 8/1, 5/1, 31/1, 14/1, 32/1, 10/1, 60/1, 55/1, 56/1, 57/1, 21/1, 23/1, 14/1, 43/1, 60/1, 5/1)",185.357,147612,147612,Y
"(51/1, 47/1, 49/1, 50/1, 23/1)",186.081,148135,148135,Y
"(56/1, 45/1, 37/1, 34/1, 36/1, 37/1, 60/1, 31/1, 13/1, 12/1)",187.011,148769,148769,Y
"(52/1, 42/1, 43/1, 44/1, 21/1, 33/1, 59/1, 38/1, 34/1, 47/1, 54/1, 52/1, 40/1, 19/1, 53/1, 58/1, 24/1, 44/1)",188.727,150113,150113,Y
"(4/1, 9/1, 35/1, 45/1, 9/1, 20/1, 42/1, 30/1, 28/1, 31/1, 9/1, 56/1, 57/1, 58/1, 45/1)",189.19,150489,150489,Y
"(39/1, 44/1, 55/1, 56/1, 57/1, 24/1, 52/1, 34/1, 46/1, 60/1, 15/1, 7/1, 45/1, 51/1, 4/1, 1/1, 21/1, 17/1, 5/1)",192.627,153244,153244,Y
"(43/1, 42/1, 24/1, 47/1, 37/1, 29/1, 27/1, 2/1, 38/1, 44/1, 45/1, 46/1, 20/1, 38/1, 4/1, 34/1, 21/1, 35/1, 42/1)",193.278,153773,153773,Y
"(48/1, 46/1, 10/1, 35/1, 46/1, 55/1, 29/1, 28/1, 3/1, 58/1, 57/1, 56/1, 17/1, 49/1, 25/1, 60/1, 23/1)",194.991,155179,155179,Y
"(28/1, 36/1, 56/1, 58/1, 59/1, 28/1, 42/1, 9/1, 16/1, 19/1, 53/1, 48/1, 50/1, 5/1, 31/1, 10/1, 6/1, 58/1)",196.034,156025,156025,Y
"(19/1, 3/1, 58/1, 10/1, 44/1, 51/1, 53/1, 54/1, 29/1, 26/1, 10/1, 39/1, 31/1, 38/1, 59/1, 52/1)",196.247,156199,156199,Y
"(54/1, 11/1, 10/1, 16/1, 21/1, 42/1, 58/1, 5/1, 4/1, 19/1, 50/1, 49/1, 41/1, 22/1, 53/1, 55/1, 56/1, 33/1, 49/1, 10/1)",197.317,157075,157075,Y
"(31/1, 6/1, 11/1, 30/1, 10/1, 47/1, 49/1, 50/1, 59/1, 53/1, 50/1, 48/1, 41/1, 8/1, 37/1, 38/1, 53/1, 47/1)",197.887,157544,157544,Y
"(17/1, 22/1, 50/1, 52/1, 53/1, 30/1, 59/1)",198.226,157820,157820,Y
"(52/1, 4/1, 50/1, 2/1, 56/1, 38/1, 38/1, 31/1, 9/1, 54/1, 33/1, 22/1, 52/1, 45/1, 60/1, 42/1, 44/1, 11/1, 11/1, 11/1)",198.438,157996,157996,Y
"(12/1, 50/1, 52/1, 53/1, 13/1, 36/1, 7/1)",198.839,158323,158323,Y
"(2/1, 55/1, 4/1, 27/1, 9/1, 57/1, 40/1, 42/1, 43/1, 44/1)",199.529,158888,158888,Y
"(39/1, 55/1, 54/1, 54/1, 14/1, 2/1, 28/1, 60/1, 58/1)",199.773,159086,159086,Y
"(25/1, 39/1, 27/1, 36/1, 56/1, 42/1, 30/1, 50/1, 52/1, 53/1, 15/1, 13/1, 47/1, 37/1, 33/1, 28/1, 2/1, 30/1, 45/1)",201.372,160196,160196,Y
"(18/1, 4/1, 43/1, 3/1, 33/1, 1/1, 34/1, 44/1, 22/1, 33/1, 22/1, 45/1, 58/1, 13/1, 21/1, 31/1, 42/1, 41/1, 41/1)",202.005,160707,160707,Y
"(30/1, 53/1, 36/1, 27/1, 29/1, 37/1, 44/1, 16/1, 44/1, 6/1, 53/1, 54/1, 55/1, 58/1, 36/1, 10/1, 21/1, 23/1)",202.264,160915,160915,Y
"(52/1, 7/1, 28/1, 41/1, 13/1, 24/1, 29/1, 56/1, 51/1, 45/1, 44/1, 44/1, 28/1, 38/1, 16/1, 45/1, 34/1)",202.801,161346,161346,Y
"(57/1, 52/1, 26/1, 11/1, 55/1, 50/1, 3/1, 9/1, 43/1, 9/1, 15/1, 35/1, 31/1, 27/1, 57/1, 58/1, 59/1, 44/1, 26/1, 54/1)",203.635,162018,162018,Y
"(56/1, 38/1, 21/1, 25/1, 27/1, 38/1, 29/1, 30/1, 31/1, 2/1, 39/1, 39/1, 3/1, 4/1, 25/1, 40/1, 21/1, 58/1)",204.406,162656,162656,Y
"(57/1, 58/1, 59/1, 3/1, 12/1, 21/1, 54/1, 26/1, 7/1, 25/1, 37/1, 37/1, 54/1, 3/1, 1/1, 36/1, 28/1, 6/1, 26/1, 11/1)",204.731,162923,162923,Y
"(32/1, 58/1, 59/1, 60/1, 27/1, 19/1, 57/1, 22/1, 19/1, 17/1, 42/1, 15/1, 3/1, 21/1, 23/1)",204.764,162952,162952,Y
"(49/1, 50/1, 51/1, 12/1, 52/1, 33/1, 10/1, 12/1, 37/1, 11/1, 32/1, 51/1, 57/1, 25/1, 4/1, 44/1, 48/1, 5/1, 40/1, 50/1)",205.206,163317,163317,Y
"(9/1, 24/1, 40/1, 34/1, 18/1, 14/1, 55/1, 57/1, 58/1, 43/1, 38/1, 1/1, 58/1, 46/1)",205.51,163570,163570,Y
"(12/1, 25/1, 40/1, 52/1, 48/1, 43/1, 45/1, 46/1, 56/1, 4/1, 16/1, 48/1)",207.683,165352,165352,Y
"(56/1, 44/1, 12/1, 42/1, 57/1, 30/1, 41/1, 33/1, 49/1, 41/1, 57/1, 18/1, 27/1, 26/1, 25/1, 14/1, 7/1)",208.281,165848,165848,Y
"(22/1, 26/1, 55/1, 50/1, 52/1, 53/1, 22/1, 45/1, 19/1, 5/1, 15/1, 33/1)",208.654,166150,166150,Y
"(5/1, 50/1, 51/1, 52/1, 21/1, 36/1, 45/1, 43/1, 32/1, 14/1, 34/1, 55/1, 31/1)",210.916,167939,167939,Y
"(41/1, 43/1, 58/1, 41/1, 58/1, 59/1, 60/1, 20/1, 34/1, 46/1, 38/1, 20/1, 43/1, 56/1, 19/1, 52/1, 12/1, 32/1, 8/1)",210.926,167945,167945,Y
"(1/1, 60/1, 58/1, 57/1, 27/1, 26/1, 26/1, 23/1, 48/1, 57/1, 28/1, 6/1, 7/1)",211.503,168411,168411,Y
"(59/1, 11/1, 5/1, 13/1, 14/1, 28/1, 47/1, 49/1, 50/1, 35/1, 23/1, 5/1)",211.684,168559,168559,Y
"(36/1, 30/1, 54/1, 29/1, 58/1, 50/1, 48/1, 56/1, 24/1, 30/1, 18/1, 20/1, 21/1, 30/1, 54/1, 18/1, 42/1)",212.949,169537,169537,Y
"(58/1, 33/1, 53/1, 54/1, 55/1, 36/1, 46/1, 23/1, 43/1, 8/1, 29/1, 2/1, 22/1, 53/1, 48/1, 12/1, 24/1)",214.005,170399,170399,Y
"(47/1, 34/1, 49/1, 31/1, 60/1, 23/1, 52/1, 30/1, 34/1, 19/1, 42/1, 45/1, 48/1, 15/1, 53/1, 57/1, 58/1, 59/1, 46/1)",215.617,171690,171690,Y
"(23/1, 59/1, 39/1, 23/1, 49/1, 30/1, 6/1, 56/1, 6/1, 3/1, 47/1, 50/1, 44/1, 39/1, 6/1, 24/1, 42/1, 44/1, 45/1, 53/1)",215.881,171906,171906,Y
"(36/1, 34/1, 19/1, 41/1, 57/1, 53/1, 52/1, 52/1, 13/1, 39/1, 48/1, 1/1, 16/1, 54/1, 56/1, 27/1)",218.072,173698,173698,Y
"(60/1, 14/1, 32/1, 53/1, 6/1, 13/1, 48/1, 38/1, 39/1, 40/1, 52/1, 58/1, 16/1, 19/1, 54/1, 59/1, 22/1)",218.127,173744,173744,Y
"(32/1, 49/1, 13/1, 38/1, 5/1, 51/1, 52/1, 53/1, 45/1, 28/1, 24/1, 54/1)",219.557,174848,174848,Y
"(25/1, 10/1, 14/1, 56/1, 57/1, 58/1, 18/1, 57/1, 50/1, 19/1, 38/1, 35/1, 14/1, 55/1, 34/1, 30/1)",224.224,178652,178652,Y
"(56/1, 24/1, 11/1, 36/1, 50/1, 56/1, 31/1, 51/1, 13/1, 49/1, 50/1, 51/1, 58/1, 3/1, 22/1, 3/1, 54/1, 15/1, 4/1)",224.766,179089,179089,Y
"(49/1, 34/1, 7/1, 46/1, 47/1, 48/1, 14/1, 24/1, 3/1, 52/1)",226.903,180710,180710,Y
"(5/1, 38/1, 55/1, 21/1, 49/1, 50/1, 51/1, 20/1, 28/1, 8/1, 30/1, 33/1, 36/1, 58/1, 36/1, 35/1)",227.005,180792,180792,Y
"(36/1, 33/1, 34/1, 35/1, 25/1, 39/1, 30/1, 43/1, 27/1, 5/1, 49/1, 42/1)",227.395,181108,181108,Y
"(30/1, 6/1, 51/1, 52/1, 53/1, 19/1)",228.441,181962,181962,Y
"(51/1, 8/1, 3/1, 50/1, 25/1, 47/1, 40/1, 38/1, 42/1, 28/1, 29/1, 30/1, 44/1)",229.281,182639,182639,Y
"(53/1, 54/1, 55/1, 21/1, 32/1, 33/1, 20/1, 47/1, 7/1, 6/1, 48/1, 47/1, 16/1, 51/1, 59/1, 25/1, 9/1, 44/1)",229.451,182776,182776,Y
"(45/1, 8/1, 56/1, 42/1, 46/1, 47/1, 47/1, 18/1, 55/1, 25/1, 51/1, 47/1)",232.182,184991,184991,Y
"(41/1, 18/1, 58/1, 40/1, 51/1, 53/1, 26/1, 56/1, 10/1, 54/1, 56/1, 57/1, 8/1, 5/1, 35/1)",232.853,185539,185539,Y
"(56/1, 58/1, 59/1, 52/1, 42/1, 5/1, 16/1, 20/1, 29/1, 2/1, 36/1)",232.974,185636,185636,Y
"(54/1, 56/1, 57/1, 35/1, 25/1, 26/1, 33/1, 27/1, 51/1, 3/1, 23/1, 9/1, 50/1, 60/1, 8/1, 47/1, 28/1, 30/1, 13/1)",234.297,186717,186717,Y
"(42/1, 32/1, 36/1, 37/1, 37/1, 60/1, 7/1, 33/1, 37/1, 53/1, 33/1)",238.856,190370,190370,Y
"(56/1, 46/1, 44/1, 44/1, 45/1, 46/1, 10/1, 28/1, 52/1, 33/1, 30/1, 50/1)",239.742,191084,191084,Y
"(50/1, 23/1, 58/1, 7/1, 4/1, 60/1, 59/1, 59/1, 48/1)",240.797,191935,191935,Y
"(13/1, 15/1, 16/1, 17/1, 14/1, 3/1, 24/1, 23/1, 6/1, 6/1)",241.307,192349,192349,Y
"(10/1, 25/1, 10/1, 26/1, 44/1, 54/1, 55/1, 56/1, 45/1, 27/1, 30/1, 18/1, 48/1, 47/1, 28/1, 46/1, 19/1, 45/1, 25/1)",241.481,192485,192485,Y
"(54/1, 24/1, 54/1, 56/1, 57/1, 13/1, 15/1, 50/1, 3/1, 23/1, 22/1, 58/1, 31/1)",241.957,192869,192869,Y
"(12/1, 26/1, 46/1, 24/1, 26/1, 38/1, 48/1, 41/1, 5/1, 46/1, 4/1, 8/1, 34/1, 12/1, 34/1, 32/1, 31/1, 31/1, 11/1)",242.7,193458,193458,Y
"(27/1, 5/1, 53/1, 59/1, 58/1, 57/1, 2/1, 54/1, 50/1, 42/1)",242.992,193688,193688,Y
"(39/1, 9/1, 30/1, 10/1, 48/1, 49/1, 50/1, 37/1, 43/1, 21/1, 2/1)",243.093,193768,193768,Y
"(49/1, 49/1, 50/1, 52/1, 53/1, 54/1, 49/1, 51/1, 16/1, 50/1, 9/1, 52/1, 57/1, 10/1, 34/1)",243.98,194469,194469,Y
"(55/1, 38/1, 19/1, 52/1, 11/1, 15/1, 34/1, 16/1, 10/1, 8/1, 44/1, 45/1, 46/1, 47/1, 8/1)",245.324,195538,195538,Y
"(60/1, 20/1, 5/1, 51/1, 52/1, 53/1, 5/1, 4/1, 5/1, 53/1, 47/1, 10/1, 52/1)",245.877,195989,195989,Y
"(1/1, 23/1, 22/1, 21/1, 59/1, 13/1, 60/1, 24/1)",246.918,196836,196836,Y
"(56/1, 10/1, 39/1, 36/1, 15/1, 33/1, 46/1, 60/1, 59/1, 58/1, 35/1, 45/1, 55/1, 18/1, 12/1, 14/1)",247.543,197350,197350,Y
"(41/1, 12/1, 33/1, 2/1, 59/1, 18/1, 51/1, 40/1, 41/1, 42/1, 27/1, 42/1)",248.455,198100,198100,Y
"(48/1, 25/1, 48/1, 29/1, 56/1, 57/1, 58/1, 32/1)",248.899,198471,198471,Y
"(48/1, 35/1, 36/1, 37/1, 16/1, 4/1, 50/1, 42/1, 44/1, 37/1, 41/1, 49/1)",249.365,198849,198849,Y
"(57/1, 59/1, 60/1, 27/1, 28/1, 35/1, 17/1, 23/1, 35/1, 27/1, 40/1, 16/1, 20/1, 26/1, 52/1, 29/1, 39/1)",249.59,199037,199037,Y
"(56/1, 55/1, 27/1, 23/1, 19/1, 21/1, 39/1, 45/1, 36/1, 37/1, 38/1, 52/1, 11/1, 54/1, 31/1, 31/1, 5/1, 15/1, 41/1, 26/1)",249.913,199298,199298,Y
"(27/1, 7/1, 38/1, 7/1, 40/1, 57/1, 58/1, 59/1, 40/1, 1/1, 16/1, 36/1, 57/1, 60/1, 14/1, 35/1)",250.025,199394,199394,Y
"(32/1, 47/1, 48/1, 49/1, 37/1, 20/1, 31/1, 4/1, 46/1, 23/1, 58/1, 32/1, 38/1, 30/1, 38/1, 54/1)",250.912,200118,200118,Y
"(25/1, 44/1, 42/1, 55/1, 56/1, 57/1, 9/1, 27/1, 1/1, 15/1, 24/1, 39/1, 6/1)",251.399,200519,200519,Y
"(55/1, 31/1, 32/1, 58/1, 59/1, 60/1, 37/1, 17/1, 7/1, 1/1, 30/1, 1/1, 35/1, 14/1, 30/1, 18/1, 52/1)",251.583,200669,200669,Y
"(36/1, 49/1, 52/1, 16/1, 27/1, 19/1, 3/1, 58/1, 32/1, 21/1, 54/1, 32/1, 6/1, 25/1, 28/1, 51/1, 52/1, 53/1, 33/1, 50/1)",252.036,201039,201039,Y
"(47/1, 38/1, 53/1, 28/1, 54/1, 35/1, 36/1, 37/1, 14/1, 4/1, 10/1, 18/1, 40/1, 24/1, 25/1, 55/1, 1/1)",252.278,201232,201232,Y
"(34/1, 2/1, 46/1, 48/1, 49/1, 34/1, 9/1)",252.889,201730,201730,Y
"(19/1, 33/1, 18/1, 35/1, 43/1, 39/1, 60/1, 59/1, 59/1, 51/1, 4/1)",253.16,201947,201947,Y
"(8/1, 2/1, 30/1, 22/1, 41/1, 17/1, 30/1, 56/1, 57/1, 58/1, 26/1, 58/1)",255.871,204135,204135,Y
"(50/1, 52/1, 53/1, 9/1, 27/1, 42/1, 10/1, 60/1, 55/1, 12/1, 46/1, 52/1, 25/1, 60/1, 57/1, 13/1, 14/1)",256.519,204442,204442,Y
"(37/1, 34/1, 35/1, 20/1, 19/1, 19/1, 50/1, 28/1, 2/1, 60/1)",256.928,204777,204777,Y
"(10/1, 17/1, 29/1, 21/1, 54/1, 57/1, 59/1, 60/1, 53/1, 49/1, 13/1, 17/1, 6/1)",257.866,205537,205537,Y
"(33/1, 31/1, 30/1, 30/1, 56/1, 43/1, 51/1, 34/1, 23/1, 29/1, 46/1, 29/1, 32/1, 7/1, 32/1, 17/1)",259.362,206768,206768,Y
"(10/1, 32/1, 7/1, 45/1, 28/1, 42/1, 7/1, 6/1, 33/1, 54/1, 56/1, 57/1, 30/1, 55/1, 51/1, 12/1, 46/1, 1/1)",260.899,208021,208021,Y
"(48/1, 11/1, 34/1, 22/1, 8/1, 42/1, 17/1, 37/1, 41/1, 4/1, 45/1, 47/1, 48/1, 46/1)",261.94,208874,208874,Y
"(47/1, 49/1, 50/1, 58/1, 36/1, 28/1)",263.11,209768,209768,Y
"(28/1, 36/1, 53/1, 56/1, 58/1, 35/1, 36/1, 37/1, 13/1)",263.278,209903,209903,Y
"(19/1, 56/1, 15/1, 3/1, 57/1, 44/1, 45/1, 46/1, 14/1, 33/1)",265.028,211335,211335,Y
"(53/1, 20/1, 30/1, 7/1, 46/1, 3/1, 54/1, 49/1, 16/1, 24/1, 55/1, 56/1, 57/1, 47/1, 48/1, 12/1, 14/1)",267.226,213128,213128,Y
"(43/1, 47/1, 52/1, 54/1, 55/1, 18/1, 28/1, 23/1, 51/1, 16/1, 46/1, 56/1, 34/1)",268.166,213890,213890,Y
"(47/1, 43/1, 40/1, 42/1, 43/1, 34/1, 46/1, 31/1, 8/1, 35/1, 9/1, 1/1, 15/1, 21/1, 51/1)",268.621,214258,214258,Y
"(4/1, 11/1, 7/1, 4/1, 30/1, 5/1, 35/1, 5/1, 6/1, 55/1, 51/1, 52/1, 53/1, 53/1)",268.666,214293,214293,Y
"(4/1, 55/1, 58/1, 10/1, 46/1, 18/1, 36/1, 56/1, 58/1, 59/1, 19/1, 20/1)",270.877,216082,216082,Y
"(60/1, 57/1, 58/1, 59/1, 8/1, 5/1, 40/1, 38/1, 19/1, 24/1, 38/1, 46/1, 36/1, 45/1, 37/1)",271.743,216781,216781,Y
"(53/1, 59/1, 56/1, 30/1, 53/1, 54/1, 37/1, 46/1, 41/1, 48/1, 13/1, 53/1, 28/1, 29/1, 30/1, 53/1, 6/1, 37/1)",272.184,217121,217121,Y
"(38/1, 35/1, 59/1, 57/1, 46/1, 5/1, 60/1, 51/1, 44/1, 45/1, 46/1, 13/1, 53/1, 57/1, 2/1, 22/1)",272.471,217335,217335,Y
"(25/1, 41/1, 40/1, 40/1, 11/1, 31/1, 56/1, 26/1, 40/1, 34/1, 12/1)",273.073,217817,217817,Y
"(30/1, 31/1, 43/1, 57/1, 44/1, 49/1, 14/1, 53/1, 55/1, 56/1, 33/1, 44/1, 41/1, 39/1, 39/1, 21/1, 17/1, 60/1)",276.429,220547,220547,Y
"(41/1, 18/1, 7/1, 42/1, 28/1, 29/1, 30/1, 7/1, 50/1, 44/1, 37/1, 50/1, 22/1, 41/1, 52/1, 31/1, 16/1)",278.741,222420,222420,Y
