Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(10/1, 60/1, 53/1, 30/1, 32/1, 39/1, 38/1, 5/1, 42/1, 21/1, 44/1, 42/1, 30/1, 31/1, 32/1, 20/1, 44/1)",15.557,12393,12393,Y
"(19/1, 22/1, 17/1, 59/1, 22/1, 46/1, 51/1, 56/1, 30/1, 28/1, 18/1, 32/1, 48/1, 49/1, 50/1, 29/1, 30/1, 22/1)",15.583,12411,12411,Y
"(46/1, 2/1, 31/1, 5/1, 45/1, 19/1, 55/1, 9/1, 50/1, 29/1, 31/1, 39/1, 33/1, 34/1, 35/1, 19/1, 18/1, 13/1, 54/1)",15.594,12421,12421,Y
"(34/1, 19/1, 26/1, 47/1, 49/1, 50/1, 35/1, 47/1, 16/1, 15/1, 47/1, 30/1, 56/1, 33/1, 38/1, 8/1)",15.754,12546,12546,Y
"(14/1, 13/1, 46/1, 60/1, 54/1, 55/1, 56/1, 11/1, 50/1, 60/1, 52/1, 56/1, 60/1, 41/1, 30/1)",17.579,13768,13768,Y
"(41/1, 30/1, 33/1, 10/1, 53/1, 55/1, 56/1, 3/1, 20/1, 11/1, 29/1, 54/1, 37/1, 15/1, 60/1, 4/1, 3/1)",17.619,13799,13799,Y
"(24/1, 54/1, 55/1, 56/1, 11/1, 8/1)",17.919,14019,14019,Y
"(55/1, 50/1, 42/1, 30/1, 49/1, 48/1, 48/1, 49/1, 29/1, 56/1, 14/1, 5/1, 35/1, 51/1, 48/1, 41/1, 35/1, 58/1, 57/1)",18.194,14224,14224,Y
"(3/1, 24/1, 8/1, 60/1, 52/1, 34/1, 30/1, 28/1, 30/1, 13/1, 23/1, 18/1, 57/1, 59/1, 60/1, 49/1, 15/1, 60/1)",19.049,14893,14893,Y
"(6/1, 14/1, 23/1, 6/1, 40/1, 43/1, 23/1, 60/1, 49/1, 43/1, 44/1, 45/1, 11/1, 4/1, 40/1, 4/1, 40/1, 19/1, 3/1, 17/1)",19.759,15448,15448,Y
"(2/1, 19/1, 23/1, 38/1, 27/1, 53/1, 33/1, 52/1, 35/1, 55/1, 54/1, 54/1, 7/1, 56/1, 20/1, 60/1, 29/1, 24/1, 58/1)",21.064,16479,16479,Y
"(54/1, 48/1, 50/1, 51/1, 27/1, 27/1, 13/1, 55/1, 50/1, 23/1, 55/1, 16/1, 37/1, 14/1)",21.099,16506,16506,Y
"(54/1, 56/1, 57/1, 9/1, 52/1, 45/1, 33/1, 20/1)",21.69,16989,16989,Y
"(9/1, 29/1, 49/1, 24/1, 48/1, 56/1, 1/1, 58/1, 48/1, 40/1, 59/1, 58/1, 58/1, 19/1, 14/1, 10/1)",22.021,17255,17255,Y
"(60/1, 59/1, 59/1, 38/1, 58/1, 46/1, 53/1, 2/1, 16/1, 32/1)",22.78,17871,17871,Y
"(40/1, 8/1, 23/1, 38/1, 38/1, 43/1, 26/1, 29/1, 30/1, 30/1, 54/1, 11/1, 50/1)",24.007,18807,18807,Y
"(25/1, 21/1, 33/1, 34/1, 34/1, 37/1)",24.503,19212,19212,Y
"(8/1, 47/1, 34/1, 10/1, 39/1, 49/1, 48/1, 48/1, 46/1, 37/1, 25/1, 14/1, 14/1, 52/1, 56/1)",25.51,20017,20017,Y
"(55/1, 57/1, 58/1, 57/1, 7/1, 21/1, 47/1, 33/1, 55/1, 60/1, 44/1, 21/1, 33/1, 20/1, 50/1)",27.575,21660,21660,Y
"(21/1, 15/1, 2/1, 25/1, 52/1, 18/1, 59/1, 22/1, 20/1, 8/1, 40/1, 31/1, 32/1, 33/1, 13/1, 30/1)",28.649,22523,22523,Y
"(11/1, 4/1, 54/1, 18/1, 3/1, 32/1, 36/1, 56/1, 56/1, 44/1, 23/1, 28/1, 56/1, 9/1, 51/1, 53/1, 54/1, 10/1, 27/1, 30/1)",28.811,22655,22655,Y
"(42/1, 52/1, 53/1, 54/1, 13/1, 4/1, 8/1, 35/1, 33/1, 5/1, 49/1)",29.065,22862,22862,Y
"(18/1, 52/1, 32/1, 14/1, 6/1, 22/1, 25/1, 28/1, 25/1, 32/1, 31/1, 30/1, 18/1, 3/1, 54/1, 58/1, 23/1, 6/1, 42/1, 5/1)",30.63,24112,24112,Y
"(53/1, 36/1, 35/1, 35/1, 27/1, 39/1, 21/1, 15/1, 38/1, 27/1, 10/1, 50/1, 36/1, 14/1, 18/1, 46/1, 2/1, 20/1, 24/1)",32.122,25344,25344,Y
"(11/1, 2/1, 13/1, 54/1, 56/1, 28/1, 35/1, 57/1, 60/1, 35/1, 36/1, 37/1, 2/1)",32.365,25548,25548,Y
"(55/1, 10/1, 32/1, 57/1, 58/1, 59/1, 40/1, 39/1, 24/1, 22/1, 10/1, 11/1, 60/1, 1/1, 57/1, 10/1, 21/1, 24/1, 35/1, 41/1)",33.334,26315,26315,Y
"(38/1, 46/1, 45/1, 45/1, 57/1, 22/1)",35.958,28234,28234,Y
"(48/1, 50/1, 51/1, 58/1, 30/1, 58/1, 9/1, 11/1, 40/1, 21/1, 17/1)",36.641,28754,28754,Y
"(50/1, 42/1, 34/1, 26/1, 29/1, 15/1, 43/1, 39/1, 35/1, 37/1, 38/1, 42/1)",36.767,28851,28851,Y
"(35/1, 35/1, 36/1, 37/1, 23/1, 9/1, 34/1, 10/1, 8/1, 9/1, 11/1, 36/1, 32/1)",37.352,29250,29250,Y
"(25/1, 9/1, 38/1, 49/1, 57/1, 58/1, 59/1, 4/1, 43/1, 10/1, 33/1, 39/1, 28/1, 20/1, 18/1, 55/1, 18/1, 26/1)",37.58,29435,29435,Y
"(56/1, 46/1, 38/1, 39/1, 40/1, 40/1)",37.653,29495,29495,Y
"(17/1, 17/1, 43/1, 45/1, 46/1, 49/1, 8/1, 8/1, 16/1, 24/1, 22/1, 18/1)",37.717,29544,29544,Y
"(48/1, 12/1, 44/1, 46/1, 55/1, 53/1, 26/1, 34/1, 21/1, 52/1, 42/1, 35/1, 9/1, 58/1, 39/1, 55/1, 27/1, 28/1, 29/1, 16/1)",41.576,32608,32608,Y
"(59/1, 33/1, 37/1, 38/1, 38/1, 22/1, 60/1, 27/1, 46/1, 50/1, 21/1, 11/1, 46/1, 37/1, 43/1, 40/1, 50/1, 41/1, 2/1, 58/1)",43.07,33819,33819,Y
"(50/1, 37/1, 35/1, 56/1, 36/1, 46/1, 37/1, 19/1, 55/1, 57/1, 58/1, 55/1, 12/1, 57/1, 28/1, 31/1, 10/1, 31/1)",45.226,35580,35580,Y
"(47/1, 45/1, 2/1, 25/1, 2/1, 35/1, 39/1, 7/1, 32/1, 57/1, 58/1, 59/1, 59/1, 27/1, 25/1, 45/1, 49/1, 46/1)",45.424,35739,35739,Y
"(57/1, 58/1, 59/1, 44/1, 14/1, 15/1, 31/1, 23/1, 59/1, 56/1, 17/1, 9/1, 29/1, 37/1, 44/1, 57/1, 40/1, 17/1, 25/1)",46.051,36212,36212,Y
"(33/1, 23/1, 9/1, 54/1, 42/1, 43/1, 44/1, 15/1, 41/1, 31/1, 41/1, 4/1)",46.753,36737,36737,Y
"(49/1, 44/1, 8/1, 20/1, 7/1, 51/1, 53/1, 54/1, 46/1, 48/1)",46.788,36766,36766,Y
"(14/1, 60/1, 9/1, 18/1, 49/1, 51/1, 52/1, 5/1, 33/1, 25/1, 9/1, 7/1, 47/1, 31/1, 11/1, 42/1, 34/1, 15/1, 15/1, 40/1)",48.408,38088,38088,Y
"(51/1, 50/1, 18/1, 38/1, 58/1, 25/1, 50/1, 51/1, 52/1, 42/1, 24/1, 56/1, 2/1)",48.946,38526,38526,Y
"(58/1, 23/1, 59/1, 57/1, 2/1, 25/1, 3/1, 49/1, 40/1, 41/1, 42/1, 17/1, 50/1, 3/1, 54/1, 30/1, 22/1, 43/1, 13/1, 25/1)",49.171,38711,38711,Y
"(56/1, 49/1, 39/1, 3/1, 30/1, 1/1, 52/1, 42/1, 56/1, 58/1, 59/1, 44/1, 40/1, 3/1, 7/1, 32/1)",50.831,39969,39969,Y
"(5/1, 5/1, 57/1, 58/1, 59/1, 32/1, 39/1, 52/1, 26/1, 5/1, 45/1, 18/1, 35/1, 39/1, 59/1, 40/1, 55/1, 37/1, 56/1, 14/1)",50.933,40053,40053,Y
"(50/1, 59/1, 17/1, 7/1, 6/1, 3/1, 36/1, 3/1, 35/1, 7/1, 50/1, 9/1, 2/1, 55/1, 40/1, 41/1, 42/1, 29/1)",51.426,40445,40445,Y
"(18/1, 11/1, 25/1, 40/1, 41/1, 52/1, 55/1, 29/1, 30/1, 31/1, 35/1, 57/1, 34/1, 49/1, 60/1, 16/1, 56/1, 22/1, 17/1)",52.089,40980,40980,Y
"(3/1, 56/1, 17/1, 54/1, 56/1, 57/1, 22/1, 60/1, 47/1)",53.237,41907,41907,Y
"(50/1, 22/1, 42/1, 33/1, 36/1, 38/1, 21/1, 57/1, 20/1, 8/1, 13/1, 37/1, 18/1, 44/1, 46/1, 47/1, 4/1)",54.744,43121,43121,Y
"(57/1, 59/1, 60/1, 59/1, 16/1, 40/1, 51/1, 23/1, 22/1, 16/1, 53/1, 34/1, 1/1, 49/1)",55.098,43407,43407,Y
"(11/1, 19/1, 36/1, 7/1, 59/1, 53/1, 54/1, 55/1, 60/1, 26/1, 41/1, 7/1, 9/1, 32/1, 43/1, 6/1, 2/1, 30/1, 22/1, 11/1)",55.244,43524,43524,Y
"(58/1, 11/1, 19/1, 29/1, 33/1, 32/1, 30/1, 40/1, 41/1, 41/1, 4/1, 12/1, 44/1, 13/1, 60/1, 10/1, 52/1, 36/1, 41/1)",55.292,43565,43565,Y
"(17/1, 53/1, 54/1, 55/1, 23/1, 11/1, 11/1, 32/1, 34/1, 32/1, 32/1, 21/1, 53/1, 12/1, 50/1, 14/1, 40/1, 32/1, 19/1)",55.368,43628,43628,Y
"(3/1, 23/1, 26/1, 6/1, 60/1, 59/1, 59/1, 46/1, 48/1, 35/1, 19/1, 28/1)",55.656,43859,43859,Y
"(42/1, 27/1, 48/1, 45/1, 46/1, 47/1, 49/1, 45/1, 6/1, 48/1, 33/1, 5/1, 59/1, 26/1, 2/1, 37/1, 45/1, 49/1, 39/1)",56.882,44867,44867,Y
"(33/1, 16/1, 14/1, 43/1, 53/1, 53/1, 52/1, 53/1, 53/1, 11/1, 44/1, 56/1, 57/1)",56.949,44920,44920,Y
"(31/1, 46/1, 56/1, 57/1, 58/1, 44/1, 16/1, 16/1, 30/1, 51/1, 25/1, 45/1, 15/1)",58.842,46305,46305,Y
"(38/1, 58/1, 46/1, 4/1, 54/1, 55/1, 56/1, 41/1, 38/1, 30/1, 55/1, 4/1, 29/1, 41/1, 12/1, 29/1, 14/1, 25/1)",59.534,46850,46850,Y
"(26/1, 34/1, 36/1, 38/1, 39/1, 40/1, 48/1, 15/1, 4/1, 48/1, 30/1, 5/1, 14/1)",61.808,48431,48431,Y
"(52/1, 36/1, 13/1, 55/1, 28/1, 56/1, 57/1, 58/1, 29/1, 9/1, 52/1, 29/1, 4/1, 58/1)",63.0,49431,49431,Y
"(44/1, 23/1, 3/1, 5/1, 51/1, 42/1, 31/1, 53/1, 54/1, 55/1, 5/1, 60/1, 54/1, 23/1, 13/1, 42/1, 33/1)",63.251,49641,49641,Y
"(53/1, 36/1, 54/1, 18/1, 44/1, 13/1, 59/1, 28/1, 39/1, 37/1, 1/1, 8/1, 20/1, 19/1, 19/1, 53/1, 25/1, 1/1)",64.588,50730,50730,Y
"(52/1, 36/1, 56/1, 56/1, 41/1, 27/1, 27/1, 54/1, 54/1, 6/1, 54/1, 55/1, 56/1, 31/1, 19/1, 54/1)",64.605,50746,50746,Y
"(23/1, 52/1, 29/1, 55/1, 42/1, 13/1, 57/1, 46/1, 42/1, 51/1, 32/1, 33/1, 34/1, 53/1)",66.646,52434,52434,Y
"(39/1, 54/1, 41/1, 51/1, 39/1, 41/1, 42/1, 48/1, 24/1, 55/1, 38/1, 22/1)",66.901,52646,52646,Y
"(48/1, 50/1, 51/1, 53/1, 39/1, 41/1, 21/1, 57/1, 59/1, 13/1, 16/1, 60/1)",67.337,53007,53007,Y
"(35/1, 19/1, 52/1, 32/1, 8/1, 34/1, 45/1, 44/1, 44/1, 24/1, 57/1, 38/1, 25/1, 15/1, 37/1, 56/1)",68.416,53746,53746,Y
"(32/1, 46/1, 50/1, 52/1, 22/1, 24/1, 25/1, 25/1, 33/1, 35/1, 38/1, 13/1, 39/1, 19/1, 8/1)",69.12,54174,54174,Y
"(13/1, 56/1, 43/1, 45/1, 36/1, 23/1, 43/1, 33/1, 34/1, 35/1, 28/1, 30/1, 18/1)",69.28,54271,54271,Y
"(13/1, 3/1, 46/1, 4/1, 34/1, 34/1, 37/1, 50/1, 52/1, 14/1, 32/1, 35/1, 45/1, 47/1, 48/1, 28/1)",69.514,54438,54438,Y
"(9/1, 7/1, 50/1, 22/1, 51/1, 53/1, 17/1, 1/1, 5/1, 23/1, 9/1, 15/1, 55/1, 53/1, 18/1, 53/1, 55/1, 56/1, 15/1)",70.333,55089,55089,Y
"(51/1, 57/1, 29/1, 52/1, 54/1, 55/1, 50/1, 2/1, 22/1, 42/1)",70.408,55148,55148,Y
"(60/1, 16/1, 7/1, 56/1, 54/1, 55/1, 56/1, 48/1, 13/1, 33/1)",70.54,55254,55254,Y
"(31/1, 52/1, 54/1, 55/1, 19/1, 12/1, 59/1)",70.66,55351,55351,Y
"(38/1, 31/1, 20/1, 21/1, 22/1, 23/1, 41/1, 47/1, 16/1, 11/1, 24/1, 22/1, 12/1, 12/1, 21/1, 13/1)",73.16,57327,57327,Y
"(24/1, 55/1, 57/1, 58/1, 51/1)",74.128,58085,58085,Y
"(46/1, 51/1, 14/1, 57/1, 45/1, 13/1, 40/1, 45/1, 46/1, 47/1, 23/1, 35/1, 24/1, 4/1, 45/1, 48/1, 35/1)",76.438,59900,59900,Y
"(5/1, 38/1, 31/1, 59/1, 52/1, 10/1, 48/1, 55/1, 56/1, 57/1, 36/1, 53/1)",76.55,59989,59989,Y
"(58/1, 6/1, 26/1, 46/1, 16/1, 58/1, 59/1, 47/1, 49/1, 50/1, 39/1, 25/1, 44/1, 23/1, 5/1, 7/1, 27/1, 33/1)",76.659,60072,60072,Y
"(29/1, 45/1, 53/1, 55/1, 56/1, 2/1)",80.709,63328,63328,Y
"(50/1, 51/1, 52/1, 19/1, 19/1)",82.953,64937,64937,Y
"(3/1, 37/1, 24/1, 30/1, 2/1, 55/1, 36/1, 35/1, 35/1, 29/1, 29/1, 51/1)",85.21,66677,66677,Y
"(22/1, 13/1, 35/1, 8/1, 46/1, 60/1, 3/1, 29/1, 47/1, 42/1, 43/1, 44/1, 37/1, 28/1, 27/1, 37/1, 48/1)",87.301,68189,68189,Y
"(5/1, 44/1, 43/1, 43/1, 44/1, 11/1, 47/1, 47/1)",88.622,69165,69165,Y
"(54/1, 56/1, 57/1, 52/1, 22/1, 12/1, 45/1, 6/1, 17/1)",91.548,71335,71335,Y
"(51/1, 3/1, 58/1, 48/1, 44/1, 35/1, 36/1, 37/1, 43/1, 42/1, 4/1)",92.425,71815,71815,Y
"(47/1, 8/1, 46/1, 48/1, 49/1, 8/1, 4/1, 19/1, 53/1, 45/1, 60/1, 46/1, 53/1, 37/1, 46/1, 50/1)",93.684,72850,72850,Y
"(5/1, 46/1, 36/1, 46/1, 45/1, 49/1, 36/1, 20/1, 45/1, 10/1, 23/1, 54/1, 56/1, 57/1, 57/1, 55/1, 21/1)",94.582,73594,73594,Y
"(26/1, 57/1, 59/1, 60/1, 28/1, 49/1, 22/1, 16/1, 23/1, 7/1, 44/1, 46/1, 33/1)",94.759,73739,73739,Y
"(50/1, 19/1, 37/1, 1/1, 20/1, 53/1, 55/1, 56/1, 41/1, 27/1)",95.095,74022,74022,Y
"(53/1, 26/1, 46/1, 38/1, 8/1, 26/1, 48/1, 49/1, 50/1, 51/1)",95.841,74646,74646,Y
"(40/1, 54/1, 51/1, 50/1, 50/1, 43/1, 51/1, 32/1, 37/1, 2/1)",98.55,76911,76911,Y
"(52/1, 22/1, 40/1, 1/1, 57/1, 59/1, 60/1, 1/1, 43/1, 2/1, 9/1, 56/1, 38/1, 54/1, 55/1, 33/1, 30/1, 7/1)",100.214,78295,78295,Y
"(55/1, 56/1, 57/1, 15/1, 19/1, 49/1, 53/1, 16/1, 53/1, 42/1, 38/1, 56/1, 56/1, 2/1, 2/1)",101.606,79450,79450,Y
"(48/1, 50/1, 51/1, 33/1, 39/1, 24/1, 58/1, 50/1, 14/1, 22/1, 20/1, 41/1, 31/1, 8/1)",102.496,80066,80066,Y
"(34/1, 3/1, 31/1, 21/1, 19/1, 53/1, 45/1, 27/1, 50/1, 35/1, 36/1, 37/1, 60/1, 9/1)",103.332,80704,80704,Y
"(51/1, 58/1, 45/1, 10/1, 59/1, 37/1, 36/1, 36/1, 30/1, 49/1, 49/1)",106.439,83265,83265,Y
"(39/1, 48/1, 33/1, 60/1, 55/1, 41/1, 55/1, 24/1, 6/1, 7/1, 32/1, 32/1, 33/1, 34/1, 59/1, 15/1)",107.159,83855,83855,Y
"(7/1, 39/1, 43/1, 24/1, 52/1, 53/1, 54/1, 5/1, 19/1, 28/1)",107.886,84459,84459,Y
"(37/1, 25/1, 32/1, 33/1, 33/1, 60/1, 20/1, 35/1, 10/1, 15/1, 33/1, 29/1, 11/1, 27/1, 49/1, 17/1, 10/1)",108.279,84778,84778,Y
"(53/1, 11/1, 54/1, 56/1, 57/1, 48/1, 36/1, 13/1, 50/1, 50/1, 5/1, 52/1, 51/1, 29/1, 20/1, 24/1, 20/1)",108.432,84903,84903,Y
"(34/1, 10/1, 53/1, 43/1, 44/1, 45/1, 13/1, 25/1, 5/1)",109.324,85645,85645,Y
"(49/1, 27/1, 28/1, 29/1, 8/1, 22/1, 19/1, 12/1, 54/1, 42/1, 11/1, 59/1, 29/1, 28/1, 60/1, 43/1, 21/1, 53/1)",109.907,86126,86126,Y
"(51/1, 45/1, 1/1, 50/1, 29/1, 3/1, 53/1, 54/1, 55/1, 27/1, 19/1, 3/1, 48/1, 27/1, 8/1, 46/1, 42/1, 60/1, 19/1, 48/1)",110.141,86318,86318,Y
"(52/1, 37/1, 55/1, 2/1, 9/1, 26/1, 60/1, 59/1, 58/1, 10/1, 39/1, 54/1, 35/1, 44/1, 15/1, 13/1, 37/1, 23/1, 27/1, 12/1)",112.454,88218,88218,Y
"(52/1, 42/1, 1/1, 54/1, 17/1, 49/1, 18/1, 1/1, 20/1, 44/1, 1/1, 49/1, 53/1, 14/1, 40/1, 47/1, 48/1, 49/1, 18/1)",114.529,89931,89931,Y
"(29/1, 38/1, 58/1, 39/1, 28/1, 4/1, 17/1, 16/1, 16/1, 8/1, 47/1, 34/1, 32/1, 23/1, 20/1, 58/1, 51/1, 17/1, 43/1, 16/1)",116.657,91672,91672,Y
"(16/1, 36/1, 52/1, 54/1, 55/1, 33/1, 16/1, 10/1, 40/1)",117.47,92347,92347,Y
"(1/1, 55/1, 4/1, 47/1, 49/1, 50/1, 20/1, 6/1, 25/1, 49/1, 21/1)",117.818,92644,92644,Y
"(51/1, 13/1, 23/1, 54/1, 55/1, 56/1, 58/1, 33/1, 60/1, 50/1, 51/1, 4/1, 12/1, 50/1, 42/1, 29/1)",121.091,95114,95114,Y
"(44/1, 39/1, 56/1, 53/1, 17/1, 56/1, 44/1, 42/1, 54/1, 52/1, 51/1, 49/1, 52/1, 34/1, 59/1, 21/1, 39/1)",121.301,95282,95282,Y
"(25/1, 56/1, 57/1, 58/1, 29/1, 25/1, 59/1, 40/1, 37/1, 12/1, 3/1, 1/1, 7/1, 25/1, 34/1, 46/1, 2/1, 21/1, 52/1, 8/1)",124.318,97766,97766,Y
"(28/1, 41/1, 8/1, 59/1, 48/1, 49/1, 50/1, 53/1)",126.052,99221,99221,Y
"(40/1, 30/1, 55/1, 41/1, 56/1, 25/1, 13/1, 48/1, 51/1, 30/1, 49/1, 51/1, 52/1, 47/1, 9/1, 12/1, 50/1)",126.932,99958,99958,Y
"(32/1, 20/1, 21/1, 53/1, 4/1, 54/1, 56/1, 57/1, 31/1, 11/1, 38/1, 5/1, 26/1, 46/1, 3/1, 46/1)",128.158,100997,100997,Y
"(10/1, 60/1, 51/1, 52/1, 53/1, 3/1, 32/1, 39/1, 32/1)",128.565,101341,101341,Y
"(46/1, 36/1, 37/1, 38/1, 45/1, 30/1, 50/1, 33/1)",128.622,101389,101389,Y
"(37/1, 13/1, 50/1, 33/1, 39/1, 38/1, 37/1, 29/1, 5/1, 43/1, 17/1, 16/1, 27/1, 3/1, 17/1)",128.98,101690,101690,Y
"(6/1, 50/1, 3/1, 48/1, 18/1, 10/1, 7/1, 3/1, 49/1, 51/1, 52/1, 44/1, 39/1, 57/1, 17/1)",130.641,103083,103083,Y
"(24/1, 44/1, 45/1, 46/1, 3/1, 52/1, 38/1, 3/1, 48/1, 4/1, 27/1, 31/1)",130.731,103159,103159,Y
"(46/1, 45/1, 10/1, 48/1, 50/1, 51/1, 55/1, 13/1, 36/1, 22/1, 26/1, 52/1, 36/1, 2/1)",131.381,103693,103693,Y
"(52/1, 16/1, 15/1, 6/1, 1/1, 55/1, 57/1, 58/1, 44/1, 16/1, 25/1, 48/1, 33/1, 58/1, 59/1, 9/1, 49/1, 45/1, 17/1)",132.645,104735,104735,Y
"(56/1, 49/1, 33/1, 13/1, 42/1, 26/1, 33/1, 5/1, 48/1, 33/1, 30/1, 31/1, 31/1, 53/1)",133.019,105037,105037,Y
"(52/1, 37/1, 41/1, 51/1, 58/1, 54/1, 53/1, 48/1, 35/1, 25/1, 46/1, 5/1, 49/1, 51/1, 52/1, 60/1, 55/1, 53/1, 47/1, 40/1)",133.159,105151,105151,Y
"(3/1, 60/1, 45/1, 54/1, 55/1, 54/1, 53/1, 3/1, 59/1, 7/1, 57/1, 22/1)",133.365,105320,105320,Y
"(43/1, 53/1, 52/1, 52/1, 20/1, 10/1, 16/1, 14/1, 51/1, 53/1, 27/1, 45/1, 29/1, 17/1, 46/1, 56/1, 25/1, 4/1)",133.65,105554,105554,Y
"(56/1, 60/1, 49/1, 54/1, 48/1, 14/1, 40/1, 16/1, 22/1, 44/1, 22/1, 26/1, 27/1, 27/1, 56/1, 46/1, 31/1)",134.308,106093,106093,Y
"(50/1, 47/1, 60/1, 38/1, 54/1, 56/1, 57/1, 6/1, 21/1, 26/1, 5/1, 22/1, 44/1, 23/1, 4/1, 11/1, 53/1, 19/1)",134.683,106402,106402,Y
"(38/1, 35/1, 17/1, 58/1, 18/1, 44/1, 19/1, 54/1, 55/1, 56/1, 38/1, 44/1)",135.839,107350,107350,Y
"(14/1, 30/1, 29/1, 12/1, 17/1, 25/1, 21/1, 29/1, 9/1, 8/1, 55/1, 45/1, 1/1, 19/1, 18/1, 18/1, 60/1, 2/1)",136.24,107679,107679,Y
"(52/1, 40/1, 41/1, 42/1, 10/1, 38/1, 3/1, 37/1, 50/1, 3/1, 16/1, 42/1, 5/1, 31/1, 55/1, 43/1, 56/1, 51/1)",136.443,107844,107844,Y
"(8/1, 48/1, 26/1, 52/1, 53/1, 54/1, 18/1, 26/1, 5/1, 22/1, 11/1)",136.642,108008,108008,Y
"(14/1, 34/1, 23/1, 4/1, 8/1, 13/1, 25/1, 50/1, 52/1, 53/1, 29/1, 4/1, 6/1, 29/1, 19/1, 1/1)",136.683,108042,108042,Y
"(37/1, 35/1, 11/1, 59/1, 32/1, 24/1, 55/1, 31/1, 32/1, 33/1, 26/1, 8/1, 53/1, 45/1, 39/1, 47/1)",137.064,108354,108354,Y
"(43/1, 31/1, 28/1, 10/1, 6/1, 37/1, 22/1, 55/1, 11/1, 13/1, 41/1, 35/1, 36/1, 37/1, 21/1, 32/1, 37/1, 11/1, 26/1, 6/1)",141.174,111749,111749,Y
"(18/1, 9/1, 21/1, 27/1, 56/1, 58/1, 59/1, 24/1, 6/1, 22/1, 21/1)",141.923,112371,112371,Y
"(22/1, 28/1, 60/1, 59/1, 58/1, 40/1, 15/1, 43/1, 34/1, 6/1, 22/1, 52/1, 5/1, 22/1)",141.948,112389,112389,Y
"(33/1, 27/1, 14/1, 10/1, 58/1, 9/1, 12/1, 59/1, 58/1, 57/1, 57/1, 24/1, 27/1, 16/1, 12/1, 28/1, 29/1, 46/1)",142.2,112600,112600,Y
"(17/1, 2/1, 26/1, 1/1, 33/1, 59/1, 7/1, 59/1, 34/1, 35/1, 36/1, 35/1, 22/1, 29/1, 46/1, 51/1, 54/1)",143.109,113354,113354,Y
"(22/1, 44/1, 51/1, 33/1, 57/1, 54/1, 56/1, 57/1, 57/1, 26/1, 52/1, 21/1, 12/1)",143.649,113804,113804,Y
"(31/1, 17/1, 56/1, 43/1, 45/1, 46/1, 20/1, 19/1, 7/1, 33/1, 31/1, 28/1, 53/1)",143.652,113807,113807,Y
"(46/1, 24/1, 26/1, 21/1, 34/1, 53/1, 57/1, 26/1, 14/1, 50/1, 51/1, 52/1, 25/1, 4/1, 48/1, 22/1)",144.221,114281,114281,Y
"(47/1, 35/1, 52/1, 56/1, 45/1, 46/1, 47/1, 14/1, 23/1, 40/1, 6/1, 17/1, 1/1, 32/1, 31/1)",144.807,114765,114765,Y
"(44/1, 56/1, 26/1, 49/1, 34/1, 40/1, 41/1, 41/1, 50/1, 34/1, 14/1, 56/1, 5/1, 35/1)",148.631,117912,117912,Y
"(3/1, 58/1, 31/1, 21/1, 22/1, 49/1, 35/1, 56/1, 57/1, 58/1, 52/1, 22/1)",149.86,118918,118918,Y
