Adversarial Examples,Time(s),Length of Adversarial Examples
"(49.0, 49.0, 49.0, 49.0, 49.0, 12.0, 12.0, 12.0, 15.0, 15.0, 15.0, 14.0)",911.519,12
"(24.0, 24.0, 24.0, 24.0, 24.0, 20.0, 20.0, 20.0, 0.0, 0.0, 0.0, 20.0)",911.522,12
"(53.0, 53.0, 53.0, 53.0, 53.0, 27.0, 27.0, 27.0, 13.0, 13.0, 13.0, 13.0, 13.0)",911.56,13
"(38.0, 38.0, 38.0, 38.0, 38.0, 44.0, 44.0, 44.0, 40.0, 38.0, 44.0, 47.0, 44.0, 44.0)",1045.037,14
"(7.0, 7.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 37.0, 7.0, 10.0, 7.0, 10.0)",1045.091,13
"(31.0, 31.0, 31.0, 31.0, 31.0, 30.0, 30.0, 30.0, 61.0, 31.0, 30.0, 30.0, 61.0, 61.0)",1045.226,14
"(1.0, 1.0, 1.0, 1.0, 1.0, 7.0, 7.0, 7.0, 6.0, 1.0, 7.0, 6.0, 31.0, 31.0)",1045.314,14
"(28.0, 28.0, 28.0, 28.0, 28.0, 30.0, 30.0, 30.0, 29.0, 28.0, 30.0, 29.0, 30.0, 30.0)",1045.317,14
"(38.0, 38.0, 38.0, 38.0, 38.0, 34.0, 34.0, 34.0, 38.0, 38.0, 60.0, 60.0, 38.0, 38.0)",1213.692,14
"(16.0, 16.0, 16.0, 16.0, 16.0, 19.0, 19.0, 19.0, 7.0, 7.0, 11.0, 7.0, 11.0, 11.0)",1213.883,14
"(56.0, 56.0, 56.0, 56.0, 56.0, 42.0, 42.0, 42.0, 37.0, 37.0, 57.0, 37.0, 42.0, 42.0)",1213.885,14
"(45.0, 45.0, 45.0, 45.0, 45.0, 36.0, 36.0, 36.0, 44.0, 44.0, 45.0, 42.0, 44.0, 44.0)",1386.258,14
"(12.0, 12.0, 12.0, 12.0, 12.0, 17.0, 17.0, 17.0, 26.0, 26.0, 12.0, 12.0, 17.0)",1386.314,13
"(57.0, 57.0, 57.0, 57.0, 57.0, 44.0, 44.0, 44.0, 56.0, 56.0, 57.0, 57.0, 44.0, 44.0)",1386.361,14
"(14.0, 14.0, 14.0, 14.0, 14.0, 10.0, 10.0, 10.0, 13.0, 13.0, 14.0, 14.0, 13.0, 13.0)",1386.364,14
"(16.0, 16.0, 16.0, 16.0, 16.0, 20.0, 20.0, 20.0, 16.0, 16.0, 16.0, 20.0, 16.0)",1386.417,13
"(8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 10.0, 10.0, 30.0, 30.0, 8.0, 10.0, 10.0, 10.0)",1386.462,14
"(39.0, 39.0, 39.0, 39.0, 39.0, 41.0, 41.0, 41.0, 48.0, 48.0, 39.0, 48.0, 48.0, 48.0)",1386.547,14
"(41.0, 41.0, 41.0, 41.0, 41.0, 38.0, 38.0, 38.0, 39.0, 39.0, 38.0, 58.0, 39.0, 39.0)",1591.272,14
"(27.0, 27.0, 27.0, 27.0, 27.0, 24.0, 24.0, 24.0, 26.0, 26.0, 24.0, 27.0, 26.0, 26.0)",1591.356,14
"(32.0, 32.0, 32.0, 32.0, 32.0, 24.0, 24.0, 24.0, 23.0, 23.0, 24.0, 24.0, 23.0)",1591.414,13
"(61.0, 61.0, 61.0, 61.0, 61.0, 50.0, 50.0, 50.0, 46.0, 46.0, 50.0, 50.0, 61.0, 61.0)",1591.451,14
"(43.0, 43.0, 43.0, 43.0, 43.0, 27.0, 27.0, 27.0, 25.0, 25.0, 27.0, 25.0, 27.0)",1591.509,13
"(1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 6.0, 6.0, 22.0, 1.0, 6.0, 1.0, 8.0, 8.0, 8.0)",1805.254,15
"(10.0, 10.0, 10.0, 10.0, 10.0, 14.0, 14.0, 14.0, 22.0, 10.0, 14.0, 10.0, 1.0, 14.0, 14.0)",1805.257,15
"(57.0, 57.0, 57.0, 57.0, 57.0, 58.0, 58.0, 58.0, 13.0, 57.0, 58.0, 57.0, 57.0, 13.0)",1805.33,14
"(35.0, 35.0, 35.0, 35.0, 35.0, 38.0, 38.0, 38.0, 52.0, 35.0, 38.0, 35.0, 35.0, 52.0, 52.0)",1805.372,15
"(60.0, 60.0, 60.0, 60.0, 60.0, 57.0, 57.0, 57.0, 60.0, 60.0, 57.0, 60.0, 57.0, 49.0, 49.0)",1805.461,15
"(23.0, 23.0, 23.0, 23.0, 23.0, 21.0, 21.0, 21.0, 23.0, 23.0, 21.0, 23.0, 21.0, 23.0, 23.0)",1805.462,15
"(51.0, 51.0, 51.0, 51.0, 51.0, 36.0, 36.0, 36.0, 40.0, 51.0, 36.0, 51.0, 40.0, 40.0, 40.0)",1805.552,15
"(3.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 43.0, 3.0, 7.0, 43.0, 27.0, 3.0, 3.0)",2015.728,15
"(54.0, 54.0, 54.0, 54.0, 54.0, 59.0, 59.0, 59.0, 55.0, 54.0, 59.0, 55.0, 59.0, 55.0, 55.0)",2015.9,15
"(60.0, 60.0, 60.0, 60.0, 60.0, 52.0, 52.0, 52.0, 57.0, 60.0, 52.0, 57.0, 57.0, 35.0, 35.0)",2015.981,15
"(52.0, 52.0, 52.0, 52.0, 52.0, 0.0, 0.0, 0.0, 21.0, 21.0, 16.0, 16.0, 20.0, 0.0)",2252.939,14
"(59.0, 59.0, 59.0, 59.0, 59.0, 54.0, 54.0, 54.0, 49.0, 49.0, 35.0, 35.0, 59.0, 54.0, 54.0)",2253.103,15
"(44.0, 44.0, 44.0, 44.0, 44.0, 50.0, 50.0, 50.0, 61.0, 61.0, 14.0, 14.0, 14.0, 44.0)",2253.164,14
"(27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 41.0, 41.0, 41.0, 27.0)",2253.171,14
"(20.0, 20.0, 20.0, 20.0, 20.0, 24.0, 24.0, 24.0, 59.0, 59.0, 44.0, 44.0, 44.0, 44.0, 44.0)",2253.222,15
"(52.0, 52.0, 52.0, 52.0, 52.0, 57.0, 57.0, 57.0, 25.0, 25.0, 59.0, 59.0, 57.0, 61.0, 61.0)",2253.326,15
"(59.0, 59.0, 59.0, 59.0, 59.0, 53.0, 53.0, 53.0, 29.0, 29.0, 44.0, 44.0, 53.0, 44.0, 44.0)",2253.332,15
"(49.0, 49.0, 49.0, 49.0, 49.0, 58.0, 58.0, 58.0, 50.0, 50.0, 3.0, 3.0, 58.0, 58.0, 58.0)",2253.335,15
"(20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 19.0, 19.0, 29.0, 29.0, 19.0, 20.0)",2253.4,14
"(39.0, 39.0, 39.0, 39.0, 39.0, 34.0, 34.0, 34.0, 52.0, 52.0, 39.0, 34.0, 32.0, 39.0, 39.0)",2542.435,15
"(35.0, 35.0, 35.0, 35.0, 35.0, 42.0, 42.0, 42.0, 38.0, 38.0, 35.0, 42.0, 35.0, 35.0, 35.0)",2542.534,15
"(46.0, 46.0, 46.0, 46.0, 46.0, 47.0, 47.0, 47.0, 38.0, 38.0, 46.0, 47.0, 46.0, 38.0, 38.0)",2542.537,15
"(36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 44.0, 44.0, 36.0, 36.0, 36.0, 34.0)",2542.594,14
"(34.0, 34.0, 34.0, 34.0, 34.0, 38.0, 38.0, 38.0, 31.0, 31.0, 34.0, 38.0, 31.0, 38.0)",2542.683,14
"(55.0, 55.0, 55.0, 55.0, 55.0, 49.0, 49.0, 49.0, 59.0, 59.0, 55.0, 49.0, 59.0, 48.0, 48.0)",2542.722,15
"(15.0, 15.0, 15.0, 15.0, 15.0, 3.0, 3.0, 3.0, 6.0, 6.0, 2.0, 2.0, 2.0, 23.0, 23.0, 23.0)",2948.778,16
"(20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 43.0, 43.0, 60.0, 60.0, 60.0, 20.0, 20.0)",2948.852,15
"(46.0, 46.0, 46.0, 46.0, 46.0, 47.0, 47.0, 47.0, 8.0, 8.0, 50.0, 50.0, 50.0, 46.0, 46.0, 46.0)",2948.9,16
"(30.0, 30.0, 30.0, 30.0, 30.0, 13.0, 13.0, 13.0, 12.0, 12.0, 14.0, 14.0, 14.0, 14.0, 30.0)",2948.968,15
"(50.0, 50.0, 50.0, 50.0, 50.0, 46.0, 46.0, 46.0, 20.0, 20.0, 35.0, 35.0, 35.0, 35.0, 46.0)",2948.977,15
"(21.0, 21.0, 21.0, 21.0, 21.0, 20.0, 20.0, 20.0, 1.0, 1.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0)",2949.025,16
"(4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 40.0, 40.0, 51.0, 51.0, 51.0, 51.0, 5.0, 5.0)",2949.027,16
"(2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 27.0, 27.0, 53.0, 53.0, 53.0, 53.0, 27.0, 27.0)",2949.028,16
"(47.0, 47.0, 47.0, 47.0, 47.0, 53.0, 53.0, 53.0, 15.0, 15.0, 60.0, 60.0, 60.0, 53.0, 47.0, 47.0)",2949.146,16
"(3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 39.0, 39.0, 26.0, 26.0, 26.0, 4.0, 26.0, 26.0)",2949.148,16
"(29.0, 29.0, 29.0, 29.0, 29.0, 38.0, 38.0, 38.0, 47.0, 47.0, 45.0, 45.0, 45.0, 47.0, 47.0, 47.0)",2949.265,16
"(2.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 30.0, 30.0, 12.0, 12.0, 8.0, 11.0, 30.0)",3270.549,15
"(35.0, 35.0, 35.0, 35.0, 35.0, 39.0, 39.0, 39.0, 24.0, 24.0, 61.0, 61.0, 39.0, 35.0, 31.0)",3270.669,15
"(40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 60.0, 60.0, 18.0, 18.0, 40.0, 40.0, 18.0)",3270.675,15
"(51.0, 51.0, 51.0, 51.0, 51.0, 42.0, 42.0, 42.0, 31.0, 31.0, 13.0, 13.0, 42.0, 51.0, 51.0, 51.0)",3270.723,16
"(22.0, 22.0, 22.0, 22.0, 22.0, 37.0, 37.0, 37.0, 36.0, 36.0, 38.0, 38.0, 37.0, 38.0, 38.0, 38.0)",3270.851,16
"(53.0, 53.0, 53.0, 53.0, 53.0, 51.0, 51.0, 51.0, 61.0, 61.0, 43.0, 43.0, 51.0, 51.0, 53.0)",3270.912,15
"(2.0, 2.0, 2.0, 2.0, 2.0, 10.0, 10.0, 10.0, 17.0, 17.0, 36.0, 36.0, 10.0, 10.0, 2.0, 2.0)",3270.966,16
"(40.0, 40.0, 40.0, 40.0, 40.0, 44.0, 44.0, 44.0, 30.0, 30.0, 13.0, 13.0, 44.0, 44.0, 44.0, 44.0)",3270.971,16
"(58.0, 58.0, 58.0, 58.0, 58.0, 44.0, 44.0, 44.0, 42.0, 42.0, 58.0, 44.0, 44.0, 11.0, 30.0, 30.0)",3638.667,16
"(6.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 10.0, 10.0, 10.0, 10.0)",3638.809,15
"(54.0, 54.0, 54.0, 54.0, 54.0, 45.0, 45.0, 45.0, 20.0, 20.0, 54.0, 45.0, 45.0, 45.0, 54.0, 54.0)",3638.843,16
"(29.0, 29.0, 29.0, 29.0, 29.0, 0.0, 0.0, 0.0, 34.0, 34.0, 29.0, 0.0, 0.0, 0.0, 34.0, 34.0)",3638.847,16
"(60.0, 60.0, 60.0, 60.0, 60.0, 53.0, 53.0, 53.0, 29.0, 29.0, 60.0, 53.0, 29.0, 30.0, 30.0, 30.0)",3978.724,16
"(50.0, 50.0, 50.0, 50.0, 50.0, 44.0, 44.0, 44.0, 41.0, 41.0, 50.0, 44.0, 41.0, 25.0, 41.0, 41.0)",3978.727,16
"(29.0, 29.0, 29.0, 29.0, 29.0, 30.0, 30.0, 30.0, 42.0, 42.0, 29.0, 30.0, 42.0, 29.0, 42.0, 42.0)",3978.814,16
"(31.0, 31.0, 31.0, 31.0, 31.0, 28.0, 28.0, 28.0, 34.0, 34.0, 31.0, 28.0, 34.0, 28.0, 14.0, 14.0)",3978.906,16
"(42.0, 42.0, 42.0, 42.0, 42.0, 36.0, 36.0, 36.0, 49.0, 49.0, 42.0, 36.0, 49.0, 49.0, 42.0)",3978.963,15
"(40.0, 40.0, 40.0, 40.0, 40.0, 42.0, 42.0, 42.0, 37.0, 37.0, 58.0, 58.0, 58.0, 58.0, 10.0, 40.0, 40.0)",4467.808,17
"(51.0, 51.0, 51.0, 51.0, 51.0, 55.0, 55.0, 55.0, 59.0, 59.0, 51.0, 51.0, 51.0, 51.0, 32.0, 32.0, 32.0)",4467.809,17
"(55.0, 55.0, 55.0, 55.0, 55.0, 48.0, 48.0, 48.0, 35.0, 35.0, 48.0, 48.0, 48.0, 48.0, 42.0, 48.0, 48.0)",4467.813,17
"(3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 24.0, 24.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0)",4467.925,17
"(45.0, 45.0, 45.0, 45.0, 45.0, 3.0, 3.0, 3.0, 14.0, 14.0, 20.0, 20.0, 20.0, 20.0, 20.0, 25.0)",4467.996,16
"(45.0, 45.0, 45.0, 45.0, 45.0, 1.0, 1.0, 1.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 1.0)",4468.003,16
"(11.0, 11.0, 11.0, 11.0, 11.0, 7.0, 7.0, 7.0, 20.0, 20.0, 17.0, 17.0, 17.0, 17.0, 17.0, 20.0)",4468.011,16
"(44.0, 44.0, 44.0, 44.0, 44.0, 0.0, 0.0, 0.0, 46.0, 46.0, 33.0, 33.0, 33.0, 33.0, 33.0, 50.0, 50.0)",4468.053,17
"(19.0, 19.0, 19.0, 19.0, 19.0, 22.0, 22.0, 22.0, 0.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 22.0, 22.0)",4468.058,17
"(5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 16.0, 16.0, 5.0, 5.0, 5.0, 5.0, 16.0, 5.0)",4468.237,16
"(51.0, 51.0, 51.0, 51.0, 51.0, 24.0, 24.0, 24.0, 50.0, 50.0, 34.0, 34.0, 24.0, 24.0, 23.0, 23.0, 23.0)",5034.143,17
"(47.0, 47.0, 47.0, 47.0, 47.0, 0.0, 0.0, 0.0, 51.0, 51.0, 57.0, 57.0, 0.0, 0.0, 40.0, 0.0, 0.0)",5034.146,17
"(45.0, 45.0, 45.0, 45.0, 45.0, 40.0, 40.0, 40.0, 41.0, 41.0, 8.0, 8.0, 40.0, 40.0, 45.0, 41.0)",5034.226,16
"(36.0, 36.0, 36.0, 36.0, 36.0, 17.0, 17.0, 17.0, 9.0, 9.0, 8.0, 8.0, 17.0, 17.0, 36.0, 36.0, 36.0)",5034.273,17
"(52.0, 52.0, 52.0, 52.0, 52.0, 48.0, 48.0, 48.0, 44.0, 44.0, 11.0, 11.0, 48.0, 48.0, 52.0, 44.0, 44.0)",5034.278,17
"(39.0, 39.0, 39.0, 39.0, 39.0, 38.0, 38.0, 38.0, 56.0, 56.0, 36.0, 36.0, 38.0, 38.0, 36.0, 39.0)",5034.339,16
"(56.0, 56.0, 56.0, 56.0, 56.0, 44.0, 44.0, 44.0, 38.0, 38.0, 26.0, 26.0, 44.0, 44.0, 44.0, 46.0)",5034.453,16
"(43.0, 43.0, 43.0, 43.0, 43.0, 44.0, 44.0, 44.0, 16.0, 16.0, 38.0, 38.0, 44.0, 44.0, 44.0, 16.0)",5034.465,16
"(35.0, 35.0, 35.0, 35.0, 35.0, 37.0, 37.0, 37.0, 32.0, 32.0, 7.0, 7.0, 37.0, 37.0, 32.0, 9.0)",5034.563,16
"(20.0, 20.0, 20.0, 20.0, 20.0, 47.0, 47.0, 47.0, 51.0, 51.0, 51.0, 51.0, 47.0, 47.0, 51.0, 47.0, 47.0)",5034.621,17
"(49.0, 49.0, 49.0, 49.0, 49.0, 57.0, 57.0, 57.0, 22.0, 22.0, 49.0, 57.0, 57.0, 33.0, 37.0, 61.0, 61.0)",5484.171,17
"(7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 2.0, 2.0, 18.0, 18.0, 7.0, 2.0, 2.0, 49.0, 35.0, 35.0, 35.0)",5484.174,17
"(9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 38.0, 38.0, 9.0, 9.0, 9.0, 47.0, 9.0, 9.0, 9.0)",5484.296,17
"(55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 39.0, 39.0, 55.0, 55.0, 55.0, 0.0, 0.0, 0.0, 0.0)",5484.416,17
"(9.0, 9.0, 9.0, 9.0, 9.0, 5.0, 5.0, 5.0, 5.0, 5.0, 9.0, 5.0, 5.0, 5.0, 47.0, 16.0, 16.0)",5944.239,17
"(13.0, 13.0, 13.0, 13.0, 13.0, 21.0, 21.0, 21.0, 16.0, 16.0, 13.0, 21.0, 21.0, 21.0, 49.0, 21.0, 21.0)",5944.246,17
"(11.0, 11.0, 11.0, 11.0, 11.0, 17.0, 17.0, 17.0, 17.0, 17.0, 11.0, 17.0, 17.0, 17.0, 11.0, 17.0, 17.0)",5944.34,17
"(44.0, 44.0, 44.0, 44.0, 44.0, 52.0, 52.0, 52.0, 21.0, 21.0, 44.0, 52.0, 52.0, 52.0, 52.0, 1.0, 1.0)",5944.416,17
"(28.0, 28.0, 28.0, 28.0, 28.0, 26.0, 26.0, 26.0, 49.0, 49.0, 28.0, 26.0, 26.0, 26.0, 26.0, 49.0, 49.0)",5944.423,17
"(10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 17.0, 17.0, 10.0, 8.0, 8.0, 8.0, 17.0, 17.0, 17.0)",5944.524,17
"(45.0, 45.0, 45.0, 45.0, 45.0, 51.0, 51.0, 51.0, 31.0, 31.0, 45.0, 51.0, 31.0, 30.0, 7.0, 2.0)",6429.072,16
"(31.0, 31.0, 31.0, 31.0, 31.0, 34.0, 34.0, 34.0, 57.0, 57.0, 31.0, 34.0, 57.0, 29.0, 47.0, 34.0)",6429.082,16
"(30.0, 30.0, 30.0, 30.0, 30.0, 31.0, 31.0, 31.0, 29.0, 29.0, 30.0, 31.0, 29.0, 7.0, 58.0, 7.0)",6429.087,16
"(27.0, 27.0, 27.0, 27.0, 27.0, 26.0, 26.0, 26.0, 27.0, 27.0, 27.0, 26.0, 27.0, 5.0, 5.0, 26.0)",6429.335,16
"(44.0, 44.0, 44.0, 44.0, 44.0, 47.0, 47.0, 47.0, 31.0, 31.0, 44.0, 47.0, 31.0, 56.0, 31.0, 47.0)",6429.553,16
"(42.0, 42.0, 42.0, 42.0, 42.0, 52.0, 52.0, 52.0, 44.0, 44.0, 42.0, 52.0, 44.0, 12.0, 44.0, 42.0, 42.0)",6429.608,17
"(57.0, 57.0, 57.0, 57.0, 57.0, 47.0, 47.0, 47.0, 47.0, 47.0, 37.0, 37.0, 37.0, 37.0, 24.0, 7.0, 56.0, 56.0)",7094.948,18
"(56.0, 56.0, 56.0, 56.0, 56.0, 55.0, 55.0, 55.0, 34.0, 34.0, 20.0, 20.0, 20.0, 20.0, 26.0, 53.0, 56.0, 56.0)",7094.949,18
"(15.0, 15.0, 15.0, 15.0, 15.0, 21.0, 21.0, 21.0, 21.0, 21.0, 28.0, 28.0, 28.0, 28.0, 6.0, 15.0, 6.0)",7095.035,17
"(3.0, 3.0, 3.0, 3.0, 3.0, 46.0, 46.0, 46.0, 42.0, 42.0, 45.0, 45.0, 45.0, 45.0, 61.0, 3.0, 46.0)",7095.037,17
"(43.0, 43.0, 43.0, 43.0, 43.0, 45.0, 45.0, 45.0, 12.0, 12.0, 28.0, 28.0, 28.0, 28.0, 48.0, 43.0, 45.0, 45.0)",7095.099,18
"(19.0, 19.0, 19.0, 19.0, 19.0, 18.0, 18.0, 18.0, 15.0, 15.0, 20.0, 20.0, 20.0, 20.0, 30.0, 19.0, 20.0, 20.0)",7095.101,18
"(37.0, 37.0, 37.0, 37.0, 37.0, 35.0, 35.0, 35.0, 21.0, 21.0, 25.0, 25.0, 25.0, 25.0, 4.0, 4.0, 21.0)",7095.184,17
"(61.0, 61.0, 61.0, 61.0, 61.0, 42.0, 42.0, 42.0, 28.0, 28.0, 27.0, 27.0, 27.0, 27.0, 13.0, 13.0, 61.0, 61.0)",7095.243,18
"(50.0, 50.0, 50.0, 50.0, 50.0, 1.0, 1.0, 1.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0)",7095.244,18
"(35.0, 35.0, 35.0, 35.0, 35.0, 36.0, 36.0, 36.0, 40.0, 40.0, 10.0, 10.0, 10.0, 10.0, 1.0, 1.0, 36.0, 36.0)",7095.246,18
"(50.0, 50.0, 50.0, 50.0, 50.0, 53.0, 53.0, 53.0, 3.0, 3.0, 17.0, 17.0, 17.0, 17.0, 56.0, 53.0, 37.0)",7095.322,17
"(13.0, 13.0, 13.0, 13.0, 13.0, 7.0, 7.0, 7.0, 6.0, 6.0, 48.0, 48.0, 48.0, 48.0, 47.0, 7.0, 7.0, 7.0)",7095.388,18
"(43.0, 43.0, 43.0, 43.0, 43.0, 38.0, 38.0, 38.0, 12.0, 12.0, 3.0, 3.0, 3.0, 3.0, 12.0, 12.0, 38.0)",7095.471,17
"(56.0, 56.0, 56.0, 56.0, 56.0, 59.0, 59.0, 59.0, 15.0, 15.0, 18.0, 18.0, 18.0, 18.0, 59.0, 15.0, 18.0)",7095.478,17
"(47.0, 47.0, 47.0, 47.0, 47.0, 38.0, 38.0, 38.0, 34.0, 34.0, 35.0, 35.0, 35.0, 35.0, 53.0, 34.0, 47.0, 47.0)",7095.535,18
"(43.0, 43.0, 43.0, 43.0, 43.0, 28.0, 28.0, 28.0, 25.0, 25.0, 27.0, 27.0, 27.0, 27.0, 12.0, 25.0, 28.0, 28.0)",7095.538,18
