Adversarial Examples,Time(s),Length of Adversarial Examples
"(42/1, 23/1)",73.461,2
"(16/1, 30/1)",73.493,2
"(49/1, 4/1, 4/1)",73.582,3
"(10/1, 35/1)",73.702,2
"(8/1, 29/1)",73.753,2
"(38/1, 46/1)",73.761,2
"(23/1, 55/1)",73.815,2
"(34/1, 18/1)",73.899,2
"(56/1, 25/1)",73.94,2
"(15/1, 22/1)",73.976,2
"(52/1, 52/1, 12/1)",74.039,3
"(40/1, 17/1)",74.081,2
"(7/1, 8/1)",74.102,2
"(47/1, 19/1)",74.161,2
"(19/1, 31/1)",74.208,2
"(43/1, 36/1)",74.327,2
"(49/1, 30/1)",74.483,2
"(41/1, 37/1)",74.502,2
"(57/1, 4/1, 4/1)",74.581,3
"(39/1, 21/1)",74.675,2
"(56/1, 20/1)",74.801,2
"(11/1, 60/1)",74.81,2
"(52/1, 19/1, 19/1)",74.9,3
"(20/1, 10/1)",74.918,2
"(40/1, 55/1)",74.955,2
"(51/1, 39/1)",75.033,2
"(57/1, 42/1)",75.107,2
"(41/1, 2/1)",75.135,2
"(60/1, 12/1, 60/1)",75.166,3
"(37/1, 47/1)",75.183,2
"(60/1, 58/1, 60/1)",75.201,3
"(33/1, 16/1)",75.204,2
"(50/1, 25/1)",75.221,2
"(6/1, 55/1)",75.234,2
"(52/1, 3/1)",75.271,2
"(55/1, 35/1)",75.48,2
"(10/1, 57/1)",75.491,2
"(28/1, 32/1)",75.525,2
"(31/1, 47/1)",75.537,2
"(5/1, 4/1)",75.602,2
"(28/1, 4/1)",75.629,2
"(46/1, 52/1, 52/1)",75.661,3
"(42/1, 28/1)",75.848,2
"(2/1, 35/1)",75.904,2
"(52/1, 39/1)",75.932,2
"(60/1, 46/1)",75.979,2
"(53/1, 46/1)",76.162,2
"(41/1, 37/1, 37/1)",76.177,3
"(12/1, 12/1, 40/1)",76.18,3
"(1/1, 59/1, 59/1)",76.234,3
"(4/1, 16/1)",76.268,2
"(9/1, 11/1)",76.272,2
"(58/1, 5/1)",76.453,2
"(13/1, 24/1)",76.458,2
"(35/1, 23/1)",76.5,2
"(27/1, 60/1)",76.509,2
"(22/1, 57/1)",76.542,2
"(55/1, 4/1)",76.629,2
"(58/1, 12/1)",76.694,2
"(50/1, 41/1)",76.753,2
"(23/1, 43/1)",76.759,2
"(31/1, 6/1)",76.81,2
"(21/1, 60/1)",76.813,2
"(9/1, 27/1)",76.84,2
"(13/1, 15/1)",76.868,2
"(18/1, 35/1)",76.928,2
"(9/1, 24/1)",76.988,2
"(54/1, 9/1)",77.092,2
"(7/1, 42/1)",77.17,2
"(41/1, 31/1)",77.242,2
"(59/1, 14/1, 14/1)",77.295,3
"(58/1, 60/1)",77.326,2
"(30/1, 4/1)",77.334,2
"(4/1, 6/1, 6/1)",77.371,3
"(32/1, 22/1)",77.43,2
"(55/1, 12/1)",77.45,2
"(13/1, 5/1)",77.46,2
"(30/1, 12/1)",77.476,2
"(39/1, 18/1)",77.507,2
"(13/1, 29/1)",77.618,2
"(50/1, 1/1, 50/1)",77.667,3
"(36/1, 43/1)",77.743,2
"(9/1, 58/1)",77.799,2
"(18/1, 25/1)",77.847,2
"(46/1, 54/1)",78.032,2
"(44/1, 31/1)",78.075,2
"(50/1, 50/1, 27/1)",78.131,3
"(38/1, 29/1)",78.151,2
"(10/1, 39/1)",78.219,2
"(27/1, 54/1)",78.256,2
"(49/1, 8/1)",78.333,2
"(2/1, 1/1, 38/1, 37/1, 33/1, 4/1, 2/1)",78.583,7
"(4/1, 5/1)",78.594,2
"(15/1, 34/1)",78.699,2
"(24/1, 57/1, 57/1)",78.712,3
"(39/1, 60/1)",78.789,2
"(3/1, 16/1)",79.14,2
"(26/1, 16/1, 26/1)",79.159,3
"(49/1, 28/1)",79.163,2
"(51/1, 32/1)",79.224,2
"(17/1, 60/1)",79.253,2
"(24/1, 32/1)",79.281,2
"(43/1, 10/1, 43/1)",79.379,3
"(43/1, 46/1)",79.471,2
"(49/1, 13/1)",79.494,2
"(12/1, 17/1)",79.671,2
"(33/1, 21/1)",79.685,2
"(54/1, 25/1)",79.716,2
"(34/1, 24/1)",79.727,2
"(39/1, 25/1)",79.81,2
"(14/1, 45/1)",79.9,2
"(59/1, 53/1)",79.934,2
"(47/1, 29/1)",79.95,2
"(40/1, 59/1)",79.98,2
"(34/1, 48/1)",79.989,2
"(41/1, 13/1)",80.077,2
"(24/1, 44/1)",80.112,2
"(26/1, 26/1, 6/1)",80.249,3
"(15/1, 20/1)",80.384,2
"(37/1, 42/1)",80.443,2
"(10/1, 24/1)",80.473,2
"(39/1, 57/1)",80.554,2
"(34/1, 22/1)",80.585,2
"(1/1, 55/1)",80.614,2
"(27/1, 43/1)",80.738,2
"(14/1, 47/1, 14/1)",80.927,3
"(12/1, 15/1)",80.977,2
"(46/1, 35/1)",81.023,2
"(21/1, 36/1)",81.142,2
"(24/1, 52/1, 52/1)",81.233,3
"(6/1, 1/1)",81.258,2
"(59/1, 13/1)",81.263,2
"(15/1, 52/1)",81.308,2
"(28/1, 42/1)",81.347,2
"(20/1, 30/1)",81.502,2
"(57/1, 52/1)",81.505,2
"(60/1, 11/1)",81.729,2
"(56/1, 10/1)",81.846,2
"(4/1, 25/1)",81.975,2
"(12/1, 33/1)",82.064,2
"(26/1, 50/1)",82.07,2
"(60/1, 45/1)",82.32,2
"(26/1, 19/1)",82.472,2
"(52/1, 15/1)",82.49,2
"(18/1, 24/1)",82.58,2
"(22/1, 50/1)",82.671,2
"(28/1, 28/1, 54/1)",82.698,3
"(51/1, 5/1)",82.703,2
"(41/1, 41/1, 36/1)",82.76,3
"(2/1, 50/1)",82.852,2
"(24/1, 7/1)",82.935,2
"(30/1, 53/1)",83.005,2
"(3/1, 46/1)",83.063,2
"(60/1, 50/1)",83.087,2
"(40/1, 37/1)",83.094,2
"(12/1, 27/1)",83.339,2
"(23/1, 23/1, 42/1)",83.433,3
"(55/1, 33/1)",83.511,2
"(60/1, 30/1)",83.521,2
"(55/1, 2/1)",83.591,2
"(60/1, 27/1, 27/1)",83.627,3
"(48/1, 53/1)",83.7,2
"(33/1, 9/1)",83.727,2
"(43/1, 43/1, 37/1)",83.736,3
"(47/1, 47/1, 24/1)",83.864,3
"(12/1, 32/1)",83.891,2
"(54/1, 10/1)",83.899,2
"(7/1, 21/1)",83.962,2
"(15/1, 59/1)",84.065,2
"(24/1, 30/1)",84.118,2
"(40/1, 11/1)",84.12,2
"(15/1, 31/1)",84.125,2
"(47/1, 4/1)",84.139,2
"(3/1, 20/1)",84.289,2
"(46/1, 51/1)",84.297,2
"(14/1, 25/1)",84.355,2
"(15/1, 6/1, 15/1)",84.48,3
"(51/1, 8/1)",84.485,2
"(49/1, 10/1)",84.56,2
"(7/1, 45/1)",84.577,2
"(38/1, 40/1, 38/1)",84.599,3
"(1/1, 56/1)",84.677,2
"(36/1, 18/1)",85.025,2
"(30/1, 58/1)",85.032,2
"(4/1, 28/1)",85.047,2
"(12/1, 38/1, 12/1)",85.069,3
"(29/1, 36/1)",85.076,2
"(5/1, 1/1)",85.087,2
"(25/1, 49/1)",85.099,2
"(43/1, 28/1)",85.169,2
"(11/1, 8/1, 11/1)",85.208,3
"(42/1, 56/1)",85.25,2
"(49/1, 53/1)",85.268,2
"(32/1, 54/1)",85.337,2
"(52/1, 12/1)",85.436,2
"(47/1, 60/1, 47/1)",85.503,3
"(21/1, 17/1)",85.558,2
"(26/1, 51/1)",85.626,2
"(42/1, 8/1)",85.638,2
"(3/1, 45/1)",85.655,2
"(29/1, 33/1)",85.715,2
"(42/1, 42/1, 20/1)",85.846,3
"(48/1, 24/1)",85.882,2
"(18/1, 49/1)",85.972,2
"(60/1, 54/1)",85.984,2
"(48/1, 6/1)",86.027,2
"(53/1, 3/1)",86.054,2
"(8/1, 42/1)",86.097,2
"(34/1, 37/1)",86.157,2
"(25/1, 16/1)",86.204,2
"(30/1, 13/1)",86.351,2
"(28/1, 35/1, 28/1)",86.372,3
"(21/1, 21/1, 3/1)",86.398,3
"(7/1, 10/1)",86.47,2
"(47/1, 28/1)",86.49,2
"(58/1, 44/1)",86.553,2
"(59/1, 25/1)",86.611,2
"(22/1, 58/1)",86.628,2
"(53/1, 36/1)",86.642,2
"(12/1, 24/1)",86.791,2
"(15/1, 5/1)",86.796,2
"(46/1, 55/1)",86.815,2
"(40/1, 21/1)",86.881,2
"(53/1, 51/1)",86.908,2
"(14/1, 54/1)",86.972,2
"(47/1, 16/1)",86.998,2
"(2/1, 46/1)",87.041,2
"(1/1, 26/1)",87.194,2
"(13/1, 32/1, 32/1)",87.214,3
"(1/1, 3/1)",87.243,2
"(29/1, 1/1)",87.256,2
"(59/1, 32/1)",87.269,2
"(30/1, 45/1)",87.338,2
"(40/1, 5/1)",87.459,2
"(56/1, 6/1, 56/1)",87.492,3
"(7/1, 1/1)",87.555,2
"(13/1, 41/1)",87.564,2
"(20/1, 9/1)",87.623,2
"(37/1, 59/1)",87.633,2
"(44/1, 23/1)",87.702,2
"(58/1, 17/1)",87.73,2
"(7/1, 48/1)",87.97,2
"(44/1, 22/1)",88.002,2
"(16/1, 14/1)",88.04,2
"(36/1, 48/1)",88.085,2
"(12/1, 31/1)",88.091,2
"(1/1, 8/1)",88.108,2
"(11/1, 24/1)",88.297,2
"(15/1, 4/1)",88.343,2
"(46/1, 7/1)",88.36,2
"(60/1, 35/1)",88.434,2
"(6/1, 16/1)",88.467,2
"(54/1, 30/1, 30/1)",88.489,3
"(18/1, 8/1)",88.562,2
"(6/1, 43/1)",88.567,2
"(44/1, 57/1)",88.748,2
"(7/1, 7/1, 37/1)",88.933,3
"(44/1, 27/1)",88.936,2
"(38/1, 24/1)",89.071,2
"(53/1, 55/1, 53/1)",89.088,3
"(33/1, 47/1)",89.096,2
"(43/1, 21/1)",89.1,2
"(9/1, 26/1)",89.121,2
"(16/1, 38/1)",89.183,2
"(54/1, 56/1, 6/1, 9/1, 8/1, 9/1, 46/1, 53/1, 52/1)",89.19,9
"(45/1, 17/1, 17/1)",89.234,3
"(25/1, 37/1)",89.275,2
"(13/1, 44/1)",89.317,2
"(21/1, 18/1)",89.331,2
"(43/1, 10/1)",89.368,2
"(60/1, 16/1)",89.43,2
"(33/1, 17/1)",89.539,2
"(24/1, 4/1)",89.664,2
"(42/1, 20/1)",89.787,2
"(58/1, 46/1)",89.854,2
"(41/1, 4/1)",89.968,2
"(8/1, 8/1, 58/1)",90.083,3
"(28/1, 34/1)",90.126,2
"(33/1, 8/1)",90.177,2
"(59/1, 35/1)",90.264,2
"(7/1, 20/1, 7/1)",90.275,3
"(29/1, 29/1, 24/1)",90.284,3
"(6/1, 55/1, 6/1)",90.401,3
"(44/1, 48/1)",90.441,2
"(22/1, 35/1)",90.447,2
"(55/1, 31/1)",90.536,2
"(48/1, 31/1)",90.666,2
"(57/1, 44/1)",90.86,2
"(19/1, 19/1, 49/1)",90.915,3
"(35/1, 52/1)",90.999,2
"(2/1, 51/1)",91.032,2
"(41/1, 27/1)",91.036,2
"(25/1, 59/1)",91.078,2
"(10/1, 40/1)",91.105,2
"(29/1, 12/1)",91.152,2
"(19/1, 45/1)",91.179,2
"(25/1, 33/1)",91.262,2
"(13/1, 9/1)",91.372,2
"(45/1, 4/1)",91.424,2
"(46/1, 3/1)",91.469,2
"(34/1, 27/1)",91.663,2
"(52/1, 25/1)",91.694,2
"(40/1, 10/1)",91.876,2
"(8/1, 7/1)",91.902,2
"(11/1, 46/1)",91.948,2
"(8/1, 55/1)",91.999,2
"(40/1, 35/1)",92.114,2
"(8/1, 40/1)",92.118,2
"(55/1, 55/1, 32/1)",92.249,3
"(29/1, 29/1, 31/1)",92.281,3
"(49/1, 38/1)",92.302,2
"(36/1, 53/1)",92.319,2
"(51/1, 26/1)",92.355,2
"(20/1, 45/1, 20/1)",92.379,3
"(47/1, 3/1)",92.412,2
"(48/1, 16/1)",92.475,2
"(8/1, 2/1)",92.536,2
"(21/1, 23/1)",92.856,2
"(25/1, 40/1)",92.931,2
"(28/1, 48/1)",92.98,2
"(32/1, 40/1, 40/1)",93.167,3
"(3/1, 30/1)",93.231,2
"(32/1, 16/1)",93.285,2
"(38/1, 6/1)",93.339,2
"(56/1, 13/1)",93.559,2
"(13/1, 8/1)",93.624,2
"(25/1, 35/1)",93.667,2
"(24/1, 20/1)",93.702,2
"(60/1, 60/1, 1/1)",93.727,3
"(8/1, 52/1)",93.828,2
"(13/1, 26/1)",93.905,2
"(52/1, 46/1)",93.954,2
"(54/1, 27/1)",94.003,2
"(11/1, 47/1)",94.127,2
"(6/1, 32/1)",94.212,2
"(38/1, 49/1)",94.282,2
"(53/1, 43/1)",94.474,2
"(48/1, 31/1, 31/1)",94.53,3
"(50/1, 10/1)",94.55,2
"(20/1, 32/1)",94.567,2
"(34/1, 23/1)",94.571,2
"(14/1, 14/1, 46/1)",94.589,3
"(7/1, 54/1)",94.698,2
"(5/1, 13/1)",94.71,2
"(1/1, 59/1)",94.864,2
"(60/1, 32/1)",94.879,2
"(14/1, 14/1, 42/1)",94.89,3
"(20/1, 35/1)",94.916,2
"(21/1, 12/1)",95.215,2
"(32/1, 34/1)",95.444,2
"(11/1, 47/1, 47/1)",95.464,3
"(9/1, 34/1)",95.497,2
"(14/1, 7/1)",95.564,2
"(11/1, 8/1)",95.617,2
"(57/1, 6/1)",95.625,2
"(39/1, 12/1)",95.85,2
"(30/1, 46/1)",95.963,2
"(50/1, 60/1)",95.988,2
"(21/1, 45/1, 21/1)",96.019,3
"(31/1, 31/1, 8/1)",96.061,3
"(28/1, 37/1)",96.086,2
"(14/1, 49/1)",96.103,2
"(31/1, 16/1)",96.118,2
"(46/1, 23/1)",96.152,2
"(25/1, 30/1)",96.257,2
"(10/1, 13/1)",96.398,2
"(38/1, 13/1)",96.428,2
"(31/1, 8/1)",96.678,2
"(12/1, 50/1, 50/1)",96.726,3
"(54/1, 11/1)",96.772,2
"(7/1, 5/1)",96.821,2
"(52/1, 37/1)",96.865,2
"(39/1, 10/1)",96.908,2
"(30/1, 49/1)",96.944,2
"(32/1, 55/1)",97.064,2
"(60/1, 53/1)",97.07,2
"(19/1, 14/1)",97.073,2
"(37/1, 57/1)",97.085,2
"(38/1, 21/1)",97.108,2
"(18/1, 28/1, 28/1)",97.372,3
"(13/1, 2/1)",97.423,2
"(5/1, 31/1)",97.427,2
"(56/1, 51/1)",97.478,2
"(23/1, 30/1)",97.688,2
"(45/1, 8/1)",97.713,2
"(37/1, 21/1)",97.899,2
"(3/1, 49/1)",97.902,2
"(48/1, 7/1, 48/1)",97.906,3
"(9/1, 8/1, 7/1)",97.92,3
"(37/1, 45/1)",98.058,2
"(21/1, 49/1)",98.174,2
"(41/1, 48/1)",98.194,2
"(47/1, 58/1)",98.405,2
"(9/1, 16/1)",98.42,2
"(34/1, 51/1)",98.57,2
"(27/1, 53/1)",98.651,2
"(52/1, 52/1, 2/1)",98.718,3
"(11/1, 41/1)",98.792,2
"(22/1, 3/1)",98.862,2
"(41/1, 41/1, 45/1)",98.96,3
"(49/1, 58/1, 49/1)",98.977,3
"(4/1, 10/1)",98.981,2
"(52/1, 32/1)",99.067,2
"(6/1, 18/1)",99.221,2
"(18/1, 11/1, 11/1)",99.257,3
"(35/1, 51/1)",99.26,2
"(34/1, 49/1)",99.326,2
"(14/1, 20/1)",99.384,2
"(52/1, 54/1)",99.467,2
"(19/1, 52/1)",99.556,2
"(40/1, 49/1)",99.561,2
"(30/1, 22/1, 22/1)",99.575,3
"(58/1, 4/1)",99.646,2
"(50/1, 48/1)",99.712,2
"(45/1, 45/1, 58/1)",99.728,3
"(26/1, 20/1)",99.79,2
"(6/1, 30/1)",99.82,2
"(26/1, 32/1)",99.822,2
"(14/1, 18/1)",99.859,2
"(38/1, 5/1)",99.868,2
"(10/1, 10/1, 2/1)",99.982,3
"(59/1, 10/1)",100.117,2
"(13/1, 49/1)",100.164,2
"(11/1, 5/1)",100.187,2
"(38/1, 8/1)",100.245,2
"(12/1, 6/1, 6/1)",100.272,3
"(31/1, 15/1)",100.427,2
"(50/1, 50/1, 21/1)",100.438,3
"(49/1, 12/1)",100.447,2
"(25/1, 1/1)",100.456,2
"(32/1, 26/1)",100.522,2
"(15/1, 47/1)",100.556,2
"(16/1, 31/1)",100.649,2
"(21/1, 22/1)",100.795,2
"(14/1, 22/1)",100.805,2
"(57/1, 45/1)",100.931,2
"(23/1, 25/1)",100.938,2
"(29/1, 35/1)",101.006,2
"(22/1, 22/1, 41/1)",101.139,3
"(59/1, 4/1)",101.147,2
"(27/1, 14/1)",101.226,2
"(39/1, 30/1)",101.236,2
"(51/1, 40/1)",101.268,2
"(57/1, 43/1)",101.292,2
"(58/1, 35/1)",101.323,2
"(51/1, 25/1)",101.413,2
"(39/1, 45/1)",101.489,2
"(29/1, 48/1, 48/1)",101.511,3
"(27/1, 26/1, 27/1)",101.546,3
"(49/1, 33/1)",101.682,2
"(29/1, 18/1)",101.687,2
"(56/1, 24/1)",101.773,2
"(36/1, 6/1)",101.797,2
"(48/1, 45/1)",101.84,2
"(16/1, 57/1)",102.008,2
"(10/1, 14/1)",102.043,2
"(56/1, 8/1)",102.181,2
"(20/1, 40/1)",102.204,2
"(38/1, 19/1)",102.24,2
"(2/1, 23/1)",102.499,2
"(55/1, 24/1)",102.504,2
"(59/1, 23/1)",102.533,2
"(27/1, 12/1)",102.585,2
"(14/1, 28/1, 14/1)",102.619,3
"(4/1, 39/1)",102.66,2
"(58/1, 1/1)",102.684,2
"(54/1, 42/1)",102.689,2
"(30/1, 18/1)",102.707,2
"(29/1, 58/1)",102.877,2
"(39/1, 31/1)",103.0,2
"(58/1, 30/1)",103.03,2
"(31/1, 19/1)",103.087,2
"(54/1, 1/1)",103.097,2
"(26/1, 23/1)",103.108,2
"(47/1, 21/1)",103.117,2
"(46/1, 60/1)",103.158,2
"(23/1, 16/1)",103.249,2
"(49/1, 31/1)",103.311,2
"(24/1, 10/1)",103.383,2
"(19/1, 26/1, 26/1)",103.397,3
"(43/1, 45/1)",103.414,2
"(42/1, 5/1)",103.525,2
"(26/1, 26/1, 33/1)",103.659,3
"(54/1, 56/1)",103.716,2
"(2/1, 43/1)",104.018,2
"(49/1, 48/1, 47/1)",104.03,3
"(52/1, 20/1)",104.353,2
"(32/1, 39/1)",104.426,2
"(16/1, 60/1)",104.429,2
"(46/1, 57/1)",104.51,2
"(17/1, 52/1)",104.517,2
"(30/1, 44/1)",104.538,2
"(57/1, 30/1)",104.559,2
"(23/1, 20/1)",104.567,2
"(31/1, 33/1)",104.701,2
"(4/1, 42/1)",104.744,2
"(39/1, 34/1)",104.825,2
"(29/1, 40/1)",104.849,2
"(53/1, 53/1, 13/1)",104.984,3
"(12/1, 44/1, 44/1)",105.037,3
"(36/1, 16/1)",105.087,2
"(22/1, 37/1)",105.137,2
"(52/1, 37/1, 52/1)",105.147,3
"(45/1, 34/1)",105.217,2
"(57/1, 10/1)",105.309,2
"(59/1, 5/1)",105.54,2
"(1/1, 20/1)",105.675,2
"(39/1, 29/1)",105.707,2
"(45/1, 5/1)",105.754,2
"(12/1, 23/1)",105.759,2
"(11/1, 13/1)",105.822,2
"(12/1, 48/1)",105.84,2
"(44/1, 44/1, 48/1)",105.868,3
"(2/1, 53/1)",105.887,2
"(59/1, 59/1, 10/1)",105.965,3
"(28/1, 26/1)",106.231,2
"(20/1, 13/1)",106.26,2
"(44/1, 58/1)",106.31,2
"(11/1, 28/1)",106.438,2
"(10/1, 54/1)",106.464,2
"(6/1, 39/1)",106.886,2
"(35/1, 53/1)",106.888,2
"(21/1, 40/1)",106.962,2
"(38/1, 38/1, 27/1)",106.991,3
"(43/1, 48/1)",107.003,2
"(7/1, 27/1)",107.007,2
"(28/1, 55/1)",107.024,2
"(58/1, 53/1)",107.687,2
"(3/1, 22/1, 3/1)",108.031,3
"(20/1, 8/1)",108.068,2
"(11/1, 34/1)",108.105,2
"(45/1, 42/1)",108.123,2
"(22/1, 4/1)",108.177,2
"(22/1, 30/1)",108.213,2
"(7/1, 23/1)",108.312,2
"(40/1, 60/1)",108.346,2
"(38/1, 25/1)",108.363,2
"(30/1, 30/1, 41/1)",108.407,3
"(60/1, 23/1)",108.442,2
"(33/1, 40/1)",108.545,2
"(17/1, 43/1)",108.585,2
"(60/1, 24/1)",108.613,2
"(28/1, 51/1)",108.728,2
"(43/1, 43/1, 54/1)",108.747,3
"(53/1, 53/1, 10/1)",108.758,3
"(39/1, 39/1, 3/1)",108.791,3
"(9/1, 15/1)",108.825,2
"(8/1, 4/1)",108.84,2
"(4/1, 37/1)",108.94,2
"(40/1, 22/1, 40/1)",109.022,3
"(28/1, 56/1)",109.116,2
"(37/1, 5/1)",109.121,2
"(50/1, 12/1)",109.438,2
"(23/1, 50/1)",109.49,2
"(25/1, 13/1)",109.505,2
"(25/1, 19/1, 19/1)",109.601,3
"(17/1, 55/1)",109.687,2
"(47/1, 39/1)",109.715,2
"(47/1, 40/1)",109.724,2
"(18/1, 32/1)",109.759,2
"(24/1, 21/1)",109.95,2
"(18/1, 14/1)",110.064,2
"(20/1, 58/1)",110.093,2
"(18/1, 27/1)",110.143,2
"(10/1, 48/1)",110.179,2
"(59/1, 12/1)",110.236,2
"(48/1, 46/1)",110.421,2
"(36/1, 26/1)",110.469,2
"(22/1, 8/1)",110.572,2
"(10/1, 33/1)",110.598,2
"(47/1, 32/1)",110.66,2
"(53/1, 45/1)",110.712,2
"(12/1, 55/1)",111.083,2
"(34/1, 26/1)",111.11,2
"(18/1, 30/1)",111.365,2
"(41/1, 6/1, 41/1)",111.387,3
"(11/1, 59/1)",111.39,2
"(10/1, 37/1)",111.446,2
"(18/1, 44/1)",111.476,2
"(23/1, 60/1, 23/1)",111.874,3
"(49/1, 42/1)",111.89,2
"(2/1, 40/1)",111.922,2
"(24/1, 60/1)",112.165,2
"(8/1, 33/1)",112.444,2
"(23/1, 54/1, 23/1)",112.477,3
"(57/1, 57/1, 8/1)",112.618,3
"(4/1, 19/1, 19/1)",112.629,3
"(6/1, 23/1)",112.651,2
"(37/1, 17/1)",113.054,2
"(42/1, 3/1)",113.085,2
"(17/1, 2/1)",113.105,2
"(52/1, 13/1)",113.131,2
"(36/1, 60/1)",113.357,2
"(52/1, 33/1)",113.438,2
"(29/1, 21/1)",113.728,2
"(38/1, 17/1, 38/1)",113.784,3
"(23/1, 23/1, 14/1)",113.819,3
"(28/1, 17/1)",113.823,2
"(19/1, 19/1, 53/1)",113.87,3
"(21/1, 24/1)",113.977,2
"(28/1, 50/1)",114.008,2
"(20/1, 45/1)",114.016,2
"(18/1, 19/1)",114.051,2
"(42/1, 31/1)",114.088,2
"(25/1, 11/1)",114.209,2
"(51/1, 19/1)",114.219,2
"(15/1, 38/1, 15/1)",114.355,3
"(21/1, 41/1)",114.49,2
"(60/1, 60/1, 18/1)",114.518,3
"(55/1, 32/1)",114.57,2
"(16/1, 9/1)",114.672,2
"(51/1, 55/1)",114.757,2
"(27/1, 20/1)",114.813,2
"(20/1, 52/1)",114.82,2
"(3/1, 10/1)",114.98,2
"(6/1, 43/1, 6/1)",114.994,3
"(46/1, 58/1)",115.021,2
"(14/1, 9/1)",115.03,2
"(7/1, 53/1)",115.175,2
"(21/1, 21/1, 22/1)",115.202,3
"(35/1, 45/1)",115.223,2
"(34/1, 33/1, 34/1)",115.455,3
"(55/1, 20/1)",115.477,2
"(54/1, 39/1)",115.508,2
"(40/1, 45/1)",115.689,2
"(25/1, 28/1)",115.692,2
"(52/1, 60/1, 52/1)",115.773,3
"(47/1, 15/1)",115.966,2
"(2/1, 7/1)",116.103,2
"(28/1, 52/1)",116.108,2
"(59/1, 8/1, 59/1)",116.273,3
"(22/1, 47/1)",116.286,2
"(50/1, 54/1)",116.326,2
"(20/1, 31/1)",116.464,2
"(1/1, 54/1)",116.537,2
"(4/1, 8/1)",116.594,2
"(2/1, 45/1)",116.762,2
"(17/1, 35/1)",116.839,2
"(1/1, 22/1)",116.919,2
"(33/1, 7/1)",116.946,2
"(51/1, 4/1)",117.157,2
"(13/1, 35/1)",117.16,2
"(12/1, 30/1)",117.315,2
"(27/1, 27/1, 44/1)",117.332,3
"(4/1, 43/1)",117.356,2
"(48/1, 49/1)",117.462,2
"(6/1, 26/1)",117.497,2
"(52/1, 38/1)",117.501,2
"(38/1, 16/1)",117.583,2
"(4/1, 46/1)",117.834,2
"(48/1, 26/1)",117.845,2
"(11/1, 36/1)",117.862,2
"(50/1, 43/1)",117.906,2
"(31/1, 22/1)",118.003,2
"(21/1, 57/1)",118.112,2
"(37/1, 54/1)",118.137,2
"(52/1, 2/1)",118.148,2
"(11/1, 3/1)",118.219,2
"(39/1, 16/1)",118.363,2
"(47/1, 53/1)",118.429,2
"(15/1, 55/1)",118.735,2
"(49/1, 14/1)",118.761,2
"(5/1, 57/1)",119.003,2
"(48/1, 18/1)",119.011,2
"(34/1, 60/1)",119.118,2
"(53/1, 12/1)",119.247,2
"(14/1, 33/1)",119.375,2
"(56/1, 19/1)",119.455,2
"(53/1, 24/1)",119.671,2
"(36/1, 5/1)",120.03,2
"(17/1, 48/1)",120.043,2
"(50/1, 32/1)",120.158,2
"(6/1, 4/1)",120.209,2
"(35/1, 42/1)",120.214,2
"(1/1, 30/1)",120.287,2
"(32/1, 29/1, 32/1)",120.382,3
"(33/1, 4/1)",120.393,2
"(21/1, 50/1)",120.558,2
"(11/1, 31/1)",120.663,2
"(21/1, 15/1)",120.716,2
"(15/1, 21/1)",120.777,2
"(39/1, 39/1, 41/1)",120.983,3
"(42/1, 36/1)",121.005,2
"(27/1, 59/1, 27/1)",121.011,3
"(19/1, 13/1)",121.078,2
"(16/1, 16/1, 15/1, 2/1, 15/1, 15/1)",121.136,6
"(29/1, 22/1)",121.187,2
"(1/1, 1/1, 54/1)",121.202,3
"(56/1, 15/1)",121.654,2
"(16/1, 8/1)",121.695,2
"(2/1, 54/1)",121.758,2
"(59/1, 11/1)",122.072,2
"(26/1, 40/1, 40/1)",122.105,3
"(23/1, 56/1)",122.112,2
"(30/1, 11/1)",122.18,2
"(53/1, 32/1)",122.187,2
"(22/1, 9/1)",122.221,2
"(17/1, 41/1)",122.372,2
"(24/1, 52/1)",122.45,2
"(17/1, 12/1)",122.532,2
"(41/1, 55/1)",122.641,2
"(19/1, 50/1)",122.748,2
"(24/1, 38/1)",122.825,2
"(41/1, 41/1, 44/1)",122.932,3
"(36/1, 14/1)",123.092,2
"(57/1, 32/1)",123.129,2
"(34/1, 44/1)",123.215,2
"(5/1, 29/1, 29/1)",123.222,3
"(51/1, 38/1)",123.315,2
"(51/1, 59/1)",123.427,2
"(32/1, 49/1)",123.506,2
"(40/1, 55/1, 40/1)",123.698,3
"(26/1, 11/1)",123.754,2
"(17/1, 56/1)",123.97,2
"(46/1, 21/1)",123.978,2
"(32/1, 32/1, 33/1)",124.052,3
"(25/1, 58/1)",124.385,2
"(60/1, 54/1, 54/1)",124.406,3
"(2/1, 26/1, 2/1)",124.563,3
"(6/1, 17/1)",124.723,2
"(20/1, 50/1)",124.968,2
"(25/1, 60/1)",125.545,2
"(5/1, 27/1)",125.665,2
"(47/1, 45/1)",125.683,2
"(32/1, 35/1)",125.765,2
"(58/1, 11/1)",125.811,2
"(29/1, 38/1)",125.83,2
"(18/1, 31/1)",125.948,2
"(52/1, 18/1)",126.153,2
"(39/1, 39/1, 16/1)",126.167,3
"(25/1, 50/1)",126.25,2
"(39/1, 39/1, 30/1)",126.401,3
"(7/1, 31/1)",126.42,2
"(14/1, 13/1, 13/1)",126.458,3
"(7/1, 25/1)",126.528,2
"(24/1, 23/1, 22/1)",126.649,3
"(59/1, 46/1, 46/1, 59/1, 46/1)",126.692,5
