Adversarial Examples,Time(s),Length of Adversarial Examples
"(39/1, 20/1)",2.657,2
"(45/1, 35/1)",2.665,2
"(26/1, 33/1)",2.677,2
"(54/1, 38/1)",2.693,2
"(58/1, 45/1)",2.713,2
"(41/1, 51/1)",2.731,2
"(19/1, 48/1)",2.739,2
"(11/1, 50/1)",2.748,2
"(14/1, 17/1)",2.755,2
"(25/1, 36/1)",2.759,2
"(35/1, 57/1)",2.764,2
"(51/1, 14/1)",2.766,2
"(17/1, 20/1)",2.788,2
"(15/1, 45/1)",2.805,2
"(27/1, 2/1)",2.807,2
"(27/1, 59/1)",2.809,2
"(10/1, 59/1)",2.812,2
"(2/1, 5/1)",2.824,2
"(29/1, 32/1)",2.831,2
"(30/1, 54/1, 30/1)",2.838,3
"(16/1, 56/1)",2.842,2
"(22/1, 43/1)",2.843,2
"(20/1, 55/1)",2.846,2
"(13/1, 11/1)",2.868,2
"(32/1, 4/1, 4/1)",2.913,3
"(39/1, 35/1)",2.932,2
"(19/1, 38/1)",2.936,2
"(53/1, 25/1)",2.938,2
"(49/1, 22/1)",2.956,2
"(14/1, 8/1)",2.982,2
"(32/1, 40/1)",2.985,2
"(19/1, 9/1)",3.012,2
"(30/1, 20/1)",3.013,2
"(37/1, 20/1)",3.039,2
"(21/1, 1/1)",3.051,2
"(26/1, 37/1)",3.077,2
"(2/1, 17/1)",3.106,2
"(6/1, 45/1)",3.128,2
"(54/1, 12/1, 12/1)",3.171,3
"(32/1, 57/1)",3.173,2
"(40/1, 6/1)",3.174,2
"(10/1, 43/1)",3.175,2
"(40/1, 26/1)",3.179,2
"(37/1, 16/1)",3.201,2
"(5/1, 8/1)",3.208,2
"(29/1, 15/1)",3.22,2
"(56/1, 39/1)",3.23,2
"(26/1, 12/1)",3.255,2
"(23/1, 36/1)",3.286,2
"(7/1, 29/1)",3.293,2
"(9/1, 21/1)",3.298,2
"(53/1, 39/1)",3.301,2
"(4/1, 36/1)",3.312,2
"(22/1, 36/1)",3.322,2
"(3/1, 34/1)",3.347,2
"(10/1, 26/1)",3.35,2
"(60/1, 5/1)",3.374,2
"(53/1, 38/1)",3.381,2
"(29/1, 52/1)",3.416,2
"(39/1, 32/1)",3.434,2
"(35/1, 48/1)",3.44,2
"(50/1, 57/1)",3.458,2
"(56/1, 26/1)",3.46,2
"(29/1, 56/1)",3.475,2
"(22/1, 22/1, 54/1)",3.49,3
"(13/1, 4/1)",3.52,2
"(41/1, 25/1)",3.523,2
"(13/1, 3/1)",3.533,2
"(39/1, 3/1)",3.535,2
"(18/1, 56/1)",3.543,2
"(18/1, 12/1)",3.549,2
"(50/1, 16/1)",3.552,2
"(47/1, 23/1)",3.561,2
"(45/1, 22/1)",3.603,2
"(17/1, 9/1)",3.609,2
"(3/1, 43/1)",3.617,2
"(25/1, 8/1)",3.618,2
"(25/1, 52/1)",3.619,2
"(46/1, 49/1)",3.716,2
"(24/1, 29/1)",3.721,2
"(51/1, 10/1)",3.725,2
"(21/1, 13/1)",3.732,2
"(19/1, 54/1)",3.741,2
"(11/1, 6/1)",3.746,2
"(35/1, 29/1)",3.772,2
"(22/1, 2/1)",3.815,2
"(52/1, 49/1)",3.856,2
"(54/1, 6/1)",3.858,2
"(15/1, 60/1)",3.862,2
"(50/1, 59/1)",3.865,2
"(17/1, 28/1)",3.885,2
"(44/1, 17/1)",3.889,2
"(28/1, 13/1)",3.896,2
"(2/1, 10/1)",3.904,2
"(8/1, 46/1)",3.924,2
"(32/1, 6/1)",3.929,2
"(5/1, 56/1)",3.981,2
"(16/1, 55/1)",3.993,2
"(20/1, 38/1)",4.001,2
"(36/1, 22/1)",4.007,2
"(15/1, 43/1)",4.009,2
"(53/1, 23/1)",4.01,2
"(5/1, 43/1)",4.014,2
"(9/1, 28/1)",4.039,2
"(60/1, 44/1)",4.06,2
"(16/1, 28/1)",4.07,2
"(21/1, 16/1)",4.085,2
"(54/1, 47/1)",4.096,2
"(35/1, 8/1)",4.121,2
"(57/1, 48/1)",4.126,2
"(25/1, 9/1)",4.146,2
"(23/1, 27/1)",4.153,2
"(45/1, 33/1)",4.154,2
"(17/1, 11/1)",4.164,2
"(32/1, 11/1)",4.176,2
"(31/1, 27/1)",4.186,2
"(3/1, 5/1)",4.191,2
"(50/1, 42/1)",4.219,2
"(4/1, 12/1)",4.29,2
"(35/1, 14/1)",4.308,2
"(31/1, 21/1)",4.316,2
"(13/1, 60/1)",4.32,2
"(29/1, 34/1)",4.344,2
"(38/1, 17/1)",4.367,2
"(56/1, 53/1)",4.372,2
"(30/1, 17/1)",4.382,2
"(56/1, 32/1)",4.397,2
"(33/1, 5/1)",4.426,2
"(17/1, 40/1)",4.431,2
"(24/1, 28/1)",4.44,2
"(8/1, 44/1)",4.441,2
"(36/1, 57/1)",4.444,2
"(17/1, 46/1)",4.464,2
"(50/1, 20/1)",4.468,2
"(30/1, 34/1)",4.481,2
"(22/1, 15/1)",4.485,2
"(35/1, 39/1)",4.488,2
"(49/1, 58/1)",4.496,2
"(18/1, 48/1)",4.497,2
"(56/1, 48/1)",4.499,2
"(50/1, 5/1)",4.519,2
"(37/1, 19/1)",4.526,2
"(57/1, 16/1, 57/1)",4.552,3
"(3/1, 29/1)",4.557,2
"(31/1, 42/1)",4.575,2
"(55/1, 49/1)",4.576,2
"(17/1, 7/1)",4.592,2
"(27/1, 8/1)",4.598,2
"(29/1, 13/1)",4.611,2
"(27/1, 7/1)",4.623,2
"(15/1, 48/1)",4.626,2
"(40/1, 4/1)",4.639,2
"(16/1, 43/1)",4.642,2
"(28/1, 43/1)",4.661,2
"(36/1, 50/1)",4.667,2
"(24/1, 45/1)",4.688,2
"(5/1, 21/1)",4.731,2
"(20/1, 11/1)",4.749,2
"(3/1, 17/1)",4.772,2
"(12/1, 49/1)",4.779,2
"(41/1, 30/1)",4.783,2
"(40/1, 56/1)",4.784,2
"(18/1, 58/1)",4.794,2
"(60/1, 51/1)",4.81,2
"(23/1, 39/1)",4.814,2
"(42/1, 35/1)",4.816,2
"(23/1, 26/1)",4.844,2
"(9/1, 46/1)",4.85,2
"(53/1, 49/1)",4.86,2
"(49/1, 16/1)",4.865,2
"(46/1, 53/1)",4.877,2
"(34/1, 7/1)",4.892,2
"(35/1, 13/1)",4.903,2
"(28/1, 53/1)",4.913,2
"(28/1, 47/1)",4.927,2
"(56/1, 56/1, 28/1)",4.93,3
"(18/1, 30/1, 18/1)",4.938,3
"(29/1, 25/1)",4.965,2
"(19/1, 23/1)",4.97,2
"(26/1, 48/1)",4.971,2
"(6/1, 34/1)",5.017,2
"(18/1, 55/1)",5.052,2
"(38/1, 4/1)",5.053,2
"(29/1, 5/1)",5.063,2
"(37/1, 34/1)",5.071,2
"(5/1, 5/1, 49/1)",5.073,3
"(58/1, 54/1)",5.106,2
"(27/1, 16/1)",5.122,2
"(33/1, 38/1)",5.131,2
"(5/1, 41/1)",5.134,2
"(17/1, 19/1)",5.135,2
"(37/1, 46/1)",5.189,2
"(7/1, 52/1)",5.208,2
"(21/1, 30/1)",5.216,2
"(47/1, 24/1, 47/1)",5.236,3
"(40/1, 29/1)",5.24,2
"(36/1, 30/1)",5.271,2
"(14/1, 42/1)",5.273,2
"(17/1, 37/1)",5.305,2
"(42/1, 9/1)",5.357,2
"(23/1, 33/1)",5.362,2
"(49/1, 56/1)",5.363,2
"(16/1, 17/1)",5.371,2
"(56/1, 18/1)",5.432,2
"(20/1, 39/1)",5.464,2
"(8/1, 19/1)",5.48,2
"(34/1, 53/1)",5.542,2
"(47/1, 7/1)",5.582,2
"(31/1, 50/1)",5.645,2
"(3/1, 18/1)",5.65,2
"(57/1, 14/1)",5.675,2
"(38/1, 31/1, 31/1)",5.676,3
"(52/1, 11/1)",5.714,2
"(32/1, 29/1)",5.742,2
"(43/1, 8/1)",5.82,2
"(26/1, 30/1)",5.849,2
"(38/1, 40/1)",5.85,2
"(16/1, 24/1)",5.888,2
"(53/1, 44/1)",5.902,2
"(45/1, 51/1)",6.061,2
"(59/1, 42/1)",6.086,2
"(24/1, 9/1)",6.112,2
"(50/1, 37/1)",6.127,2
"(27/1, 4/1)",6.137,2
"(55/1, 16/1)",6.144,2
"(28/1, 40/1)",6.165,2
"(28/1, 36/1)",6.197,2
"(22/1, 60/1)",6.201,2
"(22/1, 33/1)",6.224,2
"(21/1, 21/1, 7/1)",6.23,3
"(19/1, 15/1)",6.254,2
"(32/1, 51/1)",6.284,2
"(20/1, 6/1)",6.332,2
"(20/1, 37/1)",6.344,2
"(53/1, 22/1)",6.364,2
"(39/1, 13/1)",6.4,2
"(34/1, 34/1, 14/1)",6.433,3
"(5/1, 20/1)",6.464,2
"(44/1, 33/1)",6.503,2
"(2/1, 54/1, 2/1)",6.523,3
"(16/1, 1/1)",6.528,2
"(30/1, 48/1)",6.564,2
"(50/1, 29/1)",6.589,2
"(6/1, 52/1)",6.611,2
"(42/1, 51/1)",6.648,2
"(29/1, 37/1)",6.683,2
"(1/1, 13/1)",6.684,2
"(11/1, 45/1)",6.727,2
"(53/1, 48/1)",6.746,2
"(9/1, 40/1)",6.758,2
"(30/1, 37/1)",6.786,2
"(1/1, 28/1)",6.83,2
"(6/1, 56/1)",6.907,2
"(4/1, 58/1)",6.927,2
"(6/1, 60/1, 6/1)",6.947,3
"(40/1, 36/1)",6.959,2
"(33/1, 12/1)",6.99,2
"(5/1, 22/1)",7.054,2
"(34/1, 31/1)",7.076,2
"(29/1, 44/1)",7.111,2
"(48/1, 5/1)",7.144,2
"(58/1, 34/1)",7.184,2
"(57/1, 1/1)",7.2,2
"(11/1, 57/1)",7.258,2
"(17/1, 26/1)",7.263,2
"(52/1, 41/1)",7.273,2
"(52/1, 27/1)",7.291,2
"(32/1, 15/1)",7.303,2
"(8/1, 45/1)",7.379,2
"(40/1, 48/1)",7.472,2
"(51/1, 51/1, 1/1)",7.528,3
"(26/1, 58/1)",7.543,2
"(19/1, 41/1)",7.546,2
"(37/1, 24/1)",7.564,2
"(17/1, 24/1)",7.587,2
"(55/1, 3/1)",7.612,2
"(59/1, 49/1)",7.621,2
"(43/1, 38/1)",7.674,2
"(12/1, 22/1)",7.71,2
"(20/1, 29/1)",7.735,2
"(16/1, 10/1)",7.742,2
"(41/1, 58/1)",7.758,2
"(16/1, 4/1)",7.772,2
"(6/1, 9/1)",7.794,2
"(16/1, 6/1)",7.825,2
"(32/1, 25/1)",7.829,2
"(17/1, 50/1)",7.831,2
"(36/1, 28/1)",7.88,2
"(1/1, 50/1)",7.926,2
"(38/1, 3/1)",7.932,2
"(48/1, 21/1)",7.934,2
"(50/1, 51/1)",7.96,2
"(35/1, 2/1)",8.032,2
"(29/1, 23/1)",8.074,2
"(25/1, 34/1)",8.105,2
"(38/1, 12/1, 38/1)",8.136,3
"(9/1, 57/1)",8.162,2
"(41/1, 38/1)",8.191,2
"(31/1, 36/1)",8.192,2
"(36/1, 3/1)",8.226,2
"(45/1, 28/1)",8.237,2
"(36/1, 31/1)",8.258,2
"(22/1, 38/1)",8.262,2
"(33/1, 54/1)",8.273,2
"(42/1, 38/1)",8.32,2
"(9/1, 43/1)",8.344,2
"(36/1, 40/1)",8.385,2
"(34/1, 54/1)",8.435,2
"(21/1, 51/1)",8.443,2
"(12/1, 2/1)",8.48,2
"(35/1, 9/1)",8.486,2
"(44/1, 26/1)",8.499,2
"(14/1, 32/1)",8.533,2
"(58/1, 39/1)",8.582,2
"(11/1, 40/1)",8.585,2
"(50/1, 58/1)",8.602,2
"(14/1, 28/1)",8.615,2
"(49/1, 54/1)",8.62,2
"(35/1, 11/1, 35/1)",8.666,3
"(25/1, 32/1)",8.681,2
"(51/1, 54/1)",8.732,2
"(16/1, 37/1)",8.832,2
"(6/1, 25/1)",8.854,2
"(44/1, 19/1)",8.86,2
"(55/1, 25/1)",8.866,2
"(13/1, 43/1)",8.901,2
"(34/1, 47/1)",8.929,2
"(38/1, 30/1, 38/1)",8.933,3
"(59/1, 56/1)",8.997,2
"(47/1, 59/1)",9.083,2
"(47/1, 35/1)",9.122,2
"(48/1, 43/1)",9.126,2
"(60/1, 14/1)",9.142,2
"(28/1, 24/1)",9.227,2
"(41/1, 12/1)",9.24,2
"(38/1, 18/1)",9.242,2
"(23/1, 29/1)",9.285,2
"(9/1, 51/1)",9.303,2
"(3/1, 38/1)",9.36,2
"(50/1, 4/1, 4/1)",9.391,3
"(26/1, 35/1)",9.402,2
"(5/1, 49/1)",9.472,2
"(25/1, 4/1)",9.5,2
"(31/1, 31/1, 56/1)",9.506,3
"(54/1, 60/1)",9.511,2
"(54/1, 5/1)",9.558,2
"(35/1, 41/1)",9.559,2
"(54/1, 43/1)",9.58,2
"(56/1, 40/1)",9.605,2
"(37/1, 58/1)",9.608,2
"(51/1, 53/1)",9.63,2
"(25/1, 10/1, 25/1)",9.638,3
"(27/1, 52/1)",9.658,2
"(59/1, 54/1, 59/1)",9.716,3
"(8/1, 17/1)",9.722,2
"(11/1, 53/1)",9.732,2
"(21/1, 3/1)",9.744,2
"(44/1, 39/1)",9.746,2
"(45/1, 20/1)",9.757,2
"(28/1, 30/1)",9.808,2
"(20/1, 56/1)",10.009,2
"(14/1, 57/1)",10.047,2
"(59/1, 19/1)",10.055,2
"(5/1, 39/1)",10.133,2
"(9/1, 53/1)",10.165,2
"(12/1, 50/1)",10.24,2
"(42/1, 40/1)",10.255,2
"(30/1, 5/1)",10.263,2
"(54/1, 12/1)",10.305,2
"(45/1, 2/1)",10.345,2
"(56/1, 3/1)",10.355,2
"(26/1, 34/1)",10.411,2
"(58/1, 32/1)",10.415,2
"(36/1, 45/1)",10.448,2
"(29/1, 57/1)",10.465,2
"(37/1, 29/1)",10.517,2
"(34/1, 4/1, 4/1)",10.53,3
"(34/1, 56/1)",10.607,2
"(10/1, 23/1)",10.627,2
"(8/1, 56/1)",10.632,2
"(9/1, 49/1)",10.68,2
"(43/1, 57/1)",10.695,2
"(59/1, 1/1)",10.717,2
"(12/1, 52/1)",10.748,2
"(52/1, 57/1)",10.774,2
"(23/1, 21/1)",10.779,2
"(29/1, 45/1)",10.781,2
"(2/1, 22/1)",10.85,2
"(28/1, 52/1, 28/1)",10.867,3
"(20/1, 15/1)",11.0,2
"(8/1, 49/1)",11.035,2
"(37/1, 50/1)",11.039,2
"(47/1, 42/1)",11.044,2
"(17/1, 14/1)",11.052,2
"(42/1, 30/1)",11.055,2
"(40/1, 14/1)",11.114,2
"(44/1, 9/1)",11.117,2
"(58/1, 27/1)",11.152,2
"(48/1, 36/1)",11.154,2
"(40/1, 57/1)",11.173,2
"(12/1, 3/1)",11.203,2
"(25/1, 31/1)",11.239,2
"(14/1, 38/1)",11.267,2
"(26/1, 14/1)",11.278,2
"(46/1, 29/1)",11.294,2
"(46/1, 13/1)",11.317,2
"(37/1, 4/1)",11.372,2
"(33/1, 26/1)",11.423,2
"(6/1, 15/1)",11.44,2
"(32/1, 37/1)",11.491,2
"(40/1, 18/1)",11.496,2
"(31/1, 34/1)",11.507,2
"(52/1, 1/1)",11.585,2
"(10/1, 47/1)",11.604,2
"(12/1, 43/1, 43/1)",11.625,3
"(13/1, 56/1)",11.632,2
"(57/1, 57/1, 37/1)",11.685,3
"(5/1, 55/1)",11.793,2
"(31/1, 18/1)",11.807,2
"(39/1, 27/1)",11.854,2
"(10/1, 28/1)",11.858,2
"(52/1, 44/1)",11.909,2
"(33/1, 33/1, 25/1)",11.945,3
"(33/1, 48/1)",11.971,2
"(13/1, 17/1)",12.06,2
"(23/1, 37/1)",12.138,2
"(29/1, 29/1, 27/1)",12.157,3
"(48/1, 12/1)",12.166,2
"(10/1, 5/1)",12.304,2
"(39/1, 5/1)",12.312,2
"(12/1, 53/1)",12.313,2
"(41/1, 17/1)",12.315,2
"(4/1, 4/1, 57/1)",12.359,3
"(58/1, 43/1)",12.46,2
"(40/1, 31/1)",12.469,2
"(26/1, 54/1)",12.482,2
"(7/1, 39/1)",12.548,2
"(55/1, 28/1)",12.571,2
"(3/1, 40/1)",12.575,2
"(9/1, 52/1)",12.578,2
"(44/1, 38/1)",12.619,2
"(55/1, 45/1)",12.625,2
"(55/1, 36/1)",12.68,2
"(53/1, 20/1)",12.717,2
"(45/1, 58/1)",12.726,2
"(51/1, 35/1)",12.768,2
"(41/1, 50/1)",12.82,2
"(11/1, 7/1, 11/1)",12.834,3
"(21/1, 55/1)",12.862,2
"(33/1, 36/1, 33/1)",12.865,3
"(4/1, 55/1)",12.88,2
"(23/1, 41/1)",12.912,2
"(28/1, 23/1)",12.92,2
"(38/1, 28/1)",12.953,2
"(55/1, 14/1)",12.964,2
"(42/1, 2/1)",13.023,2
"(31/1, 2/1)",13.059,2
"(16/1, 44/1)",13.093,2
"(60/1, 18/1)",13.118,2
"(56/1, 59/1)",13.141,2
"(14/1, 10/1)",13.148,2
"(42/1, 46/1)",13.179,2
"(58/1, 37/1)",13.195,2
"(19/1, 55/1)",13.196,2
"(22/1, 27/1)",13.199,2
"(3/1, 23/1, 3/1)",13.2,3
"(34/1, 16/1)",13.207,2
"(58/1, 26/1)",13.22,2
"(51/1, 26/1, 26/1)",13.228,3
"(50/1, 36/1)",13.232,2
"(19/1, 39/1)",13.249,2
