Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(39.0, 39.0, 39.0, 39.0, 39.0, 36.0, 36.0, 36.0, 52.0, 36.0, 36.0, 36.0)",367.383,361,1139,Y
"(9.0, 9.0, 9.0, 9.0, 9.0, 45.0, 45.0, 45.0, 46.0, 46.0, 39.0, 39.0)",367.463,366,1144,Y
"(51.0, 51.0, 51.0, 51.0, 51.0, 54.0, 54.0, 54.0, 54.0, 18.0, 54.0)",467.218,372,1150,Y
"(13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 7.0, 13.0, 13.0)",467.258,375,1153,Y
"(56.0, 56.0, 56.0, 56.0, 56.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",467.373,386,1164,Y
"(53.0, 53.0, 53.0, 53.0, 53.0, 49.0, 49.0, 49.0, 60.0, 53.0, 53.0, 60.0)",795.088,398,1176,Y
"(30.0, 30.0, 30.0, 30.0, 30.0, 0.0, 0.0, 0.0, 20.0, 30.0, 30.0, 0.0, 0.0)",795.117,401,1179,Y
"(22.0, 22.0, 22.0, 22.0, 22.0, 20.0, 20.0, 20.0, 11.0, 22.0, 20.0, 11.0)",795.165,405,1183,Y
"(30.0, 30.0, 30.0, 30.0, 30.0, 27.0, 27.0, 27.0, 45.0, 30.0, 27.0, 30.0, 30.0)",795.196,407,1185,Y
"(2.0, 2.0, 2.0, 2.0, 2.0, 9.0, 9.0, 9.0, 29.0, 2.0, 9.0, 9.0, 9.0)",795.198,408,1186,Y
"(33.0, 33.0, 33.0, 33.0, 33.0, 37.0, 37.0, 37.0, 34.0, 34.0, 38.0, 26.0)",911.287,417,1195,Y
"(40.0, 40.0, 40.0, 40.0, 40.0, 53.0, 53.0, 53.0, 46.0, 46.0, 40.0, 40.0, 40.0)",911.401,430,1208,Y
"(50.0, 50.0, 50.0, 50.0, 50.0, 44.0, 44.0, 44.0, 53.0, 53.0, 50.0, 44.0, 44.0)",911.403,431,1209,Y
"(53.0, 53.0, 53.0, 53.0, 53.0, 44.0, 44.0, 44.0, 55.0, 55.0, 44.0, 60.0, 60.0)",911.473,436,1214,Y
"(49.0, 49.0, 49.0, 49.0, 49.0, 12.0, 12.0, 12.0, 15.0, 15.0, 15.0, 14.0)",911.519,440,1218,Y
"(24.0, 24.0, 24.0, 24.0, 24.0, 20.0, 20.0, 20.0, 0.0, 0.0, 0.0, 20.0)",911.522,442,1220,Y
"(53.0, 53.0, 53.0, 53.0, 53.0, 27.0, 27.0, 27.0, 13.0, 13.0, 13.0, 13.0, 13.0)",911.56,446,1224,Y
"(38.0, 38.0, 38.0, 38.0, 38.0, 44.0, 44.0, 44.0, 40.0, 38.0, 44.0, 47.0, 44.0, 44.0)",1045.037,454,1232,Y
"(7.0, 7.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 37.0, 7.0, 10.0, 7.0, 10.0)",1045.091,457,1235,Y
"(31.0, 31.0, 31.0, 31.0, 31.0, 30.0, 30.0, 30.0, 61.0, 31.0, 30.0, 30.0, 61.0, 61.0)",1045.226,469,1247,Y
"(1.0, 1.0, 1.0, 1.0, 1.0, 7.0, 7.0, 7.0, 6.0, 1.0, 7.0, 6.0, 31.0, 31.0)",1045.314,473,1251,Y
"(28.0, 28.0, 28.0, 28.0, 28.0, 30.0, 30.0, 30.0, 29.0, 28.0, 30.0, 29.0, 30.0, 30.0)",1045.317,475,1253,Y
"(38.0, 38.0, 38.0, 38.0, 38.0, 34.0, 34.0, 34.0, 38.0, 38.0, 60.0, 60.0, 38.0, 38.0)",1213.692,505,1283,Y
"(16.0, 16.0, 16.0, 16.0, 16.0, 19.0, 19.0, 19.0, 7.0, 7.0, 11.0, 7.0, 11.0, 11.0)",1213.883,521,1299,Y
"(56.0, 56.0, 56.0, 56.0, 56.0, 42.0, 42.0, 42.0, 37.0, 37.0, 57.0, 37.0, 42.0, 42.0)",1213.885,522,1300,Y
"(45.0, 45.0, 45.0, 45.0, 45.0, 36.0, 36.0, 36.0, 44.0, 44.0, 45.0, 42.0, 44.0, 44.0)",1386.258,532,1310,Y
"(12.0, 12.0, 12.0, 12.0, 12.0, 17.0, 17.0, 17.0, 26.0, 26.0, 12.0, 12.0, 17.0)",1386.314,534,1312,Y
"(57.0, 57.0, 57.0, 57.0, 57.0, 44.0, 44.0, 44.0, 56.0, 56.0, 57.0, 57.0, 44.0, 44.0)",1386.361,538,1316,Y
"(14.0, 14.0, 14.0, 14.0, 14.0, 10.0, 10.0, 10.0, 13.0, 13.0, 14.0, 14.0, 13.0, 13.0)",1386.364,539,1317,Y
"(16.0, 16.0, 16.0, 16.0, 16.0, 20.0, 20.0, 20.0, 16.0, 16.0, 16.0, 20.0, 16.0)",1386.417,541,1319,Y
"(8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 10.0, 10.0, 30.0, 30.0, 8.0, 10.0, 10.0, 10.0)",1386.462,545,1323,Y
"(39.0, 39.0, 39.0, 39.0, 39.0, 41.0, 41.0, 41.0, 48.0, 48.0, 39.0, 48.0, 48.0, 48.0)",1386.547,553,1331,Y
"(41.0, 41.0, 41.0, 41.0, 41.0, 38.0, 38.0, 38.0, 39.0, 39.0, 38.0, 58.0, 39.0, 39.0)",1591.272,562,1340,Y
"(27.0, 27.0, 27.0, 27.0, 27.0, 24.0, 24.0, 24.0, 26.0, 26.0, 24.0, 27.0, 26.0, 26.0)",1591.356,569,1347,Y
"(32.0, 32.0, 32.0, 32.0, 32.0, 24.0, 24.0, 24.0, 23.0, 23.0, 24.0, 24.0, 23.0)",1591.414,572,1350,Y
"(61.0, 61.0, 61.0, 61.0, 61.0, 50.0, 50.0, 50.0, 46.0, 46.0, 50.0, 50.0, 61.0, 61.0)",1591.451,574,1352,Y
"(43.0, 43.0, 43.0, 43.0, 43.0, 27.0, 27.0, 27.0, 25.0, 25.0, 27.0, 25.0, 27.0)",1591.509,579,1357,Y
"(1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 6.0, 6.0, 22.0, 1.0, 6.0, 1.0, 8.0, 8.0, 8.0)",1805.254,590,1368,Y
"(10.0, 10.0, 10.0, 10.0, 10.0, 14.0, 14.0, 14.0, 22.0, 10.0, 14.0, 10.0, 1.0, 14.0, 14.0)",1805.257,591,1369,Y
"(57.0, 57.0, 57.0, 57.0, 57.0, 58.0, 58.0, 58.0, 13.0, 57.0, 58.0, 57.0, 57.0, 13.0)",1805.33,595,1373,Y
"(35.0, 35.0, 35.0, 35.0, 35.0, 38.0, 38.0, 38.0, 52.0, 35.0, 38.0, 35.0, 35.0, 52.0, 52.0)",1805.372,599,1377,Y
"(60.0, 60.0, 60.0, 60.0, 60.0, 57.0, 57.0, 57.0, 60.0, 60.0, 57.0, 60.0, 57.0, 49.0, 49.0)",1805.461,603,1381,Y
"(23.0, 23.0, 23.0, 23.0, 23.0, 21.0, 21.0, 21.0, 23.0, 23.0, 21.0, 23.0, 21.0, 23.0, 23.0)",1805.462,604,1382,Y
"(51.0, 51.0, 51.0, 51.0, 51.0, 36.0, 36.0, 36.0, 40.0, 51.0, 36.0, 51.0, 40.0, 40.0, 40.0)",1805.552,613,1391,Y
"(3.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 43.0, 3.0, 7.0, 43.0, 27.0, 3.0, 3.0)",2015.728,619,1397,Y
"(54.0, 54.0, 54.0, 54.0, 54.0, 59.0, 59.0, 59.0, 55.0, 54.0, 59.0, 55.0, 59.0, 55.0, 55.0)",2015.9,636,1414,Y
"(60.0, 60.0, 60.0, 60.0, 60.0, 52.0, 52.0, 52.0, 57.0, 60.0, 52.0, 57.0, 57.0, 35.0, 35.0)",2015.981,640,1418,Y
"(52.0, 52.0, 52.0, 52.0, 52.0, 0.0, 0.0, 0.0, 21.0, 21.0, 16.0, 16.0, 20.0, 0.0)",2252.939,646,1424,Y
"(59.0, 59.0, 59.0, 59.0, 59.0, 54.0, 54.0, 54.0, 49.0, 49.0, 35.0, 35.0, 59.0, 54.0, 54.0)",2253.103,662,1440,Y
"(44.0, 44.0, 44.0, 44.0, 44.0, 50.0, 50.0, 50.0, 61.0, 61.0, 14.0, 14.0, 14.0, 44.0)",2253.164,664,1442,Y
"(27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 41.0, 41.0, 41.0, 27.0)",2253.171,666,1444,Y
"(20.0, 20.0, 20.0, 20.0, 20.0, 24.0, 24.0, 24.0, 59.0, 59.0, 44.0, 44.0, 44.0, 44.0, 44.0)",2253.222,670,1448,Y
"(52.0, 52.0, 52.0, 52.0, 52.0, 57.0, 57.0, 57.0, 25.0, 25.0, 59.0, 59.0, 57.0, 61.0, 61.0)",2253.326,677,1455,Y
"(59.0, 59.0, 59.0, 59.0, 59.0, 53.0, 53.0, 53.0, 29.0, 29.0, 44.0, 44.0, 53.0, 44.0, 44.0)",2253.332,679,1457,Y
"(49.0, 49.0, 49.0, 49.0, 49.0, 58.0, 58.0, 58.0, 50.0, 50.0, 3.0, 3.0, 58.0, 58.0, 58.0)",2253.335,680,1458,Y
"(20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 19.0, 19.0, 29.0, 29.0, 19.0, 20.0)",2253.4,685,1463,Y
"(39.0, 39.0, 39.0, 39.0, 39.0, 34.0, 34.0, 34.0, 52.0, 52.0, 39.0, 34.0, 32.0, 39.0, 39.0)",2542.435,696,1474,Y
"(35.0, 35.0, 35.0, 35.0, 35.0, 42.0, 42.0, 42.0, 38.0, 38.0, 35.0, 42.0, 35.0, 35.0, 35.0)",2542.534,704,1482,Y
"(46.0, 46.0, 46.0, 46.0, 46.0, 47.0, 47.0, 47.0, 38.0, 38.0, 46.0, 47.0, 46.0, 38.0, 38.0)",2542.537,706,1484,Y
"(36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 44.0, 44.0, 36.0, 36.0, 36.0, 34.0)",2542.594,707,1485,Y
"(34.0, 34.0, 34.0, 34.0, 34.0, 38.0, 38.0, 38.0, 31.0, 31.0, 34.0, 38.0, 31.0, 38.0)",2542.683,716,1494,Y
"(55.0, 55.0, 55.0, 55.0, 55.0, 49.0, 49.0, 49.0, 59.0, 59.0, 55.0, 49.0, 59.0, 48.0, 48.0)",2542.722,717,1495,Y
"(15.0, 15.0, 15.0, 15.0, 15.0, 3.0, 3.0, 3.0, 6.0, 6.0, 2.0, 2.0, 2.0, 23.0, 23.0, 23.0)",2948.778,728,1506,Y
"(20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 43.0, 43.0, 60.0, 60.0, 60.0, 20.0, 20.0)",2948.852,734,1512,Y
"(46.0, 46.0, 46.0, 46.0, 46.0, 47.0, 47.0, 47.0, 8.0, 8.0, 50.0, 50.0, 50.0, 46.0, 46.0, 46.0)",2948.9,737,1515,Y
"(30.0, 30.0, 30.0, 30.0, 30.0, 13.0, 13.0, 13.0, 12.0, 12.0, 14.0, 14.0, 14.0, 14.0, 30.0)",2948.968,742,1520,Y
"(50.0, 50.0, 50.0, 50.0, 50.0, 46.0, 46.0, 46.0, 20.0, 20.0, 35.0, 35.0, 35.0, 35.0, 46.0)",2948.977,743,1521,Y
"(21.0, 21.0, 21.0, 21.0, 21.0, 20.0, 20.0, 20.0, 1.0, 1.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0)",2949.025,747,1525,Y
"(4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 40.0, 40.0, 51.0, 51.0, 51.0, 51.0, 5.0, 5.0)",2949.027,748,1526,Y
"(2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 27.0, 27.0, 53.0, 53.0, 53.0, 53.0, 27.0, 27.0)",2949.028,749,1527,Y
"(47.0, 47.0, 47.0, 47.0, 47.0, 53.0, 53.0, 53.0, 15.0, 15.0, 60.0, 60.0, 60.0, 53.0, 47.0, 47.0)",2949.146,755,1533,Y
"(3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 39.0, 39.0, 26.0, 26.0, 26.0, 4.0, 26.0, 26.0)",2949.148,756,1534,Y
"(29.0, 29.0, 29.0, 29.0, 29.0, 38.0, 38.0, 38.0, 47.0, 47.0, 45.0, 45.0, 45.0, 47.0, 47.0, 47.0)",2949.265,767,1545,Y
"(2.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 30.0, 30.0, 12.0, 12.0, 8.0, 11.0, 30.0)",3270.549,771,1549,Y
"(35.0, 35.0, 35.0, 35.0, 35.0, 39.0, 39.0, 39.0, 24.0, 24.0, 61.0, 61.0, 39.0, 35.0, 31.0)",3270.669,779,1557,Y
"(40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 60.0, 60.0, 18.0, 18.0, 40.0, 40.0, 18.0)",3270.675,780,1558,Y
"(51.0, 51.0, 51.0, 51.0, 51.0, 42.0, 42.0, 42.0, 31.0, 31.0, 13.0, 13.0, 42.0, 51.0, 51.0, 51.0)",3270.723,784,1562,Y
"(22.0, 22.0, 22.0, 22.0, 22.0, 37.0, 37.0, 37.0, 36.0, 36.0, 38.0, 38.0, 37.0, 38.0, 38.0, 38.0)",3270.851,794,1572,Y
"(53.0, 53.0, 53.0, 53.0, 53.0, 51.0, 51.0, 51.0, 61.0, 61.0, 43.0, 43.0, 51.0, 51.0, 53.0)",3270.912,798,1576,Y
"(2.0, 2.0, 2.0, 2.0, 2.0, 10.0, 10.0, 10.0, 17.0, 17.0, 36.0, 36.0, 10.0, 10.0, 2.0, 2.0)",3270.966,802,1580,Y
"(40.0, 40.0, 40.0, 40.0, 40.0, 44.0, 44.0, 44.0, 30.0, 30.0, 13.0, 13.0, 44.0, 44.0, 44.0, 44.0)",3270.971,804,1582,Y
"(58.0, 58.0, 58.0, 58.0, 58.0, 44.0, 44.0, 44.0, 42.0, 42.0, 58.0, 44.0, 44.0, 11.0, 30.0, 30.0)",3638.667,819,1597,Y
"(6.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 10.0, 10.0, 10.0, 10.0)",3638.809,833,1611,Y
"(54.0, 54.0, 54.0, 54.0, 54.0, 45.0, 45.0, 45.0, 20.0, 20.0, 54.0, 45.0, 45.0, 45.0, 54.0, 54.0)",3638.843,835,1613,Y
"(29.0, 29.0, 29.0, 29.0, 29.0, 0.0, 0.0, 0.0, 34.0, 34.0, 29.0, 0.0, 0.0, 0.0, 34.0, 34.0)",3638.847,837,1615,Y
"(60.0, 60.0, 60.0, 60.0, 60.0, 53.0, 53.0, 53.0, 29.0, 29.0, 60.0, 53.0, 29.0, 30.0, 30.0, 30.0)",3978.724,851,1629,Y
"(50.0, 50.0, 50.0, 50.0, 50.0, 44.0, 44.0, 44.0, 41.0, 41.0, 50.0, 44.0, 41.0, 25.0, 41.0, 41.0)",3978.727,853,1631,Y
"(29.0, 29.0, 29.0, 29.0, 29.0, 30.0, 30.0, 30.0, 42.0, 42.0, 29.0, 30.0, 42.0, 29.0, 42.0, 42.0)",3978.814,860,1638,Y
"(31.0, 31.0, 31.0, 31.0, 31.0, 28.0, 28.0, 28.0, 34.0, 34.0, 31.0, 28.0, 34.0, 28.0, 14.0, 14.0)",3978.906,864,1642,Y
"(42.0, 42.0, 42.0, 42.0, 42.0, 36.0, 36.0, 36.0, 49.0, 49.0, 42.0, 36.0, 49.0, 49.0, 42.0)",3978.963,869,1647,Y
"(40.0, 40.0, 40.0, 40.0, 40.0, 42.0, 42.0, 42.0, 37.0, 37.0, 58.0, 58.0, 58.0, 58.0, 10.0, 40.0, 40.0)",4467.808,881,1659,Y
"(51.0, 51.0, 51.0, 51.0, 51.0, 55.0, 55.0, 55.0, 59.0, 59.0, 51.0, 51.0, 51.0, 51.0, 32.0, 32.0, 32.0)",4467.809,882,1660,Y
"(55.0, 55.0, 55.0, 55.0, 55.0, 48.0, 48.0, 48.0, 35.0, 35.0, 48.0, 48.0, 48.0, 48.0, 42.0, 48.0, 48.0)",4467.813,885,1663,Y
"(3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 24.0, 24.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0)",4467.925,891,1669,Y
"(45.0, 45.0, 45.0, 45.0, 45.0, 3.0, 3.0, 3.0, 14.0, 14.0, 20.0, 20.0, 20.0, 20.0, 20.0, 25.0)",4467.996,895,1673,Y
"(45.0, 45.0, 45.0, 45.0, 45.0, 1.0, 1.0, 1.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 1.0)",4468.003,897,1675,Y
"(11.0, 11.0, 11.0, 11.0, 11.0, 7.0, 7.0, 7.0, 20.0, 20.0, 17.0, 17.0, 17.0, 17.0, 17.0, 20.0)",4468.011,898,1676,Y
"(44.0, 44.0, 44.0, 44.0, 44.0, 0.0, 0.0, 0.0, 46.0, 46.0, 33.0, 33.0, 33.0, 33.0, 33.0, 50.0, 50.0)",4468.053,899,1677,Y
"(19.0, 19.0, 19.0, 19.0, 19.0, 22.0, 22.0, 22.0, 0.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 22.0, 22.0)",4468.058,902,1680,Y
"(5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 16.0, 16.0, 5.0, 5.0, 5.0, 5.0, 16.0, 5.0)",4468.237,914,1692,Y
"(51.0, 51.0, 51.0, 51.0, 51.0, 24.0, 24.0, 24.0, 50.0, 50.0, 34.0, 34.0, 24.0, 24.0, 23.0, 23.0, 23.0)",5034.143,929,1707,Y
"(47.0, 47.0, 47.0, 47.0, 47.0, 0.0, 0.0, 0.0, 51.0, 51.0, 57.0, 57.0, 0.0, 0.0, 40.0, 0.0, 0.0)",5034.146,930,1708,Y
"(45.0, 45.0, 45.0, 45.0, 45.0, 40.0, 40.0, 40.0, 41.0, 41.0, 8.0, 8.0, 40.0, 40.0, 45.0, 41.0)",5034.226,936,1714,Y
"(36.0, 36.0, 36.0, 36.0, 36.0, 17.0, 17.0, 17.0, 9.0, 9.0, 8.0, 8.0, 17.0, 17.0, 36.0, 36.0, 36.0)",5034.273,938,1716,Y
"(52.0, 52.0, 52.0, 52.0, 52.0, 48.0, 48.0, 48.0, 44.0, 44.0, 11.0, 11.0, 48.0, 48.0, 52.0, 44.0, 44.0)",5034.278,941,1719,Y
"(39.0, 39.0, 39.0, 39.0, 39.0, 38.0, 38.0, 38.0, 56.0, 56.0, 36.0, 36.0, 38.0, 38.0, 36.0, 39.0)",5034.339,943,1721,Y
"(56.0, 56.0, 56.0, 56.0, 56.0, 44.0, 44.0, 44.0, 38.0, 38.0, 26.0, 26.0, 44.0, 44.0, 44.0, 46.0)",5034.453,951,1729,Y
"(43.0, 43.0, 43.0, 43.0, 43.0, 44.0, 44.0, 44.0, 16.0, 16.0, 38.0, 38.0, 44.0, 44.0, 44.0, 16.0)",5034.465,954,1732,Y
"(35.0, 35.0, 35.0, 35.0, 35.0, 37.0, 37.0, 37.0, 32.0, 32.0, 7.0, 7.0, 37.0, 37.0, 32.0, 9.0)",5034.563,960,1738,Y
"(20.0, 20.0, 20.0, 20.0, 20.0, 47.0, 47.0, 47.0, 51.0, 51.0, 51.0, 51.0, 47.0, 47.0, 51.0, 47.0, 47.0)",5034.621,967,1745,Y
"(49.0, 49.0, 49.0, 49.0, 49.0, 57.0, 57.0, 57.0, 22.0, 22.0, 49.0, 57.0, 57.0, 33.0, 37.0, 61.0, 61.0)",5484.171,974,1752,Y
"(7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 2.0, 2.0, 18.0, 18.0, 7.0, 2.0, 2.0, 49.0, 35.0, 35.0, 35.0)",5484.174,976,1754,Y
"(9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 38.0, 38.0, 9.0, 9.0, 9.0, 47.0, 9.0, 9.0, 9.0)",5484.296,987,1765,Y
"(55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 39.0, 39.0, 55.0, 55.0, 55.0, 0.0, 0.0, 0.0, 0.0)",5484.416,995,1773,Y
"(9.0, 9.0, 9.0, 9.0, 9.0, 5.0, 5.0, 5.0, 5.0, 5.0, 9.0, 5.0, 5.0, 5.0, 47.0, 16.0, 16.0)",5944.239,1020,1798,Y
"(13.0, 13.0, 13.0, 13.0, 13.0, 21.0, 21.0, 21.0, 16.0, 16.0, 13.0, 21.0, 21.0, 21.0, 49.0, 21.0, 21.0)",5944.246,1023,1801,Y
"(11.0, 11.0, 11.0, 11.0, 11.0, 17.0, 17.0, 17.0, 17.0, 17.0, 11.0, 17.0, 17.0, 17.0, 11.0, 17.0, 17.0)",5944.34,1031,1809,Y
"(44.0, 44.0, 44.0, 44.0, 44.0, 52.0, 52.0, 52.0, 21.0, 21.0, 44.0, 52.0, 52.0, 52.0, 52.0, 1.0, 1.0)",5944.416,1035,1813,Y
"(28.0, 28.0, 28.0, 28.0, 28.0, 26.0, 26.0, 26.0, 49.0, 49.0, 28.0, 26.0, 26.0, 26.0, 26.0, 49.0, 49.0)",5944.423,1038,1816,Y
"(10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 17.0, 17.0, 10.0, 8.0, 8.0, 8.0, 17.0, 17.0, 17.0)",5944.524,1045,1823,Y
"(45.0, 45.0, 45.0, 45.0, 45.0, 51.0, 51.0, 51.0, 31.0, 31.0, 45.0, 51.0, 31.0, 30.0, 7.0, 2.0)",6429.072,1046,1824,Y
"(31.0, 31.0, 31.0, 31.0, 31.0, 34.0, 34.0, 34.0, 57.0, 57.0, 31.0, 34.0, 57.0, 29.0, 47.0, 34.0)",6429.082,1048,1826,Y
"(30.0, 30.0, 30.0, 30.0, 30.0, 31.0, 31.0, 31.0, 29.0, 29.0, 30.0, 31.0, 29.0, 7.0, 58.0, 7.0)",6429.087,1050,1828,Y
"(27.0, 27.0, 27.0, 27.0, 27.0, 26.0, 26.0, 26.0, 27.0, 27.0, 27.0, 26.0, 27.0, 5.0, 5.0, 26.0)",6429.335,1068,1846,Y
"(44.0, 44.0, 44.0, 44.0, 44.0, 47.0, 47.0, 47.0, 31.0, 31.0, 44.0, 47.0, 31.0, 56.0, 31.0, 47.0)",6429.553,1087,1865,Y
"(42.0, 42.0, 42.0, 42.0, 42.0, 52.0, 52.0, 52.0, 44.0, 44.0, 42.0, 52.0, 44.0, 12.0, 44.0, 42.0, 42.0)",6429.608,1089,1867,Y
"(57.0, 57.0, 57.0, 57.0, 57.0, 47.0, 47.0, 47.0, 47.0, 47.0, 37.0, 37.0, 37.0, 37.0, 24.0, 7.0, 56.0, 56.0)",7094.948,1099,1877,Y
"(56.0, 56.0, 56.0, 56.0, 56.0, 55.0, 55.0, 55.0, 34.0, 34.0, 20.0, 20.0, 20.0, 20.0, 26.0, 53.0, 56.0, 56.0)",7094.949,1100,1878,Y
"(15.0, 15.0, 15.0, 15.0, 15.0, 21.0, 21.0, 21.0, 21.0, 21.0, 28.0, 28.0, 28.0, 28.0, 6.0, 15.0, 6.0)",7095.035,1107,1885,Y
"(3.0, 3.0, 3.0, 3.0, 3.0, 46.0, 46.0, 46.0, 42.0, 42.0, 45.0, 45.0, 45.0, 45.0, 61.0, 3.0, 46.0)",7095.037,1108,1886,Y
"(43.0, 43.0, 43.0, 43.0, 43.0, 45.0, 45.0, 45.0, 12.0, 12.0, 28.0, 28.0, 28.0, 28.0, 48.0, 43.0, 45.0, 45.0)",7095.099,1114,1892,Y
