Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(26.0, 39.0, 24.0, 36.0, 36.0, 3.0, 3.0, 25.0, 36.0, 36.0)",724.36,320,326,Y
"(33.0, 15.0, 21.0, 55.0, 55.0, 60.0, 60.0, 55.0, 55.0, 55.0)",724.36,321,327,Y
"(54.0, 59.0, 39.0, 25.0, 25.0, 37.0, 37.0, 53.0, 53.0, 6.0)",724.391,322,328,Y
"(25.0, 47.0, 22.0, 12.0, 12.0, 41.0, 41.0, 19.0, 19.0, 41.0)",724.393,324,330,Y
"(8.0, 50.0, 14.0, 56.0, 56.0, 34.0, 34.0, 57.0, 57.0, 57.0)",724.396,328,334,Y
"(16.0, 20.0, 10.0, 3.0, 3.0, 24.0, 20.0, 24.0, 41.0, 22.0)",1155.987,329,335,Y
"(29.0, 26.0, 22.0, 32.0, 32.0, 5.0, 26.0, 5.0, 11.0, 22.0)",1155.99,333,339,Y
"(21.0, 40.0, 57.0, 4.0, 4.0, 60.0, 40.0, 60.0, 58.0, 4.0)",1155.991,334,340,Y
"(23.0, 13.0, 29.0, 55.0, 55.0, 18.0, 13.0, 18.0, 26.0, 26.0)",1155.992,335,341,Y
"(27.0, 52.0, 46.0, 14.0, 14.0, 32.0, 52.0, 32.0, 27.0, 27.0)",1156.019,337,343,Y
"(1.0, 38.0, 14.0, 19.0, 19.0, 33.0, 38.0, 33.0, 1.0, 14.0)",1156.021,340,346,Y
"(16.0, 40.0, 30.0, 45.0, 45.0, 56.0, 40.0, 56.0, 16.0, 45.0)",1156.022,341,347,Y
"(16.0, 3.0, 53.0, 30.0, 30.0, 29.0, 3.0, 29.0, 29.0, 16.0)",1156.05,343,349,Y
"(45.0, 37.0, 49.0, 23.0, 23.0, 14.0, 37.0, 14.0, 14.0, 37.0)",1156.052,345,351,Y
"(57.0, 27.0, 61.0, 15.0, 15.0, 26.0, 27.0, 26.0, 26.0, 15.0)",1156.054,347,353,Y
"(15.0, 38.0, 18.0, 1.0, 1.0, 5.0, 38.0, 5.0, 38.0, 38.0)",1156.08,348,354,Y
"(27.0, 35.0, 1.0, 45.0, 45.0, 8.0, 35.0, 8.0, 35.0, 45.0)",1156.084,353,359,Y
"(33.0, 29.0, 25.0, 59.0, 59.0, 17.0, 29.0, 17.0, 25.0, 36.0)",1156.111,354,360,Y
"(1.0, 47.0, 11.0, 25.0, 25.0, 60.0, 47.0, 60.0, 11.0, 1.0)",1156.112,355,361,Y
"(27.0, 34.0, 52.0, 21.0, 21.0, 10.0, 34.0, 10.0, 52.0, 10.0)",1156.113,356,362,Y
"(30.0, 23.0, 50.0, 36.0, 36.0, 4.0, 23.0, 4.0, 50.0, 50.0)",1156.115,358,364,Y
"(58.0, 25.0, 48.0, 9.0, 9.0, 15.0, 25.0, 15.0, 48.0, 9.0)",1156.116,359,365,Y
"(24.0, 48.0, 18.0, 31.0, 31.0, 49.0, 48.0, 49.0, 31.0, 44.0)",1156.142,360,366,Y
"(20.0, 0.0, 58.0, 44.0, 44.0, 2.0, 0.0, 2.0, 44.0, 2.0)",1156.144,362,368,Y
"(23.0, 32.0, 54.0, 24.0, 24.0, 19.0, 32.0, 19.0, 24.0, 32.0)",1156.145,363,369,Y
"(31.0, 57.0, 58.0, 19.0, 19.0, 46.0, 57.0, 46.0, 19.0, 58.0)",1156.146,364,370,Y
"(29.0, 35.0, 31.0, 8.0, 8.0, 7.0, 35.0, 7.0, 8.0, 8.0)",1156.147,365,371,Y
"(9.0, 22.0, 7.0, 17.0, 17.0, 12.0, 12.0, 53.0, 0.0, 12.0, 25.0)",2673.847,383,389,Y
"(60.0, 0.0, 20.0, 47.0, 47.0, 52.0, 52.0, 18.0, 4.0, 52.0, 52.0)",2673.849,385,391,Y
"(24.0, 43.0, 0.0, 33.0, 33.0, 61.0, 61.0, 36.0, 7.0, 7.0, 61.0)",2673.94,401,407,Y
"(29.0, 46.0, 0.0, 52.0, 52.0, 47.0, 47.0, 46.0, 38.0, 52.0, 47.0)",2674.025,417,423,Y
"(0.0, 20.0, 5.0, 5.0, 5.0, 33.0, 33.0, 22.0, 33.0, 20.0, 0.0)",6746.978,504,510,Y
"(52.0, 9.0, 61.0, 0.0, 0.0, 43.0, 43.0, 14.0, 43.0, 0.0, 43.0)",6747.059,519,525,Y
"(2.0, 0.0, 16.0, 32.0, 32.0, 3.0, 3.0, 2.0, 3.0, 32.0, 0.0)",6747.06,520,526,Y
"(2.0, 4.0, 35.0, 54.0, 54.0, 31.0, 31.0, 51.0, 35.0, 2.0, 0.0)",9710.265,539,545,Y
"(35.0, 9.0, 0.0, 13.0, 13.0, 24.0, 24.0, 45.0, 0.0, 0.0, 13.0)",9710.371,565,571,Y
"(38.0, 25.0, 18.0, 42.0, 42.0, 11.0, 11.0, 0.0, 18.0, 42.0, 18.0)",9710.411,571,577,Y
"(16.0, 18.0, 20.0, 0.0, 0.0, 49.0, 49.0, 1.0, 1.0, 49.0, 0.0)",13063.977,601,607,Y
"(0.0, 25.0, 14.0, 20.0, 20.0, 10.0, 10.0, 19.0, 19.0, 19.0, 14.0)",13064.106,628,634,Y
"(61.0, 0.0, 55.0, 37.0, 37.0, 4.0, 0.0, 4.0, 39.0, 0.0, 37.0)",16378.428,658,664,Y
"(10.0, 8.0, 26.0, 0.0, 0.0, 6.0, 8.0, 6.0, 57.0, 0.0, 57.0)",16378.506,673,679,Y
