Adversarial Examples,Time(s),Length of Adversarial Examples
"(19/1, 33/1, 24/1, 50/1, 2/1, 41/1, 12/1, 29/1, 24/1, 53/1, 56/1)",22.179,11
"(6/1, 42/1, 23/1, 11/1, 44/1, 3/1, 44/1, 43/1, 25/1, 58/1, 43/1)",22.201,11
"(36/1, 32/1, 34/1, 23/1, 24/1, 38/1, 37/1)",22.22,7
"(11/1, 26/1, 14/1, 56/1, 5/1, 25/1, 60/1, 8/1, 3/1, 52/1, 12/1, 49/1, 12/1, 32/1, 36/1, 30/1, 21/1, 27/1, 20/1)",22.221,19
"(54/1, 31/1, 39/1, 17/1, 4/1, 4/1, 53/1, 59/1, 18/1, 9/1, 24/1, 55/1, 56/1)",22.223,13
"(11/1, 34/1, 20/1, 52/1, 57/1, 30/1, 17/1)",22.23,7
"(26/1, 19/1, 41/1, 34/1, 12/1, 13/1, 38/1, 12/1, 4/1, 55/1, 12/1, 30/1, 46/1, 25/1, 17/1)",22.239,15
"(48/1, 45/1, 38/1, 50/1, 48/1)",22.255,5
"(23/1, 38/1, 35/1)",22.269,3
"(4/1, 9/1, 46/1, 15/1, 17/1, 2/1, 35/1, 50/1, 5/1, 49/1, 55/1, 35/1, 8/1, 47/1, 15/1)",22.28,15
"(13/1, 27/1, 5/1, 31/1, 52/1, 46/1, 16/1, 18/1, 14/1, 45/1, 54/1, 5/1, 4/1, 43/1, 32/1, 40/1, 35/1, 2/1)",22.291,18
"(41/1, 34/1, 3/1, 10/1, 6/1, 31/1, 40/1, 25/1, 56/1, 38/1, 14/1, 22/1, 54/1, 16/1, 23/1, 52/1, 35/1)",22.294,17
"(24/1, 24/1, 59/1, 3/1, 49/1, 24/1, 42/1, 43/1, 6/1, 28/1, 26/1, 44/1, 9/1, 15/1, 47/1)",22.298,15
"(56/1, 28/1, 49/1)",22.301,3
"(6/1, 6/1, 4/1, 38/1, 16/1, 21/1, 23/1, 47/1, 11/1)",22.307,9
"(22/1, 56/1, 54/1, 26/1, 16/1, 8/1, 52/1, 34/1, 21/1, 41/1, 52/1, 58/1, 19/1, 23/1, 26/1)",22.322,15
"(16/1, 53/1, 43/1, 4/1, 18/1, 17/1, 59/1, 48/1, 57/1, 49/1, 14/1, 35/1, 19/1, 38/1, 52/1)",22.332,15
"(7/1, 60/1, 52/1, 43/1, 12/1, 4/1, 55/1, 58/1, 13/1, 37/1, 24/1, 23/1, 29/1, 58/1, 20/1)",22.341,15
"(36/1, 57/1, 10/1, 40/1, 4/1, 37/1, 8/1, 35/1, 46/1, 50/1, 52/1, 15/1, 6/1, 57/1, 10/1, 51/1, 57/1)",22.347,17
"(4/1, 2/1, 57/1, 36/1, 47/1, 3/1, 15/1, 24/1, 18/1, 17/1, 24/1, 7/1, 33/1, 15/1, 54/1, 38/1, 2/1, 47/1, 6/1)",22.35,19
"(51/1, 25/1, 29/1, 46/1, 46/1, 52/1, 43/1, 16/1, 49/1)",22.358,9
"(12/1, 54/1, 1/1, 35/1, 32/1)",22.361,5
"(53/1, 28/1, 49/1)",22.364,3
"(58/1, 15/1, 32/1, 20/1, 47/1)",22.371,5
"(9/1, 20/1, 35/1, 14/1, 54/1, 36/1, 21/1, 47/1, 53/1)",22.377,9
"(20/1, 56/1, 22/1, 52/1, 41/1, 23/1, 2/1, 24/1, 37/1, 37/1, 47/1)",22.379,11
"(29/1, 13/1, 18/1, 1/1, 18/1, 59/1, 37/1)",22.386,7
"(19/1, 52/1, 20/1, 38/1, 5/1, 43/1, 1/1, 21/1, 9/1, 11/1, 29/1)",22.398,11
"(56/1, 9/1, 30/1, 20/1, 22/1, 51/1, 6/1, 28/1, 28/1, 12/1, 21/1, 45/1, 51/1)",22.399,13
"(4/1, 54/1, 48/1, 44/1, 52/1)",22.41,5
"(15/1, 2/1, 13/1, 40/1, 38/1)",22.42,5
"(2/1, 40/1, 48/1, 21/1, 11/1, 45/1, 49/1, 58/1, 6/1, 18/1, 34/1, 55/1, 59/1)",22.423,13
"(20/1, 46/1, 20/1, 21/1, 27/1)",22.432,5
"(53/1, 16/1, 50/1, 13/1, 37/1, 14/1, 14/1, 31/1, 60/1, 26/1, 44/1, 35/1, 9/1, 44/1, 36/1, 59/1, 40/1, 52/1, 49/1)",22.434,19
"(21/1, 39/1, 40/1, 36/1, 21/1, 32/1, 49/1)",22.436,7
"(2/1, 32/1, 22/1, 23/1, 53/1)",22.449,5
"(17/1, 36/1, 43/1, 53/1, 23/1, 59/1, 45/1, 2/1, 26/1, 7/1, 6/1, 6/1, 14/1)",22.453,13
"(48/1, 15/1, 44/1, 17/1, 20/1, 33/1, 22/1, 18/1, 43/1, 1/1)",22.461,10
"(7/1, 40/1, 29/1, 57/1, 2/1, 22/1, 38/1, 35/1, 17/1, 26/1, 57/1, 51/1, 32/1)",22.464,13
"(42/1, 55/1, 48/1, 24/1, 8/1, 28/1, 59/1, 7/1, 1/1, 52/1, 45/1, 26/1, 20/1, 58/1, 52/1)",22.477,15
"(55/1, 44/1, 31/1, 41/1, 10/1, 53/1, 45/1, 24/1, 26/1)",22.484,9
"(15/1, 53/1, 42/1)",22.491,3
"(1/1, 30/1, 27/1, 48/1, 55/1, 5/1)",22.494,6
"(1/1, 24/1, 50/1)",22.497,3
"(39/1, 39/1, 56/1, 14/1, 5/1, 58/1, 41/1, 43/1, 44/1)",22.501,9
"(25/1, 16/1, 25/1, 55/1, 16/1, 14/1, 12/1)",22.502,7
"(15/1, 27/1, 28/1, 26/1, 23/1)",22.505,5
"(31/1, 50/1, 50/1, 2/1, 39/1, 1/1, 42/1, 17/1, 58/1, 22/1, 11/1, 55/1, 4/1, 35/1, 26/1)",22.51,15
"(37/1, 2/1, 39/1, 33/1, 12/1, 31/1, 9/1, 39/1, 52/1, 48/1, 41/1, 15/1, 15/1)",22.518,13
"(28/1, 4/1, 4/1, 39/1, 32/1)",22.525,5
"(6/1, 42/1, 30/1, 32/1, 45/1, 38/1, 29/1, 14/1, 1/1, 37/1, 59/1, 31/1, 58/1, 39/1, 2/1, 29/1, 13/1, 45/1, 18/1)",22.53,19
"(52/1, 12/1, 13/1, 14/1, 44/1, 32/1, 52/1, 6/1, 47/1, 60/1, 36/1, 47/1, 4/1, 52/1, 38/1, 36/1, 60/1)",22.533,17
"(23/1, 13/1, 58/1, 11/1, 36/1, 49/1, 26/1, 49/1, 31/1, 34/1, 40/1)",22.543,11
"(3/1, 60/1, 3/1, 32/1, 17/1, 35/1, 22/1, 11/1, 12/1, 44/1, 14/1)",22.548,11
"(30/1, 42/1, 46/1)",22.555,3
"(11/1, 53/1, 46/1, 6/1, 7/1)",22.558,5
"(52/1, 8/1, 47/1, 6/1, 2/1, 10/1, 30/1, 15/1, 26/1, 1/1, 53/1, 51/1, 42/1, 54/1, 41/1)",22.562,15
"(22/1, 3/1, 34/1, 37/1, 8/1, 18/1, 8/1, 45/1, 53/1)",22.565,9
"(6/1, 10/1, 22/1, 31/1, 11/1, 49/1, 58/1, 36/1, 46/1, 2/1, 14/1, 52/1, 41/1)",22.583,13
"(6/1, 21/1, 43/1, 28/1, 14/1)",22.586,5
"(38/1, 15/1, 2/1, 9/1, 56/1, 31/1, 58/1, 53/1, 27/1, 1/1, 42/1, 10/1, 16/1)",22.604,13
"(12/1, 45/1, 21/1, 44/1, 57/1, 27/1, 12/1, 58/1, 13/1, 41/1, 50/1, 44/1, 10/1, 12/1, 19/1, 26/1, 42/1, 20/1, 10/1)",22.608,19
"(13/1, 29/1, 21/1, 15/1, 32/1, 25/1, 57/1, 60/1, 39/1, 35/1, 22/1, 31/1, 26/1, 52/1, 52/1)",22.609,15
"(30/1, 60/1, 57/1)",22.616,3
"(19/1, 3/1, 4/1, 50/1, 46/1, 9/1, 33/1, 37/1, 56/1, 45/1, 49/1, 30/1, 17/1, 49/1, 29/1, 20/1, 10/1)",22.619,17
"(5/1, 19/1, 42/1, 2/1, 27/1, 1/1, 3/1)",22.621,7
"(31/1, 60/1, 49/1)",22.622,3
"(1/1, 53/1, 18/1, 8/1, 8/1, 43/1, 34/1, 49/1, 15/1, 3/1, 4/1, 59/1, 55/1)",22.631,13
"(58/1, 30/1, 59/1, 14/1, 2/1, 14/1, 21/1, 2/1, 18/1)",22.633,9
"(26/1, 39/1, 59/1, 19/1, 3/1, 31/1, 57/1)",22.635,7
"(29/1, 27/1, 12/1, 51/1, 51/1, 59/1, 6/1, 11/1, 21/1, 28/1, 4/1, 14/1, 5/1, 11/1, 14/1, 27/1, 59/1)",22.637,17
"(22/1, 42/1, 29/1)",22.642,3
"(44/1, 11/1, 38/1, 23/1, 42/1, 21/1, 35/1, 55/1, 3/1, 24/1, 27/1, 47/1, 58/1)",22.647,13
"(20/1, 35/1, 26/1)",22.648,3
"(29/1, 29/1, 11/1, 52/1, 6/1, 9/1, 6/1, 3/1, 8/1, 28/1, 31/1, 18/1, 12/1, 59/1, 46/1)",22.652,15
"(6/1, 43/1, 26/1, 27/1, 45/1, 37/1, 29/1)",22.655,7
"(5/1, 19/1, 24/1)",22.662,3
"(58/1, 18/1, 52/1, 28/1, 23/1, 38/1, 38/1)",22.665,7
"(4/1, 36/1, 1/1, 12/1, 30/1, 16/1, 53/1, 6/1, 10/1, 42/1, 13/1, 37/1, 15/1, 40/1, 23/1, 60/1, 24/1)",22.668,17
"(18/1, 55/1, 54/1, 11/1, 6/1)",22.675,5
"(20/1, 18/1, 4/1, 14/1, 26/1, 55/1, 48/1, 39/1, 12/1, 27/1, 39/1, 9/1, 3/1, 25/1, 8/1, 29/1, 22/1)",22.683,17
"(15/1, 56/1, 12/1, 50/1, 24/1, 4/1, 19/1, 45/1, 41/1, 43/1, 24/1, 8/1, 18/1, 12/1, 19/1)",22.694,15
"(27/1, 2/1, 49/1, 19/1, 52/1, 28/1, 20/1, 3/1, 26/1, 48/1, 48/1, 34/1, 16/1, 28/1, 15/1, 56/1, 57/1)",22.696,17
"(56/1, 46/1, 13/1, 20/1, 29/1, 43/1, 14/1, 8/1, 44/1, 30/1, 53/1)",22.698,11
"(30/1, 30/1, 27/1, 29/1, 6/1, 30/1, 56/1)",22.708,7
"(45/1, 15/1, 3/1, 42/1, 58/1, 53/1, 23/1, 29/1, 4/1, 7/1, 15/1, 49/1, 56/1, 1/1, 28/1)",22.709,15
"(11/1, 8/1, 45/1, 16/1, 5/1, 47/1, 39/1)",22.711,7
"(37/1, 46/1, 46/1, 17/1, 10/1, 16/1, 19/1, 6/1, 5/1, 12/1, 40/1, 47/1, 48/1, 34/1, 52/1, 55/1, 12/1, 2/1, 31/1)",22.713,19
"(45/1, 7/1, 54/1, 56/1, 23/1, 22/1, 31/1, 37/1, 40/1, 28/1, 49/1, 17/1, 4/1)",22.715,13
"(34/1, 46/1, 31/1, 27/1, 3/1, 16/1, 36/1, 23/1, 47/1, 57/1, 33/1, 50/1, 12/1, 13/1, 8/1, 52/1, 16/1, 50/1, 30/1)",22.719,19
"(37/1, 42/1, 49/1, 16/1, 39/1, 38/1, 23/1, 51/1, 12/1, 52/1, 60/1)",22.728,11
"(3/1, 35/1, 9/1, 2/1, 8/1, 60/1, 7/1, 50/1, 40/1, 14/1, 20/1, 12/1)",22.739,12
"(27/1, 39/1, 47/1, 40/1, 40/1, 24/1, 56/1, 28/1, 15/1, 54/1, 50/1)",22.752,11
"(32/1, 50/1, 32/1, 35/1, 14/1, 52/1, 43/1, 56/1, 28/1, 44/1, 21/1, 46/1, 9/1, 28/1, 9/1, 60/1, 40/1)",22.754,17
"(58/1, 5/1, 11/1)",22.759,3
"(40/1, 15/1, 52/1, 22/1, 30/1, 10/1, 52/1, 16/1, 12/1, 20/1, 3/1, 49/1, 37/1, 49/1, 50/1)",22.76,15
"(60/1, 25/1, 6/1, 36/1, 8/1, 23/1, 16/1, 32/1, 16/1, 47/1, 31/1, 25/1, 11/1, 27/1, 25/1, 6/1, 22/1)",22.785,17
"(4/1, 40/1, 35/1, 38/1, 23/1, 2/1, 13/1, 29/1, 33/1, 49/1, 56/1, 59/1, 32/1, 28/1, 60/1)",22.795,15
"(28/1, 37/1, 32/1, 14/1, 17/1, 57/1, 46/1, 53/1, 54/1, 54/1, 21/1, 32/1, 38/1)",22.797,13
"(55/1, 37/1, 20/1, 50/1, 45/1, 57/1, 42/1, 31/1, 3/1, 58/1, 44/1, 13/1, 16/1, 58/1, 57/1)",22.805,15
"(57/1, 9/1, 11/1)",22.81,3
"(48/1, 48/1, 50/1, 59/1, 47/1, 14/1, 13/1, 8/1, 24/1, 9/1, 16/1, 57/1, 23/1, 50/1, 57/1, 51/1, 49/1, 25/1, 22/1)",22.815,19
"(46/1, 23/1, 43/1, 14/1, 7/1, 32/1, 31/1, 28/1, 54/1, 1/1, 27/1)",22.827,11
"(53/1, 5/1, 32/1, 31/1, 14/1, 55/1, 56/1)",22.829,7
"(7/1, 53/1, 42/1, 46/1, 57/1, 23/1, 49/1, 1/1, 57/1, 36/1, 21/1, 54/1, 56/1, 53/1, 13/1, 54/1, 43/1, 1/1, 26/1)",22.84,19
"(27/1, 53/1, 15/1, 39/1, 24/1, 46/1, 34/1)",22.85,7
"(17/1, 56/1, 9/1, 37/1, 12/1, 19/1, 21/1, 57/1, 39/1, 58/1, 47/1, 55/1, 42/1, 27/1, 20/1, 47/1, 51/1)",22.878,17
"(59/1, 2/1, 12/1, 58/1, 31/1)",22.892,5
"(26/1, 18/1, 14/1, 59/1, 46/1, 55/1, 40/1, 29/1, 39/1, 47/1, 60/1, 39/1, 45/1, 21/1, 41/1, 1/1)",22.895,16
"(3/1, 19/1, 39/1, 32/1, 40/1, 45/1, 10/1, 56/1, 36/1, 52/1, 4/1, 34/1, 42/1, 39/1, 17/1)",22.899,15
"(54/1, 13/1, 28/1, 29/1, 49/1, 35/1, 9/1, 48/1, 54/1)",22.912,9
"(28/1, 44/1, 36/1)",22.917,3
"(14/1, 57/1, 17/1, 45/1, 56/1, 36/1, 27/1, 4/1, 21/1, 28/1, 1/1, 37/1, 19/1, 49/1, 31/1)",22.922,15
"(30/1, 44/1, 40/1, 35/1, 1/1, 54/1, 13/1, 56/1, 7/1, 8/1, 45/1, 59/1, 48/1, 39/1, 25/1)",22.925,15
"(14/1, 31/1, 24/1, 19/1, 9/1, 36/1, 12/1, 30/1, 57/1, 8/1, 11/1, 30/1, 13/1, 17/1, 30/1)",22.929,15
"(14/1, 51/1, 51/1, 46/1, 38/1, 43/1, 39/1, 18/1, 38/1, 38/1, 55/1, 33/1, 12/1, 38/1, 33/1)",22.944,15
"(56/1, 47/1, 9/1, 8/1, 24/1, 46/1, 34/1, 2/1, 52/1, 32/1, 59/1, 10/1, 8/1)",22.961,13
"(15/1, 17/1, 27/1, 35/1, 33/1, 34/1, 37/1, 44/1, 41/1, 57/1, 31/1, 21/1, 24/1, 23/1, 3/1, 29/1, 46/1, 34/1, 30/1)",22.97,19
"(56/1, 27/1, 12/1, 54/1, 49/1, 5/1, 12/1, 31/1, 30/1, 30/1, 42/1)",22.972,11
"(43/1, 53/1, 40/1, 53/1, 52/1, 8/1, 40/1, 33/1, 14/1)",22.973,9
"(5/1, 52/1, 33/1, 50/1, 23/1, 20/1, 28/1, 44/1, 4/1, 33/1, 4/1, 21/1, 51/1)",22.975,13
"(17/1, 50/1, 22/1, 44/1, 58/1)",22.981,5
"(18/1, 41/1, 23/1)",22.984,3
"(5/1, 36/1, 16/1, 4/1, 47/1, 59/1, 57/1, 41/1, 23/1, 30/1, 38/1, 57/1, 44/1, 40/1, 29/1, 18/1, 54/1, 6/1, 2/1, 9/1)",22.985,20
"(47/1, 16/1, 42/1, 51/1, 30/1, 6/1, 35/1, 40/1, 3/1, 35/1, 47/1)",22.987,11
"(4/1, 17/1, 9/1, 14/1, 14/1, 34/1, 3/1, 35/1, 19/1, 29/1, 57/1)",23.01,11
"(45/1, 13/1, 45/1, 53/1, 29/1, 4/1, 30/1)",23.019,7
"(53/1, 60/1, 45/1, 12/1, 48/1, 35/1, 3/1)",23.022,7
"(47/1, 14/1, 18/1, 1/1, 23/1)",23.048,5
"(4/1, 23/1, 20/1, 17/1, 23/1, 10/1, 47/1, 14/1, 11/1, 27/1, 23/1, 58/1, 48/1)",23.051,13
"(8/1, 47/1, 35/1)",23.058,3
"(51/1, 56/1, 27/1, 34/1, 27/1, 20/1, 31/1, 57/1, 15/1, 11/1, 32/1, 30/1, 4/1, 14/1, 49/1, 18/1, 26/1)",23.064,17
"(13/1, 58/1, 24/1, 54/1, 41/1)",23.069,5
"(25/1, 56/1, 32/1)",23.09,3
"(10/1, 38/1, 8/1, 19/1, 20/1, 23/1, 34/1, 36/1, 7/1, 56/1, 38/1)",23.096,11
"(30/1, 45/1, 11/1, 34/1, 59/1, 18/1, 27/1)",23.131,7
"(12/1, 24/1, 44/1, 34/1, 13/1, 20/1, 21/1, 37/1, 55/1, 29/1, 10/1, 56/1, 9/1, 32/1, 59/1)",23.137,15
"(27/1, 46/1, 46/1, 48/1, 60/1, 28/1, 59/1, 16/1, 8/1, 12/1, 27/1, 44/1, 46/1, 19/1, 24/1)",23.138,15
"(29/1, 52/1, 55/1, 22/1, 2/1, 12/1, 56/1, 43/1, 43/1, 57/1, 54/1, 22/1, 58/1, 9/1, 7/1, 24/1, 29/1)",23.144,17
"(54/1, 55/1, 47/1, 22/1, 20/1, 18/1, 57/1, 44/1, 1/1, 44/1, 4/1, 2/1, 26/1, 58/1, 7/1, 19/1, 48/1, 16/1, 16/1)",23.15,19
"(22/1, 17/1, 44/1, 46/1, 34/1, 6/1, 30/1, 42/1, 25/1, 60/1, 43/1)",23.154,11
"(56/1, 6/1, 5/1, 9/1, 41/1, 58/1, 2/1, 34/1, 7/1, 54/1, 6/1, 53/1, 22/1, 24/1, 39/1)",23.161,15
"(30/1, 7/1, 30/1, 6/1, 10/1, 58/1, 5/1, 49/1, 18/1, 38/1, 20/1, 39/1, 52/1)",23.167,13
"(51/1, 1/1, 56/1, 4/1, 9/1, 57/1, 20/1, 42/1, 45/1, 24/1, 21/1)",23.174,11
"(56/1, 4/1, 20/1, 25/1, 24/1)",23.18,5
"(29/1, 29/1, 30/1, 27/1, 45/1, 23/1, 55/1, 22/1, 12/1)",23.19,9
"(37/1, 30/1, 20/1, 20/1, 10/1, 57/1, 14/1, 45/1, 3/1, 7/1, 15/1, 28/1, 25/1, 2/1, 39/1, 4/1, 11/1)",23.209,17
"(9/1, 33/1, 14/1, 56/1, 50/1, 58/1, 58/1)",23.211,7
"(25/1, 50/1, 33/1, 26/1, 36/1, 54/1, 31/1, 36/1, 25/1, 50/1, 9/1, 50/1, 60/1)",23.214,13
"(40/1, 52/1, 5/1, 13/1, 51/1, 18/1, 7/1, 2/1, 29/1)",23.224,9
"(9/1, 15/1, 9/1, 41/1, 60/1, 48/1, 26/1, 45/1, 39/1, 43/1, 32/1, 14/1, 43/1, 56/1, 26/1, 29/1, 57/1)",23.228,17
"(17/1, 6/1, 12/1, 46/1, 10/1, 10/1, 55/1, 22/1, 46/1, 16/1, 5/1, 52/1, 36/1)",23.243,13
"(3/1, 41/1, 23/1, 42/1, 56/1, 10/1, 4/1, 39/1, 29/1)",23.254,9
"(24/1, 6/1, 1/1, 58/1, 52/1, 54/1, 18/1, 36/1, 35/1, 10/1, 7/1, 40/1, 21/1)",23.255,13
"(54/1, 46/1, 43/1, 19/1, 21/1)",23.26,5
"(19/1, 33/1, 57/1)",23.274,3
"(23/1, 47/1, 49/1, 31/1, 52/1, 8/1, 37/1, 13/1, 5/1, 4/1, 57/1, 46/1, 45/1, 47/1, 51/1, 2/1, 8/1)",23.282,17
"(51/1, 4/1, 32/1, 7/1, 7/1, 46/1, 22/1, 50/1, 34/1)",23.284,9
"(42/1, 54/1, 42/1, 57/1, 51/1)",23.289,5
"(10/1, 39/1, 34/1)",23.291,3
"(14/1, 55/1, 57/1, 25/1, 55/1, 5/1, 7/1, 28/1, 28/1, 45/1, 60/1, 52/1, 8/1, 41/1, 44/1, 48/1, 59/1)",23.306,17
"(56/1, 44/1, 43/1, 18/1, 10/1, 59/1, 9/1, 37/1, 58/1, 7/1, 12/1, 28/1, 35/1)",23.308,13
"(13/1, 56/1, 29/1, 13/1, 53/1, 49/1, 50/1, 50/1, 42/1, 7/1, 59/1, 12/1, 20/1, 32/1, 44/1, 12/1, 6/1)",23.31,17
"(23/1, 42/1, 49/1, 2/1, 10/1, 52/1, 4/1, 21/1, 34/1)",23.313,9
"(33/1, 27/1, 20/1, 22/1, 8/1, 51/1, 55/1, 59/1, 24/1, 40/1, 45/1, 57/1, 32/1)",23.316,13
"(6/1, 23/1, 54/1, 51/1, 53/1, 59/1, 37/1, 19/1, 16/1, 54/1, 24/1, 45/1, 49/1)",23.318,13
"(38/1, 51/1, 46/1, 44/1, 55/1, 21/1, 9/1)",23.319,7
"(54/1, 29/1, 34/1, 1/1, 17/1, 2/1, 16/1, 6/1, 16/1, 16/1, 24/1)",23.321,11
"(42/1, 60/1, 48/1, 23/1, 10/1, 50/1, 55/1, 18/1, 30/1, 35/1, 13/1, 57/1, 29/1, 10/1, 15/1, 19/1, 40/1, 4/1, 4/1)",23.355,19
"(50/1, 18/1, 12/1)",23.358,3
"(44/1, 54/1, 60/1, 6/1, 7/1)",23.36,5
"(26/1, 5/1, 44/1, 40/1, 1/1, 20/1, 50/1, 3/1, 49/1, 9/1, 26/1, 33/1, 40/1, 27/1, 18/1, 12/1, 5/1, 52/1, 8/1)",23.378,19
"(5/1, 37/1, 43/1, 38/1, 41/1, 19/1, 9/1, 48/1, 11/1, 36/1, 27/1, 17/1, 13/1)",23.381,13
"(40/1, 14/1, 33/1, 29/1, 28/1, 51/1, 37/1, 19/1, 31/1, 45/1, 1/1, 53/1, 34/1, 40/1, 27/1, 60/1, 42/1)",23.385,17
"(33/1, 54/1, 5/1, 56/1, 11/1, 23/1, 48/1, 47/1, 51/1)",23.389,9
"(29/1, 21/1, 7/1, 8/1, 57/1, 2/1, 48/1, 42/1, 34/1, 54/1, 28/1, 18/1, 48/1, 44/1, 60/1, 39/1, 15/1, 35/1, 52/1)",23.391,19
"(54/1, 18/1, 29/1, 28/1, 30/1, 35/1, 22/1)",23.393,7
"(4/1, 45/1, 18/1, 47/1, 1/1, 28/1, 3/1, 30/1, 18/1, 54/1, 52/1)",23.398,11
"(53/1, 11/1, 3/1)",23.4,3
"(22/1, 8/1, 7/1, 15/1, 54/1, 54/1, 1/1, 52/1, 58/1, 19/1, 49/1, 49/1, 30/1, 39/1, 5/1, 15/1, 18/1, 40/1, 44/1)",23.405,19
"(22/1, 29/1, 13/1, 60/1, 1/1, 21/1, 51/1, 55/1, 5/1, 29/1, 51/1)",23.416,11
"(22/1, 31/1, 9/1, 25/1, 50/1, 41/1, 17/1, 7/1, 3/1, 31/1, 54/1, 18/1, 52/1, 12/1, 7/1, 42/1, 24/1)",23.417,17
"(1/1, 12/1, 11/1, 39/1, 34/1, 14/1, 36/1, 36/1, 18/1, 59/1, 11/1)",23.421,11
"(41/1, 48/1, 41/1, 10/1, 27/1, 28/1, 54/1, 17/1, 21/1)",23.427,9
"(15/1, 51/1, 39/1, 25/1, 7/1, 48/1, 11/1, 50/1, 24/1, 41/1, 19/1, 39/1, 17/1)",23.433,13
"(1/1, 5/1, 23/1, 51/1, 32/1, 59/1, 47/1)",23.437,7
"(38/1, 28/1, 7/1, 40/1, 52/1, 3/1, 7/1, 19/1, 20/1, 13/1, 51/1, 24/1, 58/1, 20/1, 8/1)",23.467,15
"(4/1, 41/1, 32/1, 27/1, 56/1, 24/1, 9/1)",23.472,7
"(12/1, 47/1, 18/1, 18/1, 28/1)",23.475,5
"(37/1, 14/1, 41/1, 35/1, 25/1, 12/1, 24/1)",23.483,7
"(19/1, 16/1, 26/1, 44/1, 18/1, 24/1, 14/1, 50/1, 31/1, 30/1, 25/1, 22/1, 54/1)",23.485,13
"(43/1, 25/1, 16/1)",23.487,3
"(9/1, 57/1, 30/1, 42/1, 19/1, 38/1, 10/1, 44/1, 19/1, 25/1, 10/1, 43/1, 58/1, 2/1, 5/1)",23.496,15
"(32/1, 51/1, 13/1, 26/1, 26/1, 34/1, 23/1, 34/1, 55/1, 39/1, 36/1, 47/1, 7/1, 9/1, 24/1, 58/1, 2/1, 34/1, 43/1)",23.499,19
"(41/1, 52/1, 16/1, 59/1, 54/1, 40/1, 38/1, 4/1, 60/1, 50/1, 24/1, 38/1, 43/1, 13/1, 51/1, 13/1, 14/1)",23.504,17
"(7/1, 38/1, 17/1, 57/1, 34/1)",23.505,5
"(24/1, 43/1, 19/1, 41/1, 6/1, 27/1, 23/1, 58/1, 4/1, 48/1, 6/1, 46/1, 7/1, 6/1, 5/1, 34/1, 29/1)",23.514,17
"(11/1, 5/1, 15/1, 41/1, 16/1)",23.54,5
"(42/1, 14/1, 10/1, 54/1, 38/1, 16/1, 57/1, 47/1, 50/1, 47/1, 14/1, 49/1, 23/1, 28/1, 48/1, 45/1, 9/1, 27/1, 44/1)",23.545,19
"(56/1, 46/1, 34/1, 38/1, 50/1, 4/1, 55/1, 5/1, 58/1, 59/1, 38/1)",23.549,11
"(22/1, 8/1, 34/1, 7/1, 51/1, 30/1, 8/1, 31/1, 30/1)",23.557,9
"(9/1, 22/1, 48/1, 39/1, 20/1)",23.568,5
"(14/1, 22/1, 27/1, 15/1, 8/1, 38/1, 58/1)",23.574,7
"(9/1, 28/1, 30/1, 33/1, 20/1, 15/1, 50/1, 32/1, 8/1, 48/1, 51/1, 49/1, 14/1)",23.58,13
"(59/1, 14/1, 11/1, 20/1, 58/1, 1/1, 7/1)",23.587,7
"(41/1, 60/1, 26/1, 5/1, 23/1, 54/1, 60/1, 12/1, 24/1, 2/1, 27/1, 32/1, 32/1, 52/1, 39/1)",23.605,15
"(10/1, 58/1, 51/1, 44/1, 25/1, 20/1, 34/1)",23.624,7
"(7/1, 59/1, 36/1, 53/1, 26/1, 56/1, 7/1, 29/1, 56/1, 47/1, 59/1)",23.631,11
"(9/1, 19/1, 18/1, 2/1, 36/1, 20/1, 2/1, 30/1, 22/1, 25/1, 52/1, 16/1, 13/1, 12/1, 51/1, 46/1, 24/1, 60/1, 31/1)",23.632,19
"(32/1, 18/1, 39/1, 7/1, 57/1, 58/1, 33/1, 33/1, 37/1)",23.635,9
"(20/1, 40/1, 23/1, 13/1, 58/1, 19/1, 11/1, 12/1, 54/1, 13/1, 12/1, 38/1, 3/1, 58/1, 20/1)",23.64,15
"(45/1, 52/1, 34/1, 13/1, 33/1, 15/1, 50/1, 54/1, 40/1, 18/1, 32/1, 22/1, 24/1)",23.645,13
"(20/1, 43/1, 50/1, 40/1, 16/1, 35/1, 56/1, 46/1, 58/1, 42/1, 5/1, 47/1, 31/1)",23.658,13
"(21/1, 34/1, 43/1)",23.681,3
"(19/1, 32/1, 13/1, 19/1, 23/1, 22/1, 36/1)",23.683,7
"(12/1, 51/1, 15/1, 24/1, 44/1, 9/1, 3/1, 11/1, 36/1, 29/1, 16/1, 35/1, 36/1, 16/1, 15/1, 22/1, 22/1)",23.702,17
"(14/1, 24/1, 30/1, 59/1, 50/1)",23.705,5
"(40/1, 54/1, 51/1, 5/1, 15/1, 16/1, 4/1)",23.729,7
"(7/1, 42/1, 50/1)",23.737,3
"(39/1, 4/1, 3/1, 23/1, 30/1, 33/1, 19/1, 15/1, 18/1, 50/1, 53/1, 16/1, 55/1, 25/1, 36/1, 4/1, 1/1)",23.738,17
"(3/1, 55/1, 44/1)",23.749,3
"(1/1, 47/1, 50/1)",23.764,3
"(40/1, 24/1, 27/1, 9/1, 15/1, 58/1, 43/1, 47/1, 43/1, 43/1, 9/1, 10/1, 41/1, 27/1, 20/1, 9/1, 43/1, 1/1, 20/1)",23.766,19
