Adversarial Examples,Time(s),Length of Adversarial Examples
"(41.0, 12.0)",138.512,2
"(16.0, 17.0)",138.532,2
"(51.0, 4.0)",138.534,2
"(2.0, 56.0)",138.561,2
"(48.0, 35.0)",138.592,2
"(43.0, 37.0)",138.623,2
"(34.0, 41.0)",138.641,2
"(39.0, 56.0)",138.643,2
"(34.0, 48.0)",138.65,2
"(16.0, 9.0)",138.657,2
"(56.0, 3.0)",138.66,2
"(38.0, 47.0)",138.696,2
"(10.0, 33.0)",138.703,2
"(49.0, 55.0)",138.706,2
"(55.0, 26.0)",138.726,2
"(39.0, 44.0)",138.754,2
"(36.0, 33.0)",138.792,2
"(3.0, 46.0)",138.809,2
"(18.0, 7.0)",138.82,2
"(36.0, 16.0)",138.829,2
"(39.0, 25.0)",138.864,2
"(26.0, 11.0)",138.896,2
"(6.0, 11.0)",138.936,2
"(43.0, 5.0)",138.96,2
"(30.0, 54.0)",139.026,2
"(33.0, 12.0)",139.078,2
"(3.0, 7.0)",139.125,2
"(23.0, 39.0)",139.169,2
"(46.0, 52.0)",139.238,2
"(29.0, 41.0)",139.24,2
"(42.0, 16.0)",139.25,2
"(23.0, 25.0)",139.269,2
"(33.0, 52.0)",139.328,2
"(15.0, 38.0)",139.348,2
"(17.0, 6.0)",139.379,2
"(36.0, 59.0)",139.411,2
"(9.0, 17.0)",139.413,2
"(16.0, 32.0)",139.424,2
"(12.0, 10.0)",139.443,2
"(16.0, 19.0)",139.461,2
"(3.0, 36.0)",139.464,2
"(11.0, 11.0, 48.0)",139.488,3
"(32.0, 60.0)",139.575,2
"(54.0, 60.0)",139.607,2
"(20.0, 37.0)",139.624,2
"(35.0, 46.0)",139.666,2
"(54.0, 38.0)",171.213,2
"(57.0, 22.0)",171.219,2
"(51.0, 31.0)",171.235,2
"(29.0, 8.0)",171.279,2
"(60.0, 23.0)",171.317,2
"(45.0, 3.0)",171.379,2
"(21.0, 26.0)",171.39,2
"(56.0, 46.0)",171.394,2
"(5.0, 11.0)",171.429,2
"(12.0, 58.0)",171.441,2
"(32.0, 8.0)",171.452,2
"(9.0, 50.0)",171.468,2
"(31.0, 15.0)",187.696,2
"(11.0, 46.0)",187.719,2
"(29.0, 33.0)",187.731,2
"(41.0, 20.0)",187.746,2
"(39.0, 47.0)",187.748,2
"(36.0, 50.0)",187.799,2
"(12.0, 28.0)",187.819,2
"(21.0, 23.0)",187.849,2
"(56.0, 43.0)",187.852,2
"(47.0, 23.0)",187.872,2
"(24.0, 59.0)",187.88,2
"(33.0, 14.0)",187.882,2
"(41.0, 58.0)",187.892,2
"(58.0, 15.0)",187.915,2
"(3.0, 13.0)",187.926,2
"(50.0, 58.0)",187.954,2
"(40.0, 17.0)",187.957,2
"(51.0, 27.0)",187.977,2
"(19.0, 16.0, 19.0)",187.991,3
"(14.0, 6.0)",205.241,2
"(7.0, 2.0)",205.295,2
"(10.0, 49.0)",205.332,2
"(20.0, 60.0)",239.295,2
"(21.0, 44.0)",239.313,2
"(57.0, 44.0)",239.334,2
"(53.0, 25.0)",239.336,2
"(50.0, 31.0)",239.339,2
"(18.0, 55.0)",239.341,2
"(6.0, 55.0)",239.357,2
"(56.0, 47.0)",255.94,2
"(45.0, 55.0)",255.965,2
"(1.0, 45.0)",256.006,2
"(14.0, 43.0)",256.041,2
"(23.0, 12.0)",256.043,2
"(47.0, 54.0)",256.049,2
"(45.0, 8.0)",256.051,2
"(36.0, 58.0)",256.067,2
"(47.0, 59.0)",256.093,2
"(33.0, 49.0)",256.127,2
"(38.0, 3.0)",256.129,2
"(49.0, 30.0)",256.173,2
"(34.0, 21.0)",256.19,2
"(51.0, 49.0)",256.193,2
"(4.0, 44.0)",256.211,2
"(38.0, 21.0)",256.342,2
"(7.0, 32.0)",256.419,2
"(49.0, 25.0)",256.508,2
"(59.0, 16.0)",256.618,2
"(50.0, 5.0)",256.622,2
"(60.0, 1.0)",256.649,2
"(34.0, 56.0)",256.651,2
"(47.0, 40.0)",256.656,2
"(24.0, 13.0)",256.725,2
"(21.0, 27.0)",256.743,2
"(49.0, 26.0)",256.748,2
"(57.0, 7.0)",256.75,2
"(46.0, 43.0)",256.998,2
"(45.0, 54.0)",257.232,2
"(4.0, 46.0, 46.0)",257.403,3
"(43.0, 1.0)",257.463,2
"(2.0, 35.0)",257.603,2
"(42.0, 5.0)",257.62,2
"(45.0, 45.0, 19.0)",257.737,3
"(17.0, 21.0)",257.74,2
"(53.0, 12.0)",257.756,2
"(53.0, 47.0)",257.773,2
"(50.0, 21.0)",257.775,2
"(1.0, 25.0)",257.819,2
"(32.0, 6.0)",257.864,2
"(48.0, 42.0)",257.922,2
"(6.0, 48.0)",258.039,2
"(46.0, 6.0)",258.123,2
"(38.0, 36.0)",258.133,2
"(37.0, 2.0)",258.136,2
"(46.0, 8.0)",258.162,2
"(60.0, 25.0)",258.165,2
"(3.0, 26.0)",258.469,2
"(29.0, 14.0)",258.485,2
"(4.0, 28.0)",275.154,2
"(18.0, 60.0)",275.207,2
"(5.0, 49.0)",275.226,2
"(48.0, 3.0)",275.243,2
"(53.0, 36.0)",275.25,2
"(58.0, 25.0)",275.252,2
"(60.0, 60.0, 1.0)",275.347,3
"(42.0, 27.0)",275.382,2
"(39.0, 29.0)",275.718,2
"(37.0, 50.0)",275.845,2
"(20.0, 41.0)",275.879,2
"(4.0, 46.0)",275.893,2
"(47.0, 4.0)",276.031,2
"(48.0, 53.0)",276.033,2
"(14.0, 60.0)",276.443,2
"(40.0, 60.0)",276.469,2
"(14.0, 18.0)",276.511,2
"(3.0, 55.0)",276.543,2
"(30.0, 28.0)",276.716,2
"(32.0, 43.0, 43.0)",276.741,3
"(32.0, 29.0)",294.132,2
"(54.0, 15.0)",294.136,2
"(51.0, 53.0)",294.221,2
"(56.0, 53.0)",294.225,2
"(26.0, 32.0)",294.677,2
"(5.0, 33.0)",294.854,2
"(28.0, 12.0)",295.026,2
"(20.0, 2.0)",295.045,2
"(55.0, 60.0)",295.059,2
"(24.0, 41.0, 24.0)",295.266,3
"(14.0, 36.0)",313.109,2
"(41.0, 3.0)",313.314,2
"(57.0, 50.0)",313.332,2
"(9.0, 16.0)",313.335,2
"(28.0, 7.0)",313.454,2
"(45.0, 9.0)",313.648,2
"(14.0, 39.0)",313.65,2
"(48.0, 52.0)",313.666,2
"(34.0, 46.0)",313.69,2
"(43.0, 41.0)",313.718,2
"(39.0, 14.0)",313.804,2
"(33.0, 42.0)",313.86,2
"(1.0, 10.0)",314.078,2
"(7.0, 26.0)",314.164,2
"(28.0, 26.0)",314.196,2
"(26.0, 44.0)",331.544,2
"(19.0, 25.0)",331.59,2
"(12.0, 32.0)",331.593,2
"(43.0, 16.0)",331.696,2
"(1.0, 2.0)",331.731,2
"(28.0, 19.0)",331.861,2
"(15.0, 60.0)",331.957,2
"(12.0, 37.0)",332.173,2
"(50.0, 45.0)",332.231,2
"(9.0, 11.0)",332.264,2
"(50.0, 29.0)",332.399,2
"(60.0, 32.0)",332.411,2
"(6.0, 9.0)",332.43,2
"(26.0, 42.0)",332.506,2
"(44.0, 11.0)",332.59,2
"(43.0, 17.0)",332.716,2
"(22.0, 29.0)",332.773,2
"(24.0, 51.0)",332.968,2
"(23.0, 45.0, 23.0)",332.992,3
"(58.0, 25.0, 58.0)",350.992,3
"(3.0, 54.0)",367.64,2
"(4.0, 43.0)",367.938,2
"(39.0, 57.0)",367.981,2
"(34.0, 50.0)",368.178,2
"(13.0, 40.0)",368.183,2
"(36.0, 24.0)",368.187,2
"(58.0, 48.0)",368.215,2
"(51.0, 40.0)",368.448,2
"(53.0, 46.0)",368.475,2
"(56.0, 33.0)",368.59,2
"(1.0, 58.0)",368.684,2
"(53.0, 33.0)",368.711,2
"(27.0, 60.0)",368.914,2
"(8.0, 36.0)",368.922,2
"(39.0, 16.0)",369.206,2
"(41.0, 45.0)",369.292,2
"(43.0, 28.0)",369.416,2
"(21.0, 32.0)",369.482,2
"(45.0, 16.0)",369.62,2
"(34.0, 11.0)",369.667,2
"(58.0, 36.0)",369.702,2
"(25.0, 36.0)",386.264,2
"(6.0, 40.0)",386.376,2
"(15.0, 2.0)",386.401,2
"(9.0, 49.0)",386.49,2
"(8.0, 22.0)",386.585,2
"(50.0, 7.0)",386.677,2
"(13.0, 31.0)",386.686,2
"(19.0, 39.0)",386.733,2
"(58.0, 10.0)",386.787,2
"(10.0, 2.0)",387.108,2
"(33.0, 35.0)",387.114,2
"(35.0, 12.0)",387.117,2
"(13.0, 34.0)",387.192,2
"(47.0, 1.0)",387.34,2
"(23.0, 37.0)",387.513,2
"(21.0, 6.0)",387.52,2
"(6.0, 60.0)",387.607,2
"(3.0, 38.0)",387.652,2
"(49.0, 56.0)",387.813,2
"(6.0, 10.0)",388.09,2
"(23.0, 53.0)",388.402,2
"(60.0, 19.0)",388.405,2
